dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,0,      16.968718
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     274.337615
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     255.610071
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     245.318255
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     246.965420
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     253.094415
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     255.701343
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     265.907728
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     268.267657
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     245.366906
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     248.489193
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     423.843038
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     432.664857
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     438.010409
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     442.868505
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     408.488085
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     415.014901
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     408.832081
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     428.288544
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     426.856062
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     442.347453
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     442.614038
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     416.571554
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     409.065727
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     409.160622
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     432.233607
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     409.608138
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     411.614762
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     409.279171
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     429.793952
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     464.394560
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,0,     336.182143
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,1,     323.371263
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,2,     309.780072
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,3,     305.867884
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,4,     306.278023
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,5,     308.329489
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,6,     311.969861
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,7,     310.999544
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,8,     306.235024
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,9,     311.746566
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,10,     308.064740
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,11,     309.914111
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,12,     306.379699
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,13,     308.132976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,14,     305.600698
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,15,     308.270436
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,16,     310.299219
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,17,     309.839050
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,18,     302.365715
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,19,     308.089108
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,0,    1307.867308
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,1,    1311.418252
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,2,    1307.801389
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,3,    1318.826566
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,4,    1308.153637
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,5,    1310.256121
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,6,    1309.352296
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,7,    1308.807877
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,8,    1305.777066
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,9,    1306.530652
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,10,    1307.269831
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,11,    1308.905079
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,12,    1310.440638
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,13,    1305.320901
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,14,    1305.981410
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,15,    1306.969657
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,16,    1307.120549
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,17,    1312.686487
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,18,    1306.867018
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,19,    1314.889636
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,0,    1066.791924
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,1,    1073.122824
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,2,    1072.509582
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,3,    1059.579248
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,4,    1079.280202
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,5,    1072.151099
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,6,    1062.149624
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,7,    1066.096213
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,8,    1060.591204
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,9,    1063.249526
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,10,    1069.480776
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,11,    1067.235558
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,12,    1067.009190
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,13,    1069.048081
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,14,    1070.328288
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,15,    1066.059533
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,16,    1070.054883
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,17,    1063.615787
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,18,    1070.744671
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,19,    1064.090874
