dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"P | P | P | P",64,0,       0.035010
2,double,uniform,PoisFFT,"P | P | P | P",64,1,       0.030150
2,double,uniform,PoisFFT,"P | P | P | P",64,2,       0.035110
2,double,uniform,PoisFFT,"P | P | P | P",64,3,       0.031489
2,double,uniform,PoisFFT,"P | P | P | P",64,4,       0.029939
2,double,uniform,PoisFFT,"P | P | P | P",64,5,       0.030020
2,double,uniform,PoisFFT,"P | P | P | P",64,6,       0.030090
2,double,uniform,PoisFFT,"P | P | P | P",64,7,       0.029819
2,double,uniform,PoisFFT,"P | P | P | P",64,8,       0.030109
2,double,uniform,PoisFFT,"P | P | P | P",64,9,       0.030430
2,double,uniform,PoisFFT,"P | P | P | P",64,10,       0.030320
2,double,uniform,PoisFFT,"P | P | P | P",64,11,       0.029850
2,double,uniform,PoisFFT,"P | P | P | P",64,12,       0.029940
2,double,uniform,PoisFFT,"P | P | P | P",64,13,       0.029930
2,double,uniform,PoisFFT,"P | P | P | P",64,14,       0.029930
2,double,uniform,PoisFFT,"P | P | P | P",64,15,       0.034249
2,double,uniform,PoisFFT,"P | P | P | P",64,16,       0.030060
2,double,uniform,PoisFFT,"P | P | P | P",64,17,       0.029850
2,double,uniform,PoisFFT,"P | P | P | P",64,18,       0.030210
2,double,uniform,PoisFFT,"P | P | P | P",64,19,       0.030579
2,double,uniform,PoisFFT,"P | P | P | P",64,20,       0.029960
2,double,uniform,PoisFFT,"P | P | P | P",64,21,       0.030310
2,double,uniform,PoisFFT,"P | P | P | P",64,22,       0.029760
2,double,uniform,PoisFFT,"P | P | P | P",64,23,       0.029949
2,double,uniform,PoisFFT,"P | P | P | P",64,24,       0.030520
2,double,uniform,PoisFFT,"P | P | P | P",64,25,       0.030119
2,double,uniform,PoisFFT,"P | P | P | P",64,26,       0.030380
2,double,uniform,PoisFFT,"P | P | P | P",64,27,       0.029980
2,double,uniform,PoisFFT,"P | P | P | P",64,28,       0.034340
2,double,uniform,PoisFFT,"P | P | P | P",64,29,       0.030020
2,double,uniform,PoisFFT,"P | P | P | P",64,30,       0.030129
2,double,uniform,PoisFFT,"P | P | P | P",64,31,       0.029959
2,double,uniform,PoisFFT,"P | P | P | P",64,32,       0.029900
2,double,uniform,PoisFFT,"P | P | P | P",64,33,       0.030480
2,double,uniform,PoisFFT,"P | P | P | P",64,34,       0.030089
2,double,uniform,PoisFFT,"P | P | P | P",64,35,       0.029819
2,double,uniform,PoisFFT,"P | P | P | P",64,36,       0.030399
2,double,uniform,PoisFFT,"P | P | P | P",64,37,       0.031180
2,double,uniform,PoisFFT,"P | P | P | P",64,38,       0.030260
2,double,uniform,PoisFFT,"P | P | P | P",64,39,       0.029790
2,double,uniform,PoisFFT,"P | P | P | P",64,40,       0.030259
2,double,uniform,PoisFFT,"P | P | P | P",64,41,       0.035159
2,double,uniform,PoisFFT,"P | P | P | P",64,42,       0.030160
2,double,uniform,PoisFFT,"P | P | P | P",64,43,       0.030160
2,double,uniform,PoisFFT,"P | P | P | P",64,44,       0.030060
2,double,uniform,PoisFFT,"P | P | P | P",64,45,       0.030079
2,double,uniform,PoisFFT,"P | P | P | P",64,46,       0.030319
2,double,uniform,PoisFFT,"P | P | P | P",64,47,       0.029790
2,double,uniform,PoisFFT,"P | P | P | P",64,48,       0.029830
2,double,uniform,PoisFFT,"P | P | P | P",64,49,       0.030050
2,double,uniform,PoisFFT,"P | P | P | P",64,50,       0.029920
2,double,uniform,PoisFFT,"P | P | P | P",64,51,       0.030009
2,double,uniform,PoisFFT,"P | P | P | P",64,52,       0.030160
2,double,uniform,PoisFFT,"P | P | P | P",64,53,       0.029820
2,double,uniform,PoisFFT,"P | P | P | P",64,54,       0.034750
2,double,uniform,PoisFFT,"P | P | P | P",64,55,       0.030000
2,double,uniform,PoisFFT,"P | P | P | P",64,56,       0.030039
2,double,uniform,PoisFFT,"P | P | P | P",64,57,       0.030070
2,double,uniform,PoisFFT,"P | P | P | P",64,58,       0.029920
