dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       1.055159
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,1,       0.666713
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,2,       0.663893
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,3,       0.633614
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,4,       0.645833
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,5,       0.653373
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,6,       0.638593
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,7,       0.637583
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,8,       0.643753
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,9,       0.635673
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,10,       0.626643
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,11,       0.661004
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,12,       0.633184
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,13,       0.637453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,14,       0.652984
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,15,       0.658043
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,16,       0.625513
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,17,       0.657043
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,18,       0.636594
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,19,       0.619974
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,20,       0.645894
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,21,       0.617033
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,22,       0.619564
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,23,       0.653023
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,24,       0.653213
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,25,       0.656343
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,26,       0.657013
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,27,       0.654933
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,28,       0.650413
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,29,       0.649463
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,30,       0.652273
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,31,       0.658333
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,32,       0.656182
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,33,       0.619174
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,34,       0.626593
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,35,       0.625893
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,36,       0.659233
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,37,       0.631423
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,38,       0.629373
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,39,       0.656203
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,40,       0.659333
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,41,       0.654253
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,42,       0.665763
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,43,       0.651463
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,44,       0.655633
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,45,       0.653023
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,46,       0.654914
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,47,       0.642063
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,48,       0.652194
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,49,       0.652813
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,50,       0.654923
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,51,       0.640613
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,52,       0.626423
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,53,       0.622103
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,54,       0.626273
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,55,       0.623424
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,56,       0.623603
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,57,       0.700083
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,58,       0.669793
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,59,       0.669503
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,60,       0.671453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,61,       0.668043
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,62,       0.666253
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,63,       0.664963
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,64,       0.662813
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,65,       0.660833
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,66,       0.661533
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,67,       0.664313
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,68,       0.619723
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,69,       0.620893
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,70,       0.651703
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,71,       0.655533
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,72,       0.649964
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,73,       0.660883
