dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.727992
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.433336
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.433385
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.418085
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.421576
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.431056
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.424795
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.434156
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.437025
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.440446
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.431605
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.454255
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.436446
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.435155
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.444176
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.438995
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.449375
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.425956
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.435996
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.423505
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,20,       0.426316
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,       0.429485
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,       0.418196
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,       0.432615
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,       0.425015
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,       0.429645
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,       0.433805
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,       0.428655
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,       0.437745
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,       0.440766
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,       0.428765
