dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,       1.865609
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,1,     116.124399
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,2,     116.416305
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,3,     115.442036
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,4,     115.601874
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,5,     112.950103
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,6,     121.371900
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,7,     119.155335
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,8,     117.011109
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,9,     113.865593
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,10,     113.743154
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,11,     114.667144
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,12,     114.099171
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,13,     114.874272
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,14,     114.922942
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,15,     116.852680
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,16,     114.695884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,17,     115.768562
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,18,     114.158260
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,19,     112.251351
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,20,     113.500937
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,21,     118.298314
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,22,     115.719723
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,23,     111.378651
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,24,     112.775536
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,25,     111.872335
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,26,     110.907026
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,27,     112.228571
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,28,     112.640027
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,29,     112.833675
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,30,     112.947424
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,31,     114.370668
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,32,     123.453667
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,33,     111.913115
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,34,     110.999205
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,35,     110.118105
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,36,     113.281649
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,37,     112.098884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,38,     110.500070
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,39,     114.008201
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,40,     110.869516
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,41,     110.206134
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,42,     112.301001
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,43,     110.611850
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,44,     115.187329
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,45,     112.031494
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,46,     112.302051
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,47,     111.520589
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,48,     112.049244
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,49,     112.052063
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,50,     113.663375
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,51,     111.657758
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,52,     112.081663
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,53,     111.848986
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,54,     110.627819
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,55,     112.895234
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,56,     112.145093
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,57,     120.220363
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,58,     113.501748
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,59,     114.303989
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,60,     114.247440
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,61,     112.178772
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,62,     112.891474
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,63,     114.207519
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,64,     112.933474
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,65,     112.905573
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,66,     115.950410
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,67,     111.212743
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,68,     112.564478
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,69,     111.472670
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,70,     112.926144
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,71,     111.400010
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,72,     112.302081
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,73,     113.387238
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,74,     110.953966
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,0,     177.563215
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,1,     176.117111
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,2,     177.538564
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,3,     174.493989
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,4,     175.077112
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,5,     176.921942
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,6,     176.950242
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,7,     177.844841
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,8,     178.422786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,9,     176.014192
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,10,     174.334341
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,11,     174.943614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,12,     178.327686
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,13,     175.893133
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,14,     177.247018
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,15,     176.760274
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,16,     178.659652
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,17,     173.633878
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,18,     175.099193
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,19,     175.856884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,20,     174.969634
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,21,     174.572687
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,22,     176.965442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,23,     174.866235
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,24,     173.441581
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,25,     178.034800
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,26,     178.727682
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,27,     171.133356
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,28,     173.133614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,29,     176.966792
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,30,     173.038145
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,31,     172.694539
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,32,     171.678011
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,33,     174.263161
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,34,     171.216025
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,35,     175.271180
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,36,     171.935068
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,37,     174.423390
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,38,     174.610258
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,39,     173.664128
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,40,     176.996611
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,41,     175.172982
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,42,     176.014932
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,43,     176.521236
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,44,     175.330770
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,45,     176.452028
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,46,     170.031249
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,47,     170.409735
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,48,     175.305390
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,49,     178.100629
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,50,     175.412548
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,51,     174.299211
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,52,     174.956674
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,53,     173.643548
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,54,     175.864204
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,55,     175.936483
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,56,     177.173960
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,57,     177.127440
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,58,     178.171558
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,59,     174.154653
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,60,     172.832798
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,61,     173.017506
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,62,     173.374461
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,63,     176.023342
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,64,     177.014960
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,65,     175.439359
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,66,     181.386072
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,67,     178.506824
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,68,     175.832974
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,69,     175.345199
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,70,     174.165163
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,71,     173.198233
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,72,     175.144772
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,73,     174.074033
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,74,     174.580018
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,0,     319.101760
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,1,     319.802652
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,2,     316.712376
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,3,     315.555920
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,4,     311.855910
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,5,     313.365463
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,6,     317.470748
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,7,     314.348233
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,8,     318.213901
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,9,     313.952078
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,10,     313.443193
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,11,     315.149594
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,12,     310.088450
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,13,     315.036976
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,14,     318.115661
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,15,     313.772589
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,16,     308.917054
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,17,     311.395145
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,18,     311.123119
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,19,     316.476239
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,20,     318.125921
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,21,     319.105260
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,22,     319.380527
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,23,     316.384130
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,24,     317.643397
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,25,     311.142999
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,26,     316.829946
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,27,     313.846189
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,28,     315.584679
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,29,     310.797073
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,30,     316.261522
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,31,     314.013916
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,32,     314.435323
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,33,     318.935602
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,34,     314.795888
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,35,     313.788789
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,36,     315.498280
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,37,     313.597162
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,38,     315.342032
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,39,     316.431810
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,40,     310.618095
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,41,     315.383482
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,42,     315.775047
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,43,     314.713089
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,44,     311.978369
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,45,     310.344948
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,46,     311.273758
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,47,     317.114263
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,48,     312.082009
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,49,     316.710667
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,50,     318.647005
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,51,     316.442420
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,52,     316.507749
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,53,     309.885922
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,54,     317.212141
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,55,     313.828449
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,56,     313.892738
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,57,     315.862806
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,58,     316.354421
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,59,     313.982137
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,60,     313.479633
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,61,     317.873684
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,62,     321.055048
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,63,     316.835342
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,64,     314.297698
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,65,     311.438177
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,66,     312.441657
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,67,     317.708252
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,68,     317.770691
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,69,     313.213869
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,70,     311.803884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,71,     318.112908
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,72,     314.465167
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,73,     314.108150
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,74,     319.562323
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,0,     405.794257
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,1,     402.205414
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,2,     400.710920
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,3,     406.000745
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,4,     402.568120
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,5,     398.877490
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,6,     398.555383
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,7,     403.265083
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,8,     403.433611
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,9,     397.280366
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,10,     393.591755
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,11,     404.514819
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,12,     397.468754
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,13,     402.575771
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,14,     400.118786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,15,     399.729851
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,16,     398.722130
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,17,     400.837088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,18,     401.266944
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,19,     404.777157
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,20,     402.284253
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,21,     398.176306
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,22,     404.539410
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,23,     398.353095
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,24,     399.215196
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,25,     399.046107
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,26,     403.816387
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,27,     419.899938
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,28,     402.091565
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,29,     401.893767
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,30,     405.226203
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,31,     402.898877
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,32,     396.451155
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,33,     402.199714
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,34,     404.678718
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,35,     401.286284
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,36,     401.250554
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,37,     401.449942
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,38,     397.948979
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,39,     400.706239
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,40,     398.675281
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,41,     400.756959
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,42,     402.734309
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,43,     399.530082
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,44,     403.622509
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,45,     402.738819
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,46,     400.556271
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,47,     401.757279
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,48,     404.890236
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,49,     399.309605
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,50,     402.608930
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,51,     403.345323
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,52,     404.272533
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,53,     401.164225
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,54,     402.851297
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,55,     404.851517
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,56,     398.948579
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,57,     402.294734
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,58,     399.980968
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,59,     409.215221
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,60,     407.276751
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,61,     405.815807
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,62,     402.976676
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,63,     403.769028
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,64,     404.252313
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,65,     406.949974
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,66,     402.212304
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,67,     403.392332
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,68,     405.045784
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,69,     397.767701
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,70,     407.613137
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,71,     406.757556
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,72,     404.350261
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,73,     403.225183
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,74,     401.875138
