dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.822481
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.516635
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.591703
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.574294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.552364
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.579343
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.563694
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.549284
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.566234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.555114
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.552974
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.543484
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.533914
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.540944
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.538584
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.551304
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.535495
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.546845
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.527534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.543044
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,20,       0.515305
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,21,       0.545944
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,22,       0.535084
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,23,       0.534485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,24,       0.558524
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,25,       0.564594
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,26,       0.544434
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,27,       0.572584
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,28,       0.548454
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,29,       0.547054
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,30,       0.538734
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,31,       0.526914
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,32,       0.527854
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,33,       0.551184
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,34,       0.540365
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,35,       0.541544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,36,       0.548804
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,37,       0.553144
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,38,       0.551935
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,39,       0.542354
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,40,       0.529035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,41,       0.538324
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,42,       0.547334
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,43,       0.521755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,44,       0.537444
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,45,       0.553294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,46,       0.538834
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,47,       0.542174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,48,       0.534764
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,49,       0.544084
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,50,       0.549304
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,51,       0.542895
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,52,       0.526755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,53,       0.562354
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,54,       0.558734
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,55,       0.567574
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,56,       0.548814
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,57,       0.538644
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,58,       0.524294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,59,       0.537004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,60,       0.542294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,61,       0.552614
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,62,       0.531454
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,63,       0.545254
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,64,       0.542934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,65,       0.522075
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,66,       0.531994
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,67,       0.520744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,68,       0.531194
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,69,       0.536675
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,70,       0.537904
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,71,       0.540534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,72,       0.527734
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,73,       0.549274
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,74,       0.530494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,       3.283755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,       3.053068
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,       3.086477
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,       3.015408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,       2.947609
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,       3.249846
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,       3.002778
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,       2.922149
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,       2.873090
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,       3.007458
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,       2.951048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,       3.011748
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,       2.953439
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,       2.958819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,14,       2.962159
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,15,       3.213226
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,16,       2.949549
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,17,       3.148867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,18,       2.925659
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,19,       2.905419
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,20,       3.011378
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,21,       2.996328
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,22,       2.892999
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,23,       2.952499
