dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"D | D | D | D",64,0,       0.088449
2,float,uniform,PoisFFT,"D | D | D | D",64,1,       0.081979
2,float,uniform,PoisFFT,"D | D | D | D",64,2,       0.081669
2,float,uniform,PoisFFT,"D | D | D | D",64,3,       0.085710
2,float,uniform,PoisFFT,"D | D | D | D",64,4,       0.081880
2,float,uniform,PoisFFT,"D | D | D | D",64,5,       0.081449
2,float,uniform,PoisFFT,"D | D | D | D",64,6,       0.082879
2,float,uniform,PoisFFT,"D | D | D | D",64,7,       0.081549
2,float,uniform,PoisFFT,"D | D | D | D",64,8,       0.081439
2,float,uniform,PoisFFT,"D | D | D | D",64,9,       0.081830
2,float,uniform,PoisFFT,"D | D | D | D",64,10,       0.081599
2,float,uniform,PoisFFT,"D | D | D | D",64,11,       0.081659
2,float,uniform,PoisFFT,"D | D | D | D",64,12,       0.081949
2,float,uniform,PoisFFT,"D | D | D | D",64,13,       0.081579
2,float,uniform,PoisFFT,"D | D | D | D",64,14,       0.081590
2,float,uniform,PoisFFT,"D | D | D | D",64,15,       0.081980
2,float,uniform,PoisFFT,"D | D | D | D",64,16,       0.081559
2,float,uniform,PoisFFT,"D | D | D | D",64,17,       0.082179
2,float,uniform,PoisFFT,"D | D | D | D",64,18,       0.081799
2,float,uniform,PoisFFT,"D | D | D | D",64,19,       0.081699
2,float,uniform,PoisFFT,"D | D | D | D",64,20,       0.081499
2,float,uniform,PoisFFT,"D | D | D | D",64,21,       0.081569
2,float,uniform,PoisFFT,"D | D | D | D",64,22,       0.085409
2,float,uniform,PoisFFT,"D | D | D | D",64,23,       0.082019
2,float,uniform,PoisFFT,"D | D | D | D",64,24,       0.081789
2,float,uniform,PoisFFT,"D | D | D | D",64,25,       0.081470
2,float,uniform,PoisFFT,"D | D | D | D",64,26,       0.081989
2,float,uniform,PoisFFT,"D | D | D | D",64,27,       0.081829
2,float,uniform,PoisFFT,"D | D | D | D",64,28,       0.081489
2,float,uniform,PoisFFT,"D | D | D | D",64,29,       0.082079
2,float,uniform,PoisFFT,"D | D | D | D",64,30,       0.081579
2,float,uniform,PoisFFT,"D | D | D | D",64,31,       0.086150
2,float,uniform,PoisFFT,"D | D | D | D",64,32,       0.081769
2,float,uniform,PoisFFT,"D | D | D | D",64,33,       0.081569
2,float,uniform,PoisFFT,"D | D | D | D",64,34,       0.081619
2,float,uniform,PoisFFT,"D | D | D | D",64,35,       0.081409
2,float,uniform,PoisFFT,"D | D | D | D",64,36,       0.081488
2,float,uniform,PoisFFT,"D | D | D | D",64,37,       0.081509
2,float,uniform,PoisFFT,"D | D | D | D",64,38,       0.081489
2,float,uniform,PoisFFT,"D | D | D | D",64,39,       0.081489
2,float,uniform,PoisFFT,"D | D | D | D",64,40,       0.088079
2,float,uniform,PoisFFT,"D | D | D | D",64,41,       0.081619
2,float,uniform,PoisFFT,"D | D | D | D",64,42,       0.081679
2,float,uniform,PoisFFT,"D | D | D | D",64,43,       0.081689
2,float,uniform,PoisFFT,"D | D | D | D",64,44,       0.081569
2,float,uniform,PoisFFT,"D | D | D | D",64,45,       0.081619
2,float,uniform,PoisFFT,"D | D | D | D",64,46,       0.081669
2,float,uniform,PoisFFT,"D | D | D | D",64,47,       0.081530
2,float,uniform,PoisFFT,"D | D | D | D",64,48,       0.081689
2,float,uniform,PoisFFT,"D | D | D | D",64,49,       0.081629
2,float,uniform,PoisFFT,"D | D | D | D",64,50,       0.081519
2,float,uniform,PoisFFT,"D | D | D | D",64,51,       0.081589
2,float,uniform,PoisFFT,"D | D | D | D",64,52,       0.081700
2,float,uniform,PoisFFT,"D | D | D | D",64,53,       0.081709
2,float,uniform,PoisFFT,"D | D | D | D",64,54,       0.081549
2,float,uniform,PoisFFT,"D | D | D | D",64,55,       0.081569
2,float,uniform,PoisFFT,"D | D | D | D",64,56,       0.081619
2,float,uniform,PoisFFT,"D | D | D | D",64,57,       0.081728
2,float,uniform,PoisFFT,"D | D | D | D",64,58,       0.081569
2,float,uniform,PoisFFT,"D | D | D | D",64,59,       0.086029
2,float,uniform,PoisFFT,"D | D | D | D",64,60,       0.081539
2,float,uniform,PoisFFT,"D | D | D | D",64,61,       0.081609
2,float,uniform,PoisFFT,"D | D | D | D",64,62,       0.081420
2,float,uniform,PoisFFT,"D | D | D | D",64,63,       0.081410
2,float,uniform,PoisFFT,"D | D | D | D",64,64,       0.081589
2,float,uniform,PoisFFT,"D | D | D | D",64,65,       0.082720
2,float,uniform,PoisFFT,"D | D | D | D",64,66,       0.081970
2,float,uniform,PoisFFT,"D | D | D | D",64,67,       0.081559
2,float,uniform,PoisFFT,"D | D | D | D",64,68,       0.081739
2,float,uniform,PoisFFT,"D | D | D | D",64,69,       0.081699
2,float,uniform,PoisFFT,"D | D | D | D",64,70,       0.081939
2,float,uniform,PoisFFT,"D | D | D | D",64,71,       0.081699
2,float,uniform,PoisFFT,"D | D | D | D",64,72,       0.081530
2,float,uniform,PoisFFT,"D | D | D | D",64,73,       0.081510
2,float,uniform,PoisFFT,"D | D | D | D",64,74,       0.081509
2,float,uniform,PoisFFT,"D | D | D | D",128,0,       1.005119
2,float,uniform,PoisFFT,"D | D | D | D",128,1,       1.004609
2,float,uniform,PoisFFT,"D | D | D | D",128,2,       1.006789
2,float,uniform,PoisFFT,"D | D | D | D",128,3,       1.005059
2,float,uniform,PoisFFT,"D | D | D | D",128,4,       1.003529
2,float,uniform,PoisFFT,"D | D | D | D",128,5,       1.003449
2,float,uniform,PoisFFT,"D | D | D | D",128,6,       1.005449
2,float,uniform,PoisFFT,"D | D | D | D",128,7,       1.004129
2,float,uniform,PoisFFT,"D | D | D | D",128,8,       1.004709
2,float,uniform,PoisFFT,"D | D | D | D",128,9,       1.006219
2,float,uniform,PoisFFT,"D | D | D | D",128,10,       1.005129
2,float,uniform,PoisFFT,"D | D | D | D",128,11,       1.008009
2,float,uniform,PoisFFT,"D | D | D | D",128,12,       1.004240
2,float,uniform,PoisFFT,"D | D | D | D",128,13,       1.004379
2,float,uniform,PoisFFT,"D | D | D | D",128,14,       1.005049
2,float,uniform,PoisFFT,"D | D | D | D",128,15,       1.003599
2,float,uniform,PoisFFT,"D | D | D | D",128,16,       1.005799
2,float,uniform,PoisFFT,"D | D | D | D",128,17,       1.004909
2,float,uniform,PoisFFT,"D | D | D | D",128,18,       1.003979
2,float,uniform,PoisFFT,"D | D | D | D",128,19,       1.003939
2,float,uniform,PoisFFT,"D | D | D | D",128,20,       1.004779
2,float,uniform,PoisFFT,"D | D | D | D",128,21,       1.006169
2,float,uniform,PoisFFT,"D | D | D | D",128,22,       1.005169
2,float,uniform,PoisFFT,"D | D | D | D",128,23,       1.003909
2,float,uniform,PoisFFT,"D | D | D | D",128,24,       1.006959
2,float,uniform,PoisFFT,"D | D | D | D",128,25,       1.006929
2,float,uniform,PoisFFT,"D | D | D | D",128,26,       1.005829
2,float,uniform,PoisFFT,"D | D | D | D",128,27,       1.004139
2,float,uniform,PoisFFT,"D | D | D | D",128,28,       1.004919
2,float,uniform,PoisFFT,"D | D | D | D",128,29,       1.004379
2,float,uniform,PoisFFT,"D | D | D | D",128,30,       1.003308
2,float,uniform,PoisFFT,"D | D | D | D",128,31,       1.007820
2,float,uniform,PoisFFT,"D | D | D | D",128,32,       1.004669
2,float,uniform,PoisFFT,"D | D | D | D",128,33,       1.004579
2,float,uniform,PoisFFT,"D | D | D | D",128,34,       1.005119
2,float,uniform,PoisFFT,"D | D | D | D",128,35,       1.004209
2,float,uniform,PoisFFT,"D | D | D | D",128,36,       1.004849
2,float,uniform,PoisFFT,"D | D | D | D",128,37,       1.006569
2,float,uniform,PoisFFT,"D | D | D | D",128,38,       1.006869
2,float,uniform,PoisFFT,"D | D | D | D",128,39,       1.003329
2,float,uniform,PoisFFT,"D | D | D | D",128,40,       1.007018
2,float,uniform,PoisFFT,"D | D | D | D",128,41,       1.003899
2,float,uniform,PoisFFT,"D | D | D | D",128,42,       1.003779
2,float,uniform,PoisFFT,"D | D | D | D",128,43,       1.003019
2,float,uniform,PoisFFT,"D | D | D | D",128,44,       1.004309
2,float,uniform,PoisFFT,"D | D | D | D",128,45,       1.006279
2,float,uniform,PoisFFT,"D | D | D | D",128,46,       1.004559
2,float,uniform,PoisFFT,"D | D | D | D",128,47,       1.004879
2,float,uniform,PoisFFT,"D | D | D | D",128,48,       1.003289
2,float,uniform,PoisFFT,"D | D | D | D",128,49,       1.003569
2,float,uniform,PoisFFT,"D | D | D | D",128,50,       1.004598
2,float,uniform,PoisFFT,"D | D | D | D",128,51,       1.005409
2,float,uniform,PoisFFT,"D | D | D | D",128,52,       1.003899
2,float,uniform,PoisFFT,"D | D | D | D",128,53,       1.004159
2,float,uniform,PoisFFT,"D | D | D | D",128,54,       1.005379
2,float,uniform,PoisFFT,"D | D | D | D",128,55,       1.004399
2,float,uniform,PoisFFT,"D | D | D | D",128,56,       1.006489
2,float,uniform,PoisFFT,"D | D | D | D",128,57,       1.005560
2,float,uniform,PoisFFT,"D | D | D | D",128,58,       1.004340
2,float,uniform,PoisFFT,"D | D | D | D",128,59,       1.004319
2,float,uniform,PoisFFT,"D | D | D | D",128,60,       1.004019
2,float,uniform,PoisFFT,"D | D | D | D",128,61,       1.003869
2,float,uniform,PoisFFT,"D | D | D | D",128,62,       1.005179
2,float,uniform,PoisFFT,"D | D | D | D",128,63,       1.003919
2,float,uniform,PoisFFT,"D | D | D | D",128,64,       1.004209
2,float,uniform,PoisFFT,"D | D | D | D",128,65,       1.004020
2,float,uniform,PoisFFT,"D | D | D | D",128,66,       1.006078
2,float,uniform,PoisFFT,"D | D | D | D",128,67,       1.004229
2,float,uniform,PoisFFT,"D | D | D | D",128,68,       1.004879
2,float,uniform,PoisFFT,"D | D | D | D",128,69,       1.003449
2,float,uniform,PoisFFT,"D | D | D | D",128,70,       1.004659
2,float,uniform,PoisFFT,"D | D | D | D",128,71,       1.003989
2,float,uniform,PoisFFT,"D | D | D | D",128,72,       1.005889
2,float,uniform,PoisFFT,"D | D | D | D",128,73,       1.006579
2,float,uniform,PoisFFT,"D | D | D | D",128,74,       1.003989
2,float,uniform,PoisFFT,"D | D | D | D",192,0,       3.607530
2,float,uniform,PoisFFT,"D | D | D | D",192,1,       3.599521
2,float,uniform,PoisFFT,"D | D | D | D",192,2,       3.592920
2,float,uniform,PoisFFT,"D | D | D | D",192,3,       3.594430
2,float,uniform,PoisFFT,"D | D | D | D",192,4,       3.594581
2,float,uniform,PoisFFT,"D | D | D | D",192,5,       3.588191
2,float,uniform,PoisFFT,"D | D | D | D",192,6,       3.592180
2,float,uniform,PoisFFT,"D | D | D | D",192,7,       3.585591
2,float,uniform,PoisFFT,"D | D | D | D",192,8,       3.590041
2,float,uniform,PoisFFT,"D | D | D | D",192,9,       3.591500
2,float,uniform,PoisFFT,"D | D | D | D",192,10,       3.591060
2,float,uniform,PoisFFT,"D | D | D | D",192,11,       3.589941
2,float,uniform,PoisFFT,"D | D | D | D",192,12,       3.586700
2,float,uniform,PoisFFT,"D | D | D | D",192,13,       3.598010
2,float,uniform,PoisFFT,"D | D | D | D",192,14,       3.591561
2,float,uniform,PoisFFT,"D | D | D | D",192,15,       3.590001
2,float,uniform,PoisFFT,"D | D | D | D",192,16,       3.586490
2,float,uniform,PoisFFT,"D | D | D | D",192,17,       3.593531
2,float,uniform,PoisFFT,"D | D | D | D",192,18,       3.593121
2,float,uniform,PoisFFT,"D | D | D | D",192,19,       3.584861
2,float,uniform,PoisFFT,"D | D | D | D",192,20,       3.588640
2,float,uniform,PoisFFT,"D | D | D | D",192,21,       3.593991
2,float,uniform,PoisFFT,"D | D | D | D",192,22,       3.596700
2,float,uniform,PoisFFT,"D | D | D | D",192,23,       3.587151
2,float,uniform,PoisFFT,"D | D | D | D",192,24,       3.587651
2,float,uniform,PoisFFT,"D | D | D | D",192,25,       3.594940
2,float,uniform,PoisFFT,"D | D | D | D",192,26,       3.593561
2,float,uniform,PoisFFT,"D | D | D | D",192,27,       3.588101
2,float,uniform,PoisFFT,"D | D | D | D",192,28,       3.589501
2,float,uniform,PoisFFT,"D | D | D | D",192,29,       3.589390
2,float,uniform,PoisFFT,"D | D | D | D",192,30,       3.587661
2,float,uniform,PoisFFT,"D | D | D | D",192,31,       3.589711
2,float,uniform,PoisFFT,"D | D | D | D",192,32,       3.587741
2,float,uniform,PoisFFT,"D | D | D | D",192,33,       3.588980
2,float,uniform,PoisFFT,"D | D | D | D",192,34,       3.593721
2,float,uniform,PoisFFT,"D | D | D | D",192,35,       3.595731
2,float,uniform,PoisFFT,"D | D | D | D",192,36,       3.586430
2,float,uniform,PoisFFT,"D | D | D | D",192,37,       3.587271
2,float,uniform,PoisFFT,"D | D | D | D",192,38,       3.593511
2,float,uniform,PoisFFT,"D | D | D | D",192,39,       3.595080
2,float,uniform,PoisFFT,"D | D | D | D",192,40,       3.585870
2,float,uniform,PoisFFT,"D | D | D | D",192,41,       3.587011
2,float,uniform,PoisFFT,"D | D | D | D",192,42,       3.591181
2,float,uniform,PoisFFT,"D | D | D | D",192,43,       3.590560
2,float,uniform,PoisFFT,"D | D | D | D",192,44,       3.585611
2,float,uniform,PoisFFT,"D | D | D | D",192,45,       3.586961
2,float,uniform,PoisFFT,"D | D | D | D",192,46,       3.590351
2,float,uniform,PoisFFT,"D | D | D | D",192,47,       3.597880
2,float,uniform,PoisFFT,"D | D | D | D",192,48,       3.587971
2,float,uniform,PoisFFT,"D | D | D | D",192,49,       3.587181
2,float,uniform,PoisFFT,"D | D | D | D",192,50,       3.590590
2,float,uniform,PoisFFT,"D | D | D | D",192,51,       3.596930
2,float,uniform,PoisFFT,"D | D | D | D",192,52,       3.586861
2,float,uniform,PoisFFT,"D | D | D | D",192,53,       3.588850
2,float,uniform,PoisFFT,"D | D | D | D",192,54,       3.584710
2,float,uniform,PoisFFT,"D | D | D | D",192,55,       3.593771
2,float,uniform,PoisFFT,"D | D | D | D",192,56,       3.598400
2,float,uniform,PoisFFT,"D | D | D | D",192,57,       3.589060
2,float,uniform,PoisFFT,"D | D | D | D",192,58,       3.592821
2,float,uniform,PoisFFT,"D | D | D | D",192,59,       3.584401
2,float,uniform,PoisFFT,"D | D | D | D",192,60,       3.595370
2,float,uniform,PoisFFT,"D | D | D | D",192,61,       3.591151
2,float,uniform,PoisFFT,"D | D | D | D",192,62,       3.589891
2,float,uniform,PoisFFT,"D | D | D | D",192,63,       3.590941
2,float,uniform,PoisFFT,"D | D | D | D",192,64,       3.590980
2,float,uniform,PoisFFT,"D | D | D | D",192,65,       3.594191
2,float,uniform,PoisFFT,"D | D | D | D",192,66,       3.586580
2,float,uniform,PoisFFT,"D | D | D | D",192,67,       3.586590
2,float,uniform,PoisFFT,"D | D | D | D",192,68,       3.587410
2,float,uniform,PoisFFT,"D | D | D | D",192,69,       3.592481
2,float,uniform,PoisFFT,"D | D | D | D",192,70,       3.586881
2,float,uniform,PoisFFT,"D | D | D | D",192,71,       3.584291
2,float,uniform,PoisFFT,"D | D | D | D",192,72,       3.588451
2,float,uniform,PoisFFT,"D | D | D | D",192,73,       3.594671
2,float,uniform,PoisFFT,"D | D | D | D",192,74,       3.588310
2,float,uniform,PoisFFT,"D | D | D | D",256,0,       6.539998
2,float,uniform,PoisFFT,"D | D | D | D",256,1,       6.522648
2,float,uniform,PoisFFT,"D | D | D | D",256,2,       6.529068
2,float,uniform,PoisFFT,"D | D | D | D",256,3,       6.535538
2,float,uniform,PoisFFT,"D | D | D | D",256,4,       6.536759
2,float,uniform,PoisFFT,"D | D | D | D",256,5,       6.533899
2,float,uniform,PoisFFT,"D | D | D | D",256,6,       6.522779
2,float,uniform,PoisFFT,"D | D | D | D",256,7,       6.533209
2,float,uniform,PoisFFT,"D | D | D | D",256,8,       6.525459
2,float,uniform,PoisFFT,"D | D | D | D",256,9,       6.534069
2,float,uniform,PoisFFT,"D | D | D | D",256,10,       6.531859
2,float,uniform,PoisFFT,"D | D | D | D",256,11,       6.534059
2,float,uniform,PoisFFT,"D | D | D | D",256,12,       6.520739
2,float,uniform,PoisFFT,"D | D | D | D",256,13,       6.528719
2,float,uniform,PoisFFT,"D | D | D | D",256,14,       6.532589
2,float,uniform,PoisFFT,"D | D | D | D",256,15,       6.529309
2,float,uniform,PoisFFT,"D | D | D | D",256,16,       6.526988
2,float,uniform,PoisFFT,"D | D | D | D",256,17,       6.522789
2,float,uniform,PoisFFT,"D | D | D | D",256,18,       6.522379
2,float,uniform,PoisFFT,"D | D | D | D",256,19,       6.537208
2,float,uniform,PoisFFT,"D | D | D | D",256,20,       6.530639
2,float,uniform,PoisFFT,"D | D | D | D",256,21,       6.531388
2,float,uniform,PoisFFT,"D | D | D | D",256,22,       6.534818
2,float,uniform,PoisFFT,"D | D | D | D",256,23,       6.525479
2,float,uniform,PoisFFT,"D | D | D | D",256,24,       6.523338
2,float,uniform,PoisFFT,"D | D | D | D",256,25,       6.524408
2,float,uniform,PoisFFT,"D | D | D | D",256,26,       6.523499
2,float,uniform,PoisFFT,"D | D | D | D",256,27,       6.540419
2,float,uniform,PoisFFT,"D | D | D | D",256,28,       6.526589
2,float,uniform,PoisFFT,"D | D | D | D",256,29,       6.527889
2,float,uniform,PoisFFT,"D | D | D | D",256,30,       6.522799
2,float,uniform,PoisFFT,"D | D | D | D",256,31,       6.535069
2,float,uniform,PoisFFT,"D | D | D | D",256,32,       6.527389
2,float,uniform,PoisFFT,"D | D | D | D",256,33,       6.529028
2,float,uniform,PoisFFT,"D | D | D | D",256,34,       6.521669
2,float,uniform,PoisFFT,"D | D | D | D",256,35,       6.525429
2,float,uniform,PoisFFT,"D | D | D | D",256,36,       6.527749
2,float,uniform,PoisFFT,"D | D | D | D",256,37,       6.529989
2,float,uniform,PoisFFT,"D | D | D | D",256,38,       6.528869
