dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,0,       1.691942
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,1,       0.394596
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,2,       0.390296
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,3,       0.401245
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,4,       0.396356
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,5,       0.396075
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,6,       0.400226
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,7,       0.408735
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,8,       0.403295
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,9,       0.397455
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,10,       0.404516
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,11,       0.413765
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,12,       0.406826
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,13,       0.396495
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,14,       0.417806
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,15,       0.421035
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,16,       0.407985
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,17,       0.407156
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,18,       0.421715
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,19,       0.403306
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,20,       0.405045
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,21,       0.410336
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,22,       0.411045
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,23,       0.400046
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,24,       0.402206
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,25,       0.405595
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,26,       0.408805
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,27,       0.397635
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,28,       0.407656
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,29,       0.396806
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,30,       0.402456
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,31,       0.400045
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,32,       0.387066
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,33,       0.398175
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,34,       0.394636
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,35,       0.392966
3,float,uniform,PoisFFT,"P | P | P | P | P | P",64,36,       0.393756
