dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,0,       1.721702
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,53,       0.281767
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,54,       0.284787
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,55,       0.288537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,56,       0.287007
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,57,       0.293217
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,58,       0.288437
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,59,       0.282627
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,60,       0.280607
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,61,       0.284957
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,62,       0.280597
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,63,       0.286868
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,64,       0.285507
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,65,       0.290837
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,66,       0.286487
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,67,       0.285017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,68,       0.283237
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,69,       0.285357
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,70,       0.281847
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,71,       0.289027
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,72,       0.292587
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,73,       0.283047
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,74,       0.281617
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,0,       3.701940
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,1,       3.185326
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,2,       3.163586
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,3,       3.154807
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,4,       3.155756
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,5,       3.202116
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,6,       3.202706
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,7,       3.193077
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,8,       3.164507
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,9,       3.127177
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,10,       3.165477
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,11,       3.157017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,12,       3.167986
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,13,       3.187976
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,14,       3.200806
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,15,       3.151427
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,16,       3.185117
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,17,       3.179456
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,18,       3.186796
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,19,       3.189356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,20,       3.228135
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,21,       3.219376
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,22,       3.175326
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,23,       3.208476
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,24,       3.183406
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,25,       3.186937
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,26,      20.253715
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,27,      20.506703
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,28,      11.455958
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,29,       3.112867
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,30,       3.138097
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,31,       3.160287
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,32,       3.079397
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,33,       3.092307
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,34,       3.060867
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,35,       3.084777
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,36,       3.083518
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,37,       3.088747
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,38,       3.077977
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,39,       3.126196
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,40,       3.088828
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,41,       3.126397
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,42,       3.106477
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,43,       3.210856
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,44,       3.097397
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,45,       3.095508
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,46,       3.048897
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,47,       3.022618
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,48,       3.083517
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,49,       3.081117
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,50,       3.129297
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,51,       3.100857
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,52,       3.138967
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,53,       3.107737
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,54,       3.082888
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,55,       3.241385
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,56,       3.148367
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,57,       3.106017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,58,       3.099707
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,59,       3.102157
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,60,       3.158527
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,61,       3.162097
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,62,       3.071937
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,63,       3.157817
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,64,       3.097707
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,65,       3.133597
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,66,       3.053188
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,67,       3.032088
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,68,       3.106567
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,69,       3.059847
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,70,       3.107137
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,71,       3.097028
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,72,       3.101247
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,73,       3.095177
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,74,       3.134187
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,0,       5.489082
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,1,       5.093156
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,2,       5.078277
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,3,       5.078826
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,4,       5.120236
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,5,       5.242894
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,6,       5.191065
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,7,       5.127615
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,8,       5.130356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,9,       5.151195
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,10,       5.168725
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,11,       5.163406
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,12,       5.117406
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,13,       5.092876
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,14,       5.098646
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,15,       5.243624
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,16,       5.098446
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,17,       5.094106
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,18,       5.126346
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,19,       5.130816
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,20,       5.135566
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,21,       5.130575
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,22,       5.198165
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,23,       5.156295
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,24,       5.150515
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,25,       5.092516
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,26,       5.083157
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,27,       5.147425
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,28,       5.103546
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,29,       5.093776
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,30,       5.212385
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,31,       5.181475
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,32,       5.137505
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,33,       5.069656
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,34,       5.100866
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,35,       5.122816
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,36,       5.085506
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,37,       5.226464
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,38,       5.149736
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,39,       5.189555
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,40,       5.105956
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,41,       5.128356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,42,       5.167065
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,43,       5.180946
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,44,       5.118195
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,45,       5.139115
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,46,       5.076477
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,47,       5.172675
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,48,       5.206235
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,49,       5.203855
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,50,       5.174786
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,51,       5.155816
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,52,       5.167075
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,53,       5.151626
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,54,       5.122396
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,55,       5.077537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,56,       5.140165
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,57,       5.192845
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,58,       5.113606
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,59,       5.088836
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,60,       5.116536
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,61,       5.055797
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,62,       5.157955
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,63,       5.171945
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,64,       5.118995
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,65,       5.209815
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,66,       5.196645
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,67,       5.187255
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,68,       5.104346
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,69,       5.167786
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,70,       5.201974
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,71,       5.091636
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,72,       5.195235
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,73,       5.145936
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,74,       5.161775
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,0,      15.833442
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,1,      15.737594
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,2,      15.620775
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,3,      15.608124
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,4,      15.712213
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,5,      15.838012
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,6,      15.551175
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,7,      15.841442
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,8,      15.676754
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,9,      15.778633
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,10,      15.759463
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,11,      15.633085
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,12,      15.577075
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,13,      15.792993
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,14,      15.848022
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,15,      15.665574
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,16,      15.794583
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,17,      15.548686
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,18,      15.682864
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,19,      15.627444
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,20,      15.799213
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,21,      20.505923
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,22,      15.818062
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,23,      15.767993
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,24,      15.793273
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,25,      15.719773
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,26,      15.515246
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,27,      15.618764
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,28,      15.858662
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,29,      15.580795
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,30,      15.544665
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,31,      15.805383
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,32,      15.627824
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,33,      15.736663
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,34,      15.685374
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,35,      15.630404
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,36,      15.814722
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,37,      15.721433
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,38,      15.640854
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,39,      15.740604
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,40,      15.589625
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,41,      15.806132
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,42,      15.494266
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,43,      15.596564
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,44,      15.815752
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,45,      15.825772
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,46,      15.508356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,47,      15.604204
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,48,      15.591255
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,49,      15.600305
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,50,      15.781033
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,51,      15.467667
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,52,      15.635114
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,53,      15.437537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,54,      15.582175
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,55,      15.310638
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,56,      15.573845
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,57,      15.464106
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,58,      15.324408
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,59,      15.454017
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,60,      15.253708
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,61,      15.615965
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,62,      15.548345
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,63,      15.488387
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,64,      15.315638
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,65,      15.549785
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,66,      15.501876
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,67,      15.498976
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,68,      15.405037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,69,      15.586794
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,70,      15.416187
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,71,      15.410696
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,72,      15.399527
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,73,      15.447426
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,74,      15.541196
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,0,      27.706857
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,1,      27.567508
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,2,      27.704287
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,3,      27.473019
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,4,      27.793826
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,5,      27.725037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,6,      27.988374
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,7,      27.742536
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,8,      27.607778
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,9,      27.742886
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,10,      27.750446
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,11,      27.720456
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,12,      27.862185
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,13,      27.390120
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,14,      27.650717
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,15,      27.506359
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,16,      27.555378
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,17,      27.808065
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,18,      27.776286
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,19,      27.831105
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,20,      27.808765
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,21,      27.882015
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,22,      27.637498
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,23,      27.867845
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,24,      27.346560
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,25,      27.829185
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,26,      27.888715
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,27,      27.871975
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,28,      27.813636
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,29,      27.835065
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,30,      27.561018
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,31,      28.049074
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,32,      27.521268
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,33,      27.483149
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,34,      27.468749
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,35,      27.750515
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,36,      27.303791
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,37,      27.636317
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,38,      27.625397
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,39,      27.452080
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,40,      27.461540
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,41,      27.461889
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,42,      27.570458
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,43,      27.520318
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,44,      27.682457
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,45,      27.178132
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,46,      27.723136
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,47,      27.504059
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,48,      27.568948
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,49,      27.307371
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,50,      27.566748
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,51,      27.432029
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,52,      27.313971
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,53,      27.167602
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,54,      27.025984
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,55,      27.129753
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,56,      27.865256
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,57,      27.342940
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,58,      27.428980
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,59,      27.549608
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,60,      27.448909
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,61,      27.670047
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,62,      27.707457
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,63,      27.559048
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,64,      27.370660
