dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       1.869740
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,49,       0.227888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,50,       0.227137
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,51,       0.232307
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,52,       0.226978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,53,       0.221708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,54,       0.251148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,55,       0.233747
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,56,       0.231118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,57,       0.233717
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,58,       0.233677
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,59,       0.230048
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,60,       0.231157
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,61,       0.227547
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,62,       0.236358
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,63,       0.229908
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,64,       0.231548
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,65,       0.229978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,66,       0.236987
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,67,       0.235238
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,       0.230517
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,       0.226348
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,       0.236138
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,       0.232277
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,       0.233707
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,       0.232728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,       0.232378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,       3.085127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,       2.340325
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,       2.329695
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,       2.308865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,       2.319866
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       2.297215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       2.308475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       2.262687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       2.291105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       2.305345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       2.348215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       2.283165
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       2.332595
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       2.324566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       2.275185
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       2.293785
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       2.337345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       2.313375
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       2.324535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       2.284365
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,       2.344975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,       2.250936
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,       2.301726
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,       2.278436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,       2.327315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,       2.329225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,       2.298716
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,       2.316355
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,       2.346306
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,       2.351395
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,       2.316655
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,       2.317145
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,       2.292126
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,       2.319776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,       2.289556
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,       2.269196
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,       2.333535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,       2.367795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,       2.319685
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,       2.592952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,       2.358425
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,       2.280955
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,       2.275346
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,       2.317225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,       2.346204
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,       2.272446
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,       2.338926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,       2.362565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,       2.385575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,       2.333155
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,       2.355094
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,       2.331625
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,       2.304455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,       2.273756
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,       2.348485
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,       2.303226
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,       2.381005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,       2.282975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,       2.380525
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,       2.356555
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,       2.347205
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,       2.320245
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,       2.336555
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,       2.394964
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,       2.393124
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,       2.299806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,       2.399044
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,       2.422354
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,       2.371805
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,       2.316306
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,       2.354855
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,       2.319406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,       2.363895
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,       2.367724
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,       2.331705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,       5.460732
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,       5.135636
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,       5.546841
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,       5.404663
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,       5.293464
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,       5.500952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,       5.288253
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,       5.351743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,       5.435712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,       5.141535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,       5.448652
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,       5.446242
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,       5.348773
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,       5.214705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,       5.389813
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,       5.522061
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,       5.090775
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,       5.475642
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,       5.215455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,       5.609060
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,       5.533821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,       5.495751
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,       5.119225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,       5.593490
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,       5.284833
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,       5.624560
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,       5.335073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,       5.290784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,       5.318174
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,       5.577110
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,       5.198025
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,       5.435962
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,       5.213784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,       5.096945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,       5.203794
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,       5.309193
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,       5.487082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,       5.158825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,       5.566630
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,       5.050556
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,       5.532371
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,       5.445392
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,       5.569421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,       5.207834
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,44,       5.533361
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,45,       5.131035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,46,       5.429452
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,47,       5.175605
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,48,       5.151436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,49,       5.362673
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,50,       5.485321
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,51,       5.181345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,52,       5.565610
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,53,       5.136436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,54,       5.615730
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,55,       5.518291
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,56,       5.540321
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,57,       5.611240
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,58,       5.355993
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,59,       5.101066
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,60,       5.473502
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,61,       5.307963
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,62,       5.317933
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,63,       5.359523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,64,       5.569970
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,65,       5.318054
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,66,       5.545350
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,67,       5.155535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,68,       5.638980
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,69,       5.444112
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,70,       5.457172
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,71,       5.603151
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,72,       5.220774
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,73,       5.610250
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,74,       5.295914
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      12.412958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      12.612606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      12.583276
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      12.719374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      12.537667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      12.806454
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      12.550576
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      12.450497
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      12.569666
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      12.660225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      12.759014
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      12.759874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      12.653555
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      12.647806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      12.654855
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      12.710455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      12.767204
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      12.741994
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      12.788303
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      12.687364
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,20,      12.505457
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,21,      12.528446
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,22,      12.812163
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,23,      12.765203
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,24,      12.635626
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,25,      12.583265
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,26,      12.779144
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,27,      12.631755
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,28,      12.709354
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,29,      12.868003
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,30,      12.324719
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,31,      12.529406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,32,      12.510566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,33,      12.768444
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,34,      12.882043
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,35,      12.842034
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,36,      12.852203
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,37,      12.638835
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,38,      12.769774
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,39,      12.820914
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,40,      12.619026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,41,      12.592456
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,42,      12.754834
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,43,      12.574506
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,44,      12.763584
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,45,      12.763004
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,46,      12.403857
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,47,      12.607305
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,48,      12.633905
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,49,      12.624376
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,50,      12.677225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,51,      12.574597
