dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,0,       0.970210
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,1,       0.640903
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,2,       0.638743
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,3,       0.665503
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,4,       0.640073
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,5,       0.646673
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,6,       0.645083
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,7,       0.638973
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,8,       0.630674
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,9,       0.635303
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,10,       0.639203
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,11,       0.637813
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,12,       0.627084
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,13,       0.625453
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,14,       0.641883
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,15,       0.634233
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,16,       0.639113
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,17,       0.615864
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,18,       0.648383
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,19,       0.633074
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,20,       0.623733
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,21,       0.646213
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,22,       0.645343
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,23,       0.645573
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,24,       0.623923
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,25,       0.632834
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,26,       0.612913
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,27,       0.626533
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,28,       0.628333
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,29,       0.628134
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,30,       0.627564
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,31,       0.646003
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,32,       0.622493
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,33,       0.625803
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,34,       0.621993
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,35,       0.621233
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,36,       0.625354
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,37,       0.633244
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,38,       0.613313
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,39,       0.617374
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,40,       0.640513
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,41,       0.638984
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,42,       0.625033
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,43,       0.645453
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,44,       0.636333
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,45,       0.630863
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,46,       0.622733
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,47,       0.621804
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,48,       0.622104
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,49,       0.629423
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,50,       0.631883
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,51,       0.634483
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,52,       0.621893
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,53,       0.632244
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,54,       0.642323
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,55,       0.936960
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,56,       0.645913
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,57,       0.691893
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,58,       0.671402
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,59,       0.665983
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,60,       0.658993
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,61,       0.630563
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,62,       0.624933
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,63,       0.659803
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,64,       0.632843
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,65,       0.627763
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,66,       0.626363
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,67,       0.615503
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,68,       0.626694
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,69,       0.618073
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,70,       0.643093
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,71,       0.646773
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,72,       0.646833
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,73,       0.620454
3,double,uniform,PoisFFT,"N | N | N | N | N | N",64,74,       0.638193
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,0,      13.619997
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,1,      13.395488
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,2,      13.184851
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,3,      13.261950
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,4,      13.083012
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,5,      13.213211
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,6,      13.186580
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,7,      13.179561
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,8,      13.339580
3,double,uniform,PoisFFT,"N | N | N | N | N | N",128,9,      13.226010
