dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | N",64,0,       0.003430
1,double,uniform,PoisFFT,"D | N",448,13,       0.003700
1,double,uniform,PoisFFT,"D | N",448,14,       0.007679
1,double,uniform,PoisFFT,"D | N",448,15,       0.003700
1,double,uniform,PoisFFT,"D | N",448,16,       0.003720
1,double,uniform,PoisFFT,"D | N",448,17,       0.003710
1,double,uniform,PoisFFT,"D | N",448,18,       0.003700
1,double,uniform,PoisFFT,"D | N",448,19,       0.003700
1,double,uniform,PoisFFT,"D | N",448,20,       0.003630
1,double,uniform,PoisFFT,"D | N",448,21,       0.003700
1,double,uniform,PoisFFT,"D | N",448,22,       0.003651
1,double,uniform,PoisFFT,"D | N",448,23,       0.003670
1,double,uniform,PoisFFT,"D | N",448,24,       0.003670
1,double,uniform,PoisFFT,"D | N",448,25,       0.003720
1,double,uniform,PoisFFT,"D | N",448,26,       0.003700
1,double,uniform,PoisFFT,"D | N",448,27,       0.003760
1,double,uniform,PoisFFT,"D | N",448,28,       0.003710
1,double,uniform,PoisFFT,"D | N",448,29,       0.003680
1,double,uniform,PoisFFT,"D | N",448,30,       0.003671
1,double,uniform,PoisFFT,"D | N",448,31,       0.003650
1,double,uniform,PoisFFT,"D | N",448,32,       0.003750
1,double,uniform,PoisFFT,"D | N",448,33,       0.003710
1,double,uniform,PoisFFT,"D | N",448,34,       0.003600
1,double,uniform,PoisFFT,"D | N",448,35,       0.003710
1,double,uniform,PoisFFT,"D | N",448,36,       0.003710
1,double,uniform,PoisFFT,"D | N",448,37,       0.003700
1,double,uniform,PoisFFT,"D | N",448,38,       0.003709
1,double,uniform,PoisFFT,"D | N",448,39,       0.003689
1,double,uniform,PoisFFT,"D | N",448,40,       0.003670
1,double,uniform,PoisFFT,"D | N",448,41,       0.003660
1,double,uniform,PoisFFT,"D | N",448,42,       0.003710
1,double,uniform,PoisFFT,"D | N",448,43,       0.003680
1,double,uniform,PoisFFT,"D | N",448,44,       0.003710
1,double,uniform,PoisFFT,"D | N",448,45,       0.003670
1,double,uniform,PoisFFT,"D | N",448,46,       0.003690
1,double,uniform,PoisFFT,"D | N",448,47,       0.003720
1,double,uniform,PoisFFT,"D | N",448,48,       0.003691
1,double,uniform,PoisFFT,"D | N",448,49,       0.003730
1,double,uniform,PoisFFT,"D | N",448,50,       0.003620
1,double,uniform,PoisFFT,"D | N",448,51,       0.003680
1,double,uniform,PoisFFT,"D | N",448,52,       0.003730
1,double,uniform,PoisFFT,"D | N",448,53,       0.003620
1,double,uniform,PoisFFT,"D | N",448,54,       0.003770
1,double,uniform,PoisFFT,"D | N",448,55,       0.003700
1,double,uniform,PoisFFT,"D | N",448,56,       0.003740
1,double,uniform,PoisFFT,"D | N",448,57,       0.003719
1,double,uniform,PoisFFT,"D | N",448,58,       0.003680
1,double,uniform,PoisFFT,"D | N",448,59,       0.003740
1,double,uniform,PoisFFT,"D | N",448,60,       0.003660
1,double,uniform,PoisFFT,"D | N",448,61,       0.003720
1,double,uniform,PoisFFT,"D | N",448,62,       0.003660
1,double,uniform,PoisFFT,"D | N",448,63,       0.003840
1,double,uniform,PoisFFT,"D | N",448,64,       0.003819
1,double,uniform,PoisFFT,"D | N",448,65,       0.003671
1,double,uniform,PoisFFT,"D | N",448,66,       0.003680
1,double,uniform,PoisFFT,"D | N",448,67,       0.003680
1,double,uniform,PoisFFT,"D | N",448,68,       0.003810
1,double,uniform,PoisFFT,"D | N",448,69,       0.003760
1,double,uniform,PoisFFT,"D | N",448,70,       0.003720
1,double,uniform,PoisFFT,"D | N",448,71,       0.003690
1,double,uniform,PoisFFT,"D | N",448,72,       0.003710
1,double,uniform,PoisFFT,"D | N",448,73,       0.003650
1,double,uniform,PoisFFT,"D | N",448,74,       0.003670
1,double,uniform,PoisFFT,"D | N",512,0,       0.005390
1,double,uniform,PoisFFT,"D | N",512,1,       0.003870
1,double,uniform,PoisFFT,"D | N",512,2,       0.003820
1,double,uniform,PoisFFT,"D | N",512,3,       0.003810
1,double,uniform,PoisFFT,"D | N",512,4,       0.003820
1,double,uniform,PoisFFT,"D | N",512,5,       0.003829
1,double,uniform,PoisFFT,"D | N",512,6,       0.003819
1,double,uniform,PoisFFT,"D | N",512,7,       0.003840
1,double,uniform,PoisFFT,"D | N",512,8,       0.003800
1,double,uniform,PoisFFT,"D | N",512,9,       0.003800
1,double,uniform,PoisFFT,"D | N",512,10,       0.003820
1,double,uniform,PoisFFT,"D | N",512,11,       0.003810
1,double,uniform,PoisFFT,"D | N",512,12,       0.003830
1,double,uniform,PoisFFT,"D | N",512,13,       0.003799
1,double,uniform,PoisFFT,"D | N",512,14,       0.003810
1,double,uniform,PoisFFT,"D | N",512,15,       0.003830
1,double,uniform,PoisFFT,"D | N",512,16,       0.003830
1,double,uniform,PoisFFT,"D | N",512,17,       0.003800
1,double,uniform,PoisFFT,"D | N",512,18,       0.003810
1,double,uniform,PoisFFT,"D | N",512,19,       0.003820
1,double,uniform,PoisFFT,"D | N",512,20,       0.003810
1,double,uniform,PoisFFT,"D | N",512,21,       0.003820
1,double,uniform,PoisFFT,"D | N",512,22,       0.003800
1,double,uniform,PoisFFT,"D | N",512,23,       0.003820
1,double,uniform,PoisFFT,"D | N",512,24,       0.003800
1,double,uniform,PoisFFT,"D | N",512,25,       0.003800
1,double,uniform,PoisFFT,"D | N",512,26,       0.003830
1,double,uniform,PoisFFT,"D | N",512,27,       0.003800
1,double,uniform,PoisFFT,"D | N",512,28,       0.003810
1,double,uniform,PoisFFT,"D | N",512,29,       0.003831
1,double,uniform,PoisFFT,"D | N",512,30,       0.003809
1,double,uniform,PoisFFT,"D | N",512,31,       0.003820
1,double,uniform,PoisFFT,"D | N",512,32,       0.003830
1,double,uniform,PoisFFT,"D | N",512,33,       0.003820
1,double,uniform,PoisFFT,"D | N",512,34,       0.003770
1,double,uniform,PoisFFT,"D | N",512,35,       0.003810
1,double,uniform,PoisFFT,"D | N",512,36,       0.003830
1,double,uniform,PoisFFT,"D | N",512,37,       0.003800
1,double,uniform,PoisFFT,"D | N",512,38,       0.003820
1,double,uniform,PoisFFT,"D | N",512,39,       0.003800
1,double,uniform,PoisFFT,"D | N",512,40,       0.003800
1,double,uniform,PoisFFT,"D | N",512,41,       0.003800
1,double,uniform,PoisFFT,"D | N",512,42,       0.003820
1,double,uniform,PoisFFT,"D | N",512,43,       0.003830
1,double,uniform,PoisFFT,"D | N",512,44,       0.003820
1,double,uniform,PoisFFT,"D | N",512,45,       0.003820
1,double,uniform,PoisFFT,"D | N",512,46,       0.003919
1,double,uniform,PoisFFT,"D | N",512,47,       0.003800
1,double,uniform,PoisFFT,"D | N",512,48,       0.003830
1,double,uniform,PoisFFT,"D | N",512,49,       0.003800
1,double,uniform,PoisFFT,"D | N",512,50,       0.003820
1,double,uniform,PoisFFT,"D | N",512,51,       0.003800
1,double,uniform,PoisFFT,"D | N",512,52,       0.003820
1,double,uniform,PoisFFT,"D | N",512,53,       0.003851
1,double,uniform,PoisFFT,"D | N",512,54,       0.003820
1,double,uniform,PoisFFT,"D | N",512,55,       0.003810
1,double,uniform,PoisFFT,"D | N",512,56,       0.003810
1,double,uniform,PoisFFT,"D | N",512,57,       0.003830
1,double,uniform,PoisFFT,"D | N",512,58,       0.003840
1,double,uniform,PoisFFT,"D | N",512,59,       0.003810
1,double,uniform,PoisFFT,"D | N",512,60,       0.003820
1,double,uniform,PoisFFT,"D | N",512,61,       0.003820
1,double,uniform,PoisFFT,"D | N",512,62,       0.003810
1,double,uniform,PoisFFT,"D | N",512,63,       0.003820
1,double,uniform,PoisFFT,"D | N",512,64,       0.003820
1,double,uniform,PoisFFT,"D | N",512,65,       0.003810
1,double,uniform,PoisFFT,"D | N",512,66,       0.003820
1,double,uniform,PoisFFT,"D | N",512,67,       0.004140
1,double,uniform,PoisFFT,"D | N",512,68,       0.003820
1,double,uniform,PoisFFT,"D | N",512,69,       0.003840
1,double,uniform,PoisFFT,"D | N",512,70,       0.003860
1,double,uniform,PoisFFT,"D | N",512,71,       0.003820
1,double,uniform,PoisFFT,"D | N",512,72,       0.003809
1,double,uniform,PoisFFT,"D | N",512,73,       0.003810
1,double,uniform,PoisFFT,"D | N",512,74,       0.003820
