dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | N",64,0,       0.003430
1,double,uniform,PoisFFT,"D | N",64,63,       0.000531
1,double,uniform,PoisFFT,"D | N",64,64,       0.000529
1,double,uniform,PoisFFT,"D | N",64,65,       0.000531
1,double,uniform,PoisFFT,"D | N",64,66,       0.000549
1,double,uniform,PoisFFT,"D | N",64,67,       0.000530
1,double,uniform,PoisFFT,"D | N",64,68,       0.000530
1,double,uniform,PoisFFT,"D | N",64,69,       0.000520
1,double,uniform,PoisFFT,"D | N",64,70,       0.000510
1,double,uniform,PoisFFT,"D | N",64,71,       0.000490
1,double,uniform,PoisFFT,"D | N",64,72,       0.000530
1,double,uniform,PoisFFT,"D | N",64,73,       0.000550
1,double,uniform,PoisFFT,"D | N",64,74,       0.001109
1,double,uniform,PoisFFT,"D | N",128,0,       0.001370
1,double,uniform,PoisFFT,"D | N",128,1,       0.001140
1,double,uniform,PoisFFT,"D | N",128,2,       0.001100
1,double,uniform,PoisFFT,"D | N",128,3,       0.001100
1,double,uniform,PoisFFT,"D | N",128,4,       0.001090
1,double,uniform,PoisFFT,"D | N",128,5,       0.001090
1,double,uniform,PoisFFT,"D | N",128,6,       0.001090
1,double,uniform,PoisFFT,"D | N",128,7,       0.001070
1,double,uniform,PoisFFT,"D | N",128,8,       0.001090
1,double,uniform,PoisFFT,"D | N",128,9,       0.001080
1,double,uniform,PoisFFT,"D | N",128,10,       0.001080
1,double,uniform,PoisFFT,"D | N",128,11,       0.001089
1,double,uniform,PoisFFT,"D | N",128,12,       0.001080
1,double,uniform,PoisFFT,"D | N",128,13,       0.001080
1,double,uniform,PoisFFT,"D | N",128,14,       0.001080
1,double,uniform,PoisFFT,"D | N",128,15,       0.001110
1,double,uniform,PoisFFT,"D | N",128,16,       0.001080
1,double,uniform,PoisFFT,"D | N",128,17,       0.001090
1,double,uniform,PoisFFT,"D | N",128,18,       0.001080
1,double,uniform,PoisFFT,"D | N",128,19,       0.001090
1,double,uniform,PoisFFT,"D | N",128,20,       0.001080
1,double,uniform,PoisFFT,"D | N",128,21,       0.001090
1,double,uniform,PoisFFT,"D | N",128,22,       0.001090
1,double,uniform,PoisFFT,"D | N",128,23,       0.001070
1,double,uniform,PoisFFT,"D | N",128,24,       0.001090
1,double,uniform,PoisFFT,"D | N",128,25,       0.001080
1,double,uniform,PoisFFT,"D | N",128,26,       0.001080
1,double,uniform,PoisFFT,"D | N",128,27,       0.001070
1,double,uniform,PoisFFT,"D | N",128,28,       0.001090
1,double,uniform,PoisFFT,"D | N",128,29,       0.001070
1,double,uniform,PoisFFT,"D | N",128,30,       0.001090
1,double,uniform,PoisFFT,"D | N",128,31,       0.001080
1,double,uniform,PoisFFT,"D | N",128,32,       0.001089
1,double,uniform,PoisFFT,"D | N",128,33,       0.001089
1,double,uniform,PoisFFT,"D | N",128,34,       0.001079
1,double,uniform,PoisFFT,"D | N",128,35,       0.001090
1,double,uniform,PoisFFT,"D | N",128,36,       0.001080
1,double,uniform,PoisFFT,"D | N",128,37,       0.001080
1,double,uniform,PoisFFT,"D | N",128,38,       0.001080
1,double,uniform,PoisFFT,"D | N",128,39,       0.001090
1,double,uniform,PoisFFT,"D | N",128,40,       0.001080
1,double,uniform,PoisFFT,"D | N",128,41,       0.001070
1,double,uniform,PoisFFT,"D | N",128,42,       0.001070
1,double,uniform,PoisFFT,"D | N",128,43,       0.001080
1,double,uniform,PoisFFT,"D | N",128,44,       0.001080
1,double,uniform,PoisFFT,"D | N",128,45,       0.001080
1,double,uniform,PoisFFT,"D | N",128,46,       0.001080
1,double,uniform,PoisFFT,"D | N",128,47,       0.001090
1,double,uniform,PoisFFT,"D | N",128,48,       0.001090
1,double,uniform,PoisFFT,"D | N",128,49,       0.001080
1,double,uniform,PoisFFT,"D | N",128,50,       0.001080
1,double,uniform,PoisFFT,"D | N",128,51,       0.001091
1,double,uniform,PoisFFT,"D | N",128,52,       0.001091
1,double,uniform,PoisFFT,"D | N",128,53,       0.001091
1,double,uniform,PoisFFT,"D | N",128,54,       0.001069
1,double,uniform,PoisFFT,"D | N",128,55,       0.001080
1,double,uniform,PoisFFT,"D | N",128,56,       0.001070
1,double,uniform,PoisFFT,"D | N",128,57,       0.001070
1,double,uniform,PoisFFT,"D | N",128,58,       0.001080
1,double,uniform,PoisFFT,"D | N",128,59,       0.001070
1,double,uniform,PoisFFT,"D | N",128,60,       0.001070
1,double,uniform,PoisFFT,"D | N",128,61,       0.001070
1,double,uniform,PoisFFT,"D | N",128,62,       0.001070
1,double,uniform,PoisFFT,"D | N",128,63,       0.001800
1,double,uniform,PoisFFT,"D | N",128,64,       0.001250
1,double,uniform,PoisFFT,"D | N",128,65,       0.001100
1,double,uniform,PoisFFT,"D | N",128,66,       0.001090
1,double,uniform,PoisFFT,"D | N",128,67,       0.001090
1,double,uniform,PoisFFT,"D | N",128,68,       0.001090
1,double,uniform,PoisFFT,"D | N",128,69,       0.001100
1,double,uniform,PoisFFT,"D | N",128,70,       0.001080
1,double,uniform,PoisFFT,"D | N",128,71,       0.001090
1,double,uniform,PoisFFT,"D | N",128,72,       0.001091
1,double,uniform,PoisFFT,"D | N",128,73,       0.001280
1,double,uniform,PoisFFT,"D | N",128,74,       0.001080
1,double,uniform,PoisFFT,"D | N",192,0,       0.002970
1,double,uniform,PoisFFT,"D | N",192,1,       0.001650
1,double,uniform,PoisFFT,"D | N",192,2,       0.001550
1,double,uniform,PoisFFT,"D | N",192,3,       0.001530
1,double,uniform,PoisFFT,"D | N",192,4,       0.001520
1,double,uniform,PoisFFT,"D | N",192,5,       0.001540
1,double,uniform,PoisFFT,"D | N",192,6,       0.001520
1,double,uniform,PoisFFT,"D | N",192,7,       0.001530
1,double,uniform,PoisFFT,"D | N",192,8,       0.001520
1,double,uniform,PoisFFT,"D | N",192,9,       0.001510
1,double,uniform,PoisFFT,"D | N",192,10,       0.001520
1,double,uniform,PoisFFT,"D | N",192,11,       0.001509
1,double,uniform,PoisFFT,"D | N",192,12,       0.001540
1,double,uniform,PoisFFT,"D | N",192,13,       0.001509
1,double,uniform,PoisFFT,"D | N",192,14,       0.001529
1,double,uniform,PoisFFT,"D | N",192,15,       0.001520
1,double,uniform,PoisFFT,"D | N",192,16,       0.001500
1,double,uniform,PoisFFT,"D | N",192,17,       0.001520
1,double,uniform,PoisFFT,"D | N",192,18,       0.001510
1,double,uniform,PoisFFT,"D | N",192,19,       0.001520
1,double,uniform,PoisFFT,"D | N",192,20,       0.001520
1,double,uniform,PoisFFT,"D | N",192,21,       0.001510
1,double,uniform,PoisFFT,"D | N",192,22,       0.001530
1,double,uniform,PoisFFT,"D | N",192,23,       0.001550
1,double,uniform,PoisFFT,"D | N",192,24,       0.001520
1,double,uniform,PoisFFT,"D | N",192,25,       0.001530
1,double,uniform,PoisFFT,"D | N",192,26,       0.001500
1,double,uniform,PoisFFT,"D | N",192,27,       0.001530
1,double,uniform,PoisFFT,"D | N",192,28,       0.001531
1,double,uniform,PoisFFT,"D | N",192,29,       0.001520
1,double,uniform,PoisFFT,"D | N",192,30,       0.001531
1,double,uniform,PoisFFT,"D | N",192,31,       0.001509
1,double,uniform,PoisFFT,"D | N",192,32,       0.001530
1,double,uniform,PoisFFT,"D | N",192,33,       0.001550
1,double,uniform,PoisFFT,"D | N",192,34,       0.001540
1,double,uniform,PoisFFT,"D | N",192,35,       0.001530
1,double,uniform,PoisFFT,"D | N",192,36,       0.001510
1,double,uniform,PoisFFT,"D | N",192,37,       0.001530
1,double,uniform,PoisFFT,"D | N",192,38,       0.001530
1,double,uniform,PoisFFT,"D | N",192,39,       0.001520
1,double,uniform,PoisFFT,"D | N",192,40,       0.001520
1,double,uniform,PoisFFT,"D | N",192,41,       0.001530
1,double,uniform,PoisFFT,"D | N",192,42,       0.001530
1,double,uniform,PoisFFT,"D | N",192,43,       0.001500
1,double,uniform,PoisFFT,"D | N",192,44,       0.001530
1,double,uniform,PoisFFT,"D | N",192,45,       0.001540
1,double,uniform,PoisFFT,"D | N",192,46,       0.001520
1,double,uniform,PoisFFT,"D | N",192,47,       0.001520
1,double,uniform,PoisFFT,"D | N",192,48,       0.001530
1,double,uniform,PoisFFT,"D | N",192,49,       0.001520
1,double,uniform,PoisFFT,"D | N",192,50,       0.001540
1,double,uniform,PoisFFT,"D | N",192,51,       0.001510
1,double,uniform,PoisFFT,"D | N",192,52,       0.001520
1,double,uniform,PoisFFT,"D | N",192,53,       0.001520
1,double,uniform,PoisFFT,"D | N",192,54,       0.001510
1,double,uniform,PoisFFT,"D | N",192,55,       0.001530
1,double,uniform,PoisFFT,"D | N",192,56,       0.001530
1,double,uniform,PoisFFT,"D | N",192,57,       0.001540
1,double,uniform,PoisFFT,"D | N",192,58,       0.001530
1,double,uniform,PoisFFT,"D | N",192,59,       0.001530
1,double,uniform,PoisFFT,"D | N",192,60,       0.001530
1,double,uniform,PoisFFT,"D | N",192,61,       0.001510
1,double,uniform,PoisFFT,"D | N",192,62,       0.001520
1,double,uniform,PoisFFT,"D | N",192,63,       0.001511
1,double,uniform,PoisFFT,"D | N",192,64,       0.001540
1,double,uniform,PoisFFT,"D | N",192,65,       0.001520
1,double,uniform,PoisFFT,"D | N",192,66,       0.001500
1,double,uniform,PoisFFT,"D | N",192,67,       0.001540
1,double,uniform,PoisFFT,"D | N",192,68,       0.001530
1,double,uniform,PoisFFT,"D | N",192,69,       0.001540
1,double,uniform,PoisFFT,"D | N",192,70,       0.001520
1,double,uniform,PoisFFT,"D | N",192,71,       0.001520
1,double,uniform,PoisFFT,"D | N",192,72,       0.001900
1,double,uniform,PoisFFT,"D | N",192,73,       0.001540
1,double,uniform,PoisFFT,"D | N",192,74,       0.001510
1,double,uniform,PoisFFT,"D | N",256,0,       0.002810
1,double,uniform,PoisFFT,"D | N",256,1,       0.002170
1,double,uniform,PoisFFT,"D | N",256,2,       0.002090
1,double,uniform,PoisFFT,"D | N",256,3,       0.002110
1,double,uniform,PoisFFT,"D | N",256,4,       0.002130
1,double,uniform,PoisFFT,"D | N",256,5,       0.002070
1,double,uniform,PoisFFT,"D | N",256,6,       0.002120
1,double,uniform,PoisFFT,"D | N",256,7,       0.002080
1,double,uniform,PoisFFT,"D | N",256,8,       0.002100
1,double,uniform,PoisFFT,"D | N",256,9,       0.002090
1,double,uniform,PoisFFT,"D | N",256,10,       0.002109
1,double,uniform,PoisFFT,"D | N",256,11,       0.002109
1,double,uniform,PoisFFT,"D | N",256,12,       0.002050
1,double,uniform,PoisFFT,"D | N",256,13,       0.002050
1,double,uniform,PoisFFT,"D | N",256,14,       0.002110
1,double,uniform,PoisFFT,"D | N",256,15,       0.002070
1,double,uniform,PoisFFT,"D | N",256,16,       0.002110
1,double,uniform,PoisFFT,"D | N",256,17,       0.002110
1,double,uniform,PoisFFT,"D | N",256,18,       0.002110
1,double,uniform,PoisFFT,"D | N",256,19,       0.002080
1,double,uniform,PoisFFT,"D | N",256,20,       0.002100
1,double,uniform,PoisFFT,"D | N",256,21,       0.002060
1,double,uniform,PoisFFT,"D | N",256,22,       0.002080
1,double,uniform,PoisFFT,"D | N",256,23,       0.002090
1,double,uniform,PoisFFT,"D | N",256,24,       0.002111
1,double,uniform,PoisFFT,"D | N",256,25,       0.002080
1,double,uniform,PoisFFT,"D | N",256,26,       0.002080
1,double,uniform,PoisFFT,"D | N",256,27,       0.002080
1,double,uniform,PoisFFT,"D | N",256,28,       0.002110
1,double,uniform,PoisFFT,"D | N",256,29,       0.002110
1,double,uniform,PoisFFT,"D | N",256,30,       0.002100
1,double,uniform,PoisFFT,"D | N",256,31,       0.002110
1,double,uniform,PoisFFT,"D | N",256,32,       0.002120
1,double,uniform,PoisFFT,"D | N",256,33,       0.002090
1,double,uniform,PoisFFT,"D | N",256,34,       0.002110
1,double,uniform,PoisFFT,"D | N",256,35,       0.002120
1,double,uniform,PoisFFT,"D | N",256,36,       0.002100
1,double,uniform,PoisFFT,"D | N",256,37,       0.002100
1,double,uniform,PoisFFT,"D | N",256,38,       0.002231
1,double,uniform,PoisFFT,"D | N",256,39,       0.002130
1,double,uniform,PoisFFT,"D | N",256,40,       0.002110
1,double,uniform,PoisFFT,"D | N",256,41,       0.002090
1,double,uniform,PoisFFT,"D | N",256,42,       0.002110
1,double,uniform,PoisFFT,"D | N",256,43,       0.002080
1,double,uniform,PoisFFT,"D | N",256,44,       0.002070
1,double,uniform,PoisFFT,"D | N",256,45,       0.002080
1,double,uniform,PoisFFT,"D | N",256,46,       0.002100
1,double,uniform,PoisFFT,"D | N",256,47,       0.002110
1,double,uniform,PoisFFT,"D | N",256,48,       0.002090
1,double,uniform,PoisFFT,"D | N",256,49,       0.002070
1,double,uniform,PoisFFT,"D | N",256,50,       0.002080
1,double,uniform,PoisFFT,"D | N",256,51,       0.002120
1,double,uniform,PoisFFT,"D | N",256,52,       0.002100
1,double,uniform,PoisFFT,"D | N",256,53,       0.002130
1,double,uniform,PoisFFT,"D | N",256,54,       0.002110
1,double,uniform,PoisFFT,"D | N",256,55,       0.002130
1,double,uniform,PoisFFT,"D | N",256,56,       0.002110
1,double,uniform,PoisFFT,"D | N",256,57,       0.002100
1,double,uniform,PoisFFT,"D | N",256,58,       0.002090
1,double,uniform,PoisFFT,"D | N",256,59,       0.002110
1,double,uniform,PoisFFT,"D | N",256,60,       0.002580
1,double,uniform,PoisFFT,"D | N",256,61,       0.002120
1,double,uniform,PoisFFT,"D | N",256,62,       0.002120
1,double,uniform,PoisFFT,"D | N",256,63,       0.002100
1,double,uniform,PoisFFT,"D | N",256,64,       0.002091
1,double,uniform,PoisFFT,"D | N",256,65,       0.002089
1,double,uniform,PoisFFT,"D | N",256,66,       0.002110
1,double,uniform,PoisFFT,"D | N",256,67,       0.002090
1,double,uniform,PoisFFT,"D | N",256,68,       0.002100
1,double,uniform,PoisFFT,"D | N",256,69,       0.002100
1,double,uniform,PoisFFT,"D | N",256,70,       0.002130
1,double,uniform,PoisFFT,"D | N",256,71,       0.002450
1,double,uniform,PoisFFT,"D | N",256,72,       0.002120
1,double,uniform,PoisFFT,"D | N",256,73,       0.002100
1,double,uniform,PoisFFT,"D | N",256,74,       0.002110
1,double,uniform,PoisFFT,"D | N",320,0,       0.004840
1,double,uniform,PoisFFT,"D | N",320,1,       0.002700
1,double,uniform,PoisFFT,"D | N",320,2,       0.002550
1,double,uniform,PoisFFT,"D | N",320,3,       0.002600
1,double,uniform,PoisFFT,"D | N",320,4,       0.002580
1,double,uniform,PoisFFT,"D | N",320,5,       0.002580
1,double,uniform,PoisFFT,"D | N",320,6,       0.002640
1,double,uniform,PoisFFT,"D | N",320,7,       0.002560
1,double,uniform,PoisFFT,"D | N",320,8,       0.002630
1,double,uniform,PoisFFT,"D | N",320,9,       0.002560
1,double,uniform,PoisFFT,"D | N",320,10,       0.002560
1,double,uniform,PoisFFT,"D | N",320,11,       0.002560
1,double,uniform,PoisFFT,"D | N",320,12,       0.002570
1,double,uniform,PoisFFT,"D | N",320,13,       0.002600
1,double,uniform,PoisFFT,"D | N",320,14,       0.002630
1,double,uniform,PoisFFT,"D | N",320,15,       0.002570
1,double,uniform,PoisFFT,"D | N",320,16,       0.002590
1,double,uniform,PoisFFT,"D | N",320,17,       0.002570
1,double,uniform,PoisFFT,"D | N",320,18,       0.002580
1,double,uniform,PoisFFT,"D | N",320,19,       0.002580
1,double,uniform,PoisFFT,"D | N",320,20,       0.002640
1,double,uniform,PoisFFT,"D | N",320,21,       0.002510
1,double,uniform,PoisFFT,"D | N",320,22,       0.002609
1,double,uniform,PoisFFT,"D | N",320,23,       0.002589
1,double,uniform,PoisFFT,"D | N",320,24,       0.002580
1,double,uniform,PoisFFT,"D | N",320,25,       0.002580
1,double,uniform,PoisFFT,"D | N",320,26,       0.002510
1,double,uniform,PoisFFT,"D | N",320,27,       0.002560
1,double,uniform,PoisFFT,"D | N",320,28,       0.002520
1,double,uniform,PoisFFT,"D | N",320,29,       0.002590
1,double,uniform,PoisFFT,"D | N",320,30,       0.002550
1,double,uniform,PoisFFT,"D | N",320,31,       0.002570
1,double,uniform,PoisFFT,"D | N",320,32,       0.002560
1,double,uniform,PoisFFT,"D | N",320,33,       0.002620
1,double,uniform,PoisFFT,"D | N",320,34,       0.002520
1,double,uniform,PoisFFT,"D | N",320,35,       0.002520
1,double,uniform,PoisFFT,"D | N",320,36,       0.002530
1,double,uniform,PoisFFT,"D | N",320,37,       0.002600
1,double,uniform,PoisFFT,"D | N",320,38,       0.002620
1,double,uniform,PoisFFT,"D | N",320,39,       0.002510
1,double,uniform,PoisFFT,"D | N",320,40,       0.002500
1,double,uniform,PoisFFT,"D | N",320,41,       0.002580
1,double,uniform,PoisFFT,"D | N",320,42,       0.002560
1,double,uniform,PoisFFT,"D | N",320,43,       0.002550
1,double,uniform,PoisFFT,"D | N",320,44,       0.002639
1,double,uniform,PoisFFT,"D | N",320,45,       0.002511
1,double,uniform,PoisFFT,"D | N",320,46,       0.002569
1,double,uniform,PoisFFT,"D | N",320,47,       0.002600
1,double,uniform,PoisFFT,"D | N",320,48,       0.002510
1,double,uniform,PoisFFT,"D | N",320,49,       0.002540
1,double,uniform,PoisFFT,"D | N",320,50,       0.002610
1,double,uniform,PoisFFT,"D | N",320,51,       0.002590
1,double,uniform,PoisFFT,"D | N",320,52,       0.002540
1,double,uniform,PoisFFT,"D | N",320,53,       0.002520
1,double,uniform,PoisFFT,"D | N",320,54,       0.002530
1,double,uniform,PoisFFT,"D | N",320,55,       0.002550
1,double,uniform,PoisFFT,"D | N",320,56,       0.002609
1,double,uniform,PoisFFT,"D | N",320,57,       0.002600
1,double,uniform,PoisFFT,"D | N",320,58,       0.002590
1,double,uniform,PoisFFT,"D | N",320,59,       0.002550
1,double,uniform,PoisFFT,"D | N",320,60,       0.002580
1,double,uniform,PoisFFT,"D | N",320,61,       0.002580
1,double,uniform,PoisFFT,"D | N",320,62,       0.002510
1,double,uniform,PoisFFT,"D | N",320,63,       0.002620
1,double,uniform,PoisFFT,"D | N",320,64,       0.002540
1,double,uniform,PoisFFT,"D | N",320,65,       0.002490
1,double,uniform,PoisFFT,"D | N",320,66,       0.002579
1,double,uniform,PoisFFT,"D | N",320,67,       0.002540
1,double,uniform,PoisFFT,"D | N",320,68,       0.002591
1,double,uniform,PoisFFT,"D | N",320,69,       0.002550
1,double,uniform,PoisFFT,"D | N",320,70,       0.002740
1,double,uniform,PoisFFT,"D | N",320,71,       0.002610
1,double,uniform,PoisFFT,"D | N",320,72,       0.002540
1,double,uniform,PoisFFT,"D | N",320,73,       0.002540
1,double,uniform,PoisFFT,"D | N",320,74,       0.002570
1,double,uniform,PoisFFT,"D | N",384,0,       0.004610
1,double,uniform,PoisFFT,"D | N",384,1,       0.002950
1,double,uniform,PoisFFT,"D | N",384,2,       0.002880
1,double,uniform,PoisFFT,"D | N",384,3,       0.002870
1,double,uniform,PoisFFT,"D | N",384,4,       0.002850
1,double,uniform,PoisFFT,"D | N",384,5,       0.002870
1,double,uniform,PoisFFT,"D | N",384,6,       0.002820
1,double,uniform,PoisFFT,"D | N",384,7,       0.002980
1,double,uniform,PoisFFT,"D | N",384,8,       0.002820
1,double,uniform,PoisFFT,"D | N",384,9,       0.002850
1,double,uniform,PoisFFT,"D | N",384,10,       0.002860
1,double,uniform,PoisFFT,"D | N",384,11,       0.002840
1,double,uniform,PoisFFT,"D | N",384,12,       0.002820
1,double,uniform,PoisFFT,"D | N",384,13,       0.002810
1,double,uniform,PoisFFT,"D | N",384,14,       0.003960
1,double,uniform,PoisFFT,"D | N",384,15,       0.002840
1,double,uniform,PoisFFT,"D | N",384,16,       0.002820
1,double,uniform,PoisFFT,"D | N",384,17,       0.002839
1,double,uniform,PoisFFT,"D | N",384,18,       0.002809
1,double,uniform,PoisFFT,"D | N",384,19,       0.002870
1,double,uniform,PoisFFT,"D | N",384,20,       0.002850
1,double,uniform,PoisFFT,"D | N",384,21,       0.002880
1,double,uniform,PoisFFT,"D | N",384,22,       0.002850
1,double,uniform,PoisFFT,"D | N",384,23,       0.002870
1,double,uniform,PoisFFT,"D | N",384,24,       0.002900
1,double,uniform,PoisFFT,"D | N",384,25,       0.002820
1,double,uniform,PoisFFT,"D | N",384,26,       0.002890
1,double,uniform,PoisFFT,"D | N",384,27,       0.002860
1,double,uniform,PoisFFT,"D | N",384,28,       0.002849
1,double,uniform,PoisFFT,"D | N",384,29,       0.002840
1,double,uniform,PoisFFT,"D | N",384,30,       0.002820
1,double,uniform,PoisFFT,"D | N",384,31,       0.002830
1,double,uniform,PoisFFT,"D | N",384,32,       0.002820
1,double,uniform,PoisFFT,"D | N",384,33,       0.002850
1,double,uniform,PoisFFT,"D | N",384,34,       0.002880
1,double,uniform,PoisFFT,"D | N",384,35,       0.002860
1,double,uniform,PoisFFT,"D | N",384,36,       0.002880
1,double,uniform,PoisFFT,"D | N",384,37,       0.002840
1,double,uniform,PoisFFT,"D | N",384,38,       0.002831
1,double,uniform,PoisFFT,"D | N",384,39,       0.002840
1,double,uniform,PoisFFT,"D | N",384,40,       0.002830
1,double,uniform,PoisFFT,"D | N",384,41,       0.002840
1,double,uniform,PoisFFT,"D | N",384,42,       0.002830
1,double,uniform,PoisFFT,"D | N",384,43,       0.002850
1,double,uniform,PoisFFT,"D | N",384,44,       0.002850
1,double,uniform,PoisFFT,"D | N",384,45,       0.002860
1,double,uniform,PoisFFT,"D | N",384,46,       0.002830
1,double,uniform,PoisFFT,"D | N",384,47,       0.002840
1,double,uniform,PoisFFT,"D | N",384,48,       0.002871
1,double,uniform,PoisFFT,"D | N",384,49,       0.002849
1,double,uniform,PoisFFT,"D | N",384,50,       0.002870
1,double,uniform,PoisFFT,"D | N",384,51,       0.002830
1,double,uniform,PoisFFT,"D | N",384,52,       0.002860
1,double,uniform,PoisFFT,"D | N",384,53,       0.002820
1,double,uniform,PoisFFT,"D | N",384,54,       0.002840
1,double,uniform,PoisFFT,"D | N",384,55,       0.002830
1,double,uniform,PoisFFT,"D | N",384,56,       0.002820
1,double,uniform,PoisFFT,"D | N",384,57,       0.002840
1,double,uniform,PoisFFT,"D | N",384,58,       0.002789
1,double,uniform,PoisFFT,"D | N",384,59,       0.003071
1,double,uniform,PoisFFT,"D | N",384,60,       0.002830
1,double,uniform,PoisFFT,"D | N",384,61,       0.002840
1,double,uniform,PoisFFT,"D | N",384,62,       0.002850
1,double,uniform,PoisFFT,"D | N",384,63,       0.002850
1,double,uniform,PoisFFT,"D | N",384,64,       0.002840
1,double,uniform,PoisFFT,"D | N",384,65,       0.002850
1,double,uniform,PoisFFT,"D | N",384,66,       0.002840
1,double,uniform,PoisFFT,"D | N",384,67,       0.002820
1,double,uniform,PoisFFT,"D | N",384,68,       0.002850
1,double,uniform,PoisFFT,"D | N",384,69,       0.003230
1,double,uniform,PoisFFT,"D | N",384,70,       0.002800
1,double,uniform,PoisFFT,"D | N",384,71,       0.002860
1,double,uniform,PoisFFT,"D | N",384,72,       0.002831
1,double,uniform,PoisFFT,"D | N",384,73,       0.002849
1,double,uniform,PoisFFT,"D | N",384,74,       0.002880
1,double,uniform,PoisFFT,"D | N",448,0,       0.005490
1,double,uniform,PoisFFT,"D | N",448,1,       0.003850
1,double,uniform,PoisFFT,"D | N",448,2,       0.003710
1,double,uniform,PoisFFT,"D | N",448,3,       0.003700
1,double,uniform,PoisFFT,"D | N",448,4,       0.003700
1,double,uniform,PoisFFT,"D | N",448,5,       0.003680
1,double,uniform,PoisFFT,"D | N",448,6,       0.003660
1,double,uniform,PoisFFT,"D | N",448,7,       0.003710
1,double,uniform,PoisFFT,"D | N",448,8,       0.003650
1,double,uniform,PoisFFT,"D | N",448,9,       0.003680
1,double,uniform,PoisFFT,"D | N",448,10,       0.003730
1,double,uniform,PoisFFT,"D | N",448,11,       0.003700
1,double,uniform,PoisFFT,"D | N",448,12,       0.003690
