dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.649804
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.412926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.428756
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.409935
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.414436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.398526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.424315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.428705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.419555
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.426936
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.432566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.429365
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.413726
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.424866
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.447925
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.419035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.421865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.413316
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.416026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.398426
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,20,       0.408006
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,21,       0.411225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,22,       0.418745
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,23,       0.398196
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,24,       0.406876
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,25,       0.414646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,26,       0.409646
