dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       1.568584
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,39,       0.286166
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,40,       0.287967
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,41,       0.282457
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,42,       0.280388
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,43,       0.286967
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,44,       0.283147
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,45,       0.282097
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,46,       0.290897
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,47,       0.299307
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,48,       0.286777
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,49,       0.290837
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,50,       0.284557
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,51,       0.290167
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,52,       0.281207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,53,       0.281417
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,54,       0.282377
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,55,       0.289437
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,56,       0.289777
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,57,       0.290517
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,58,       0.288657
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,59,       0.286637
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,60,       0.280947
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,61,       0.287067
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,62,       0.290657
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,63,       0.281967
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,64,       0.284067
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,65,       0.284767
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,66,       0.281377
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,67,       0.278137
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,68,       0.284488
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,69,       0.280797
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,70,       0.281177
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,71,       0.281837
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,72,       0.299217
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,73,       0.285517
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,74,       0.282537
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,0,       4.165016
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,1,       3.190426
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,2,       3.184706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,3,       3.191046
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,4,       3.213436
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,5,       3.215226
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,6,       3.211806
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,7,       3.237626
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,8,       3.209296
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,9,       3.243376
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,10,       3.182037
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,11,       3.215366
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,12,       3.233155
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,13,       3.239376
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,14,       3.224895
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,15,       3.193036
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,16,       3.214846
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,17,       3.191516
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,18,       3.218215
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,19,       3.207766
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,20,       3.199086
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,21,       3.214646
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,22,       3.205766
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,23,       3.227776
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,24,       3.208236
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,25,       3.166316
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,26,       3.206476
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,27,       3.233276
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,28,       3.219435
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,29,       3.181876
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,30,       3.225206
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,31,       3.231636
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,32,       3.219626
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,33,       3.186455
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,34,       3.185906
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,35,       3.233705
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,36,       3.195486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,37,       3.214316
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,38,       3.247005
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,39,       3.174006
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,40,       3.213656
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,41,       3.210976
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,42,       3.210106
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,43,       3.203156
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,44,       3.219876
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,45,       3.224716
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,46,       3.211686
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,47,       3.228436
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,48,       3.237756
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,49,       3.219596
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,50,       3.198846
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,51,       3.213476
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,52,       3.261755
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,53,       3.245075
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,54,       3.220306
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,55,       3.194226
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,56,       3.203986
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,57,       3.188606
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,58,       3.222266
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,59,       3.188476
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,60,       3.201736
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,61,       3.243676
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,62,       3.225286
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,63,       3.215286
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,64,       3.213716
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,65,       3.206766
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,66,       3.192607
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,67,       3.202456
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,68,       3.193496
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,69,       3.195446
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,70,       3.215445
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,71,       3.213216
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,72,       3.212326
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,73,       3.202366
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,74,       3.217485
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,0,       5.712069
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,1,       5.159075
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,2,       5.180555
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,3,       5.127216
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,4,       5.210604
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,5,       5.112485
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,6,       5.119486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,7,       5.170486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,8,       5.210205
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,9,       5.275225
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,10,       5.192185
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,11,       5.225055
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,12,       5.323094
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,13,       5.210865
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,14,       5.210765
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,15,       5.078647
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,16,       5.222345
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,17,       5.367073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,18,       5.130936
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,19,       5.185445
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,20,       5.218245
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,21,       5.221545
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,22,       5.190565
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,23,       5.092056
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,24,       5.315074
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,25,       5.183525
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,26,       5.216584
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,27,       5.099355
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,28,       5.273364
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,29,       5.258075
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,30,       5.162755
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,31,       5.104246
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,32,       5.233375
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,33,       5.293964
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,34,       5.187975
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,35,       5.240895
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,36,       5.239985
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,37,       5.129875
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,38,       5.258324
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,39,       5.120046
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,40,       5.237485
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,41,       5.210705
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,42,       5.073716
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,43,       5.154835
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,44,       5.189465
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,45,       5.145715
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,46,       5.075627
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,47,       5.293524
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,48,       5.165055
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,49,       5.278514
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,50,       5.075867
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,51,       5.290074
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,52,       5.227035
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,53,       5.210195
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,54,       5.191355
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,55,       5.141525
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,56,       5.192754
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,57,       5.123716
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,58,       5.200435
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,59,       5.226544
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,60,       5.102326
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,61,       5.253304
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,62,       5.089246
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,63,       5.250185
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,64,       5.188136
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,65,       5.088266
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,66,       5.164625
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,67,       5.386293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,68,       5.168735
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,69,       5.263055
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,70,       5.263625
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,71,       5.214045
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,72,       5.228504
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,73,       5.169295
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,74,       5.228614
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,0,      16.660484
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      16.616444
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      16.700633
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      16.469005
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      16.722993
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      16.524976
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      16.612164
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      16.510805
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      16.743733
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      16.390126
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      16.684483
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      16.524435
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      16.401606
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      16.717052
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      16.496665
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      16.459005
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      16.398876
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      16.965220
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      16.363597
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      16.735003
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,20,      16.464816
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,21,      16.579294
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,22,      16.877261
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,23,      16.660383
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,24,      16.522765
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,25,      16.336227
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,26,      16.590245
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,27,      16.403976
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,28,      16.291448
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,29,      16.554335
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,30,      16.614533
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,31,      16.429676
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,32,      16.330037
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,33,      16.727303
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,34,      16.522866
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,35,      16.583655
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,36,      16.790212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,37,      16.354066
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,38,      16.277267
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,39,      16.519965
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,40,      16.520036
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,41,      16.595724
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,42,      16.556425
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,43,      16.751043
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,44,      16.487745
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,45,      16.773952
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,46,      16.576785
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,47,      16.553765
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,48,      16.505666
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,49,      16.360037
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,50,      16.742083
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,51,      16.681753
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,52,      16.583795
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,53,      16.268068
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,54,      16.355507
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,55,      16.551845
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,56,      16.346297
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,57,      16.538444
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,58,      16.497395
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,59,      16.248888
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,60,      16.441236
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,61,      16.900801
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,62,      16.627554
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,63,      16.457896
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,64,      16.725683
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,65,      16.335927
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,66,      16.413546
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,67,      16.474245
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,68,      16.593674
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,69,      16.363417
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,70,      16.677353
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,71,      16.791223
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,72,      16.493285
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,73,      16.430117
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,74,      16.585315
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      25.931376
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      26.047014
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      25.745268
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      25.717238
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      25.780667
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      25.712607
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      25.750227
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      25.699108
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      25.786237
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      25.870706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      25.932805
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      25.959155
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      25.839747
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      25.725437
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      25.905515
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      26.004725
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      26.021465
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      25.784857
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      25.894486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      25.769318
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,20,      25.788197
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,21,      25.883446
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,22,      26.097514
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,23,      25.913625
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,24,      25.696988
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,25,      26.000794
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,26,      25.816387
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,27,      25.760778
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,28,      25.936765
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,29,      25.851196
