dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       2.070207
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,36,       0.550624
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,37,       0.697872
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,38,       0.528454
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,39,       0.723612
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,40,       0.682192
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,41,       0.736092
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,42,       0.650582
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,43,       0.520464
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,44,       0.512014
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,45,       0.527604
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,46,       0.766892
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,47,       0.553834
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,48,       0.822081
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,49,       0.579894
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,50,       0.561424
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,51,       0.772901
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,52,       0.662513
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,53,       0.506115
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,54,       0.648883
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,55,       0.597394
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,56,       0.677842
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,57,       0.618734
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,58,       0.515824
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,59,       0.582913
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,60,       0.648263
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,61,       0.612353
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,62,       0.639213
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,63,       0.639653
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,64,       0.955889
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,65,       0.705873
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,66,       0.886201
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,67,       0.524885
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,68,       0.643143
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,69,       0.622164
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,70,       0.505004
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,71,       0.569814
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,72,       0.545774
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,73,       0.676982
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,74,       0.809061
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,0,       3.753939
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,1,       3.249285
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,2,       3.337664
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,3,       3.253305
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,4,       3.381903
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,5,       3.349804
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,6,       3.446473
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,7,       3.348683
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,8,       3.350874
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,9,       3.342744
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,10,       3.278245
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,11,       3.274724
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,12,       3.426393
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,13,       3.386063
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,14,       3.372934
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,15,       3.471883
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,16,       3.542342
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,17,       3.533541
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,18,       3.406783
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,19,       3.434813
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,20,       3.327344
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,21,       3.294834
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,22,       3.567412
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,23,       3.390914
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,24,       3.298985
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,25,       3.436742
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,26,       3.370933
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,27,       3.360393
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,28,       3.509562
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,29,       3.386553
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,30,       3.431052
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,31,       3.326524
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,32,       3.256794
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,33,       3.302034
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,34,       3.302064
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,35,       3.336814
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,36,       3.250895
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,37,       3.377563
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,38,       3.569811
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,39,       3.648581
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,40,       3.318424
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,41,       3.403753
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,42,       3.250755
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,43,       3.363550
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,44,       3.367870
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,45,       3.421969
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,46,       3.453809
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,47,       3.443069
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,48,       3.453589
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,49,       3.455919
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,50,       3.399069
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,51,       3.583087
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,52,       3.349360
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,53,       3.334200
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,54,       3.456868
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,55,       3.492658
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,56,       3.444089
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,57,       3.461428
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,58,       3.546828
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,59,       3.221822
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,60,       3.396189
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,61,       3.408959
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,62,       3.455759
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,63,       3.349730
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,64,       3.122582
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,65,       3.204311
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,66,       3.543497
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,67,       3.235412
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,68,       3.519537
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,69,       3.372940
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,70,       3.440519
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,71,       3.459709
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,72,       3.388399
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,73,       3.410479
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,74,       3.359759
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      10.325596
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      10.678991
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      10.593103
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      10.690072
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      10.202317
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      10.428065
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      10.565094
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      10.705722
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      10.229917
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      10.516934
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      10.813800
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      10.544693
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,       9.949730
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,       9.598394
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,       9.683513
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,       9.664704
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      10.067710
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      10.039469
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,       9.757813
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,       9.891482
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,20,       9.816152
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,21,       9.809412
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,22,       9.849542
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,23,       9.621884
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,24,       9.798092
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,25,       9.878351
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,26,       9.583835
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,27,       9.536195
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,28,      10.011929
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,29,       9.724073
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,30,       9.606405
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,31,       9.730604
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,32,       9.814572
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,33,       9.620595
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,34,       9.734673
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,35,       9.799002
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,36,       9.585765
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,37,      10.122589
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,38,       9.703263
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,39,       9.659174
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,40,       9.520916
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,41,       9.487035
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,42,       9.731243
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,43,       9.732263
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,44,       9.969290
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,45,       9.931591
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,46,       9.725684
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,47,       9.739043
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,48,       9.596664
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,49,       9.927400
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,50,      10.059230
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,51,       9.590385
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,52,       9.653464
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,53,       9.614745
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,54,       9.860661
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,55,       9.742823
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,56,       9.932660
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,57,       9.563695
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,58,       9.647974
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,59,       9.780002
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,60,      10.251247
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,61,       9.823922
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,62,       9.845921
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,63,       9.760763
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,64,      10.138998
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,65,       9.392188
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,66,       9.672854
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,67,       9.762253
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,68,       9.629554
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,69,       9.739113
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,70,       9.976371
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,71,       9.540935
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,72,       9.870581
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,73,       9.502816
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,74,       9.755733
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,      36.239165
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,      36.532772
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,      36.508231
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,      36.347634
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,      42.199214
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,      36.052627
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,      36.022088
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,      35.992768
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,      35.878910
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,      36.076797
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,      35.350605
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,      35.863159
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,      36.329034
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,      35.608123
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,      35.263416
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,      35.446534
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,      35.928969
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,      35.891609
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,      35.904768
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,      36.470793
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,20,      35.163208
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,21,      36.212565
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,22,      35.966268
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,23,      35.934149
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,24,      36.336364
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,25,      35.929378
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,26,      35.902989
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,27,      35.771891
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,28,      35.828450
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,29,      35.983438
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,30,      35.815700
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,31,      35.501513
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,32,      35.260217
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,33,      35.790600
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,34,      35.977248
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,35,      35.724811
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,36,      35.754100
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,37,      35.380275
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,38,      35.522823
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,39,      36.093707
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,40,      36.075637
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,41,      35.682682
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,42,      35.835180
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,43,      35.934529
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,44,      35.914269
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,45,      35.035709
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,46,      35.597832
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,47,      35.400675
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,48,      35.732961
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,49,      35.460144
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,50,      35.682081
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,51,      35.579643
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,52,      35.026470
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,53,      35.291777
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,54,      35.590443
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,55,      35.942728
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,56,      35.412665
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,57,      36.041437
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,58,      34.852582
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,59,      35.449075
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,60,      35.754890
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,61,      35.222347
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,62,      35.630643
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,63,      35.684971
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,64,      35.250127
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,65,      34.967771
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,66,      35.167538
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,67,      35.774360
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,68,      35.333996
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,69,      35.121008
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,70,      35.332365
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,71,      35.237207
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,72,      36.044457
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,73,      35.454024
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,74,      35.441355
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,      71.163865
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,      71.018857
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,      71.789048
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,      71.796288
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,      70.879060
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,      70.921658
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,      70.894389
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,      71.559131
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,      71.037237
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,      71.388333
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,      71.090846
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,      71.160215
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,      72.077584
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,      71.694489
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,      71.734809
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,      70.643052
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,      70.578093
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,      70.759960
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,      71.370583
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,      70.503524
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,20,      71.171465
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,21,      71.131846
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,22,      71.436422
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,23,      71.138006
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,24,      71.358733
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,25,      71.866168
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,26,      72.044415
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,27,      71.698099
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,28,      71.478082
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,29,      70.718040
