dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.782360
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,46,       0.353006
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,47,       0.360706
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,48,       0.361086
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,49,       0.360426
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,50,       0.349006
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,51,       0.353916
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,52,       0.337166
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,53,       0.349206
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,54,       0.339656
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,55,       0.341946
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,56,       0.359196
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,57,       0.352876
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,58,       0.357186
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,59,       0.356326
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,60,       0.351956
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,61,       0.354556
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,62,       0.356536
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,63,       0.348426
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,64,       0.345686
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,65,       0.335826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,66,       0.339346
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,67,       0.344186
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,68,       0.354926
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,69,       0.348426
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,70,       0.347046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,71,       0.349497
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,72,       0.344046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,73,       0.345046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,74,       0.342136
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,0,       2.575642
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,1,       2.252025
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,2,       2.332504
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,3,       2.406334
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,4,       2.340704
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,5,       2.162736
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,6,       2.256655
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,7,       2.237035
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,8,       2.336005
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,9,       2.343774
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,10,       2.361333
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,11,       2.261975
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,12,       2.286904
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,13,       2.319024
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,14,       2.237295
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,15,       2.174446
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,16,       2.341233
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,17,       2.198826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,18,       2.242515
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,19,       2.170615
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,20,       2.196025
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,21,       2.467822
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,22,       2.167796
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,23,       2.264955
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,24,       2.165375
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,25,       2.346074
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,26,       2.226945
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,27,       2.429872
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,28,       2.186886
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,29,       2.250224
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,30,       2.119356
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,31,       2.233045
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,32,       2.196685
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,33,       2.236955
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,34,       2.332574
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,35,       2.317845
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,36,       2.147385
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,37,       2.352624
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,38,       2.144666
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,39,       2.211496
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,40,       2.256645
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,41,       2.328254
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,42,       2.248555
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,43,       2.301515
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,44,       2.315245
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,45,       2.257715
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,46,       2.139317
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,47,       2.226515
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,48,       2.204835
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,49,       2.281645
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,50,       2.377084
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,51,       2.335904
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,52,       2.199355
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,53,       2.370243
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,54,       2.218605
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,55,       2.302284
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,56,       2.162656
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,57,       2.343273
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,58,       2.174435
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,59,       2.300624
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,60,       2.285955
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,61,       2.218585
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,62,       2.155786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,63,       2.220195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,64,       2.202015
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,65,       2.189386
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,66,       2.320884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,67,       2.298025
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,68,       2.167186
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,69,       2.350214
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,70,       2.117596
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,71,       2.173246
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,72,       2.241265
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,73,       2.351433
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,74,       2.360194
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,0,       5.660697
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,1,       4.942655
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,2,       4.984295
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,3,       4.955064
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,4,       5.188402
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,5,       4.967554
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,6,       5.098963
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,7,       5.256141
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,8,       4.969754
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,9,       5.052994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,10,       5.233592
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,11,       5.007544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,12,       5.252392
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,13,       5.182932
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,14,       5.012264
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,15,       5.227462
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,16,       5.248491
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,17,       4.928335
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,18,       5.001544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,19,       4.937055
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,20,       5.201401
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,21,       5.233342
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,22,       5.020994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,23,       5.272211
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,24,       5.020534
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,25,       4.946165
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,26,       5.210852
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,27,       4.999715
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,28,       5.048523
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,29,       5.192442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,30,       5.188762
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,31,       5.004104
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,32,       4.958544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,33,       5.229302
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,34,       4.993704
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,35,       4.886406
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,36,       5.231982
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,37,       5.008354
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,38,       5.188032
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,39,       5.140253
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,40,       5.036774
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,41,       4.933504
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,42,       4.912905
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,43,       5.224662
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,44,       5.031563
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,45,       5.211322
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,46,       5.128042
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,47,       5.161803
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,48,       5.012374
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,49,       5.197522
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,50,       5.189722
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,51,       4.918665
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,52,       5.201462
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,53,       5.180492
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,54,       4.970405
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,55,       5.232441
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,56,       5.181052
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,57,       5.084843
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,58,       5.227391
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,59,       5.087053
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,60,       5.120953
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,61,       5.138283
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,62,       5.112043
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,63,       4.980234
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,64,       5.047394
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,65,       5.207491
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,66,       5.123163
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,67,       5.031664
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,68,       5.235042
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,69,       5.107043
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,70,       5.190952
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,71,       5.133003
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,72,       5.213561
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,73,       5.169452
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,74,       5.053604
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,0,      14.267621
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,1,      14.241671
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,2,      14.295740
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,3,      14.334600
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,4,      14.194061
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,5,      14.101442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,6,      14.056093
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,7,      14.345640
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,8,      14.044593
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,9,      14.437779
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,10,      14.156111
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,11,      14.250480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,12,      14.268960
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,13,      14.125112
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,14,      14.301580
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,15,      14.280730
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,16,      14.309370
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,17,      14.119893
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,18,      14.196162
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,19,      13.980914
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,20,      14.204022
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,21,      14.398039
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,22,      14.089473
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,23,      14.137142
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,24,      14.324120
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,25,      14.152482
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,26,      14.390909
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,27,      14.173102
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,28,      14.588177
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,29,      14.343790
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,30,      14.311810
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,31,      14.279241
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,32,      13.934345
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,33,      14.185602
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,34,      14.359189
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,35,      14.339180
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,36,      14.240891
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,37,      14.059023
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,38,      14.348649
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,39,      14.175501
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,40,      14.401499
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,41,      14.409819
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,42,      14.364359
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,43,      14.388410
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,44,      14.324329
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,45,      14.464598
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,46,      14.335890
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,47,      14.275950
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,48,      14.285091
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,49,      14.275790
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,50,      14.263681
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,51,      14.326249
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,52,      14.341510
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,53,      14.329050
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,54,      14.273720
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,55,      14.000033
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,56,      14.269230
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,57,      14.438088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,58,      14.346749
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,59,      14.423949
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,60,      14.288190
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,61,      14.534448
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,62,      14.462229
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,63,      14.196772
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,64,      14.325120
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,65,      14.297050
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,66,      14.088593
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,67,      14.340420
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,68,      14.155862
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,69,      14.225111
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,70,      14.241750
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,71,      14.326010
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,72,      14.375130
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,73,      14.027434
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,74,      14.239561
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,0,      26.020579
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,1,      25.989560
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,2,      25.674523
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,3,      26.045559
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,4,      26.098278
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,5,      25.798022
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,6,      25.755432
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,7,      26.174808
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,8,      26.164468
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,9,      26.187638
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,10,      26.120559
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,11,      26.064279
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,12,      26.128219
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,13,      25.766592
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,14,      25.833241
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,15,      25.966660
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,16,      25.973410
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,17,      25.998779
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,18,      26.022829
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,19,      25.827661
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,20,      26.173407
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,21,      25.966680
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,22,      25.893351
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,23,      25.678773
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,24,      25.898331
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,25,      26.206277
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,26,      26.097959
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,27,      25.899001
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,28,      25.829431
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,29,      25.965480
