dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,0,       1.492794
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,71,       0.316527
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,72,       0.318687
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,73,       0.316176
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,74,       0.312946
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,0,       5.577950
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,1,       4.889107
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,2,       4.910618
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,3,       4.899247
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,4,       4.982517
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,5,       4.808218
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,6,       4.843748
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,7,       4.892338
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,8,       4.908317
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,9,       4.841478
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,10,       4.841178
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,11,       4.862788
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,12,       4.867338
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,13,       4.872017
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,14,       4.940377
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,15,       4.883678
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,16,       4.804428
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,17,       4.974407
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,18,       4.889908
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,19,       4.885698
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,20,       4.885377
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,21,       4.934177
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,22,       4.988506
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,23,       4.899657
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,24,       4.966276
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,25,       4.955076
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,26,       5.503151
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,27,       5.082026
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,28,       5.104665
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,29,      10.799604
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,30,       5.080325
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,31,       5.109735
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,32,       5.191325
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,33,       5.059555
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,34,       5.087746
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,35,       5.086125
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,36,       5.127055
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,37,       5.122975
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,38,       5.147865
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,39,       5.172035
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,40,       5.088215
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,41,       5.123515
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,42,       5.157904
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,43,       5.098955
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,44,       5.044456
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,45,       5.065465
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,46,       5.076935
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,47,       5.097635
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,48,       5.063235
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,49,       5.105495
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,50,       5.056516
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,51,       5.102626
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,52,       5.074835
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,53,       5.120595
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,54,       5.161765
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,55,       5.075826
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,56,       5.059976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,57,       5.083265
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,58,       5.137885
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,59,       5.174164
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,60,       5.163165
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,61,       5.179694
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,62,       5.121394
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,63,       5.062685
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,64,       5.018546
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,65,       5.161024
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,66,       5.146804
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,67,       5.049816
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,68,       5.107605
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,69,       5.165055
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,70,       5.095125
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,71,       5.009976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,72,       5.112055
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,73,       5.123985
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,74,       5.117485
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,0,      19.087675
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,1,      18.902137
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,2,      18.939296
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,3,      18.805408
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,4,      18.794448
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,5,      18.860428
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,6,      18.912027
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,7,      18.918377
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,8,      18.978337
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,9,      18.820557
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,10,      18.861897
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,11,      18.790568
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,12,      18.782329
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,13,      18.877977
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,14,      18.997116
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,15,      18.953937
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,16,      18.799378
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,17,      18.791048
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,18,      18.812448
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,19,      18.953746
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,20,      18.849568
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,21,      18.930947
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,22,      18.838897
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,23,      19.665538
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,24,      18.926846
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,25,      18.887697
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,26,      18.887037
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,27,      18.769009
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,28,      19.099495
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,29,      18.811558
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,30,      18.824318
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,31,      18.825858
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,32,      18.863198
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,33,      18.834988
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,34,      18.883727
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,35,      18.794458
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,36,      18.821458
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,37,      18.888257
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,38,      18.893078
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,39,      18.988326
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,40,      18.782498
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,41,      18.770828
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,42,      18.918247
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,43,      18.731879
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,44,      19.052335
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,45,      18.764769
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,46,      18.773089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,47,      18.886577
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,48,      18.795029
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,49,      18.980836
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,50,      18.938157
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,51,      18.823938
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,52,      18.849407
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,53,      18.908667
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,54,      18.966036
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,55,      18.891727
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,56,      18.854717
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,57,      18.881807
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,58,      18.890667
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,59,      18.824517
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,60,      18.805918
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,61,      18.772189
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,62,      18.962866
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,63,      18.862648
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,64,      18.741629
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,65,      18.844317
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,66,      18.805848
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,67,      18.783148
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,68,      18.886157
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,69,      18.772579
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,70,      18.877147
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,71,      18.818448
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,72,      18.951287
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,73,      18.803298
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,74,      18.966226
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,0,      50.493298
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,1,      50.519758
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,2,      50.538247
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,3,      49.487599
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,4,      49.414779
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,5,      49.560677
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,6,      49.660707
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,7,      50.441858
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,8,      50.607126
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,9,      49.505828
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,10,      49.460589
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,11,      49.575528
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,12,      49.468679
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,13,      49.417849
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,14,      49.429789
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,15,      49.517518
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,16,      49.475809
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,17,      49.426089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,18,      49.357620
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,19,      50.359529
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,20,      49.709436
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,21,      50.613526
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,22,      49.587317
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,23,      49.585108
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,24,      49.696096
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,25,      50.459078
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,26,      50.640336
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,27,      49.685447
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,28,      50.555877
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,29,      50.553547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,30,      49.630357
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,31,      49.685197
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,32,      49.565968
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,33,      49.761106
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,34,      50.532227
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,35,      50.670036
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,36,      49.847324
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,37,      50.611207
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,38,      49.612378
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,39,      49.643547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,40,      49.550628
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,41,      50.489557
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,42,      50.690596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,43,      50.703035
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,44,      50.469348
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,45,      49.560378
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,46,      50.325009
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,47,      49.598318
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,48,      50.651096
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,49,      50.601497
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,50,      50.649826
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,51,      49.705336
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,52,      50.539537
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,53,      50.673136
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,54,      50.695405
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,55,      50.558228
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,56,      50.653046
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,57,      49.608747
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,58,      49.627657
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,59,      50.584567
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,60,      50.671345
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,61,      49.626057
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,62,      49.654927
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,63,      50.546147
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,64,      49.690946
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,65,      49.682836
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,66,      50.660596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,67,      49.684946
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,68,      49.575688
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,69,      50.654976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,70,      50.661636
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,71,      50.629726
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,72,      49.691666
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,73,      50.689045
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,74,      49.516998
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     131.493258
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     129.893625
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     129.974594
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     130.025794
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     131.556687
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     131.486228
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     131.588156
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     131.488137
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     129.883615
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     129.824485
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     131.713675
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     131.362019
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     131.279540
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     129.840255
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     130.271941
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     129.828196
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     131.505067
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     130.009534
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     129.875935
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     130.209921
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,20,     131.448808
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,21,     129.934845
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,22,     130.075914
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,23,     131.552627
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,24,     131.395469
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,25,     131.533028
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,26,     129.923024
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,27,     131.490208
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,28,     129.780876
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,29,     131.421878
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,30,     129.842155
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,31,     129.924595
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,32,     131.524017
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,33,     131.376429
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,34,     131.378249
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,35,     131.570496
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,36,     131.400298
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,37,     131.603177
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,38,     130.018134
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,39,     131.363660
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,40,     131.532528
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,41,     129.945315
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,42,     129.813995
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,43,     130.226442
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,44,     129.725547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,45,     131.463629
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,46,     131.477008
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,47,     131.485238
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,48,     131.525177
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,49,     131.457428
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,50,     131.606726
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,51,     131.690976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,52,     131.533908
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,53,     131.701885
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,54,     131.456488
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,55,     131.728165
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,56,     129.918135
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,57,     130.227321
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,58,     131.432198
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,59,     131.604846
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,60,     131.679355
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,61,     131.426888
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,62,     129.918674
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,63,     130.180072
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,64,     129.832316
