dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"P | P | P | P",64,0,       0.025330
2,float,uniform,PoisFFT,"P | P | P | P",64,1,       0.016000
2,float,uniform,PoisFFT,"P | P | P | P",64,2,       0.015629
2,float,uniform,PoisFFT,"P | P | P | P",64,3,       0.015560
2,float,uniform,PoisFFT,"P | P | P | P",64,4,       0.015540
2,float,uniform,PoisFFT,"P | P | P | P",64,5,       0.015370
2,float,uniform,PoisFFT,"P | P | P | P",64,6,       0.015500
2,float,uniform,PoisFFT,"P | P | P | P",64,7,       0.015489
2,float,uniform,PoisFFT,"P | P | P | P",64,8,       0.015550
2,float,uniform,PoisFFT,"P | P | P | P",64,9,       0.015450
2,float,uniform,PoisFFT,"P | P | P | P",64,10,       0.015540
2,float,uniform,PoisFFT,"P | P | P | P",64,11,       0.015419
2,float,uniform,PoisFFT,"P | P | P | P",64,12,       0.015630
2,float,uniform,PoisFFT,"P | P | P | P",64,13,       0.015499
2,float,uniform,PoisFFT,"P | P | P | P",64,14,       0.015570
2,float,uniform,PoisFFT,"P | P | P | P",64,15,       0.015520
2,float,uniform,PoisFFT,"P | P | P | P",64,16,       0.015520
2,float,uniform,PoisFFT,"P | P | P | P",64,17,       0.015430
2,float,uniform,PoisFFT,"P | P | P | P",64,18,       0.015470
2,float,uniform,PoisFFT,"P | P | P | P",64,19,       0.015460
2,float,uniform,PoisFFT,"P | P | P | P",64,20,       0.015510
2,float,uniform,PoisFFT,"P | P | P | P",64,21,       0.015600
2,float,uniform,PoisFFT,"P | P | P | P",64,22,       0.016229
2,float,uniform,PoisFFT,"P | P | P | P",64,23,       0.015480
2,float,uniform,PoisFFT,"P | P | P | P",64,24,       0.015570
2,float,uniform,PoisFFT,"P | P | P | P",64,25,       0.015530
2,float,uniform,PoisFFT,"P | P | P | P",64,26,       0.015420
2,float,uniform,PoisFFT,"P | P | P | P",64,27,       0.015460
2,float,uniform,PoisFFT,"P | P | P | P",64,28,       0.015520
2,float,uniform,PoisFFT,"P | P | P | P",64,29,       0.015439
2,float,uniform,PoisFFT,"P | P | P | P",64,30,       0.015820
2,float,uniform,PoisFFT,"P | P | P | P",64,31,       0.015419
