dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,0,       1.559583
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,1,       0.673753
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,2,       0.663363
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,3,       0.657823
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,4,       0.662993
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,5,       0.661843
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,6,       0.658653
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,7,       0.628423
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,8,       0.641914
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,9,       0.613494
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,10,       0.635613
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,11,       0.604843
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,12,       0.609274
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,13,       0.619133
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,14,       0.628243
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,15,       0.645273
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,16,       0.608414
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,17,       0.654443
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,18,       0.609464
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,19,       0.615264
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,20,       0.603223
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,21,       0.641863
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,22,       0.614903
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,23,       0.602874
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,24,       0.615853
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,25,       0.606913
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,26,       0.620084
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,27,       0.616174
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,28,       0.595324
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,29,       0.616434
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,30,       0.618313
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,31,       0.614524
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,32,       0.639563
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,33,       0.616844
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,34,       0.616413
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,35,       0.605164
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,36,       0.631903
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,37,       0.619224
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,38,       0.632143
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,39,       0.619993
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,40,       0.633063
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,41,       0.606994
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,42,       0.616993
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,43,       0.644853
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,44,       0.617553
