dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       1.434183
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,40,       0.390436
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,41,       0.365336
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,42,       0.377795
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,43,       0.374826
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,44,       0.369176
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,45,       0.393495
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,46,       0.397185
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,47,       0.379865
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,48,       0.400115
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,49,       0.396205
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,50,       0.401965
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,51,       0.390785
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,52,       0.375505
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,53,       0.396895
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,54,       0.395865
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,55,       0.393935
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,56,       0.417325
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,57,       0.408805
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,58,       0.402306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,59,       0.412755
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,60,       0.395365
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,61,       0.383555
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,62,       0.388465
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,63,       0.413595
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,64,       0.392775
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,65,       0.392575
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,66,       0.376835
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,67,       0.378136
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,68,       0.381876
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,69,       0.380045
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,70,       0.381116
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,71,       0.381675
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,72,       0.381405
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,73,       0.386306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,74,       0.383345
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,0,       6.174016
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,1,       5.839620
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,2,       5.868690
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,3,       5.761551
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,4,       5.668152
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,5,       5.587413
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,6,       5.728052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,7,       5.580793
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,8,       5.848230
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,9,       5.761721
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,10,       5.658943
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,11,       5.616033
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,12,       5.652822
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,13,       5.833020
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,14,       5.805021
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,15,       5.626113
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,16,       5.836400
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,17,       5.849440
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,18,       5.644443
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,19,       5.743092
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,20,       5.776301
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,21,       5.692492
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,22,       5.668032
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,23,       5.984278
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,24,       5.731052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,25,       5.698662
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,26,       5.602203
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,27,       5.763901
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,28,       5.677472
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,29,       5.834890
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,30,       5.776000
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,31,       5.773581
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,32,       5.808550
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,33,       5.598953
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,34,       5.664192
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,35,       5.719652
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,36,       5.767551
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,37,       5.674722
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,38,       5.657212
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,39,       5.896659
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,40,       5.627903
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,41,       5.798711
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,42,       5.780771
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,43,       5.693832
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,44,       5.759131
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,45,       5.808060
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,46,       5.596113
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,47,       5.648053
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,48,       5.695221
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,49,       5.634722
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,50,       5.730591
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,51,       5.949459
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,52,       5.845700
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,53,       5.720342
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,54,       5.662243
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,55,       5.733102
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,56,       5.743992
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,57,       5.590273
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,58,       5.665063
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,59,       5.564903
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,60,       5.841079
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,61,       5.611293
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,62,       5.818910
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,63,       5.658673
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,64,       5.762061
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,65,       5.632082
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,66,       5.870940
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,67,       5.779601
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,68,       5.703541
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,69,       5.905379
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,70,       5.616882
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,71,       5.836750
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,72,       5.773711
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,73,       6.002138
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,74,       5.846430
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,0,       6.586681
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,1,       6.605131
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,2,       6.591121
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,3,       6.568591
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,4,       6.563051
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,5,       6.548951
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,6,       6.492723
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,7,       6.581811
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,8,       6.444813
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,9,       6.594081
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,10,       6.642590
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,11,       6.663781
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,12,       6.588532
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,13,       6.380973
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,14,       6.443123
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,15,       6.412593
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,16,       6.547372
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,17,       6.531102
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,18,       6.611961
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,19,       6.531052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,20,       6.531012
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,21,       6.560832
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,22,       6.450743
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,23,       6.621101
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,24,       6.657550
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,25,       6.550472
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,26,       6.403943
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,27,       6.609761
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,28,       6.663050
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,29,       6.572252
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,30,       6.826188
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,31,       6.595441
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,32,       6.494453
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,33,       6.575811
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,34,       6.682680
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,35,       6.535912
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,36,       6.529142
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,37,       6.526333
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,38,       6.501092
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,39,       6.455913
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,40,       6.576471
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,41,       6.468143
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,42,       6.532821
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,43,       6.676340
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,44,       6.637901
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,45,       6.687600
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,46,       6.589641
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,47,       6.516752
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,48,       6.632970
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,49,       6.403303
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,50,       6.653221
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,51,       6.591841
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,52,       6.571511
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,53,       6.588371
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,54,       6.438553
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,55,       6.708260
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,56,       6.615001
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,57,       6.549622
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,58,       6.598232
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,59,       6.580861
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,60,       6.519052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,61,       6.498052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,62,       6.537402
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,63,       6.634951
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,64,       6.526401
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,65,       6.512182
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,66,       6.552912
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,67,       6.500542
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,68,       6.458043
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,69,      18.027585
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,70,       6.523452
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,71,       6.651070
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,72,       6.442283
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,73,       6.488193
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,74,       6.617561
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,0,      18.541408
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      17.858977
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      17.825007
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      17.743248
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      17.814097
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      17.811807
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      17.680478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      17.900716
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      17.778678
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      17.748808
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      17.899476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      17.908906
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      17.804877
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      17.874506
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      17.796307
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      17.779608
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      17.949225
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      17.895017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      17.758098
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      17.895727
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,20,      17.948135
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,21,      17.937015
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,22,      17.910466
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,23,      17.880826
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,24,      17.872827
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,25,      17.742908
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,26,      18.028054
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,27,      17.877146
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,28,      17.831307
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,29,      17.940786
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,30,      18.078105
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,31,      17.757608
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,32,      17.864407
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,33,      17.930296
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,34,      17.757568
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,35,      18.043524
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,36,      17.869016
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,37,      17.826497
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,38,      17.816367
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,39,      17.860267
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,40,      18.154933
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,41,      17.711508
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,42,      17.820637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,43,      17.757888
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,44,      17.901856
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,45,      17.884417
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,46,      17.881497
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,47,      17.823157
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,48,      17.766347
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,49,      17.852756
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,50,      18.139684
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,51,      17.813787
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,52,      17.817827
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,53,      17.823337
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,54,      17.754598
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,55,      17.807247
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,56,      17.806507
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,57,      17.799478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,58,      17.884617
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,59,      17.879536
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,60,      17.965326
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,61,      17.847426
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,62,      17.837257
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,63,      17.892347
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,64,      17.830707
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,65,      17.764478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,66,      17.793188
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,67,      17.728099
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,68,      17.757548
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,69,      17.787127
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,70,      18.167063
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,71,      17.817267
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,72,      17.910346
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,73,      17.965385
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,74,      17.702568
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      33.353402
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      33.400640
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      33.278673
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      33.511890
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      33.489190
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      33.353702
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      33.335172
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      33.389201
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      33.447290
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      33.455140
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      33.243323
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      33.394411
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      33.446551
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      33.364972
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      33.403071
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      33.387911
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      33.322222
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      33.301772
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      33.274032
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      33.209104
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,20,      33.421750
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,21,      33.333592
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,22,      33.288073
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,23,      33.262483
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,24,      33.427600
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,25,      33.480400
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,26,      33.230683
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,27,      33.344631
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,28,      33.256323
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,29,      33.287972
