dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"P | P",448,1,       0.002780
1,double,uniform,PoisFFT,"P | P",448,2,       0.002690
1,double,uniform,PoisFFT,"P | P",448,3,       0.002700
1,double,uniform,PoisFFT,"P | P",448,4,       0.002620
1,double,uniform,PoisFFT,"P | P",448,5,       0.002750
1,double,uniform,PoisFFT,"P | P",448,6,       0.002670
1,double,uniform,PoisFFT,"P | P",448,7,       0.002651
1,double,uniform,PoisFFT,"P | P",448,8,       0.002690
1,double,uniform,PoisFFT,"P | P",448,9,       0.002650
1,double,uniform,PoisFFT,"P | P",448,10,       0.002650
1,double,uniform,PoisFFT,"P | P",448,11,       0.002690
1,double,uniform,PoisFFT,"P | P",448,12,       0.002690
1,double,uniform,PoisFFT,"P | P",448,13,       0.002680
1,double,uniform,PoisFFT,"P | P",448,14,       0.002800
1,double,uniform,PoisFFT,"P | P",448,15,       0.002870
1,double,uniform,PoisFFT,"P | P",448,16,       0.002680
1,double,uniform,PoisFFT,"P | P",448,17,       0.002680
1,double,uniform,PoisFFT,"P | P",448,18,       0.002669
1,double,uniform,PoisFFT,"P | P",448,19,       0.002640
1,double,uniform,PoisFFT,"P | P",448,20,       0.002680
1,double,uniform,PoisFFT,"P | P",448,21,       0.002680
1,double,uniform,PoisFFT,"P | P",448,22,       0.002650
1,double,uniform,PoisFFT,"P | P",448,23,       0.002710
1,double,uniform,PoisFFT,"P | P",448,24,       0.002660
1,double,uniform,PoisFFT,"P | P",448,25,       0.002670
1,double,uniform,PoisFFT,"P | P",448,26,       0.002660
1,double,uniform,PoisFFT,"P | P",448,27,       0.002720
1,double,uniform,PoisFFT,"P | P",448,28,       0.002731
1,double,uniform,PoisFFT,"P | P",448,29,       0.002690
1,double,uniform,PoisFFT,"P | P",448,30,       0.002670
1,double,uniform,PoisFFT,"P | P",448,31,       0.002650
1,double,uniform,PoisFFT,"P | P",448,32,       0.002710
1,double,uniform,PoisFFT,"P | P",448,33,       0.002670
1,double,uniform,PoisFFT,"P | P",448,34,       0.002720
1,double,uniform,PoisFFT,"P | P",448,35,       0.002710
1,double,uniform,PoisFFT,"P | P",448,36,       0.002650
1,double,uniform,PoisFFT,"P | P",448,37,       0.002700
1,double,uniform,PoisFFT,"P | P",448,38,       0.002640
1,double,uniform,PoisFFT,"P | P",448,39,       0.002730
1,double,uniform,PoisFFT,"P | P",448,40,       0.002640
1,double,uniform,PoisFFT,"P | P",448,41,       0.002680
1,double,uniform,PoisFFT,"P | P",448,42,       0.002680
1,double,uniform,PoisFFT,"P | P",448,43,       0.002640
1,double,uniform,PoisFFT,"P | P",448,44,       0.002670
1,double,uniform,PoisFFT,"P | P",448,45,       0.002660
1,double,uniform,PoisFFT,"P | P",448,46,       0.002650
1,double,uniform,PoisFFT,"P | P",448,47,       0.002700
1,double,uniform,PoisFFT,"P | P",448,48,       0.002660
1,double,uniform,PoisFFT,"P | P",448,49,       0.002670
1,double,uniform,PoisFFT,"P | P",448,50,       0.002720
1,double,uniform,PoisFFT,"P | P",448,51,       0.002670
1,double,uniform,PoisFFT,"P | P",448,52,       0.002740
1,double,uniform,PoisFFT,"P | P",448,53,       0.002710
1,double,uniform,PoisFFT,"P | P",448,54,       0.002640
1,double,uniform,PoisFFT,"P | P",448,55,       0.002660
1,double,uniform,PoisFFT,"P | P",448,56,       0.002679
1,double,uniform,PoisFFT,"P | P",448,57,       0.002669
1,double,uniform,PoisFFT,"P | P",448,58,       0.002699
1,double,uniform,PoisFFT,"P | P",448,59,       0.002670
1,double,uniform,PoisFFT,"P | P",448,60,       0.002630
1,double,uniform,PoisFFT,"P | P",448,61,       0.002670
1,double,uniform,PoisFFT,"P | P",448,62,       0.002720
1,double,uniform,PoisFFT,"P | P",448,63,       0.002680
1,double,uniform,PoisFFT,"P | P",448,64,       0.002690
1,double,uniform,PoisFFT,"P | P",448,65,       0.002650
1,double,uniform,PoisFFT,"P | P",448,66,       0.002680
1,double,uniform,PoisFFT,"P | P",448,67,       0.002640
1,double,uniform,PoisFFT,"P | P",448,68,       0.002840
1,double,uniform,PoisFFT,"P | P",448,69,       0.002680
1,double,uniform,PoisFFT,"P | P",448,70,       0.002650
1,double,uniform,PoisFFT,"P | P",448,71,       0.002660
1,double,uniform,PoisFFT,"P | P",448,72,       0.002680
1,double,uniform,PoisFFT,"P | P",448,73,       0.002730
1,double,uniform,PoisFFT,"P | P",448,74,       0.002650
1,double,uniform,PoisFFT,"P | P",512,0,       0.005280
1,double,uniform,PoisFFT,"P | P",512,1,       0.003010
1,double,uniform,PoisFFT,"P | P",512,2,       0.002830
1,double,uniform,PoisFFT,"P | P",512,3,       0.002870
1,double,uniform,PoisFFT,"P | P",512,4,       0.002900
1,double,uniform,PoisFFT,"P | P",512,5,       0.002890
1,double,uniform,PoisFFT,"P | P",512,6,       0.002930
1,double,uniform,PoisFFT,"P | P",512,7,       0.002860
1,double,uniform,PoisFFT,"P | P",512,8,       0.002850
1,double,uniform,PoisFFT,"P | P",512,9,       0.002880
1,double,uniform,PoisFFT,"P | P",512,10,       0.002870
1,double,uniform,PoisFFT,"P | P",512,11,       0.002920
1,double,uniform,PoisFFT,"P | P",512,12,       0.002840
1,double,uniform,PoisFFT,"P | P",512,13,       0.002860
1,double,uniform,PoisFFT,"P | P",512,14,       0.002900
1,double,uniform,PoisFFT,"P | P",512,15,       0.002910
1,double,uniform,PoisFFT,"P | P",512,16,       0.002930
1,double,uniform,PoisFFT,"P | P",512,17,       0.002870
1,double,uniform,PoisFFT,"P | P",512,18,       0.002900
1,double,uniform,PoisFFT,"P | P",512,19,       0.002960
1,double,uniform,PoisFFT,"P | P",512,20,       0.002910
1,double,uniform,PoisFFT,"P | P",512,21,       0.002850
1,double,uniform,PoisFFT,"P | P",512,22,       0.002839
1,double,uniform,PoisFFT,"P | P",512,23,       0.002820
1,double,uniform,PoisFFT,"P | P",512,24,       0.002950
1,double,uniform,PoisFFT,"P | P",512,25,       0.002880
1,double,uniform,PoisFFT,"P | P",512,26,       0.002900
1,double,uniform,PoisFFT,"P | P",512,27,       0.002920
1,double,uniform,PoisFFT,"P | P",512,28,       0.002890
1,double,uniform,PoisFFT,"P | P",512,29,       0.002930
1,double,uniform,PoisFFT,"P | P",512,30,       0.002910
1,double,uniform,PoisFFT,"P | P",512,31,       0.003050
1,double,uniform,PoisFFT,"P | P",512,32,       0.002900
1,double,uniform,PoisFFT,"P | P",512,33,       0.002860
1,double,uniform,PoisFFT,"P | P",512,34,       0.002900
1,double,uniform,PoisFFT,"P | P",512,35,       0.002820
1,double,uniform,PoisFFT,"P | P",512,36,       0.002870
1,double,uniform,PoisFFT,"P | P",512,37,       0.002850
1,double,uniform,PoisFFT,"P | P",512,38,       0.002860
1,double,uniform,PoisFFT,"P | P",512,39,       0.002860
1,double,uniform,PoisFFT,"P | P",512,40,       0.002900
1,double,uniform,PoisFFT,"P | P",512,41,       0.002880
1,double,uniform,PoisFFT,"P | P",512,42,       0.002869
1,double,uniform,PoisFFT,"P | P",512,43,       0.002910
1,double,uniform,PoisFFT,"P | P",512,44,       0.002850
1,double,uniform,PoisFFT,"P | P",512,45,       0.002880
1,double,uniform,PoisFFT,"P | P",512,46,       0.002890
1,double,uniform,PoisFFT,"P | P",512,47,       0.002920
1,double,uniform,PoisFFT,"P | P",512,48,       0.002980
1,double,uniform,PoisFFT,"P | P",512,49,       0.002890
1,double,uniform,PoisFFT,"P | P",512,50,       0.002900
1,double,uniform,PoisFFT,"P | P",512,51,       0.002840
1,double,uniform,PoisFFT,"P | P",512,52,       0.002960
1,double,uniform,PoisFFT,"P | P",512,53,       0.002850
1,double,uniform,PoisFFT,"P | P",512,54,       0.002860
1,double,uniform,PoisFFT,"P | P",512,55,       0.002920
1,double,uniform,PoisFFT,"P | P",512,56,       0.002880
1,double,uniform,PoisFFT,"P | P",512,57,       0.002880
1,double,uniform,PoisFFT,"P | P",512,58,       0.002880
1,double,uniform,PoisFFT,"P | P",512,59,       0.002900
1,double,uniform,PoisFFT,"P | P",512,60,       0.002849
1,double,uniform,PoisFFT,"P | P",512,61,       0.002889
1,double,uniform,PoisFFT,"P | P",512,62,       0.002860
1,double,uniform,PoisFFT,"P | P",512,63,       0.002880
1,double,uniform,PoisFFT,"P | P",512,64,       0.002890
1,double,uniform,PoisFFT,"P | P",512,65,       0.002880
1,double,uniform,PoisFFT,"P | P",512,66,       0.002940
1,double,uniform,PoisFFT,"P | P",512,67,       0.003020
1,double,uniform,PoisFFT,"P | P",512,68,       0.002920
1,double,uniform,PoisFFT,"P | P",512,69,       0.002900
1,double,uniform,PoisFFT,"P | P",512,70,       0.002910
1,double,uniform,PoisFFT,"P | P",512,71,       0.002890
1,double,uniform,PoisFFT,"P | P",512,72,       0.002869
1,double,uniform,PoisFFT,"P | P",512,73,       0.002920
1,double,uniform,PoisFFT,"P | P",512,74,       0.002860
