dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       2.524085
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,30,      51.155936
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,31,      53.557021
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,32,      51.752389
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,33,      50.293453
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,34,      50.277124
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,35,      51.271984
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,36,      51.322544
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,37,      50.184115
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,38,      48.452492
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,39,      50.874898
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,40,      51.262744
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,41,      52.789239
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,42,      51.444013
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,43,      51.972077
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,44,      51.576531
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,45,      55.820769
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,46,      47.971617
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,47,      47.984086
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,48,      49.597171
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,49,      51.952827
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,50,      48.717229
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,51,      49.415092
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,52,      49.907327
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,53,      48.999106
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,54,      49.669920
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,55,      49.832168
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,56,      50.411903
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,57,      49.270994
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,58,      48.455682
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,59,      49.496821
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,60,      49.579981
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,61,      49.821879
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,62,      51.344993
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,63,      50.642421
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,64,      50.687850
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,65,      50.360033
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,66,      56.727170
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,67,      50.599101
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,68,      50.205795
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,69,      50.031326
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,70,      49.083226
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,71,      52.859068
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,72,      49.416473
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,73,      50.210794
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,74,      48.522341
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     102.945954
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     103.929774
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     102.514289
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     102.911105
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     103.327561
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     112.496250
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     103.490799
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     104.005144
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     106.669468
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     104.131553
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     102.992543
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     106.484489
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     102.353270
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     104.662197
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     105.988074
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     102.907294
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     104.751146
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     105.047193
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     104.382240
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     103.798776
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,20,     102.121823
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,21,     104.427040
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,22,     106.143053
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,23,     106.227332
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,24,     104.639088
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,25,     103.226052
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,26,     111.607448
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,27,     104.185512
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,28,     105.865145
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,29,     104.555378
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,30,     104.879295
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,31,     104.849425
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,32,     105.034643
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,33,     105.183372
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,34,     103.710136
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,35,     107.421950
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,36,     102.474889
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,37,     104.618277
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,38,     103.515198
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,39,     103.354630
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,40,     105.203742
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,41,     104.100113
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,42,     104.826695
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,43,     103.465309
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,44,     104.159912
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,45,     104.287271
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,46,     103.455049
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,47,     103.106502
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,48,     104.190072
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,49,     103.298470
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,50,     104.052073
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,51,     104.325840
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,52,     104.312940
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,53,     103.762806
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,54,     106.250231
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,55,     105.034514
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,56,     103.275990
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,57,     104.569398
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,58,     105.066093
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,59,     103.446449
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,60,     112.759698
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,61,     104.222681
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,62,     104.326621
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,63,     103.048963
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,64,     105.516439
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,65,     103.673277
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,66,     104.234032
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,67,     104.144332
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,68,     104.593028
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,69,     105.816545
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,70,     103.946944
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,71,     104.893934
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,72,     103.925624
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,73,     103.556618
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,74,     104.582088
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     182.855106
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     183.935714
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     178.495668
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     180.764336
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     193.206253
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     192.329862
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     185.262051
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     184.233582
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     190.022065
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     190.098564
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     184.210742
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     183.299951
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     183.822906
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     188.254032
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     183.755936
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     183.697797
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     181.980374
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     190.903206
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     190.781617
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     178.683716
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,20,     183.507028
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,21,     182.154122
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,22,     182.776056
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,23,     191.334101
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,24,     187.048304
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,25,     182.404800
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,26,     179.247300
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,27,     191.202474
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,28,     180.696507
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,29,     182.673057
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,30,     181.901525
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,31,     184.858546
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,32,     189.280352
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,33,     186.341301
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,34,     182.357851
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,35,     185.964725
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,36,     179.685567
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,37,     189.887426
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,38,     188.100974
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,39,     182.902914
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,40,     188.910046
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,41,     182.695317
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,42,     190.067854
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,43,     180.228211
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,44,     184.737047
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,45,     182.764787
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,46,     186.635388
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,47,     182.585148
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,48,     188.645658
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,49,     189.392711
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,50,     183.130393
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,51,     181.236202
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,52,     191.893117
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,53,     181.446899
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,54,     185.383110
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,55,     184.733507
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,56,     186.890126
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,57,     191.115004
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,58,     192.756928
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,59,     184.308882
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,60,     183.408230
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,61,     193.305392
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,62,     184.393670
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,63,     183.577119
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,64,     184.712626
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,65,     193.346202
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,66,     192.408091
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,67,     184.098603
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,68,     182.942284
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,69,     183.976644
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,70,     181.434269
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,71,     184.754417
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,72,     180.957894
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,73,     182.234541
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,74,     189.503910
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,     236.784013
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,     239.175479
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,     240.661935
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,     238.861083
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,     242.774814
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,     238.819943
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,     241.432708
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,     244.923323
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,     243.112780
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,     236.261029
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,     242.742544
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,     239.486856
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,     242.355748
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,     238.283109
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,     246.236569
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,     242.411598
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,     236.636105
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,     234.427417
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,     237.128030
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,     233.585525
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,20,     241.037881
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,21,     242.405698
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,22,     243.132831
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,23,     247.798055
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,24,     241.568626
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,25,     235.814093
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,26,     239.178110
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,27,     237.953431
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,28,     240.647225
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,29,     237.336557
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,30,     240.250469
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,31,     244.171130
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,32,     242.059071
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,33,     245.966763
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,34,     227.324347
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,35,     236.232189
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,36,     239.355668
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,37,     236.311958
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,38,     243.755294
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,39,     247.624026
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,40,     236.969311
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,41,     240.096960
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,42,     240.141350
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,43,     239.424277
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,44,     240.784624
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,45,     240.683575
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,46,     234.991761
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,47,     240.282769
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,48,     242.564766
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,49,     245.550886
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,50,     246.248960
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,51,     243.337899
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,52,     245.090491
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,53,     243.431868
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,54,     237.300119
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,55,     240.515847
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,56,     244.448148
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,57,     238.286688
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,58,     238.732844
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,59,     238.509286
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,60,     242.854073
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,61,     247.534607
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,62,     238.843742
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,63,     234.063250
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,64,     241.502107
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,65,     231.944701
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,66,     239.345848
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,67,     238.942682
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,68,     241.946543
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,69,     241.976721
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,70,     239.966302
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,71,     240.984881
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,72,     237.879802
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,73,     247.421948
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,74,     244.016232
