dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,59,     287.651291
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,60,     287.455683
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,61,     281.997492
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,62,     281.549206
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,63,     282.494736
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,64,     285.517203
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,65,     284.757380
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,66,     280.460121
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,67,     287.971521
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,68,     284.575907
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,69,     305.528195
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,70,     283.883434
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,71,     284.922693
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,72,     284.008573
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,73,     281.513289
3,float,uniform,PoisFFT,"N | D | N | N | N | N",384,74,     283.736466
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,0,     618.583510
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,1,     629.202788
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,2,     640.071053
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,3,     646.919421
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,4,     622.939875
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,5,     645.999830
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,6,     625.604286
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,7,     638.661358
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,8,     636.826547
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,9,     655.738388
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,10,     646.919800
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,11,     666.388194
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,12,     648.769331
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,13,     653.145855
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,14,     666.636853
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,15,     639.134464
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,16,     641.311330
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,17,     640.750216
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,18,     662.955651
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,19,     649.977438
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,20,     664.497155
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,21,     674.745736
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,22,     634.962837
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,23,     638.199103
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,24,     645.726224
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,25,     644.733694
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,26,     655.114164
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,27,     654.429331
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,28,     657.878374
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,29,     630.928890
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,30,     636.308353
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,31,     667.086977
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,32,     650.075358
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,33,     645.650254
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,34,     654.630279
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,35,     638.102474
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,36,     653.756378
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,37,     671.332652
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,38,     647.199228
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,39,     639.219602
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,40,     650.293995
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,41,     639.898225
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,42,     635.271154
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,43,     642.473638
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,44,     647.880130
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,45,     644.873722
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,46,     636.288273
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,47,     639.137303
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,48,     659.675205
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,49,     657.273561
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,50,     659.147542
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,51,     631.180167
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,52,     636.342032
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,53,     628.977531
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,54,     665.503074
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,55,     639.003284
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,56,     621.572659
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,57,     653.810648
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,58,     636.455621
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,59,     637.196443
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,60,     642.997432
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,61,     629.754152
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,62,     634.811979
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,63,     652.331873
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,64,     634.196765
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,65,     649.204097
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,66,     661.286098
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,67,     658.687406
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,68,     639.590188
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,69,     635.716329
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,70,     671.499070
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,71,     646.586804
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,72,     652.730959
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,73,     644.869452
3,float,uniform,PoisFFT,"N | D | N | N | N | N",448,74,     655.848196
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,0,     597.271876
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,1,     600.464792
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,2,     594.428767
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,3,     610.110141
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,4,     589.041714
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,5,     591.428618
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,6,     603.825857
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,7,     596.436825
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,8,     595.531315
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,9,     597.012909
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,10,     610.926491
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,11,     607.115992
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,12,     596.370076
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,13,     594.683283
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,14,     598.024918
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,15,     588.256621
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,16,     611.034361
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,17,     599.016118
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,18,     603.400561
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,19,     600.976847
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,20,     591.964303
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,21,     592.688655
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,22,     595.432856
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,23,     594.166039
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,24,     594.325428
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,25,     598.741901
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,26,     606.752875
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,27,     594.022371
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,28,     591.098651
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,29,     595.684003
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,30,     609.310519
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,31,     607.229991
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,32,     589.852775
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,33,     587.184333
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,34,     589.486589
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,35,     602.628709
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,36,     613.392655
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,37,     590.044362
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,38,     595.014180
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,39,     593.477657
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,40,     586.864877
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,41,     603.226893
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,42,     595.324007
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,43,     592.734874
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,44,     588.843176
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,45,     590.032262
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,46,     612.825851
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,47,     583.930417
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,48,     605.386061
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,49,     601.054316
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,50,     599.460423
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,51,     595.832442
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,52,     595.393976
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,53,     605.163583
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,54,     593.220468
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,55,     594.261418
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,56,     587.951714
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,57,     601.214845
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,58,     600.275064
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,59,     600.117846
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,60,     592.947522
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,61,     590.743715
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,62,     597.700171
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,63,     587.928905
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,64,     595.934610
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,65,     605.596718
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,66,     593.261529
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,67,     595.381707
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,68,     592.056491
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,69,     597.115618
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,70,     609.068731
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,71,     591.851043
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,72,     592.834203
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,73,     601.340523
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,74,     611.188759
