dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       1.628712
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,56,       0.308667
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,57,       0.327236
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,58,       0.308857
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,59,       0.314197
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,60,       0.307907
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,61,       0.309307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,62,       0.311416
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,63,       0.314717
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,64,       0.311266
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,       0.308417
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,       0.311727
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,       0.313876
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,       4.887817
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,       0.314287
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,       0.327016
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,       0.310127
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,       0.316817
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,       0.317117
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,       0.310657
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       4.098286
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       3.914208
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       3.856958
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       3.823388
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       3.732270
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       3.883938
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       3.822588
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       3.931898
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       3.866438
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       3.923467
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       3.811358
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       3.910017
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       4.033977
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       3.882028
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       3.893228
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       3.916068
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       3.847099
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       3.719910
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       3.899948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       3.894978
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,       3.886899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,       3.925367
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,       3.879728
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,       3.905258
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,       3.777309
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,       3.859149
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,       3.812999
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,       3.785049
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,       3.805369
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,       3.710009
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,       3.757310
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,       3.794289
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,       3.830079
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,       3.754670
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,       3.792849
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,       3.917047
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,       3.905778
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,       3.756070
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,       3.889068
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,       3.844669
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,       3.840528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,       3.798639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,       3.821189
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,       3.844159
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,       3.842569
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,       3.925137
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,       3.811679
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,       3.857878
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,       3.898138
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,       3.883338
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,       3.882798
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,       3.932898
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,       3.798999
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,       3.785839
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,       3.869178
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,       3.891768
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,       3.810249
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,       3.886918
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,       3.778229
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,       4.020856
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,       3.951367
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,       3.870329
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,       3.808959
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,       3.878898
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,       3.794478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,       3.912468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,       3.857838
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,       3.811169
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,       3.858679
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,       3.690610
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,       3.806189
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,       3.773719
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,       3.821519
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,       3.881938
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,       3.772429
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,       6.137174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,       6.156503
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,       6.080254
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,       6.183163
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,       6.129774
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,       6.186903
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,       6.078645
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,       6.310411
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,       6.057475
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,       6.254642
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,       6.006815
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,       6.112004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,       6.254232
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,       6.202433
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,       5.839808
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,       6.514760
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,       5.853867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,       6.043735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,       6.189374
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,       6.242892
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,       6.059024
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,       5.925306
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,       5.914876
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,       6.385611
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,       6.075484
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,       6.005206
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,       6.489220
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,       6.325162
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,       6.092724
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,       6.351312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,       6.225892
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,       6.366602
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,       6.291652
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,       5.948476
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,       6.005725
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,       6.140683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,       6.021255
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,       6.090414
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,       6.299141
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,       6.202433
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,       6.260682
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,       6.073784
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,       6.207313
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,       6.039245
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,44,       6.212673
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,45,       6.422600
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,46,       6.493710
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,47,       6.252283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,48,       6.007865
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,49,       5.906316
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,50,       6.118204
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,51,       6.268413
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,52,       6.079115
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,53,       6.401681
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,54,       6.001275
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,55,       5.922196
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,56,       6.055284
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,57,       6.467180
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,58,       6.134034
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,59,       5.758958
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,60,       5.998835
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,61,       6.307252
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,62,       5.753198
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,63,       6.229653
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,64,       6.248752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,65,       6.201873
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,66,       6.055275
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,67,       6.362311
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,68,       5.942136
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,69,       6.069485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,70,       6.442931
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,71,       6.032964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,72,       6.304542
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,73,       6.129654
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,74,       6.268133
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,      14.566863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,      14.196427
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,      14.481184
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,      14.530113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,      14.414165
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,      14.687961
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,      14.621122
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,      14.355825
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      14.498514
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      14.406874
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      14.452694
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      14.597312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      18.476021
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      14.438264
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      14.419755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      14.574162
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      14.638771
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      14.632661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      14.664892
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      14.248426
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,20,      14.606863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,21,      14.564992
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,22,      14.532093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,23,      14.563172
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,24,      14.465604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,25,      14.310765
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,26,      14.488624
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,27,      14.393295
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,28,      14.602223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,29,      14.432505
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,30,      14.677502
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,31,      14.686481
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,32,      14.608252
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,33,      14.534453
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,34,      14.213727
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,35,      14.532403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,36,      14.575443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,37,      14.589332
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,38,      14.493993
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,39,      14.577313
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,40,      14.511154
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,41,      14.514173
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,42,      14.659092
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,43,      14.677111
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,44,      14.387595
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,45,      14.425044
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,46,      14.407795
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,47,      14.468244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,48,      14.452923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,49,      14.385014
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,50,      14.406675
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,51,      14.425505
