dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       1.348646
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       3.727522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       3.685403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       3.656193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       3.764102
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       3.667993
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       3.652753
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       3.806942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       3.813411
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       3.773112
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       3.683122
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       3.812542
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       3.747822
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       3.734222
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       3.689093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,       3.699282
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,       3.738312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,       3.632193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,       3.674583
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,       3.698263
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,       3.635623
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,       3.738303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,       3.678123
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,       3.612993
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,       3.534214
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,       3.762972
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,       3.688473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,       3.765622
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,       3.777412
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,       3.918010
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,       3.750182
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,       3.620343
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,       3.708323
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,       3.651384
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,       3.715702
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,       3.787491
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,       3.734512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,       3.924760
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,       3.580694
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,       3.679232
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,       3.694513
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,       3.741002
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,       3.864891
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,       3.609123
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,       3.732932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,       3.712063
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,       3.669954
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,       3.701563
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,       3.694062
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,       3.691923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,       3.703533
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,       3.620064
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,       3.842711
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,       3.575414
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,       3.680223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,       3.680202
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,       3.839781
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,       3.717373
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,       3.647143
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,       3.612744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,       3.656882
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,       3.784282
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,       3.774081
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,       3.734593
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,       3.720983
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,       3.630363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,       3.715922
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,       3.806382
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,       3.738092
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,       3.594684
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,       6.619913
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,       7.106308
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,       6.571173
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,       6.689683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,       6.755932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,       6.908461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,       6.696432
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,       6.787871
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,       6.773491
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,       6.813402
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,       6.941880
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,       6.845650
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,       6.730862
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,       6.811451
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,       6.740992
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,       7.001110
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,       6.841151
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,       7.100478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,       7.023349
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,       6.674172
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,       6.730042
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,       6.795701
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,       6.899151
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,       6.530874
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,       6.705022
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,       7.044779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,       7.094839
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,       6.880580
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,       7.052789
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,       6.841431
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,       6.683943
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,       6.770732
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,       6.686142
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,       6.807911
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,       6.807471
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,       6.675413
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,       6.872931
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,       6.640993
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,       6.743922
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,       6.864581
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,       6.670572
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,       6.768101
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,       6.705292
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,       6.784691
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,44,       6.944110
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,45,       6.575973
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,46,       6.957109
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,47,       6.875431
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,48,       7.029779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,49,       6.922130
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,50,       7.171098
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,51,       6.549544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,52,       6.718492
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,53,       6.594543
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,54,       6.902360
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,55,       6.545104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,56,       6.896961
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,57,       6.665752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,58,       6.977609
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,59,       7.117127
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,60,       6.588254
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,61,       6.928530
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,62,       6.659953
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,63,       6.848821
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,64,       6.567704
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,65,       6.575373
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,66,       6.983409
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,67,       6.635363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,68,       6.656572
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,69,       7.108858
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,70,       6.671003
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,71,       6.706472
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,72,       6.562644
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,73,       6.551033
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,74,       6.617363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      14.829190
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      14.547212
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      14.321085
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      14.994698
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      14.636062
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      14.882229
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      14.895599
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      14.701991
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      14.842960
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      14.869920
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      14.510403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      14.939549
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      14.743361
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      14.313606
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      14.861810
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      14.999419
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      15.015635
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      14.395953
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      14.667839
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      14.877857
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,20,      14.906547
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,21,      14.735729
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,22,      14.663569
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,23,      14.370502
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,24,      14.592880
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,25,      15.269702
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,26,      14.781278
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,27,      14.784688
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,28,      14.764408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,29,      14.762869
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,30,      14.904696
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,31,      14.903186
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,32,      15.078385
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,33,      14.774398
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,34,      14.848808
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,35,      14.659689
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,36,      14.482731
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,37,      15.058875
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,38,      14.981286
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,39,      14.464621
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,40,      14.516801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,41,      14.894787
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,42,      14.807097
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,43,      14.525121
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,44,      14.549081
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,45,      14.685449
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,46,      14.895687
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,47,      15.101004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,48,      14.717788
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,49,      15.000405
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,50,      14.778478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,51,      14.850127
