dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,0,       0.039050
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,1,       0.036050
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,2,       0.035690
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,3,       0.035920
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,4,       0.035960
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,5,       0.036379
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,6,       0.035889
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,7,       0.035559
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,8,       0.035499
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,9,       0.035500
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,10,       0.035350
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,11,       0.035650
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,12,       0.039379
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,13,       0.035779
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,14,       0.035679
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,15,       0.035609
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,16,       0.035940
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,17,       0.035670
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,18,       0.035590
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,19,       0.035630
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,20,       0.035790
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,21,       0.035820
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,22,       0.036530
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,23,       0.035849
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,24,       0.039309
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,25,       0.035940
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,26,       0.035900
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,27,       0.035740
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,28,       0.035970
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,29,       0.035680
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,30,       0.035760
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,31,       0.035709
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,32,       0.035789
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,33,       0.035799
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,34,       0.035879
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,35,       0.036180
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,36,       0.039010
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,37,       0.035770
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,38,       0.035790
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,39,       0.035989
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,40,       0.035949
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,41,       0.036089
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,42,       0.035810
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,43,       0.035870
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,44,       0.035890
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,45,       0.035880
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,46,       0.035900
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,47,       0.035720
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,48,       0.039059
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,49,       0.035949
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,50,       0.035999
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,51,       0.035890
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,52,       0.035900
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,53,       0.035860
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,54,       0.035940
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,55,       0.035539
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,56,       0.036909
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,57,       0.035779
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,58,       0.035890
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,59,       0.035820
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,60,       0.039530
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,61,       0.036420
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,62,       0.042529
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,63,       0.035809
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,64,       0.036020
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,65,       0.035719
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,66,       0.035950
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,67,       0.035930
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,68,       0.035740
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,69,       0.035890
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,70,       0.035980
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,71,       0.035919
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,72,       0.035980
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,73,       0.035910
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,74,       0.040520
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,0,       0.172778
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,1,       0.169868
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,2,       0.172768
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,3,       0.170878
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,4,       0.170368
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,5,       0.170649
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,6,       0.170768
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,7,       0.176038
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,8,       0.170858
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,9,       0.171008
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,10,       0.172838
2,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,11,       0.169478
