dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,0,       0.038520
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,1,       0.033020
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,2,       0.031620
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,3,       0.031459
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,4,       0.031540
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,5,       0.031420
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,6,       0.031439
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,7,       0.031430
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,8,       0.031429
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,9,       0.036759
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,10,       0.031790
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,11,       0.031450
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,12,       0.031539
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,13,       0.031550
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,14,       0.031439
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,15,       0.031470
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,16,       0.031499
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,17,       0.031439
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,18,       0.031530
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,19,       0.031440
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,20,       0.031459
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,21,       0.031470
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,22,       0.031619
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,23,       0.031450
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,24,       0.031470
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,25,       0.031480
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,26,       0.035730
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,27,       0.031560
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,28,       0.031430
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,29,       0.031450
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,30,       0.031449
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,31,       0.031480
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,32,       0.031490
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,33,       0.031469
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,34,       0.031420
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,35,       0.031670
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,36,       0.031469
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,37,       0.031510
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,38,       0.031429
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,39,       0.031460
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,40,       0.031440
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,41,       0.031459
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,42,       0.031420
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,43,       0.031439
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,44,       0.031529
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,45,       0.031580
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,46,       0.031620
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,47,       0.031470
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,48,       0.031410
