dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       1.406485
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,       0.228287
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,20,       0.229988
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,21,       0.233177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,22,       0.233198
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,23,       0.231457
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,24,       0.230898
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,25,       0.240038
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,26,       0.237118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,27,       0.233388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,28,       0.236267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,29,       0.232977
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,30,       0.230597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,31,       0.230018
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,32,       0.231128
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,33,       0.229397
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,34,       0.230778
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,35,       0.228557
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,36,       0.230148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,37,       0.226387
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,38,       0.226598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,39,       0.228257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,40,       0.230508
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,41,       0.228348
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,42,       0.232498
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,43,       0.230787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,44,       0.228308
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,45,       0.232238
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,46,       0.233748
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,47,       0.227127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,48,       0.232958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,49,       0.231787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,50,       0.224077
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,51,       0.223948
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,52,       0.230877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,53,       0.227127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,54,       0.231248
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,55,       0.230078
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,56,       0.230127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,57,       0.228218
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,58,       0.222877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,59,       0.229228
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,60,       0.228157
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,61,       0.230688
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,62,       0.223117
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,63,       0.225888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,64,       0.224327
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,       0.225198
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,       0.227167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,       0.229997
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,       0.226378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,       0.226167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,       0.227688
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,       0.220918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,       0.228058
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,       0.228587
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,       0.225838
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       3.161477
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       2.302105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       2.318285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       2.394235
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       2.335465
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       2.241256
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       2.287296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       2.320045
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       2.321965
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       2.313695
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       2.278845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       2.347045
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       2.293775
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       2.271746
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       2.293935
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       2.337285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       2.328845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       2.252426
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       2.286296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       2.356855
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,       2.332366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,       2.250487
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,       2.333535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,       2.375264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,       2.471314
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,       2.308486
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,       2.308666
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,       2.416494
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,       2.285136
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,       2.327875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,       2.277975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,       2.330955
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,       2.301026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,       2.271766
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,       2.318395
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,       2.296366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,       2.239826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,       2.303396
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,       2.326326
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,       2.313386
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,       2.271136
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,       2.363565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,       2.352215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,       2.339085
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,       2.281776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,       2.252706
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,       2.371975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,       2.295116
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,       2.339685
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,       2.347825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,       2.414975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,       2.255236
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,       2.331535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,       2.359555
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,       2.331895
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,       2.301935
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,       2.280096
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,       2.380844
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,       2.291625
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,       2.289426
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,       2.347055
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,       2.367375
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,       2.304296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,       2.278295
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,       2.321526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,       2.382234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,       2.319705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,       2.281046
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,       2.323235
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,       2.360255
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,       2.373465
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,       2.309285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,       2.326815
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,       2.353285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,       2.320125
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,       5.877727
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,       5.325533
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,       5.458082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,       5.295984
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,       5.652470
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,       5.318314
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,       5.290654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,       5.710469
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,       5.502102
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,       5.569870
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,       5.476612
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,       5.269654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,       5.529951
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,       5.424562
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,       5.221644
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,       5.144726
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,       5.453912
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,       5.387802
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,       5.766039
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,       5.368743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,       5.279754
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,       5.634020
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,       5.503521
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,       5.582760
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,       5.524961
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,       5.257874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,       5.675329
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,       5.422162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,       5.152355
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,       5.141526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,       5.420113
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,       5.408512
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,       5.173345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,       5.547380
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,       5.425442
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,       5.701299
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,       5.532641
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,       5.623821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,       5.589631
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,       5.335473
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,       5.667070
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,       5.508002
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,       5.321933
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,       5.256754
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,44,       5.443642
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,45,       5.647650
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,46,       5.696959
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,47,       5.323603
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,48,       5.264604
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,49,       5.187524
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,50,       5.269274
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,51,       5.469332
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,52,       5.285664
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,53,       5.724919
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,54,       5.343513
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,55,       5.250724
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,56,       5.591131
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,57,       5.478841
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,58,       5.626309
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,59,       5.512731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,60,       5.302473
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,61,       5.602900
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,62,       5.488362
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,63,       5.181874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,64,       5.128175
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,65,       5.429222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,66,       5.274874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,67,       5.244334
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,68,       5.585770
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,69,       5.423662
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,70,       5.225514
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,71,       5.240234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,72,       5.505202
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,73,       5.267964
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,74,       5.594910
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,      14.216019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,      14.059510
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,      14.184019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,      14.239519
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,      14.216538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,      14.269708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,      14.272637
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,      14.224159
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      14.203958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      14.070160
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      14.262318
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      14.149469
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      14.196219
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      14.213928
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      14.334567
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      14.146419
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      14.214409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      14.094980
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      13.977661
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      14.276587
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,20,      14.373106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,21,      14.192029
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,22,      14.217508
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,23,      14.186509
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,24,      14.132009
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,25,      13.917551
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,26,      14.051231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,27,      14.357877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,28,      13.925472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,29,      14.366127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,30,      14.310988
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,31,      14.194838
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,32,      14.169819
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,33,      14.249158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,34,      14.326848
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,35,      14.171989
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,36,      14.216039
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,37,      14.078229
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,38,      14.314048
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,39,      14.154179
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,40,      14.287108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,41,      14.142669
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,42,      14.219669
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,43,      14.213659
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,44,      14.536896
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,45,      14.156309
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,46,      14.265868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,47,      14.103570
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,48,      14.353207
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,49,      14.190068
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,50,      14.221508
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,51,      14.077710
