dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"N | N | N | N",64,0,       0.094059
2,double,uniform,PoisFFT,"N | N | N | N",64,1,       0.083339
2,double,uniform,PoisFFT,"N | N | N | N",64,2,       0.083599
2,double,uniform,PoisFFT,"N | N | N | N",64,3,       0.082639
2,double,uniform,PoisFFT,"N | N | N | N",64,4,       0.083619
2,double,uniform,PoisFFT,"N | N | N | N",64,5,       0.091869
2,double,uniform,PoisFFT,"N | N | N | N",64,6,       0.082550
2,double,uniform,PoisFFT,"N | N | N | N",64,7,       0.083419
2,double,uniform,PoisFFT,"N | N | N | N",64,8,       0.082719
2,double,uniform,PoisFFT,"N | N | N | N",64,9,       0.082460
2,double,uniform,PoisFFT,"N | N | N | N",64,10,       0.083799
2,double,uniform,PoisFFT,"N | N | N | N",64,11,       0.082509
2,double,uniform,PoisFFT,"N | N | N | N",64,12,       0.082719
2,double,uniform,PoisFFT,"N | N | N | N",64,13,       0.083059
2,double,uniform,PoisFFT,"N | N | N | N",64,14,       0.082700
2,double,uniform,PoisFFT,"N | N | N | N",64,15,       0.082759
2,double,uniform,PoisFFT,"N | N | N | N",64,16,       0.082429
2,double,uniform,PoisFFT,"N | N | N | N",64,17,       0.082749
2,double,uniform,PoisFFT,"N | N | N | N",64,18,       0.082499
2,double,uniform,PoisFFT,"N | N | N | N",64,19,       0.082479
2,double,uniform,PoisFFT,"N | N | N | N",64,20,       0.087409
2,double,uniform,PoisFFT,"N | N | N | N",64,21,       0.082359
2,double,uniform,PoisFFT,"N | N | N | N",64,22,       0.082600
2,double,uniform,PoisFFT,"N | N | N | N",64,23,       0.082989
2,double,uniform,PoisFFT,"N | N | N | N",64,24,       0.083000
2,double,uniform,PoisFFT,"N | N | N | N",64,25,       0.082799
2,double,uniform,PoisFFT,"N | N | N | N",64,26,       0.082709
2,double,uniform,PoisFFT,"N | N | N | N",64,27,       0.082819
2,double,uniform,PoisFFT,"N | N | N | N",64,28,       0.087319
2,double,uniform,PoisFFT,"N | N | N | N",64,29,       0.082719
2,double,uniform,PoisFFT,"N | N | N | N",64,30,       0.082429
2,double,uniform,PoisFFT,"N | N | N | N",64,31,       0.082689
2,double,uniform,PoisFFT,"N | N | N | N",64,32,       0.082490
2,double,uniform,PoisFFT,"N | N | N | N",64,33,       0.082349
2,double,uniform,PoisFFT,"N | N | N | N",64,34,       0.082949
2,double,uniform,PoisFFT,"N | N | N | N",64,35,       0.082660
2,double,uniform,PoisFFT,"N | N | N | N",64,36,       0.082779
2,double,uniform,PoisFFT,"N | N | N | N",64,37,       0.083099
2,double,uniform,PoisFFT,"N | N | N | N",64,38,       0.082929
2,double,uniform,PoisFFT,"N | N | N | N",64,39,       0.082389
2,double,uniform,PoisFFT,"N | N | N | N",64,40,       0.082579
2,double,uniform,PoisFFT,"N | N | N | N",64,41,       0.082549
2,double,uniform,PoisFFT,"N | N | N | N",64,42,       0.082579
2,double,uniform,PoisFFT,"N | N | N | N",64,43,       0.089049
2,double,uniform,PoisFFT,"N | N | N | N",64,44,       0.082899
2,double,uniform,PoisFFT,"N | N | N | N",64,45,       0.082489
2,double,uniform,PoisFFT,"N | N | N | N",64,46,       0.082479
2,double,uniform,PoisFFT,"N | N | N | N",64,47,       0.082809
2,double,uniform,PoisFFT,"N | N | N | N",64,48,       0.082669
2,double,uniform,PoisFFT,"N | N | N | N",64,49,       0.082539
2,double,uniform,PoisFFT,"N | N | N | N",64,50,       0.083389
2,double,uniform,PoisFFT,"N | N | N | N",64,51,       0.082869
2,double,uniform,PoisFFT,"N | N | N | N",64,52,       0.082699
2,double,uniform,PoisFFT,"N | N | N | N",64,53,       0.082629
2,double,uniform,PoisFFT,"N | N | N | N",64,54,       0.082629
2,double,uniform,PoisFFT,"N | N | N | N",64,55,       0.082779
2,double,uniform,PoisFFT,"N | N | N | N",64,56,       0.082559
2,double,uniform,PoisFFT,"N | N | N | N",64,57,       0.082519
2,double,uniform,PoisFFT,"N | N | N | N",64,58,       0.087450
2,double,uniform,PoisFFT,"N | N | N | N",64,59,       0.082799
2,double,uniform,PoisFFT,"N | N | N | N",64,60,       0.082439
2,double,uniform,PoisFFT,"N | N | N | N",64,61,       0.082610
2,double,uniform,PoisFFT,"N | N | N | N",64,62,       0.082769
2,double,uniform,PoisFFT,"N | N | N | N",64,63,       0.082839
2,double,uniform,PoisFFT,"N | N | N | N",64,64,       0.084289
2,double,uniform,PoisFFT,"N | N | N | N",64,65,       0.082589
2,double,uniform,PoisFFT,"N | N | N | N",64,66,       0.082799
2,double,uniform,PoisFFT,"N | N | N | N",64,67,       0.082529
2,double,uniform,PoisFFT,"N | N | N | N",64,68,       0.082879
2,double,uniform,PoisFFT,"N | N | N | N",64,69,       0.082569
2,double,uniform,PoisFFT,"N | N | N | N",64,70,       0.082519
2,double,uniform,PoisFFT,"N | N | N | N",64,71,       0.082769
2,double,uniform,PoisFFT,"N | N | N | N",64,72,       0.082780
2,double,uniform,PoisFFT,"N | N | N | N",64,73,       0.083049
2,double,uniform,PoisFFT,"N | N | N | N",64,74,       0.082749
2,double,uniform,PoisFFT,"N | N | N | N",128,0,       2.369725
2,double,uniform,PoisFFT,"N | N | N | N",128,1,       2.362485
2,double,uniform,PoisFFT,"N | N | N | N",128,2,       2.358825
2,double,uniform,PoisFFT,"N | N | N | N",128,3,       2.360085
2,double,uniform,PoisFFT,"N | N | N | N",128,4,       2.358035
2,double,uniform,PoisFFT,"N | N | N | N",128,5,       2.359426
2,double,uniform,PoisFFT,"N | N | N | N",128,6,       2.359825
2,double,uniform,PoisFFT,"N | N | N | N",128,7,       2.361325
2,double,uniform,PoisFFT,"N | N | N | N",128,8,       2.357775
2,double,uniform,PoisFFT,"N | N | N | N",128,9,       2.364265
2,double,uniform,PoisFFT,"N | N | N | N",128,10,       2.356795
2,double,uniform,PoisFFT,"N | N | N | N",128,11,       2.361455
2,double,uniform,PoisFFT,"N | N | N | N",128,12,       2.364006
2,double,uniform,PoisFFT,"N | N | N | N",128,13,       2.360334
2,double,uniform,PoisFFT,"N | N | N | N",128,14,       2.358385
2,double,uniform,PoisFFT,"N | N | N | N",128,15,       2.359615
2,double,uniform,PoisFFT,"N | N | N | N",128,16,       2.355345
2,double,uniform,PoisFFT,"N | N | N | N",128,17,       2.363285
2,double,uniform,PoisFFT,"N | N | N | N",128,18,       2.360425
2,double,uniform,PoisFFT,"N | N | N | N",128,19,       2.358185
2,double,uniform,PoisFFT,"N | N | N | N",128,20,       2.359075
2,double,uniform,PoisFFT,"N | N | N | N",128,21,       2.354035
2,double,uniform,PoisFFT,"N | N | N | N",128,22,       2.366485
2,double,uniform,PoisFFT,"N | N | N | N",128,23,       2.356965
2,double,uniform,PoisFFT,"N | N | N | N",128,24,       2.361445
2,double,uniform,PoisFFT,"N | N | N | N",128,25,       2.362735
2,double,uniform,PoisFFT,"N | N | N | N",128,26,       2.364545
2,double,uniform,PoisFFT,"N | N | N | N",128,27,       2.357175
2,double,uniform,PoisFFT,"N | N | N | N",128,28,       2.363405
2,double,uniform,PoisFFT,"N | N | N | N",128,29,       2.355525
2,double,uniform,PoisFFT,"N | N | N | N",128,30,       2.362545
2,double,uniform,PoisFFT,"N | N | N | N",128,31,       2.355745
2,double,uniform,PoisFFT,"N | N | N | N",128,32,       2.360205
2,double,uniform,PoisFFT,"N | N | N | N",128,33,       2.356895
2,double,uniform,PoisFFT,"N | N | N | N",128,34,       2.359895
2,double,uniform,PoisFFT,"N | N | N | N",128,35,       2.357465
2,double,uniform,PoisFFT,"N | N | N | N",128,36,       2.358125
2,double,uniform,PoisFFT,"N | N | N | N",128,37,       2.358045
2,double,uniform,PoisFFT,"N | N | N | N",128,38,       2.361365
2,double,uniform,PoisFFT,"N | N | N | N",128,39,       2.362845
2,double,uniform,PoisFFT,"N | N | N | N",128,40,       2.358396
2,double,uniform,PoisFFT,"N | N | N | N",128,41,       2.368186
2,double,uniform,PoisFFT,"N | N | N | N",128,42,       2.356715
2,double,uniform,PoisFFT,"N | N | N | N",128,43,       2.362035
2,double,uniform,PoisFFT,"N | N | N | N",128,44,       2.357745
2,double,uniform,PoisFFT,"N | N | N | N",128,45,       2.359115
2,double,uniform,PoisFFT,"N | N | N | N",128,46,       2.355595
2,double,uniform,PoisFFT,"N | N | N | N",128,47,       2.360345
2,double,uniform,PoisFFT,"N | N | N | N",128,48,       2.365175
2,double,uniform,PoisFFT,"N | N | N | N",128,49,       2.354846
2,double,uniform,PoisFFT,"N | N | N | N",128,50,       2.359045
2,double,uniform,PoisFFT,"N | N | N | N",128,51,       2.361245
2,double,uniform,PoisFFT,"N | N | N | N",128,52,       2.361135
2,double,uniform,PoisFFT,"N | N | N | N",128,53,       2.354525
2,double,uniform,PoisFFT,"N | N | N | N",128,54,       2.364015
2,double,uniform,PoisFFT,"N | N | N | N",128,55,       2.362025
2,double,uniform,PoisFFT,"N | N | N | N",128,56,       2.358645
2,double,uniform,PoisFFT,"N | N | N | N",128,57,       2.359085
2,double,uniform,PoisFFT,"N | N | N | N",128,58,       2.360275
2,double,uniform,PoisFFT,"N | N | N | N",128,59,       2.369705
2,double,uniform,PoisFFT,"N | N | N | N",128,60,       2.357525
2,double,uniform,PoisFFT,"N | N | N | N",128,61,       2.362965
2,double,uniform,PoisFFT,"N | N | N | N",128,62,       2.357484
2,double,uniform,PoisFFT,"N | N | N | N",128,63,       2.362015
2,double,uniform,PoisFFT,"N | N | N | N",128,64,       2.356395
2,double,uniform,PoisFFT,"N | N | N | N",128,65,       2.359975
2,double,uniform,PoisFFT,"N | N | N | N",128,66,       2.358975
2,double,uniform,PoisFFT,"N | N | N | N",128,67,       2.361815
2,double,uniform,PoisFFT,"N | N | N | N",128,68,       2.356506
2,double,uniform,PoisFFT,"N | N | N | N",128,69,       2.354886
2,double,uniform,PoisFFT,"N | N | N | N",128,70,       2.356465
2,double,uniform,PoisFFT,"N | N | N | N",128,71,       2.356975
2,double,uniform,PoisFFT,"N | N | N | N",128,72,       2.359835
2,double,uniform,PoisFFT,"N | N | N | N",128,73,       2.357495
2,double,uniform,PoisFFT,"N | N | N | N",128,74,       2.363865
2,double,uniform,PoisFFT,"N | N | N | N",192,0,       4.885898
2,double,uniform,PoisFFT,"N | N | N | N",192,1,       4.858769
2,double,uniform,PoisFFT,"N | N | N | N",192,2,       4.863528
2,double,uniform,PoisFFT,"N | N | N | N",192,3,       4.873908
2,double,uniform,PoisFFT,"N | N | N | N",192,4,       4.862959
2,double,uniform,PoisFFT,"N | N | N | N",192,5,       4.862099
2,double,uniform,PoisFFT,"N | N | N | N",192,6,       4.856789
2,double,uniform,PoisFFT,"N | N | N | N",192,7,       4.853719
2,double,uniform,PoisFFT,"N | N | N | N",192,8,       4.860029
2,double,uniform,PoisFFT,"N | N | N | N",192,9,       4.861829
2,double,uniform,PoisFFT,"N | N | N | N",192,10,       4.865349
2,double,uniform,PoisFFT,"N | N | N | N",192,11,       4.855699
2,double,uniform,PoisFFT,"N | N | N | N",192,12,       4.862509
2,double,uniform,PoisFFT,"N | N | N | N",192,13,       4.866578
2,double,uniform,PoisFFT,"N | N | N | N",192,14,       4.863858
2,double,uniform,PoisFFT,"N | N | N | N",192,15,       4.871058
2,double,uniform,PoisFFT,"N | N | N | N",192,16,       4.862979
2,double,uniform,PoisFFT,"N | N | N | N",192,17,       4.852319
2,double,uniform,PoisFFT,"N | N | N | N",192,18,       4.869649
2,double,uniform,PoisFFT,"N | N | N | N",192,19,       4.869749
2,double,uniform,PoisFFT,"N | N | N | N",192,20,       4.865539
2,double,uniform,PoisFFT,"N | N | N | N",192,21,       4.853548
2,double,uniform,PoisFFT,"N | N | N | N",192,22,       4.867388
2,double,uniform,PoisFFT,"N | N | N | N",192,23,       4.856718
2,double,uniform,PoisFFT,"N | N | N | N",192,24,       4.857298
2,double,uniform,PoisFFT,"N | N | N | N",192,25,       4.863789
