dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,0,       1.840080
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,32,       3.408164
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,33,       3.385354
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,34,       3.391654
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,35,       3.425493
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,36,       3.410024
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,37,       3.493483
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,38,       3.443724
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,39,       3.371025
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,40,       3.442133
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,41,       3.396554
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,42,       3.351314
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,43,       3.442873
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,44,       3.398994
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,45,       3.419704
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,46,       3.444243
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,47,       3.416634
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,48,       3.375765
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,49,       3.402404
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,50,       3.493964
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,51,       3.453493
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,52,       3.468003
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,53,       3.634002
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,54,       3.388214
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,55,       3.461414
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,56,       3.454213
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,57,       3.474573
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,58,       3.419004
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,59,       3.445284
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,60,       3.431214
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,61,       3.472923
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,62,       3.432743
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,63,       3.403324
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,64,       3.419093
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,65,       3.431224
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,66,       3.525913
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,67,       3.501903
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,68,       3.429514
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,69,       3.482243
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,70,       3.503213
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,71,       3.466304
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,72,       3.450373
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,73,       3.469493
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,74,       3.474513
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,0,       5.509641
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,1,       5.124946
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,2,       5.031337
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,3,       5.117426
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,4,       5.059266
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,5,       5.168735
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,6,       5.160445
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,7,       5.147725
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,8,       5.032366
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,9,       5.145355
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,10,       5.188395
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,11,       5.152265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,12,       5.046286
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,13,       5.016777
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,14,       5.184195
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,15,       5.000827
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,16,       5.115296
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,17,       5.083376
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,18,       5.233734
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,19,       5.151005
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,20,       5.167856
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,21,       5.053856
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,22,       5.018567
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,23,       5.054136
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,24,       5.091557
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,25,       5.121005
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,26,       5.215175
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,27,       5.124796
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,28,       4.867879
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,29,       5.052047
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,30,       5.053806
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,31,       5.135245
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,32,       5.049806
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,33,       5.167235
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,34,       5.127976
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,35,       5.050427
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,36,       5.234314
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,37,       5.170066
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,38,       5.157655
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,39,       5.095446
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,40,       5.141015
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,41,       5.218605
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,42,       5.220575
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,43,       5.143355
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,44,       5.172525
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,45,       5.030157
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,46,       5.191615
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,47,       5.174355
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,48,       5.046947
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,49,       5.115296
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,50,       5.225035
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,51,       5.151855
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,52,       5.052267
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,53,       5.126926
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,54,       5.121006
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,55,       5.077077
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,56,       5.111876
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,57,       5.079396
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,58,       5.216795
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,59,       5.184265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,60,       5.149766
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,61,       5.006417
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,62,       5.235385
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,63,       5.153485
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,64,       5.143746
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,65,       5.070626
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,66,       5.247554
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,67,       5.183345
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,68,       5.047136
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,69,       5.078777
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,70,       5.094296
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,71,       5.053516
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,72,       5.164755
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,73,       5.024547
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,74,       5.180065
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,0,      16.579865
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,1,      16.081800
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,2,      16.349727
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,3,      16.199369
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,4,      16.262258
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,5,      16.307167
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,6,      16.222269
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,7,      16.230508
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,8,      16.166929
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,9,      16.237978
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,10,      16.380707
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,11,      16.299727
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,12,      16.070130
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,13,      16.260518
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,14,      16.253058
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,15,      16.238978
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,16,      16.272627
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,17,      16.197888
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,18,      16.072400
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,19,      16.307287
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,20,      16.064290
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,21,      16.296898
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,22,      16.237198
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,23,      16.159419
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,24,      16.253328
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,25,      16.164799
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,26,      16.215198
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,27,      16.286037
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,28,      16.249298
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,29,      16.261738
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,30,      16.214038
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,31,      16.213048
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,32,      16.241108
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,33,      16.212688
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,34,      16.326267
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,35,      16.193788
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,36,      16.258108
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,37,      16.282777
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,38,      16.261597
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,39,      16.548854
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,40,      16.211659
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,41,      16.366037
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,42,      16.278868
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,43,      16.223718
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,44,      16.583324
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,45,      16.239978
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,46,      16.226538
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,47,      16.088200
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,48,      16.111399
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,49,      16.115399
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,50,      16.127909
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,51,      16.155368
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,52,      16.180399
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,53,      16.098850
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,54,      16.141819
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,55,      16.048780
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,56,      16.146920
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,57,      16.226648
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,58,      16.355427
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,59,      16.153849
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,60,      16.061890
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,61,      16.293147
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,62,      16.028230
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,63,      16.325177
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,64,      16.128050
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,65,      16.036441
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,66,      16.216969
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,67,      16.139269
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,68,      16.241399
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,69,      16.212568
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,70,      16.148998
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,71,      16.341147
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,72,      16.109949
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,73,      16.142619
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,74,      16.247868
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,0,      26.527499
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,1,      26.626588
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,2,      26.468030
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,3,      26.288821
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,4,      26.280212
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,5,      26.254802
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,6,      26.433610
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,7,      26.444479
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,8,      26.780836
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,9,      26.200673
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,10,      26.431260
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,11,      26.292532
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,12,      26.255572
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,13,      26.493630
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,14,      26.552489
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,15,      26.487619
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,16,      26.639677
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,17,      26.333781
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,18,      26.381171
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,19,      26.305601
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,20,      26.363201
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,21,      26.450620
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,22,      26.419050
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,23,      26.329701
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,24,      26.323171
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,25,      26.400330
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,26,      26.345081
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,27,      26.563788
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,28,      26.408790
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,29,      26.506150
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,30,      26.386661
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,31,      26.410200
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,32,      26.557739
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,33,      26.302292
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,34,      26.389771
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,35,      26.183243
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,36,      26.645927
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,37,      26.373420
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,38,      26.586339
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,39,      26.314281
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,40,      26.227582
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,41,      26.064984
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,42,      26.233832
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,43,      26.356651
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,44,      26.597038
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,45,      26.410300
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,46,      26.650477
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,47,      26.043554
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,48,      26.154423
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,49,      26.232513
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,50,      26.281442
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,51,      26.477980
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,52,      26.390800
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,53,      26.494919
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,54,      26.285621
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,55,      26.588109
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,56,      26.105833
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,57,      26.479270
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,58,      26.183552
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,59,      26.198023
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,60,      26.646548
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,61,      26.437970
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,62,      26.259341
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,63,      26.229042
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,64,      26.256921
