dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,0,       0.811672
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,1,       0.519174
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,2,       0.518344
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,3,       0.524404
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,4,       0.515954
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,5,       0.508105
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,6,       0.507084
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,7,       0.491435
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,8,       0.494044
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,9,       0.489165
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,10,       0.492634
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,11,       0.493585
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,12,       0.521124
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,13,       0.524624
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,14,       0.521295
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,15,       0.512084
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,16,       0.515595
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,17,       0.521414
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,18,       0.525334
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,19,       0.519355
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,20,       0.511334
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,21,       0.514824
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,22,       0.512835
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,23,       0.506564
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,24,       0.512075
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,25,       0.515874
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,26,       0.510985
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,27,       0.515944
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,28,       0.509614
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,29,       0.513875
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,30,       0.511284
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,31,       0.512105
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,32,       0.513824
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,33,       0.511205
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,34,       0.515724
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,35,       0.510724
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,36,       0.520044
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,37,       0.513054
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,38,       0.510814
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,39,       0.517374
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,40,       0.518794
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,41,       0.509134
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,42,       0.516824
3,float,uniform,PoisFFT,"N | N | N | N | N | N",64,43,       0.517284
