dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.928979
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.396746
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.392086
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.399646
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.403975
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.400476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.396306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.402476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.418325
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.400456
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.400136
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.402856
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.398066
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.393056
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.386275
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.399096
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.393006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.401026
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.389495
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.368046
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,20,       0.374807
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,21,       0.381356
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,22,       0.393166
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,23,       0.373307
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,24,       0.371737
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,25,       0.372927
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,26,       0.387316
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,27,       0.377636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,28,       0.371876
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,29,       0.374036
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,30,       0.386426
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,31,       0.378836
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,32,       0.383926
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,33,       0.385636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,34,       0.371637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,35,       0.377366
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,36,       0.367806
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,37,       0.376456
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,38,       0.376766
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,39,       0.365946
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,40,       0.373796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,41,       0.381987
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,42,       0.369936
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,43,       0.367256
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,44,       0.370546
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,45,       0.378176
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,46,       0.367226
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,47,       0.369116
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,48,       0.373336
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,49,       0.380386
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,50,       0.372406
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,51,       0.371617
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,52,       0.373736
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,53,       0.383056
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,54,       0.375176
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,55,       0.372887
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,56,       0.394986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,57,       0.396226
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,58,       0.396416
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,59,       0.379006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,60,       0.411146
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,61,       0.395185
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,62,       0.412666
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,63,       0.389726
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,64,       0.380506
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,65,       0.393116
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,66,       0.396216
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,67,       0.390146
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,68,       0.388976
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,69,       0.400255
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,70,       0.388286
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,71,       0.377626
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,72,       0.384296
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,73,       0.379646
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,74,       0.385936
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,0,       6.058437
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,1,       5.556901
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,2,       5.411694
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,3,       5.396773
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,4,       5.373363
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,5,       5.501952
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,6,       5.593750
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,7,       5.484363
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,8,       5.483362
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,9,       5.452252
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,10,       5.473082
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,11,       7.360482
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,12,       5.277354
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,13,       5.128636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,14,       5.436423
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,15,       5.397944
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,16,       5.540382
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,17,       5.646470
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,18,       5.454502
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,19,       5.208365
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,20,       5.468502
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,21,       5.256755
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,22,       5.367334
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,23,       5.657410
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,24,       5.512662
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,25,       5.305334
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,26,       5.393103
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,27,       5.435732
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,28,       5.482042
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,29,       5.391163
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,30,       5.405683
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,31,       5.422983
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,32,       5.465913
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,33,       5.461823
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,34,       5.548171
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,35,       5.310453
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,36,       5.411643
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,37,       5.586632
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,38,       5.378364
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,39,       5.539251
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,40,       5.354593
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,41,       5.506922
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,42,       5.317644
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,43,       5.517722
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,44,       5.427843
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,45,       5.322513
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,46,       5.372603
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,47,       5.356063
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,48,       5.347953
