dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       2.176497
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,67,       1.881209
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,68,       1.498804
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,69,       1.585613
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,70,       1.361335
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,71,       1.600313
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,72,       1.383455
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,73,       1.593683
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,74,       1.651422
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,0,      11.975271
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,1,      11.203139
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,2,      11.395047
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,3,      11.493806
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,4,      11.792813
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,5,      11.315607
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,6,      11.431206
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,7,      11.256278
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,8,      11.650494
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,9,      11.341268
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,10,      11.431816
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,11,      11.464357
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,12,      11.379537
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,13,      11.790013
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,14,      11.480256
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,15,      11.624285
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,16,      11.651565
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,17,      11.496266
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,18,      11.166239
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,19,      11.287928
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,20,      11.480746
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,21,      11.349137
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,22,      11.480766
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,23,      11.480697
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,24,      11.505185
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,25,      11.417846
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,26,      11.368308
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,27,      11.306078
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,28,      11.372247
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,29,      11.334818
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,30,      11.515306
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,31,      11.378448
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,32,      11.579395
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,33,      11.221028
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,34,      11.480457
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,35,      11.434987
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,36,      11.438316
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,37,      11.475756
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,38,      11.430167
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,39,      11.787073
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,40,      11.428957
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,41,      11.781133
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,42,      11.609735
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,43,      11.344337
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,44,      11.240829
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,45,      11.543706
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,46,      11.433846
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,47,      11.398437
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,48,      11.268838
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,49,      11.516896
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,50,      11.184819
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,51,      11.162410
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,52,      11.790603
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,53,      11.636165
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,54,      11.600415
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,55,      11.344488
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,56,      11.356218
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,57,      11.446546
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,58,      11.481276
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,59,      11.449356
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,60,      11.349598
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,61,      11.562286
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,62,      11.407187
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,63,      11.462227
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,64,      11.329148
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,65,      11.666004
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,66,      11.347157
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,67,      11.645095
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,68,      11.680104
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,69,      11.432137
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,70,      11.614384
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,71,      11.691274
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,72,      11.247249
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,73,      11.332888
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,74,      11.501846
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,0,      34.850544
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,1,      34.362309
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,2,      33.597998
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,3,      34.388479
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,4,      34.372869
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,5,      34.146842
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,6,      34.029463
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,7,      34.057362
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,8,      34.323020
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,9,      33.943534
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,10,      34.100892
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,11,      34.423419
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,12,      33.979743
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,13,      35.156500
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,14,      34.009943
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,15,      34.391929
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,16,      34.454879
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,17,      34.865564
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,18,      34.224241
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,19,      34.157081
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,20,      34.133732
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,21,      34.024904
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,22,      34.659366
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,23,      33.823385
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,24,      33.967563
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,25,      33.950484
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,26,      34.189541
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,27,      34.396909
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,28,      34.755215
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,29,      34.133772
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,30,      34.629287
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,31,      34.328260
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,32,      34.562508
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,33,      34.392599
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,34,      34.099612
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,35,      33.926624
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,36,      33.677687
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,37,      34.417058
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,38,      34.068662
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,39,      34.488398
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,40,      33.978303
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,41,      34.362849
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,42,      34.291719
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,43,      35.193120
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,44,      34.491417
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,45,      34.932193
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,46,      34.675576
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,47,      34.451628
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,48,      34.130922
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,49,      35.058262
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,50,      33.666517
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,51,      34.333459
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,52,      34.355320
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,53,      34.200451
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,54,      34.405048
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,55,      34.081803
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,56,      34.227801
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,57,      34.577017
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,58,      33.674266
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,59,      34.795285
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,60,      34.084212
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,61,      34.304660
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,62,      34.456359
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,63,      34.539658
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,64,      34.371410
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,65,      34.283520
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,66,      33.828235
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,67,      34.188571
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,68,      35.068602
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,69,      34.394519
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,70,      34.701566
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,71,      34.348960
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,72,      34.298140
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,73,      34.426099
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,74,      34.227861
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,0,      59.319550
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,1,      59.722186
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,2,      58.569108
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,3,      59.811435
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,4,      59.260271
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,5,      63.395626
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,6,      58.896995
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,7,      59.602937
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,8,      59.682806
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,9,      60.028482
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,10,      59.201512
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,11,      59.433649
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,12,      61.421987
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,13,      60.332720
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,14,      58.975763
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,15,      71.790396
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,16,      60.593466
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,17,      58.709336
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,18,      58.974664
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,19,      60.248000
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,20,      59.693096
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,21,      58.881115
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,22,      59.552328
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,23,      59.218641
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,24,      61.336118
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,25,      60.092442
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,26,      58.912705
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,27,      60.205950
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,28,      59.697676
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,29,      60.007312
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,30,      59.496668
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,31,      60.824194
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,32,      59.637146
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,33,      60.697905
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,34,      59.234221
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,35,      59.404179
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,36,      59.800375
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,37,      60.539816
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,38,      58.905915
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,39,      59.004264
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,40,      60.028373
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,41,      59.588977
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,42,      59.725836
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,43,      60.260930
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,44,      59.458409
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,45,      58.916785
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,46,      60.355649
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,47,      58.779346
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,48,      60.833784
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,49,      59.344120
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,50,      72.731775
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,51,      58.827306
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,52,      58.774396
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,53,      58.697017
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,54,      60.388018
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,55,      58.580148
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,56,      62.274208
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,57,      59.649347
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,58,      60.218791
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,59,      58.308061
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,60,      59.536878
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,61,      59.490128
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,62,      59.810495
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,63,      59.529908
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,64,      58.809026
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,65,      60.535287
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,66,      60.630216
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,67,      59.047703
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,68,      58.369520
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,69,      59.483878
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,70,      59.568538
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,71,      60.277589
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,72,      59.951174
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,73,      59.232811
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,74,      58.654107
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     123.855184
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     121.793906
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     124.760685
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     123.308880
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     119.879597
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     120.627328
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     127.522315
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     121.925845
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     121.805426
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     122.615547
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     123.306440
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     124.900843
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     120.318583
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     123.612897
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     122.281281
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     124.188541
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     127.839171
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     122.068212
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     135.639817
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     121.535799
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,20,     122.945913
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,21,     123.408579
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,22,     121.080423
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,23,     124.738074
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,24,     141.279366
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,25,     121.158763
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,26,     124.174681
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,27,     123.451649
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,28,     133.326412
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,29,     127.012339
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,30,     121.162843
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,31,     121.905434
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,32,     123.263641
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,33,     121.252712
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,34,     122.747906
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,35,     121.916575
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,36,     122.544128
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,37,     122.933274
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,38,     124.069941
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,39,     123.717415
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,40,     134.158542
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,41,     123.897944
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,42,     123.337200
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,43,     123.607576
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,44,     125.904202
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,45,     126.671904
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,46,     125.216470
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,47,     137.850902
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,48,     124.276250
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,49,     123.816824
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,50,     124.671005
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,51,     123.666556
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,52,     123.765685
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,53,     122.644097
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,54,     126.520255
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,55,     123.603866
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,56,     123.193681
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,57,     122.579797
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,58,     121.995484
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,59,     121.291952
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,60,     124.246189
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,61,     123.894233
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,62,     122.873705
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,63,     122.269751
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,64,     122.594817
