dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,0,0.038816,0.004181,0.104813,0.464896,0.759347,0.612706
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,4,0.314752,0.004028,1.58199,0.751616,2.86498,2.65239
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,5,0.311808,0.003996,1.58001,0.754656,2.79455,2.65047
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,6,0.31296,0.00381,1.58839,0.756736,2.80835,2.6619
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,7,0.311904,0.004177,1.5841,0.753664,2.80518,2.65385
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,8,0.315968,0.004144,1.59422,0.751616,2.81951,2.66595
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,9,0.312704,0.004181,1.58339,0.75264,2.79873,2.65291
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,10,0.312736,0.004135,1.58557,0.750592,2.79937,2.65303
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,11,0.313664,0.004078,1.58702,0.748544,2.84685,2.65331
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,12,0.312576,0.004284,1.58419,0.750592,2.80017,2.65164
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,13,0.314528,0.004108,1.5831,0.751616,2.80452,2.65335
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,14,0.310208,0.004019,1.58572,0.758784,2.80853,2.65873
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,15,0.312,0.004032,1.58432,0.749568,2.80191,2.64992
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,16,0.313152,0.004036,1.58233,0.750592,2.79759,2.65011
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,17,0.31152,0.003961,1.57931,0.751616,2.79713,2.64641
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,18,0.311616,0.004065,1.59004,0.75264,2.82071,2.65836
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,19,0.32256,0.004094,1.58529,0.753664,2.81451,2.66561
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,0,0.709792,0.002973,3.82907,1.76435,6.44497,6.30619
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,1,0.7072,0.003093,3.79483,1.76026,6.40541,6.26538
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,2,0.704928,0.003067,3.80062,1.76026,6.40698,6.26888
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,3,0.70816,0.003076,3.78624,1.75616,6.39518,6.25363
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,4,0.707936,0.002962,3.7796,1.75718,6.38589,6.24768
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,5,0.708704,0.003006,3.79519,1.75821,6.40303,6.26511
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,6,0.704384,0.003188,3.77981,1.75923,6.38731,6.24661
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,7,0.707936,0.003221,3.79218,1.75514,6.39952,6.25848
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,8,0.707328,0.003009,3.78224,1.76128,6.39319,6.25386
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,9,0.704032,0.003015,3.78982,1.75923,6.39532,6.2561
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,10,0.70576,0.003021,3.7866,1.76128,6.3947,6.25666
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,11,0.706688,0.003027,3.79408,1.75718,6.39958,6.26097
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,12,0.704384,0.003022,3.79202,1.76026,6.40064,6.25968
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,13,0.704544,0.002957,3.80246,1.75923,6.40817,6.26919
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,14,0.706016,0.003003,3.78339,1.76128,6.39496,6.25369
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,15,0.709088,0.003017,3.78569,1.76026,6.39805,6.25805
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,16,0.708,0.003014,3.78498,1.76333,6.39764,6.25932
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,17,0.70368,0.003075,3.79833,1.76128,6.40596,6.26637
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,18,0.70448,0.003049,3.78107,1.75722,6.3875,6.24582
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",256,19,0.705024,0.003294,3.78377,1.75616,6.388,6.24825
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,0,1.37658,0.00308,8.97011,3.43757,13.9343,13.7873
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,1,1.37072,0.003098,8.94655,3.43859,13.9011,13.759
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,2,1.36886,0.003234,8.94908,3.4519,13.9159,13.7731
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,3,1.37245,0.003156,8.93997,3.44883,13.9048,13.7644
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,4,1.37149,0.003261,8.9459,3.43347,13.8941,13.7541
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,5,1.36659,0.003037,8.95091,3.43859,13.9022,13.7591
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,6,1.37651,0.00307,8.9555,3.44166,13.9151,13.7767
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,7,1.37277,0.003108,8.94948,3.44269,13.9088,13.768
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,8,1.37146,0.003107,8.94838,3.44883,13.9115,13.7718
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,9,1.36874,0.003109,8.94081,3.4345,13.8878,13.7472
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,10,1.36998,0.003349,8.95345,3.43552,13.9029,13.7623
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,11,1.37312,0.003391,8.94863,3.44371,13.9093,13.7689
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,12,1.37002,0.003163,8.93491,3.43245,13.8816,13.7405
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,13,1.36954,0.003076,8.94477,3.4345,13.8941,13.7519
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,14,1.36896,0.003109,8.955,3.4519,13.9211,13.779
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,15,1.36982,0.003402,8.94716,3.42733,13.8893,13.7477
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,16,1.37098,0.003223,8.94685,3.44883,13.9131,13.7699
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,17,1.37152,0.003117,8.95325,3.44371,13.9173,13.7716
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,18,1.3703,0.003068,8.93893,3.44371,13.8964,13.756
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",320,19,1.36986,0.003379,8.94166,3.44269,13.8996,13.7576
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,0,2.46608,0.003173,15.8577,5.94432,24.4103,24.2713
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,1,2.46067,0.002816,15.8278,5.93715,24.3677,24.2285
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,2,2.46029,0.003168,15.8285,5.91974,24.3511,24.2117
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,3,2.45859,0.002821,15.8195,5.92998,24.3503,24.2109
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,4,2.46195,0.002876,15.8335,5.93306,24.3721,24.2314
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,5,2.46227,0.002831,15.8252,5.93203,24.3625,24.2224
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,6,2.46038,0.002877,15.832,5.94739,24.384,24.2426
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,7,2.46026,0.002939,15.8278,5.93818,24.3709,24.2291
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,8,2.46381,0.003524,15.8654,5.92794,24.4009,24.2606
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,9,2.45683,0.00288,15.8298,5.93613,24.3655,24.2256
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,10,2.46061,0.002948,15.8366,5.93203,24.371,24.2322
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,11,2.46115,0.002958,15.8331,5.92282,24.3612,24.22
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,12,2.46435,0.002841,15.8294,5.93408,24.3696,24.2307
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,13,2.46074,0.002852,15.829,5.93715,24.3714,24.2297
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,14,2.4599,0.002927,15.8328,5.92794,24.3632,24.2236
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,15,2.46051,0.002779,15.8279,5.92282,24.3554,24.214
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,16,2.4585,0.002877,15.8273,5.92589,24.3561,24.2146
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,17,2.45827,0.002854,15.8251,5.92384,24.3501,24.2101
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,18,2.46102,0.002788,15.8287,5.94944,24.3799,24.242
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",384,19,2.46061,0.002901,15.8255,5.92589,24.3541,24.2149
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,0,3.7825,0.002825,34.7055,9.51706,48.1493,48.0079
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,1,3.76342,0.00284,34.0446,9.52422,47.48,47.3351
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,2,3.75811,0.002884,33.4231,9.56928,46.899,46.7534
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,3,3.76339,0.002894,33.433,9.53549,46.8792,46.7348
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,4,3.7625,0.002787,33.352,9.54778,46.8085,46.665
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,5,3.7632,0.002952,33.3624,9.54778,46.8217,46.6763
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,6,3.75875,0.002769,33.3582,9.5191,46.7815,46.6388
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,7,3.76,0.002839,33.3583,9.54573,46.8105,46.6669
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,8,3.76349,0.002865,33.3638,9.54573,46.8166,46.6759
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,9,3.75856,0.0029,33.3543,9.56314,46.821,46.6789
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,10,3.75936,0.002827,33.3565,9.53856,46.7991,46.6573
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,11,3.76301,0.002866,33.3565,9.56314,46.8295,46.6855
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,12,3.76182,0.002892,33.3598,9.55597,46.8236,46.6805
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,13,3.7624,0.00294,33.3517,9.5529,46.8118,46.67
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,14,3.75898,0.002717,33.3572,9.54163,46.8027,46.6605
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,15,3.76029,0.003059,33.3697,9.54982,46.8261,46.6828
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,16,3.75942,0.002686,33.356,9.5447,46.8041,46.6628
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,17,3.7591,0.002705,33.3567,9.54163,46.8025,46.6602
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,18,3.75936,0.002776,33.3593,9.52525,46.788,46.6467
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",448,19,3.75894,0.002744,33.3596,9.56314,46.8259,46.6844
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,0,5.55181,0.002799,55.2268,14.2643,75.1887,75.0457
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,1,5.53459,0.003046,55.1849,14.2653,75.1324,74.9879
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,2,5.5367,0.002976,55.5114,14.252,75.4457,75.3031
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,3,5.53674,0.002877,55.2074,14.2797,75.1718,75.0267
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,4,5.5391,0.003738,55.548,14.25,75.4799,75.3408
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,5,5.53965,0.002825,54.8105,14.2469,74.7422,74.5999
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,6,5.5392,0.002755,55.1276,14.2664,75.0788,74.9359
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,7,5.53974,0.003061,55.1794,14.249,75.1119,74.9711
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,8,5.53824,0.002861,55.1859,14.2715,75.1422,74.9985
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,9,5.53638,0.002816,55.5721,14.251,75.5032,75.3623
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,10,5.53574,0.002788,55.2746,14.3145,75.2688,75.1277
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,11,5.53462,0.002855,55.1607,14.2653,75.1047,74.9635
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,12,5.53933,0.003134,55.3559,14.2612,75.3012,75.1596
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,13,5.53709,0.003156,55.3719,14.2664,75.3194,75.1785
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,14,5.53603,0.002779,55.3717,14.293,75.3453,75.2035
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,15,5.53926,0.00284,55.3694,14.2479,75.2999,75.1594
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,16,5.53754,0.002775,55.2232,14.2909,75.1973,75.0545
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,17,5.53542,0.003018,55.2331,14.2991,75.2145,75.0707
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,18,5.53741,0.003094,55.4891,14.2899,75.4611,75.3195
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",512,19,5.53667,0.002859,55.2975,14.2858,75.2667,75.1229
