dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,0.043808,0.003914,0.063824,0.136192,0.606233,0.247738
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.07296,0.003755,0.128056,0.091136,0.5893,0.295907
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.067328,0.00346,0.123159,0.089088,0.571452,0.283035
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.066272,0.003463,0.122079,0.089088,0.567527,0.280902
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.06944,0.003473,0.121524,0.090112,0.56865,0.284549
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.070208,0.003418,0.121502,0.089088,0.569829,0.284216
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.067808,0.00337,0.122611,0.089088,0.568998,0.282877
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.070336,0.003994,0.123212,0.091136,0.572194,0.288678
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.067936,0.003369,0.120763,0.090112,0.56507,0.28218
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.068864,0.003509,0.118968,0.089088,0.568502,0.280429
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.06528,0.004125,0.122807,0.090112,0.570856,0.282324
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.067872,0.003341,0.118668,0.089088,0.565473,0.278969
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.065248,0.003325,0.120733,0.089088,0.563377,0.278394
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.06528,0.003411,0.120128,0.089088,0.56935,0.277907
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.064352,0.00338,0.127072,0.089088,0.569831,0.283892
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.067904,0.003384,0.11948,0.089088,0.56116,0.279856
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.064928,0.003859,0.120116,0.089088,0.56234,0.277991
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.064032,0.00339,0.120034,0.090112,0.556804,0.277568
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.063488,0.003382,0.120473,0.088064,0.55796,0.275407
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.066752,0.003471,0.120867,0.088064,0.562149,0.279154
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.16528,0.003784,0.388381,0.197632,1.30827,0.755077
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.169824,0.003612,0.354142,0.198656,1.27773,0.726234
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.16304,0.003732,0.353454,0.197632,1.26964,0.717858
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.163616,0.00405,0.354918,0.19968,1.27102,0.722264
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.164736,0.003577,0.353646,0.198656,1.26782,0.720615
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.161952,0.003801,0.353345,0.19968,1.26979,0.718778
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.164032,0.003726,0.351778,0.198656,1.2654,0.718192
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.164832,0.003633,0.351139,0.202752,1.27565,0.722356
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.16352,0.003665,0.354437,0.200704,1.26961,0.722326
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.164864,0.003805,0.35732,0.200704,1.27745,0.726693
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.169408,0.003583,0.356678,0.203776,1.2754,0.733445
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.162784,0.003674,0.355546,0.200704,1.27118,0.722708
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.164928,0.003693,0.351968,0.19968,1.26713,0.720269
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.164768,0.003695,0.350584,0.200704,1.26858,0.719751
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.161024,0.003856,0.353363,0.202752,1.26902,0.720995
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.16496,0.003643,0.354723,0.200704,1.2684,0.72403
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.169696,0.003932,0.348778,0.201728,1.27015,0.724134
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.163392,0.00368,0.356366,0.206848,1.2773,0.730286
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.1624,0.003555,0.355192,0.200704,1.27115,0.721851
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.165056,0.003784,0.353433,0.201728,1.27471,0.724001
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,0.365152,0.004174,0.807681,0.346112,2.72611,1.52312
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,0.365664,0.003821,0.780197,0.346112,2.7345,1.49579
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,0.363712,0.003745,0.785638,0.342016,2.70779,1.49511
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,0.359008,0.003841,0.783584,0.350208,2.73584,1.49664
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,0.366336,0.003858,0.782651,0.349184,2.74374,1.50203
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,0.357472,0.003899,0.781533,0.347136,2.70145,1.49004
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,0.364224,0.003316,0.778133,0.339968,2.7079,1.48564
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,0.357344,0.003702,0.785701,0.347136,2.72368,1.49388
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,0.363584,0.003168,0.782701,0.346112,2.71132,1.49556
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,0.363296,0.003836,0.782018,0.346112,2.73339,1.49526
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,0.358592,0.003663,0.780217,0.350208,2.7135,1.49268
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,0.363712,0.003281,0.784732,0.347136,2.71607,1.49886
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,0.362144,0.00319,0.785382,0.336896,2.69624,1.48761
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,0.360704,0.003894,0.781567,0.342016,2.69469,1.48818
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,0.3592,0.003751,0.787942,0.339968,2.71887,1.49086
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,0.35904,0.004,0.781217,0.345088,2.69825,1.48935
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,0.362784,0.003898,0.781701,0.345088,2.71112,1.49347
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,0.38112,0.004848,0.810948,0.347136,2.77837,1.54405
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,0.3632,0.003815,0.779756,0.349184,2.71945,1.49595
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,0.364704,0.003785,0.789583,0.350208,2.74358,1.50828
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,0.696736,0.002755,2.13299,0.572416,5.4719,3.4049
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,0.693376,0.002847,2.12567,0.56832,5.49316,3.39022
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,0.689696,0.002748,2.11476,0.56832,5.42716,3.37553
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,0.689088,0.002848,2.12502,0.574464,5.46113,3.39142
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,0.69728,0.002735,2.12566,0.580608,5.48131,3.40628
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,0.690592,0.002753,2.10818,0.577536,5.43215,3.37906
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,0.690304,0.002777,2.12381,0.570368,5.48558,3.38726
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,0.696672,0.002766,2.1195,0.569344,5.43934,3.38828
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,0.689216,0.002707,2.11778,0.571392,5.47118,3.3811
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,0.696224,0.002772,2.11694,0.57344,5.4621,3.38938
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,0.693504,0.005668,2.31984,0.579584,6.68613,3.59859
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,0.689856,0.002619,2.11863,0.572416,5.48592,3.38352
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,0.6968,0.002626,2.11787,0.565248,5.45402,3.38254
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,0.689408,0.002674,2.12946,0.582656,5.47799,3.4042
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,0.696352,0.002614,2.11786,0.57344,5.48513,3.39027
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,0.695648,0.002696,2.11398,0.570368,5.45684,3.38269
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,0.688832,0.00276,2.11413,0.559104,5.43054,3.36483
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,0.697088,0.00263,2.1186,0.560128,5.44653,3.37845
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,0.694112,0.002612,2.11148,0.572416,5.46686,3.38062
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,0.690048,0.002651,2.12002,0.56832,5.44232,3.38104
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,1.18506,0.002719,3.58634,1.06701,9.54063,5.84113
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,1.18301,0.002636,3.55006,1.11309,9.57784,5.84879
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,1.17882,0.002674,3.54896,1.07622,9.56123,5.80668
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,1.17971,0.002829,3.5477,1.08339,9.55353,5.81364
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,1.18205,0.002876,3.54593,1.04653,9.50546,5.77739
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,1.1767,0.002632,3.54937,1.08134,9.51124,5.81005
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,1.17968,0.002626,3.54405,1.09158,9.56974,5.81794
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,1.17853,0.002683,3.54631,1.07008,9.56736,5.7976
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,1.18026,0.002625,3.54609,1.0537,9.51744,5.78267
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,1.1801,0.002614,3.54903,1.08339,9.55516,5.81513
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,1.18122,0.002611,3.5521,1.08032,9.51885,5.81625
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,1.18022,0.00265,3.55112,1.10797,9.57908,5.84196
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,1.18054,0.002876,3.55018,1.05984,9.50855,5.79344
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,1.17965,0.002672,3.55197,1.11002,9.52956,5.84431
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,1.18115,0.002627,3.54426,1.10182,9.57811,5.82986
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,1.18045,0.00264,3.55101,1.07725,9.50841,5.81134
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,1.18336,0.002671,3.55473,1.08749,9.58752,5.82825
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,1.18013,0.002696,3.5467,1.09158,9.55805,5.8211
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,1.18051,0.002797,3.55001,1.10182,9.59443,5.83515
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,1.18141,0.002626,3.55484,1.09261,9.5582,5.83148
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,1.88403,0.002842,5.29666,1.9456,15.3266,9.12914
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,1.87683,0.002768,5.28328,1.9241,15.2912,9.08698
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,1.87581,0.002934,5.27029,1.9456,15.2977,9.09463
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,1.87638,0.002677,5.27828,1.90157,15.2755,9.05891
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,1.87885,0.002828,5.27101,1.93229,15.3303,9.08498
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,1.87882,0.002757,5.26515,1.90157,15.2679,9.04829
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,1.8769,0.002665,5.25847,1.92922,15.3318,9.06725
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,1.88112,0.002733,5.26838,1.94458,15.3976,9.09681
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,1.87638,0.002738,5.27333,1.91898,15.3209,9.07143
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,1.88003,0.002671,5.28033,1.92614,15.2485,9.08918
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,1.87942,0.002768,5.27565,1.98144,15.3388,9.13929
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,1.87734,0.002681,5.28268,1.96506,15.3535,9.12776
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,1.87818,0.002693,5.27501,1.9671,15.3261,9.12299
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,1.87658,0.003023,5.2758,1.9241,15.3015,9.07949
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,1.87741,0.002739,5.27737,1.92307,15.3318,9.08059
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,1.87718,0.002705,5.27175,1.89952,15.3084,9.05116
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,1.8793,0.002752,5.2812,1.92205,15.2762,9.0853
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,1.876,0.002978,5.26571,1.92922,15.3003,9.0739
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,1.87696,0.002756,5.27423,1.8985,15.2166,9.05244
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,1.87635,0.002668,5.27049,1.92614,15.2888,9.07566
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,2.76707,0.002807,7.87234,2.59994,21.9521,13.2422
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,2.75664,0.002777,7.8504,2.59686,21.9071,13.2067
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,2.76429,0.002649,7.85164,2.55898,21.7901,13.1776
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,2.76042,0.002689,7.82335,2.63987,21.8418,13.2263
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,2.75958,0.002676,7.83738,2.60403,21.9039,13.2037
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,2.76374,0.002734,7.8311,2.59379,21.8184,13.1914
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,2.76157,0.002857,7.86061,2.6583,21.922,13.2833
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,2.75814,0.002738,7.82879,2.63066,21.925,13.2203
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,2.7585,0.00277,7.83532,2.59379,21.848,13.1904
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,2.76067,0.002859,7.82366,2.64294,21.7505,13.2301
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,2.75952,0.002959,7.83627,2.69312,21.868,13.2919
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,2.76042,0.002927,7.82287,2.54362,21.8632,13.1298
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,2.76298,0.002739,7.84127,2.52723,21.7455,13.1342
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,2.75978,0.002736,7.83538,2.59174,21.8418,13.1896
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,2.76038,0.002865,7.82111,2.55488,21.774,13.1392
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,2.76064,0.002697,7.84464,2.60915,21.8214,13.2171
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,2.75981,0.002717,7.83833,2.5815,21.8182,13.1824
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,2.76262,0.002806,7.81929,2.6153,21.8419,13.2
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,2.76189,0.00267,7.82536,2.55795,21.792,13.1479
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,2.76038,0.002705,7.83171,2.5897,21.7763,13.1845
