dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.648928,0.004221,0.113244,0.45568,1.33496,1.22207
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,12,28.3418,0.004262,1.60859,0.970752,31.0212,30.9254
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,13,28.5983,0.004421,1.63828,0.971776,31.3088,31.2128
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,14,28.2315,0.004325,1.61568,0.9728,30.9256,30.8243
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,15,28.037,0.004127,1.60593,0.971776,30.7132,30.6188
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,16,28.3403,0.004235,1.61143,0.975872,31.0338,30.9318
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,17,28.1522,0.004378,1.60457,0.969728,30.8268,30.7309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,18,28.2452,0.004193,1.60732,0.971776,30.9246,30.8285
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,19,28.3251,0.004564,1.61165,0.966656,31.0071,30.908
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,0,53.5486,0.00321,4.80175,1.89235,60.348,60.2459
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,1,54.4077,0.00349,4.76161,1.88006,61.1442,61.0529
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,2,54.0707,0.003286,4.78364,1.88416,60.8318,60.7417
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,3,53.9868,0.003233,4.77243,1.87802,60.7281,60.6405
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,4,54.0841,0.003218,4.7632,1.88006,60.8212,60.7306
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,5,53.9255,0.003202,4.78627,1.88006,60.6801,60.5951
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,6,53.8207,0.003326,4.76621,1.88006,60.5613,60.4703
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,7,54.6436,0.003215,4.81534,1.8903,61.4426,61.3524
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,8,54.6565,0.003291,4.79587,1.88109,61.4234,61.3368
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,9,53.7875,0.003274,4.75842,1.87802,60.5133,60.4272
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,10,53.8967,0.003199,4.75093,1.88826,60.6245,60.5391
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,11,54.7312,0.003346,4.79598,1.88211,61.5054,61.4126
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,12,54.5596,0.00318,4.76546,1.88416,61.3026,61.2124
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,13,54.0577,0.003262,4.79729,1.87392,60.8208,60.7321
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,14,54.6267,0.003496,4.76773,1.88006,61.3662,61.278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,15,54.1172,0.003203,4.74421,1.88109,60.8352,60.7458
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,16,54.2924,0.003187,4.77212,1.88211,61.0374,60.9498
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,17,54.8619,0.00322,4.78356,1.88314,61.6209,61.5318
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,18,54.4799,0.00317,4.75059,1.87699,61.1936,61.1106
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,19,54.1444,0.003258,4.75524,1.87904,60.8715,60.7819
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,0,93.0118,0.00346,9.0729,3.25734,105.437,105.345
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,1,92.6486,0.003133,9.27074,3.2512,105.262,105.174
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,2,93.0239,0.003253,9.25209,3.2512,105.62,105.53
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,3,92.1274,0.003248,9.08419,3.24915,104.558,104.464
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,4,93.51,0.003264,9.13223,3.25325,105.988,105.899
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,5,93.5771,0.00329,9.22771,3.25325,106.154,106.061
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,6,93.6295,0.003185,9.17389,3.26349,106.161,106.07
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,7,93.2057,0.003059,9.22337,3.24198,105.764,105.674
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,8,92.3166,0.003152,9.03427,3.25325,104.708,104.607
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,9,93.4353,0.003487,9.18346,3.25325,105.964,105.875
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,10,93.9744,0.003166,9.35335,3.26246,106.684,106.593
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,11,93.7501,0.003219,8.87066,3.24813,105.963,105.872
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,12,93.1677,0.003205,8.93929,3.2471,105.45,105.357
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,13,92.994,0.003151,9.30078,3.2512,105.642,105.549
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,14,92.3026,0.003178,9.10585,3.24096,104.743,104.653
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,15,93.7577,0.004253,9.3793,3.26758,106.515,106.409
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,16,93.0596,0.003513,9.3388,3.24915,105.74,105.651
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,17,93.2169,0.003256,9.175,3.25734,105.739,105.653
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,18,94.4415,0.003232,9.03713,3.2471,106.822,106.729
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,19,92.6704,0.003179,9.08667,3.25018,105.103,105.01
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,0,145.386,0.003205,14.3587,5.32992,165.17,165.078
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,1,145.91,0.00332,13.9923,5.3289,165.33,165.235
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,2,146.517,0.003259,14.0454,5.34323,166.004,165.909
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,3,145.79,0.003206,14.4937,5.34221,165.726,165.629
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,4,145.573,0.003542,14.0776,5.33709,165.084,164.991
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,5,146.61,0.003234,14.3793,5.34016,166.425,166.332
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,6,144.709,0.00324,14.2175,5.33094,164.352,164.261
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,7,146.124,0.003308,14.3392,5.34835,165.908,165.815
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,8,146.893,0.003433,14.1888,5.32378,166.504,166.409
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,9,145.739,0.003356,14.4591,5.33504,165.627,165.536
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,10,145.875,0.003182,14.1108,5.33709,165.417,165.326
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,11,146.584,0.003517,14.3901,5.32992,166.403,166.307
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,12,146.66,0.003273,14.3752,5.32787,166.457,166.366
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,13,147.926,0.003286,14.0323,5.33709,167.392,167.298
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,14,147.031,0.003304,13.9593,5.3463,166.433,166.34
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,15,146.921,0.003576,14.3482,5.33709,166.705,166.61
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,16,148.656,0.003534,13.9751,5.33709,168.068,167.972
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,17,148.512,0.00368,14.1164,5.32173,168.05,167.954
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,18,146.71,0.003496,14.0219,5.32378,166.153,166.059
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,19,147.812,0.003249,14.1938,5.33606,167.44,167.345
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,0,222.506,0.003293,33.2284,7.49056,263.322,263.228
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,1,220.529,0.00323,33.3179,7.5008,261.44,261.351
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,2,221.698,0.003216,32.6452,7.48339,261.922,261.83
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,3,218.685,0.003392,32.2585,7.49261,258.53,258.44
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,4,219.222,0.003286,31.8141,7.47008,258.6,258.509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,5,219.394,0.003421,32.2442,7.49773,259.228,259.139
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,6,223.522,0.003434,31.3499,7.49261,262.463,262.368
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,7,219.388,0.003205,32.8468,7.49158,259.819,259.73
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,8,222.953,0.003212,32.2184,7.47213,262.738,262.647
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,9,222.607,0.003496,32.9737,7.49363,263.169,263.078
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,10,222.346,0.00319,32.3319,7.48339,262.255,262.164
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,11,224.329,0.003189,32.3998,7.49261,264.322,264.225
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,12,219.22,0.004138,33.0364,7.48544,259.848,259.746
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,13,220.121,0.003226,32.2244,7.48851,259.929,259.838
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,14,220.582,0.003189,33.6936,7.48442,261.855,261.763
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,15,222.148,0.003184,32.7236,7.47827,262.445,262.353
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,16,220.467,0.003209,32.1444,7.47622,260.182,260.091
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,17,221.371,0.003199,32.2388,7.47827,261.184,261.091
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,18,218.935,0.003471,32.9833,7.49978,259.531,259.422
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,19,221.555,0.003171,32.3084,7.48032,261.437,261.347
