dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ns | Ns",64,0,0.05616,0,0.072732,0.357376,0.583637,0.486268
1,double,uniform,CPU,"Ns | Ns",128,3,0.026912,0,0.025624,0.012288,0.115937,0.064824
1,double,uniform,CPU,"Ns | Ns",128,4,0.026528,0,0.024647,0.018432,0.121336,0.069607
1,double,uniform,CPU,"Ns | Ns",128,5,0.025536,0,0.024658,0.013312,0.114447,0.063506
1,double,uniform,CPU,"Ns | Ns",128,6,0.026176,0,0.025315,0.012288,0.115923,0.063779
1,double,uniform,CPU,"Ns | Ns",128,7,0.025728,0,0.024937,0.011264,0.113829,0.061929
1,double,uniform,CPU,"Ns | Ns",128,8,0.026112,0,0.024599,0.014336,0.113793,0.065047
1,double,uniform,CPU,"Ns | Ns",128,9,0.025408,0,0.025324,0.011264,0.11769,0.061996
1,double,uniform,CPU,"Ns | Ns",128,10,0.026528,0,0.024776,0.013312,0.113781,0.064616
1,double,uniform,CPU,"Ns | Ns",128,11,0.02576,0,0.02473,0.013312,0.114492,0.063802
1,double,uniform,CPU,"Ns | Ns",128,12,0.026272,0,0.024398,0.013312,0.114044,0.063982
1,double,uniform,CPU,"Ns | Ns",128,13,0.025472,0,0.025507,0.013312,0.116113,0.064291
1,double,uniform,CPU,"Ns | Ns",128,14,0.02512,0,0.024739,0.013312,0.114049,0.063171
1,double,uniform,CPU,"Ns | Ns",128,15,0.025088,0,0.025361,0.012288,0.11384,0.062737
1,double,uniform,CPU,"Ns | Ns",128,16,0.0256,0,0.028217,0.012288,0.117681,0.066105
1,double,uniform,CPU,"Ns | Ns",128,17,0.025376,0,0.024812,0.012288,0.114342,0.062476
1,double,uniform,CPU,"Ns | Ns",128,18,0.025632,0,0.024513,0.013312,0.11398,0.063457
1,double,uniform,CPU,"Ns | Ns",128,19,0.02672,0,0.024961,0.012288,0.114463,0.063969
1,double,uniform,CPU,"Ns | Ns",192,0,0.033536,0,0.039808,0.02048,0.160841,0.093824
1,double,uniform,CPU,"Ns | Ns",192,1,0.027936,0,0.029273,0.016384,0.129543,0.073593
1,double,uniform,CPU,"Ns | Ns",192,2,0.02704,0,0.026869,0.014336,0.118926,0.068245
1,double,uniform,CPU,"Ns | Ns",192,3,0.025888,0,0.026741,0.012288,0.117229,0.064917
1,double,uniform,CPU,"Ns | Ns",192,4,0.026688,0,0.032316,0.013312,0.122977,0.072316
1,double,uniform,CPU,"Ns | Ns",192,5,0.026848,0,0.025911,0.012288,0.11461,0.065047
1,double,uniform,CPU,"Ns | Ns",192,6,0.025824,0,0.026346,0.013312,0.115559,0.065482
1,double,uniform,CPU,"Ns | Ns",192,7,0.026528,0,0.026264,0.142336,0.247951,0.195128
1,double,uniform,CPU,"Ns | Ns",192,8,0.02624,0,0.029484,0.012288,0.119256,0.068012
1,double,uniform,CPU,"Ns | Ns",192,9,0.026208,0,0.025753,0.013312,0.115041,0.065273
1,double,uniform,CPU,"Ns | Ns",192,10,0.02592,0,0.026348,0.01024,0.115325,0.062508
1,double,uniform,CPU,"Ns | Ns",192,11,0.025952,0,0.0258,0.012288,0.11474,0.06404
1,double,uniform,CPU,"Ns | Ns",192,12,0.026784,0,0.025791,0.012288,0.115535,0.064863
1,double,uniform,CPU,"Ns | Ns",192,13,0.026528,0,0.026555,0.013312,0.115683,0.066395
1,double,uniform,CPU,"Ns | Ns",192,14,0.025696,0,0.026053,0.013312,0.115288,0.065061
1,double,uniform,CPU,"Ns | Ns",192,15,0.025664,0,0.029513,0.013312,0.120486,0.068489
1,double,uniform,CPU,"Ns | Ns",192,16,0.026976,0,0.026007,0.014336,0.116669,0.067319
1,double,uniform,CPU,"Ns | Ns",192,17,0.02464,0,0.026588,0.012288,0.116891,0.063516
1,double,uniform,CPU,"Ns | Ns",192,18,0.026688,0,0.025897,0.011264,0.114369,0.063849
1,double,uniform,CPU,"Ns | Ns",192,19,0.032128,0,0.02636,0.011264,0.123124,0.069752
1,double,uniform,CPU,"Ns | Ns",256,0,0.037888,0,0.040775,0.018432,0.158906,0.097095
1,double,uniform,CPU,"Ns | Ns",256,1,0.028864,0,0.027875,0.017408,0.125865,0.074147
1,double,uniform,CPU,"Ns | Ns",256,2,0.028,0,0.025647,0.013312,0.118495,0.066959
1,double,uniform,CPU,"Ns | Ns",256,3,0.026144,0,0.025789,0.013312,0.115123,0.065245
1,double,uniform,CPU,"Ns | Ns",256,4,0.027616,0,0.025156,0.012288,0.115347,0.06506
1,double,uniform,CPU,"Ns | Ns",256,5,0.027296,0,0.025612,0.012288,0.116627,0.065196
1,double,uniform,CPU,"Ns | Ns",256,6,0.026176,0,0.025619,0.011264,0.114563,0.063059
1,double,uniform,CPU,"Ns | Ns",256,7,0.026656,0,0.025219,0.012288,0.118273,0.064163
1,double,uniform,CPU,"Ns | Ns",256,8,0.0264,0,0.024881,0.012288,0.113839,0.063569
1,double,uniform,CPU,"Ns | Ns",256,9,0.0272,0,0.025408,0.013312,0.122173,0.06592
1,double,uniform,CPU,"Ns | Ns",256,10,0.02752,0,0.025437,0.013312,0.115879,0.066269
1,double,uniform,CPU,"Ns | Ns",256,11,0.025312,0,0.025887,0.012288,0.113755,0.063487
1,double,uniform,CPU,"Ns | Ns",256,12,0.02624,0,0.024739,0.012288,0.113503,0.063267
1,double,uniform,CPU,"Ns | Ns",256,13,0.02512,0,0.025123,0.012288,0.115338,0.062531
1,double,uniform,CPU,"Ns | Ns",256,14,0.0272,0,0.025316,0.013312,0.115784,0.065828
1,double,uniform,CPU,"Ns | Ns",256,15,0.026752,0,0.025167,0.012288,0.114048,0.064207
1,double,uniform,CPU,"Ns | Ns",256,16,0.026016,0,0.025508,0.012288,0.114525,0.063812
1,double,uniform,CPU,"Ns | Ns",256,17,0.026752,0,0.025604,0.017408,0.12073,0.069764
1,double,uniform,CPU,"Ns | Ns",256,18,0.025344,0,0.025358,0.012288,0.113606,0.06299
1,double,uniform,CPU,"Ns | Ns",256,19,0.026048,0,0.024814,0.012288,0.114723,0.06315
1,double,uniform,CPU,"Ns | Ns",320,0,0.036544,0,0.03869,0.019456,0.156257,0.09469
1,double,uniform,CPU,"Ns | Ns",320,1,0.02928,0,0.028467,0.01536,0.124842,0.073107
1,double,uniform,CPU,"Ns | Ns",320,2,0.027168,0,0.02741,0.012288,0.119857,0.066866
1,double,uniform,CPU,"Ns | Ns",320,3,0.0264,0,0.026341,0.012288,0.117865,0.065029
1,double,uniform,CPU,"Ns | Ns",320,4,0.026176,0,0.025578,0.012288,0.116831,0.064042
1,double,uniform,CPU,"Ns | Ns",320,5,0.034592,0,0.027689,0.016384,0.132885,0.078665
1,double,uniform,CPU,"Ns | Ns",320,6,0.02704,0,0.025767,0.012288,0.116527,0.065095
1,double,uniform,CPU,"Ns | Ns",320,7,0.0264,0,0.026472,0.01536,0.121256,0.068232
1,double,uniform,CPU,"Ns | Ns",320,8,0.026848,0,0.025572,0.014336,0.125701,0.066756
1,double,uniform,CPU,"Ns | Ns",320,9,0.025152,0,0.025517,0.014336,0.116343,0.065005
1,double,uniform,CPU,"Ns | Ns",320,10,0.02768,0,0.0257,0.013312,0.116372,0.066692
1,double,uniform,CPU,"Ns | Ns",320,11,0.026272,0,0.025923,0.012288,0.116111,0.064483
1,double,uniform,CPU,"Ns | Ns",320,12,0.028512,0,0.02553,0.012288,0.228832,0.06633
1,double,uniform,CPU,"Ns | Ns",320,13,0.02672,0,0.026176,0.012288,0.117744,0.065184
1,double,uniform,CPU,"Ns | Ns",320,14,0.027712,0,0.025823,0.012288,0.117108,0.065823
1,double,uniform,CPU,"Ns | Ns",320,15,0.026624,0,0.026765,0.012288,0.116693,0.065677
1,double,uniform,CPU,"Ns | Ns",320,16,0.026304,0,0.026034,0.013312,0.116264,0.06565
1,double,uniform,CPU,"Ns | Ns",320,17,0.026496,0,0.025415,0.012288,0.116381,0.064199
1,double,uniform,CPU,"Ns | Ns",320,18,0.027776,0,0.026018,0.011264,0.123708,0.065058
1,double,uniform,CPU,"Ns | Ns",320,19,0.027008,0,0.025276,0.012288,0.114688,0.064572
1,double,uniform,CPU,"Ns | Ns",384,0,0.043776,0,0.053813,0.024576,0.193473,0.122165
1,double,uniform,CPU,"Ns | Ns",384,1,0.032064,0,0.031242,0.016384,0.132959,0.07969
1,double,uniform,CPU,"Ns | Ns",384,2,0.028672,0,0.027928,0.012288,0.120636,0.068888
1,double,uniform,CPU,"Ns | Ns",384,3,0.02784,0,0.02741,0.013312,0.119923,0.068562
1,double,uniform,CPU,"Ns | Ns",384,4,0.026624,0,0.030457,0.013312,0.125909,0.070393
1,double,uniform,CPU,"Ns | Ns",384,5,0.027968,0,0.027916,0.011264,0.118753,0.067148
1,double,uniform,CPU,"Ns | Ns",384,6,0.026336,0,0.027411,0.013312,0.118188,0.067059
1,double,uniform,CPU,"Ns | Ns",384,7,0.026144,0,0.033272,0.012288,0.123786,0.071704
1,double,uniform,CPU,"Ns | Ns",384,8,0.027264,0,0.027456,0.012288,0.116724,0.067008
1,double,uniform,CPU,"Ns | Ns",384,9,0.02704,0,0.027213,0.012288,0.11716,0.066541
1,double,uniform,CPU,"Ns | Ns",384,10,0.034112,0,0.027386,0.012288,0.124935,0.073786
1,double,uniform,CPU,"Ns | Ns",384,11,0.027296,0,0.027752,0.012288,0.121001,0.067336
1,double,uniform,CPU,"Ns | Ns",384,12,0.027072,0,0.027741,0.013312,0.118769,0.068125
1,double,uniform,CPU,"Ns | Ns",384,13,0.02816,0,0.027369,0.012288,0.124088,0.067817
1,double,uniform,CPU,"Ns | Ns",384,14,0.027776,0,0.027912,0.013312,0.118157,0.069
1,double,uniform,CPU,"Ns | Ns",384,15,0.029952,0,0.027193,0.012288,0.120813,0.069433
1,double,uniform,CPU,"Ns | Ns",384,16,0.026848,0,0.027005,0.012288,0.117275,0.066141
1,double,uniform,CPU,"Ns | Ns",384,17,0.027776,0,0.027484,0.012288,0.121599,0.067548
1,double,uniform,CPU,"Ns | Ns",384,18,0.027008,0,0.027042,0.011264,0.116875,0.065314
1,double,uniform,CPU,"Ns | Ns",384,19,0.026272,0,0.027058,0.013312,0.116955,0.066642
1,double,uniform,CPU,"Ns | Ns",448,0,0.037728,0,0.037799,0.018432,0.154738,0.093959
1,double,uniform,CPU,"Ns | Ns",448,1,0.029216,0,0.028232,0.014336,0.126146,0.071784
1,double,uniform,CPU,"Ns | Ns",448,2,0.027456,0,0.027051,0.014336,0.120171,0.068843
1,double,uniform,CPU,"Ns | Ns",448,3,0.0344,0,0.026379,0.012288,0.128422,0.073067
1,double,uniform,CPU,"Ns | Ns",448,4,0.02768,0,0.025796,0.012288,0.117051,0.065764
1,double,uniform,CPU,"Ns | Ns",448,5,0.027584,0,0.025976,0.012288,0.116156,0.065848
1,double,uniform,CPU,"Ns | Ns",448,6,0.028416,0,0.030424,0.012288,0.121791,0.071128
1,double,uniform,CPU,"Ns | Ns",448,7,0.027648,0,0.02617,0.011264,0.116216,0.065082
1,double,uniform,CPU,"Ns | Ns",448,8,0.028064,0,0.025746,0.012288,0.115469,0.066098
1,double,uniform,CPU,"Ns | Ns",448,9,0.026752,0,0.025343,0.012288,0.119265,0.064383
1,double,uniform,CPU,"Ns | Ns",448,10,0.027456,0,0.026137,0.012288,0.115824,0.065881
1,double,uniform,CPU,"Ns | Ns",448,11,0.027808,0,0.025464,0.013312,0.116576,0.066584
1,double,uniform,CPU,"Ns | Ns",448,12,0.02688,0,0.025971,0.013312,0.122674,0.066163
1,double,uniform,CPU,"Ns | Ns",448,13,0.027168,0,0.02569,0.013312,0.116105,0.06617
1,double,uniform,CPU,"Ns | Ns",448,14,0.026816,0,0.025516,0.012288,0.115664,0.06462
1,double,uniform,CPU,"Ns | Ns",448,15,0.027328,0,0.025286,0.011264,0.115611,0.063878
1,double,uniform,CPU,"Ns | Ns",448,16,0.026528,0,0.028776,0.012288,0.11909,0.067592
1,double,uniform,CPU,"Ns | Ns",448,17,0.026528,0,0.025814,0.013312,0.116476,0.065654
1,double,uniform,CPU,"Ns | Ns",448,18,0.027456,0,0.025426,0.013312,0.116035,0.066194
1,double,uniform,CPU,"Ns | Ns",448,19,0.026912,0,0.025863,0.011264,0.115523,0.064039
1,double,uniform,CPU,"Ns | Ns",512,0,0.041824,0,0.038662,0.021504,0.16428,0.10199
1,double,uniform,CPU,"Ns | Ns",512,1,0.030048,0,0.028571,0.01536,0.129237,0.073979
1,double,uniform,CPU,"Ns | Ns",512,2,0.029632,0,0.026835,0.014336,0.12192,0.070803
1,double,uniform,CPU,"Ns | Ns",512,3,0.029248,0,0.026242,0.013312,0.120282,0.068802
1,double,uniform,CPU,"Ns | Ns",512,4,0.027936,0,0.026047,0.013312,0.119056,0.067295
1,double,uniform,CPU,"Ns | Ns",512,5,0.028192,0,0.025605,0.014336,0.117784,0.068133
1,double,uniform,CPU,"Ns | Ns",512,6,0.027968,0,0.025582,0.012288,0.118019,0.065838
1,double,uniform,CPU,"Ns | Ns",512,7,0.027552,0,0.025488,0.012288,0.116593,0.065328
1,double,uniform,CPU,"Ns | Ns",512,8,0.027136,0,0.028846,0.012288,0.120041,0.06827
1,double,uniform,CPU,"Ns | Ns",512,9,0.02736,0,0.025875,0.012288,0.11759,0.065523
1,double,uniform,CPU,"Ns | Ns",512,10,0.027328,0,0.025628,0.013312,0.116197,0.066268
1,double,uniform,CPU,"Ns | Ns",512,11,0.028192,0,0.025265,0.012288,0.117726,0.065745
1,double,uniform,CPU,"Ns | Ns",512,12,0.027488,0,0.025598,0.012288,0.117554,0.065374
1,double,uniform,CPU,"Ns | Ns",512,13,0.026976,0,0.026134,0.012288,0.116853,0.065398
1,double,uniform,CPU,"Ns | Ns",512,14,0.027904,0,0.026015,0.012288,0.116342,0.066207
1,double,uniform,CPU,"Ns | Ns",512,15,0.026848,0,0.025521,0.012288,0.125818,0.064657
1,double,uniform,CPU,"Ns | Ns",512,16,0.027456,0,0.025518,0.012288,0.116123,0.065262
1,double,uniform,CPU,"Ns | Ns",512,17,0.027168,0,0.025267,0.013312,0.116927,0.065747
1,double,uniform,CPU,"Ns | Ns",512,18,0.027232,0,0.025179,0.012288,0.117397,0.064699
1,double,uniform,CPU,"Ns | Ns",512,19,0.02832,0,0.025583,0.013312,0.116763,0.067215
