dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,1.09514,0.004128,0.132797,0.380928,1.72331,1.61299
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,228.939,0.003129,12.8122,2.6839,244.523,244.439
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,228.273,0.003057,12.813,2.67981,243.854,243.769
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,231.289,0.003008,12.8193,2.67366,246.872,246.785
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,227.493,0.002981,12.8208,2.68595,243.094,243.003
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,230.051,0.003519,12.8226,2.6839,245.647,245.561
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,227.66,0.003004,12.8068,2.68288,243.236,243.152
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,232.115,0.00332,12.8229,2.68288,247.709,247.624
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,229.83,0.003515,12.815,2.67878,245.413,245.327
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,230.84,0.003004,12.8117,2.68186,246.42,246.337
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,230.009,0.002947,12.8298,2.68698,245.615,245.529
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,228.445,0.003373,12.8092,2.68288,244.029,243.94
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,229.86,0.00312,12.8126,2.68493,245.453,245.36
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,230.227,0.00312,12.8059,2.70234,245.823,245.738
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,229.253,0.003314,12.8143,2.68902,244.845,244.759
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,229.246,0.003036,12.8283,2.68493,244.846,244.762
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,229.527,0.003006,12.8165,2.68186,245.112,245.029
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,228.563,0.003282,12.8177,2.68595,244.155,244.07
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,230.202,0.00351,12.8206,2.68083,245.791,245.707
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,227.853,0.003002,12.8082,2.68902,243.437,243.353
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,291.942,0.003135,31.9473,4.36736,328.356,328.259
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,295.178,0.003038,29.6661,4.33459,329.269,329.182
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,295,0.003317,28.1444,4.29568,327.528,327.444
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,296.753,0.002999,28.0645,4.29978,329.204,329.12
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,293.803,0.002995,28.0592,4.29158,326.243,326.157
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,297.54,0.003024,28.0703,4.29875,329.999,329.912
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,297.742,0.003513,28.0685,4.29363,330.2,330.108
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,296.996,0.002985,28.0569,4.29466,329.441,329.351
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,292.327,0.003046,28.0698,4.29363,324.778,324.694
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,293.878,0.003694,28.0666,4.3049,326.338,326.253
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,296.623,0.003006,28.0698,4.29568,329.076,328.991
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,293.344,0.003032,28.058,4.29568,325.785,325.701
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,291.748,0.003098,28.0703,4.29773,324.206,324.12
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,293.439,0.003099,28.065,4.28646,325.882,325.793
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,292.856,0.003044,28.0604,4.29978,325.307,325.219
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,294.976,0.003122,28.061,4.29466,327.419,327.334
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,295.882,0.003093,28.0589,4.30387,328.334,328.247
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,294.935,0.003069,28.0625,4.29875,327.393,327.3
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,293.612,0.003038,28.0658,4.2967,326.062,325.978
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,292.959,0.003382,28.0605,4.29978,325.411,325.323
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,444.234,0.002788,45.6463,5.94432,495.911,495.828
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,440.435,0.003013,45.6241,5.92589,492.073,491.988
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,439.779,0.002786,45.5154,5.92486,491.303,491.222
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,444.593,0.003299,45.6533,5.9392,496.271,496.189
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,434.582,0.002803,45.7666,5.9351,486.367,486.287
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,439.672,0.002764,45.662,5.92384,491.341,491.26
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,439.45,0.002809,45.8686,5.93818,491.342,491.259
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,442.722,0.002895,45.6839,5.94022,494.433,494.349
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,435.715,0.002914,45.6751,5.92589,487.401,487.319
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,444.956,0.002909,45.629,5.92179,496.6,496.509
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,445.123,0.002805,45.4156,5.91974,496.543,496.461
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,439.637,0.003335,45.52,5.93715,491.179,491.097
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,445.476,0.003113,45.5631,5.93818,497.063,496.98
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,441.291,0.00273,45.5608,5.93408,492.873,492.788
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,444.072,0.003154,45.8347,5.92282,495.919,495.832
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,445.419,0.00268,45.5846,5.94227,497.027,496.949
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,439.68,0.003195,45.9328,5.93306,491.628,491.549
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,439.89,0.002627,45.3446,5.94022,491.257,491.177
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,439.556,0.002645,45.6222,5.92794,491.185,491.109
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,444.244,0.00267,45.469,5.93306,495.728,495.649
