dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,1.04986,0,0.116844,0.388096,1.65523,1.5548
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,23.8903,0,1.12139,0.362496,25.5287,25.3742
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,23.6527,0,1.12862,0.364544,25.2241,25.1458
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,24.221,0,1.13236,0.366592,25.8003,25.7199
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,23.5759,0,1.12558,0.36352,25.1433,25.065
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,24.2757,0,1.12191,0.369664,25.8466,25.7673
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,23.922,0,1.12462,0.361472,25.4809,25.4081
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,23.6495,0,1.12715,0.366592,25.2242,25.1432
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,23.8788,0,1.12717,0.366592,25.4536,25.3725
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,24.3589,0,1.12274,0.36352,25.9255,25.8451
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,24.3159,0,1.13431,0.367616,25.9027,25.8179
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,24.3199,0,1.13031,0.362496,25.8937,25.8127
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,24.1295,0,1.12347,0.365568,25.6977,25.6185
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,24.2138,0,1.12234,0.361472,25.7779,25.6976
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,24.2099,0,1.12458,0.364544,25.778,25.699
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,23.883,0,1.12479,0.366592,25.4559,25.3744
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,23.8912,0,1.13032,0.364544,25.4648,25.3861
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,24.0132,0,1.13243,0.36352,25.5886,25.5092
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,23.7645,0,1.13244,0.36352,25.3375,25.2604
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,55.9677,0,2.85537,0.818176,59.7298,59.6413
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,56.1644,0,2.80851,0.816128,59.8623,59.7891
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,56.2613,0,2.8075,0.812032,59.9569,59.8808
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,56.1314,0,2.81459,0.815104,59.8382,59.7611
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,56.2181,0,2.81702,0.81408,59.9233,59.8492
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,56.3057,0,2.81153,0.815104,60.0107,59.9324
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,56.094,0,2.80881,0.815104,59.795,59.718
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,55.6044,0,2.81709,0.81408,59.3164,59.2355
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,56.3483,0,2.81125,0.809984,60.0487,59.9695
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,56.2817,0,2.8201,0.817152,59.9925,59.919
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,55.6852,0,2.82524,0.812032,59.4108,59.3224
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,56.1976,0,2.81837,0.81408,59.9094,59.8301
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,56.4499,0,2.82185,0.813056,60.1575,60.0848
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,55.5918,0,2.81781,0.81408,59.3015,59.2237
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,55.4239,0,2.80264,0.81408,59.1175,59.0406
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,55.4229,0,2.8007,0.812032,59.1182,59.0356
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,55.9103,0,2.81385,0.816128,59.6165,59.5403
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,55.5412,0,2.8212,0.812032,59.2483,59.1744
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,55.9327,0,2.81018,0.813056,59.6331,59.5559
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,57.0501,0,2.81649,0.811008,60.7564,60.6776
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,107.022,0,7.11328,1.57901,115.805,115.714
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,108.081,0,7.07427,1.57901,116.813,116.734
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,108.478,0,7.08077,1.57491,117.212,117.134
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,107.597,0,7.08603,1.57082,116.33,116.254
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,107.983,0,7.08354,1.58515,116.726,116.652
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,107.588,0,7.08305,1.57389,116.321,116.245
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,107.897,0,7.07467,1.57491,116.626,116.547
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,108.1,0,7.08602,1.58003,116.844,116.766
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,108.19,0,7.08305,1.5657,116.92,116.839
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,108.155,0,7.08485,1.5831,116.902,116.823
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,108.356,0,7.08396,1.58106,117.099,117.021
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,106.964,0,7.09306,1.57491,115.711,115.632
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,107.454,0,7.08195,1.57082,116.184,116.107
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,108.097,0,7.08562,1.57798,116.837,116.761
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,106.429,0,7.0706,1.57901,115.158,115.079
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,107.3,0,7.07696,1.57389,116.029,115.951
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,108.317,0,7.08514,1.57491,117.053,116.977
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,107.877,0,7.08374,1.57491,116.613,116.536
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,107.376,0,7.08473,1.57491,116.116,116.036
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,107.409,0,7.07098,1.56774,116.124,116.048
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,230.672,0,12.7835,2.74944,246.286,246.205
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,230.906,0,12.7445,2.74944,246.483,246.4
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,228.363,0,12.7567,2.73715,243.936,243.857
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,230.903,0,12.7634,2.73408,246.494,246.4
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,230.648,0,12.7707,2.75354,246.262,246.172
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,229.588,0,12.7581,2.7392,245.164,245.085
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,230.254,0,12.7514,2.74125,245.826,245.747
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,228.453,0,12.7426,2.74125,244.02,243.936
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,230.137,0,12.7602,2.73613,245.711,245.634
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,229.168,0,12.7437,2.74637,244.738,244.658
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,228.384,0,12.7587,2.73101,243.957,243.873
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,229.561,0,12.7553,2.74534,245.141,245.062
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,229.89,0,12.7455,2.74432,245.458,245.38
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,231.101,0,12.7631,2.7392,246.683,246.603
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,230.23,0,12.7439,2.74227,245.799,245.716
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,229.707,0,12.7469,2.7392,245.274,245.193
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,227.659,0,12.7568,2.74432,243.237,243.16
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,229.342,0,12.7454,2.74227,244.909,244.829
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,230.142,0,12.7566,2.74534,245.723,245.644
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,230.957,0,12.7515,2.74432,246.532,246.453
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,292.696,0,31.7013,4.43699,328.914,328.834
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,293.853,0,29.0938,4.3817,327.408,327.328
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,294.092,0,27.9973,4.36122,326.526,326.45
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,294.313,0,27.9916,4.35712,326.738,326.661
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,294.574,0,27.9897,4.35712,327.008,326.921
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,293.783,0,28.0062,4.37043,326.243,326.16
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,294.789,0,27.9865,4.35917,327.211,327.134
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,293.227,0,27.9878,4.37146,325.669,325.587
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,295.127,0,27.9905,4.37146,327.567,327.489
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,293.532,0,27.9904,4.36531,325.966,325.888
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,300.719,0,27.9855,4.35507,333.139,333.06
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,295.234,0,27.9898,4.37146,327.672,327.595
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,291.849,0,27.984,4.36224,324.273,324.195
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,297.362,0,27.9917,4.35814,329.79,329.712
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,292.219,0,27.9886,4.35712,324.643,324.564
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,298.442,0,27.983,4.35917,330.863,330.784
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,294.968,0,27.9872,4.36838,327.4,327.324
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,293.255,0,27.9806,4.37043,325.681,325.606
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,294.367,0,27.9846,4.35814,326.788,326.71
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,295.486,0,27.997,4.37248,327.934,327.855
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,438.328,0,45.8243,6.01395,490.245,490.166
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,445.106,0,46.1881,6.0201,497.394,497.314
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,439.408,0,46.1971,6.00576,491.689,491.611
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,441.761,0,46.0602,6.01088,493.912,493.832
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,442.199,0,46.09,6.02112,494.392,494.31
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,441.855,0,45.7803,6.02112,493.769,493.656
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,438.765,0,46.0239,6.02522,490.893,490.814
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,441.971,0,46.031,6.016,494.095,494.018
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,438.08,0,45.8516,6.01293,490.022,489.945
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,444.499,0,46.0342,6.02419,496.635,496.557
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,437.828,0,46.3244,6.016,490.248,490.169
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,437.887,0,45.9836,6.0201,489.964,489.89
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,447.214,0,45.8379,6.02419,499.157,499.076
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,438.197,0,46.0394,6.01395,490.33,490.25
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,438.075,0,45.8992,6.02214,490.071,489.996
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,437.344,0,46.0408,6.01907,489.476,489.404
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,436.879,0,45.8353,6.01088,488.801,488.725
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,441.417,0,45.771,6.01293,493.276,493.2
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,438.285,0,46.029,6.0201,490.407,490.334
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,440.676,0,46.216,6.00986,492.999,492.902
