dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",64,0,0.634464,0,0.105715,0.361472,1.20503,1.10165
3,float,uniform,CPU,"D | D | D | D | D | D",320,19,53.6149,0,19.1187,0.891904,73.7006,73.6256
3,float,uniform,CPU,"D | D | D | D | D | D",384,0,92.5161,0,8.86877,1.56467,103.023,102.95
3,float,uniform,CPU,"D | D | D | D | D | D",384,1,92.649,0,8.82923,1.56058,103.114,103.039
3,float,uniform,CPU,"D | D | D | D | D | D",384,2,92.7277,0,8.8313,1.55443,103.187,103.113
3,float,uniform,CPU,"D | D | D | D | D | D",384,3,93.482,0,8.82371,1.56058,103.942,103.866
3,float,uniform,CPU,"D | D | D | D | D | D",384,4,94.0656,0,8.82689,1.55136,104.518,104.444
3,float,uniform,CPU,"D | D | D | D | D | D",384,5,93.3638,0,8.83475,1.5575,103.829,103.756
3,float,uniform,CPU,"D | D | D | D | D | D",384,6,93.2114,0,8.82609,1.55853,103.669,103.596
3,float,uniform,CPU,"D | D | D | D | D | D",384,7,93.221,0,8.8336,1.55546,103.684,103.61
3,float,uniform,CPU,"D | D | D | D | D | D",384,8,94.1839,0,8.84101,1.56774,104.685,104.593
3,float,uniform,CPU,"D | D | D | D | D | D",384,9,92.9439,0,8.83761,1.55955,103.427,103.341
3,float,uniform,CPU,"D | D | D | D | D | D",384,10,92.3545,0,8.83269,1.55341,102.825,102.741
3,float,uniform,CPU,"D | D | D | D | D | D",384,11,92.4812,0,8.82706,1.55546,102.936,102.864
3,float,uniform,CPU,"D | D | D | D | D | D",384,12,91.7319,0,8.83554,1.5657,102.208,102.133
3,float,uniform,CPU,"D | D | D | D | D | D",384,13,91.7365,0,8.82804,1.56058,102.197,102.125
3,float,uniform,CPU,"D | D | D | D | D | D",384,14,92.1565,0,8.83323,1.55648,102.63,102.546
3,float,uniform,CPU,"D | D | D | D | D | D",384,15,93.6985,0,8.82873,1.56058,104.174,104.088
3,float,uniform,CPU,"D | D | D | D | D | D",384,16,93.5556,0,8.82814,1.56058,104.019,103.944
3,float,uniform,CPU,"D | D | D | D | D | D",384,17,93.6759,0,8.82497,1.55238,104.135,104.053
3,float,uniform,CPU,"D | D | D | D | D | D",384,18,93.8434,0,8.83108,1.54726,104.292,104.222
3,float,uniform,CPU,"D | D | D | D | D | D",384,19,92.9376,0,8.83548,1.54931,103.397,103.322
3,float,uniform,CPU,"D | D | D | D | D | D",448,0,146.29,0,24.1932,2.59482,173.154,173.078
3,float,uniform,CPU,"D | D | D | D | D | D",448,1,145.776,0,24.1738,2.58458,172.607,172.534
3,float,uniform,CPU,"D | D | D | D | D | D",448,2,147.928,0,24.1673,2.58765,174.759,174.683
3,float,uniform,CPU,"D | D | D | D | D | D",448,3,147.549,0,24.1648,2.59994,174.387,174.314
3,float,uniform,CPU,"D | D | D | D | D | D",448,4,147.934,0,24.1746,2.57741,174.76,174.686
3,float,uniform,CPU,"D | D | D | D | D | D",448,5,147.216,0,24.175,2.59277,174.059,173.984
3,float,uniform,CPU,"D | D | D | D | D | D",448,6,147.098,0,24.1742,2.59277,173.938,173.865
3,float,uniform,CPU,"D | D | D | D | D | D",448,7,146.033,0,24.1689,2.5897,172.868,172.792
3,float,uniform,CPU,"D | D | D | D | D | D",448,8,145.865,0,24.1645,2.58662,172.692,172.616
3,float,uniform,CPU,"D | D | D | D | D | D",448,9,148.376,0,24.1592,2.5897,175.199,175.124
3,float,uniform,CPU,"D | D | D | D | D | D",448,10,146.828,0,24.1815,2.5815,173.664,173.591
3,float,uniform,CPU,"D | D | D | D | D | D",448,11,146.96,0,24.1786,2.58662,173.804,173.725
3,float,uniform,CPU,"D | D | D | D | D | D",448,12,146.789,0,24.1673,2.59686,173.625,173.553
3,float,uniform,CPU,"D | D | D | D | D | D",448,13,145.594,0,24.173,2.5897,172.432,172.357
3,float,uniform,CPU,"D | D | D | D | D | D",448,14,145.595,0,24.1822,2.5815,172.431,172.358
3,float,uniform,CPU,"D | D | D | D | D | D",448,15,147.66,0,24.1643,2.58765,174.487,174.412
3,float,uniform,CPU,"D | D | D | D | D | D",448,16,145.199,0,24.1559,2.59686,172.025,171.952
3,float,uniform,CPU,"D | D | D | D | D | D",448,17,146.24,0,24.1568,2.58867,173.058,172.985
3,float,uniform,CPU,"D | D | D | D | D | D",448,18,145.422,0,24.1639,2.58253,172.244,172.168
3,float,uniform,CPU,"D | D | D | D | D | D",448,19,146.456,0,24.1717,2.59379,173.295,173.222
3,float,uniform,CPU,"D | D | D | D | D | D",512,0,222.076,0,31.5936,3.78163,257.531,257.451
3,float,uniform,CPU,"D | D | D | D | D | D",512,1,219.482,0,31.6531,3.77242,254.983,254.908
3,float,uniform,CPU,"D | D | D | D | D | D",512,2,220.835,0,31.6119,3.77856,256.299,256.225
3,float,uniform,CPU,"D | D | D | D | D | D",512,3,220.733,0,31.6242,3.7847,256.217,256.142
3,float,uniform,CPU,"D | D | D | D | D | D",512,4,220.966,0,31.6187,3.78675,256.45,256.371
3,float,uniform,CPU,"D | D | D | D | D | D",512,5,220.333,0,31.6059,3.78266,255.796,255.722
3,float,uniform,CPU,"D | D | D | D | D | D",512,6,221.048,0,31.618,3.78368,256.523,256.449
3,float,uniform,CPU,"D | D | D | D | D | D",512,7,218.882,0,31.5893,3.78266,254.328,254.254
3,float,uniform,CPU,"D | D | D | D | D | D",512,8,220.777,0,31.595,3.77754,256.224,256.149
3,float,uniform,CPU,"D | D | D | D | D | D",512,9,222.13,0,31.5851,3.7847,257.577,257.499
3,float,uniform,CPU,"D | D | D | D | D | D",512,10,222.773,0,31.5821,3.78368,258.215,258.138
3,float,uniform,CPU,"D | D | D | D | D | D",512,11,222.301,0,31.6383,3.77344,257.789,257.713
3,float,uniform,CPU,"D | D | D | D | D | D",512,12,217.805,0,31.5993,3.77242,253.254,253.177
3,float,uniform,CPU,"D | D | D | D | D | D",512,13,220.689,0,31.6276,3.79085,256.182,256.108
3,float,uniform,CPU,"D | D | D | D | D | D",512,14,222.205,0,31.5976,3.78266,257.658,257.585
3,float,uniform,CPU,"D | D | D | D | D | D",512,15,220.444,0,31.5903,3.77856,255.888,255.813
3,float,uniform,CPU,"D | D | D | D | D | D",512,16,219.664,0,31.6252,3.77242,255.135,255.062
3,float,uniform,CPU,"D | D | D | D | D | D",512,17,218.738,0,31.5882,3.78368,254.185,254.11
3,float,uniform,CPU,"D | D | D | D | D | D",512,18,220.303,0,31.5888,3.78163,255.75,255.673
3,float,uniform,CPU,"D | D | D | D | D | D",512,19,222.011,0,31.6085,3.78163,257.481,257.401
