dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",64,0,0.634464,0,0.105715,0.361472,1.20503,1.10165
3,float,uniform,CPU,"D | D | D | D | D | D",64,1,0.669472,0,0.062542,0.018432,0.807998,0.750446
3,float,uniform,CPU,"D | D | D | D | D | D",64,2,0.596832,0,0.061257,0.016384,0.729666,0.674473
3,float,uniform,CPU,"D | D | D | D | D | D",64,3,0.584192,0,0.059569,0.01536,0.714935,0.659121
3,float,uniform,CPU,"D | D | D | D | D | D",64,4,0.588736,0,0.21121,0.01536,0.869825,0.815306
3,float,uniform,CPU,"D | D | D | D | D | D",64,5,0.584256,0,0.059923,0.017408,0.713903,0.661587
3,float,uniform,CPU,"D | D | D | D | D | D",64,6,0.5824,0,0.065735,0.01536,0.717667,0.663495
3,float,uniform,CPU,"D | D | D | D | D | D",64,7,0.586112,0,0.058961,0.016384,0.71446,0.661457
3,float,uniform,CPU,"D | D | D | D | D | D",64,8,0.593216,0,0.059395,0.01536,0.722595,0.667971
3,float,uniform,CPU,"D | D | D | D | D | D",64,9,0.5808,0,0.058601,0.016384,0.709153,0.655785
3,float,uniform,CPU,"D | D | D | D | D | D",64,10,0.578272,0,0.060365,0.016384,0.70808,0.655021
3,float,uniform,CPU,"D | D | D | D | D | D",64,11,0.579264,0,0.059343,0.01536,0.707019,0.653967
3,float,uniform,CPU,"D | D | D | D | D | D",64,12,0.59008,0,0.05872,0.01536,0.718239,0.66416
3,float,uniform,CPU,"D | D | D | D | D | D",64,13,0.581376,0,0.058631,0.01536,0.709608,0.655367
3,float,uniform,CPU,"D | D | D | D | D | D",64,14,0.584064,0,0.059238,0.119808,0.817525,0.76311
3,float,uniform,CPU,"D | D | D | D | D | D",64,15,0.581376,0,0.05988,0.016384,0.710247,0.65764
3,float,uniform,CPU,"D | D | D | D | D | D",64,16,0.5824,0,0.05929,0.016384,0.712225,0.658074
3,float,uniform,CPU,"D | D | D | D | D | D",64,17,0.590112,0,0.060216,0.01536,0.719588,0.665688
3,float,uniform,CPU,"D | D | D | D | D | D",64,18,0.6152,0,0.061732,0.01536,0.750581,0.692292
3,float,uniform,CPU,"D | D | D | D | D | D",64,19,0.585408,0,0.063308,0.016384,0.725915,0.6651
3,float,uniform,CPU,"D | D | D | D | D | D",128,0,3.34435,0,0.431833,0.064512,3.91389,3.8407
3,float,uniform,CPU,"D | D | D | D | D | D",128,1,3.47405,0,0.411543,0.06144,4.00652,3.94703
3,float,uniform,CPU,"D | D | D | D | D | D",128,2,3.37757,0,0.407679,0.062464,3.90676,3.84771
3,float,uniform,CPU,"D | D | D | D | D | D",128,3,3.42208,0,0.408913,0.062464,3.95191,3.89346
3,float,uniform,CPU,"D | D | D | D | D | D",128,4,3.46003,0,0.409168,0.060416,3.98854,3.92962
3,float,uniform,CPU,"D | D | D | D | D | D",128,5,3.48013,0,0.406649,0.059392,4.00389,3.94617
3,float,uniform,CPU,"D | D | D | D | D | D",128,6,3.37552,0,0.412143,0.06144,3.90756,3.8491
3,float,uniform,CPU,"D | D | D | D | D | D",128,7,3.47856,0,0.407383,0.060416,4.00372,3.94636
3,float,uniform,CPU,"D | D | D | D | D | D",128,8,3.37776,0,0.407492,0.06144,3.90437,3.84669
3,float,uniform,CPU,"D | D | D | D | D | D",128,9,3.45197,0,0.407648,0.059392,3.97587,3.91901
3,float,uniform,CPU,"D | D | D | D | D | D",128,10,3.51453,0,0.405241,0.060416,4.03755,3.98019
3,float,uniform,CPU,"D | D | D | D | D | D",128,11,3.45107,0,0.406717,0.060416,3.97768,3.91821
3,float,uniform,CPU,"D | D | D | D | D | D",128,12,3.3937,0,0.409031,0.059392,3.92172,3.86212
3,float,uniform,CPU,"D | D | D | D | D | D",128,13,3.37898,0,0.408233,0.06144,3.90652,3.84865
3,float,uniform,CPU,"D | D | D | D | D | D",128,14,3.43088,0,0.406455,0.060416,3.95606,3.89775
3,float,uniform,CPU,"D | D | D | D | D | D",128,15,3.43811,0,0.40789,0.059392,3.96408,3.90539
3,float,uniform,CPU,"D | D | D | D | D | D",128,16,3.38397,0,0.408199,0.060416,3.91185,3.85258
3,float,uniform,CPU,"D | D | D | D | D | D",128,17,3.38576,0,0.408684,0.063488,3.91475,3.85793
3,float,uniform,CPU,"D | D | D | D | D | D",128,18,3.42806,0,0.408334,0.06144,3.9554,3.89784
3,float,uniform,CPU,"D | D | D | D | D | D",128,19,3.41869,0,0.408694,0.059392,3.94487,3.88677
3,float,uniform,CPU,"D | D | D | D | D | D",192,0,11.9631,0,1.88786,0.233472,14.1707,14.0844
3,float,uniform,CPU,"D | D | D | D | D | D",192,1,11.9634,0,1.88383,0.22528,14.1529,14.0725
3,float,uniform,CPU,"D | D | D | D | D | D",192,2,11.9017,0,1.88433,0.22528,14.0858,14.0113
3,float,uniform,CPU,"D | D | D | D | D | D",192,3,11.8234,0,1.88389,0.2304,14.0412,13.9377
3,float,uniform,CPU,"D | D | D | D | D | D",192,4,11.8783,0,1.88302,0.226304,14.0627,13.9876
3,float,uniform,CPU,"D | D | D | D | D | D",192,5,11.8942,0,1.88476,0.223232,14.0782,14.0022
3,float,uniform,CPU,"D | D | D | D | D | D",192,6,11.9738,0,1.88489,0.22528,14.1586,14.084
3,float,uniform,CPU,"D | D | D | D | D | D",192,7,11.9512,0,1.88455,0.22528,14.137,14.061
3,float,uniform,CPU,"D | D | D | D | D | D",192,8,13.4268,0,1.91615,0.239616,15.6979,15.5825
3,float,uniform,CPU,"D | D | D | D | D | D",192,9,11.8957,0,1.88785,0.22528,14.0867,14.0088
3,float,uniform,CPU,"D | D | D | D | D | D",192,10,12.0116,0,1.88642,0.224256,14.1986,14.1222
3,float,uniform,CPU,"D | D | D | D | D | D",192,11,11.8603,0,1.88785,0.226304,14.0509,13.9745
3,float,uniform,CPU,"D | D | D | D | D | D",192,12,12.052,0,1.88805,0.222208,14.2422,14.1622
3,float,uniform,CPU,"D | D | D | D | D | D",192,13,11.8172,0,1.88401,0.224256,14.001,13.9255
3,float,uniform,CPU,"D | D | D | D | D | D",192,14,11.8794,0,1.88298,0.223232,14.0611,13.9856
3,float,uniform,CPU,"D | D | D | D | D | D",192,15,11.9787,0,1.88789,0.22528,14.1654,14.0919
3,float,uniform,CPU,"D | D | D | D | D | D",192,16,11.7625,0,1.8876,0.223232,13.9514,13.8734
3,float,uniform,CPU,"D | D | D | D | D | D",192,17,11.8797,0,1.88521,0.223232,14.0645,13.9882
3,float,uniform,CPU,"D | D | D | D | D | D",192,18,12.0722,0,1.89057,0.224256,14.2634,14.187
3,float,uniform,CPU,"D | D | D | D | D | D",192,19,11.9137,0,1.88047,0.223232,14.0939,14.0174
3,float,uniform,CPU,"D | D | D | D | D | D",256,0,28.016,0,4.14748,0.512,32.8191,32.6755
3,float,uniform,CPU,"D | D | D | D | D | D",256,1,36.5884,0,4.15982,0.513024,41.3513,41.2612
3,float,uniform,CPU,"D | D | D | D | D | D",256,2,29.7668,0,4.14563,0.510976,34.5075,34.4234
3,float,uniform,CPU,"D | D | D | D | D | D",256,3,28.2044,0,4.14775,0.513024,32.9431,32.8651
3,float,uniform,CPU,"D | D | D | D | D | D",256,4,28.2196,0,4.15041,0.516096,33.0464,32.8861
3,float,uniform,CPU,"D | D | D | D | D | D",256,5,28.2183,0,4.15375,0.516096,32.9671,32.8881
3,float,uniform,CPU,"D | D | D | D | D | D",256,6,27.8537,0,4.14758,0.512,32.5919,32.5133
3,float,uniform,CPU,"D | D | D | D | D | D",256,7,28.3434,0,4.14517,0.513024,33.0816,33.0016
3,float,uniform,CPU,"D | D | D | D | D | D",256,8,27.855,0,4.14895,0.507904,32.5908,32.5119
3,float,uniform,CPU,"D | D | D | D | D | D",256,9,28.27,0,4.14486,0.509952,33.0054,32.9248
3,float,uniform,CPU,"D | D | D | D | D | D",256,10,29.3847,0,4.15032,0.507904,34.1318,34.043
3,float,uniform,CPU,"D | D | D | D | D | D",256,11,28.4464,0,4.17846,0.524288,33.2293,33.1492
3,float,uniform,CPU,"D | D | D | D | D | D",256,12,28.2513,0,4.14883,0.513024,32.9953,32.9132
3,float,uniform,CPU,"D | D | D | D | D | D",256,13,28.1938,0,4.14821,0.510976,32.9323,32.853
3,float,uniform,CPU,"D | D | D | D | D | D",256,14,28.3071,0,4.15112,0.514048,33.049,32.9723
3,float,uniform,CPU,"D | D | D | D | D | D",256,15,28.3572,0,4.14757,0.512,33.0965,33.0167
3,float,uniform,CPU,"D | D | D | D | D | D",256,16,27.8345,0,4.14433,0.516096,32.5701,32.4949
3,float,uniform,CPU,"D | D | D | D | D | D",256,17,28.2099,0,4.14757,0.512,32.9506,32.8694
3,float,uniform,CPU,"D | D | D | D | D | D",256,18,28.2605,0,4.15544,0.505856,33.0039,32.9218
3,float,uniform,CPU,"D | D | D | D | D | D",256,19,28.292,0,4.14957,0.513024,33.0336,32.9546
3,float,uniform,CPU,"D | D | D | D | D | D",320,0,53.2883,0,22.4679,0.930816,76.7723,76.687
3,float,uniform,CPU,"D | D | D | D | D | D",320,1,53.4093,0,22.3776,0.930816,76.7899,76.7177
3,float,uniform,CPU,"D | D | D | D | D | D",320,2,53.5321,0,22.3768,0.93184,76.9133,76.8407
3,float,uniform,CPU,"D | D | D | D | D | D",320,3,54.2183,0,22.3365,0.929792,77.5576,77.4846
3,float,uniform,CPU,"D | D | D | D | D | D",320,4,54.1593,0,19.7079,0.90112,74.8365,74.7683
3,float,uniform,CPU,"D | D | D | D | D | D",320,5,54.0713,0,19.692,0.898048,74.7336,74.6614
3,float,uniform,CPU,"D | D | D | D | D | D",320,6,54.1751,0,19.2714,0.889856,74.4062,74.3364
3,float,uniform,CPU,"D | D | D | D | D | D",320,7,54.1542,0,19.1126,0.896,74.2464,74.1628
3,float,uniform,CPU,"D | D | D | D | D | D",320,8,54.0765,0,19.197,0.894976,74.2404,74.1685
3,float,uniform,CPU,"D | D | D | D | D | D",320,9,53.9133,0,19.1867,0.893952,74.0667,73.994
3,float,uniform,CPU,"D | D | D | D | D | D",320,10,54.5599,0,19.1222,0.893952,74.6439,74.5761
3,float,uniform,CPU,"D | D | D | D | D | D",320,11,54.1488,0,19.1098,0.897024,74.2255,74.1557
3,float,uniform,CPU,"D | D | D | D | D | D",320,12,54.2546,0,19.1438,0.884736,74.3541,74.2831
3,float,uniform,CPU,"D | D | D | D | D | D",320,13,54.0484,0,19.2309,0.899072,74.2523,74.1784
3,float,uniform,CPU,"D | D | D | D | D | D",320,14,53.9629,0,19.1315,0.893952,74.0585,73.9884
3,float,uniform,CPU,"D | D | D | D | D | D",320,15,53.8554,0,19.2113,0.896,74.0312,73.9626
3,float,uniform,CPU,"D | D | D | D | D | D",320,16,53.9601,0,19.1135,0.891904,74.0353,73.9655
3,float,uniform,CPU,"D | D | D | D | D | D",320,17,53.6003,0,19.2292,0.889856,73.7911,73.7194
3,float,uniform,CPU,"D | D | D | D | D | D",320,18,53.4184,0,19.2284,0.892928,73.6119,73.5397
