dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,0,0.623072,0.004584,0.052409,0.316256,1.2908,0.996321
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,3,28.168,0.003919,1.36509,0.683488,31.5796,30.2205
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,4,28.2653,0.004019,1.36313,0.691488,31.6668,30.3239
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,5,28.2326,0.003941,1.36247,0.68784,31.6037,30.2869
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,6,28.4073,0.004025,1.36544,0.688096,31.8027,30.4648
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,7,28.3199,0.00391,1.36123,0.701024,31.7457,30.386
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,8,28.623,0.004184,1.36396,0.695232,32.0344,30.6864
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,9,28.0959,0.003397,1.3638,0.685152,31.4559,30.1483
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,10,28.1038,0.003637,1.36434,0.695648,31.5063,30.1674
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,11,28.2384,0.003939,1.36294,0.698048,31.6436,30.3033
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,12,28.5508,0.004365,1.36342,0.686144,31.9346,30.6047
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,13,28.668,0.008378,1.36499,0.693344,32.054,30.7347
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,14,28.3434,0.004064,1.36662,0.704768,31.7637,30.4188
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,15,28.4131,0.004069,1.36271,0.69136,31.8038,30.4713
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,16,28.1425,0.003959,1.36283,0.694432,31.5473,30.2037
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,17,28.1442,0.004,1.36449,0.696032,31.5437,30.2087
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,18,28.1322,0.004062,1.36715,0.697184,31.553,30.2006
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,19,28.2915,0.004106,1.36244,0.690176,31.6806,30.3482
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,0,53.9869,0.003156,3.00553,1.20275,60.4198,58.1983
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,1,54.2107,0.002957,2.99183,1.18768,60.6013,58.3931
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,2,54.6405,0.003135,2.98688,1.18448,61.0109,58.815
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,3,54.4798,0.003032,2.98881,1.18918,60.8611,58.6608
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,4,54.4208,0.002983,2.98216,1.19027,60.8168,58.5962
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,5,54.0918,0.002981,2.99134,1.19318,60.4882,58.2793
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,6,54.8031,0.003443,2.98469,1.20275,61.2085,58.994
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,7,55.51,0.002984,2.98271,1.18954,61.8985,59.6853
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,8,54.7568,0.002995,3.00071,1.17843,61.1433,58.9389
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,9,54.5768,0.003041,2.98893,1.19088,60.9521,58.7597
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,10,54.451,0.003051,2.99243,1.19267,60.8494,58.6391
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,11,54.321,0.003363,2.99379,1.1895,60.7042,58.5076
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,12,53.4006,0.003038,2.98785,1.20266,59.8125,57.5941
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,13,53.9583,0.002843,2.98519,1.18608,60.3438,58.1324
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,14,53.6717,0.003127,2.98287,1.1993,60.0621,57.857
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,15,53.9719,0.003019,2.98582,1.19107,60.3286,58.1518
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,16,54.4539,0.003173,2.98749,1.18614,60.8163,58.6307
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,17,54.3095,0.00289,2.9946,1.19357,60.6806,58.5006
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,18,54.3087,0.003281,2.98301,1.19677,60.6913,58.4918
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,19,54.7445,0.002942,2.99185,1.1904,61.137,58.9297
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,0,92.8832,0.003334,5.15486,2.1927,104.112,100.234
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,1,92.116,0.003117,5.12927,2.15114,103.266,99.3996
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,2,94.1065,0.002953,5.12565,2.15162,105.219,101.387
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,3,93.1171,0.002994,5.13782,2.1729,104.323,100.431
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,4,93.0021,0.002999,5.12105,2.17085,104.13,100.297
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,5,94.1269,0.003003,5.12276,2.17875,105.328,101.431
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,6,94.1018,0.002944,5.12923,2.18794,105.258,101.422
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,7,94.3664,0.002942,5.11284,2.18918,105.525,101.671
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,8,93.3941,0.003222,5.14041,2.18573,104.621,100.724
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,9,92.4312,0.003333,5.1147,2.17242,103.595,99.7217
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,10,92.8304,0.00293,5.09677,2.1528,103.954,100.083
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,11,91.986,0.002946,5.13552,2.18294,103.155,99.3074
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,12,92.7155,0.002987,5.13102,2.21027,103.89,100.06
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,13,93.4755,0.003028,5.14087,2.2104,104.702,100.83
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,14,92.7026,0.002911,5.12909,2.18288,103.896,100.017
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,15,92.5974,0.002905,5.14531,2.14707,103.775,99.8927
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,16,93.9947,0.00295,5.1352,2.20419,105.238,101.337
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,17,93.8609,0.003068,5.12708,2.18787,105.064,101.179
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,18,93.2951,0.004314,5.13691,2.18749,104.526,100.624
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,19,92.118,0.002993,5.14058,2.18333,103.33,99.4449
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,0,147.922,0.00324,7.95663,3.94854,166.378,159.831
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,1,146.975,0.002818,7.95831,3.90973,165.442,158.846
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,2,146.321,0.002943,7.9582,3.88861,164.823,158.171
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,3,145.508,0.002871,7.93942,3.91958,163.957,157.37
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,4,146.782,0.002854,7.94485,3.90534,165.244,158.635
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,5,147.147,0.002934,7.9493,3.88899,165.612,158.988
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,6,147.392,0.002885,7.96934,3.89539,165.883,159.26
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,7,148.626,0.002912,7.96101,3.91251,167.158,160.503
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,8,149.228,0.002868,7.94118,3.92109,167.741,161.094
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,9,147.344,0.002907,7.95064,3.89978,165.807,159.198
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,10,148.85,0.002997,7.95705,3.89277,167.309,160.703
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,11,146.698,0.003083,7.9431,3.92477,165.179,158.569
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,12,148.675,0.003095,7.95859,3.90378,167.164,160.541
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,13,145.442,0.002802,7.9514,3.92147,163.915,157.318
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,14,146.641,0.002938,7.95433,3.9167,165.07,158.515
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,15,147.668,0.002867,7.95468,3.9127,166.13,159.539
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,16,146.266,0.002976,7.94419,3.85498,164.555,158.069
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,17,147.359,0.002874,7.95608,3.85373,165.811,159.171
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,18,146.615,0.003119,7.93142,3.9104,165.039,158.46
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,19,146.697,0.002894,7.94737,3.91235,165.142,158.559
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,0,224.139,0.002861,13.2116,6.67469,257.465,244.028
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,1,221.386,0.003124,13.3561,6.61763,254.903,241.363
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,2,225.041,0.002892,13.4955,6.60128,258.705,245.141
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,3,220.386,0.003209,13.4548,6.55136,253.903,240.395
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,4,220.304,0.003009,13.3166,6.57402,253.838,240.197
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,5,220.54,0.003383,13.401,6.50637,254.043,240.45
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,6,220.156,0.002921,13.6018,6.62829,253.985,240.389
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,7,224.342,0.00294,13.4855,6.62403,258.034,244.454
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,8,220.822,0.002909,13.1794,6.56704,254.107,240.572
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,9,222.734,0.003034,13.4107,6.70259,256.541,242.85
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,10,220.682,0.002905,13.4389,6.48464,254.122,240.608
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,11,218.27,0.002896,13.2824,6.64589,251.486,238.201
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,12,220.402,0.002948,13.2509,6.65184,253.86,240.308
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,13,221.533,0.002814,13.2314,6.49978,254.894,241.267
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,14,219.089,0.002941,13.547,6.67792,252.838,239.317
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,15,220.604,0.008556,13.343,6.61917,254.264,240.575
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,16,218.192,0.002845,13.4502,6.6137,251.783,238.259
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,17,221.31,0.003229,13.3322,6.6624,254.863,241.308
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,18,220.04,0.003153,13.3732,6.5655,253.53,239.982
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,19,222.694,0.00292,13.41,6.5825,256.224,242.689
