dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"N | D",64,0,0.070976,0,0.073252,0.361472,0.601136,0.5057
1,float,uniform,CPU,"N | D",192,7,0.032064,0,0.025396,0.012288,0.122827,0.069748
1,float,uniform,CPU,"N | D",192,8,0.026624,0,0.025542,0.013312,0.118958,0.065478
1,float,uniform,CPU,"N | D",192,9,0.0264,0,0.025647,0.013312,0.117379,0.065359
1,float,uniform,CPU,"N | D",192,10,0.02896,0,0.025877,0.012288,0.12015,0.067125
1,float,uniform,CPU,"N | D",192,11,0.02672,0,0.025958,0.012288,0.117345,0.064966
1,float,uniform,CPU,"N | D",192,12,0.025408,0,0.024854,0.013312,0.116333,0.063574
1,float,uniform,CPU,"N | D",192,13,0.025664,0,0.025052,0.012288,0.116254,0.063004
1,float,uniform,CPU,"N | D",192,14,0.02576,0,0.025077,0.012288,0.115509,0.063125
1,float,uniform,CPU,"N | D",192,15,0.026304,0,0.025365,0.012288,0.116794,0.063957
1,float,uniform,CPU,"N | D",192,16,0.026528,0,0.02509,0.01536,0.119935,0.066978
1,float,uniform,CPU,"N | D",192,17,0.02736,0,0.025465,0.012288,0.118909,0.065113
1,float,uniform,CPU,"N | D",192,18,0.026752,0,0.024833,0.012288,0.117516,0.063873
1,float,uniform,CPU,"N | D",192,19,0.025824,0,0.025109,0.013312,0.117427,0.064245
1,float,uniform,CPU,"N | D",256,0,0.037152,0,0.037813,0.018432,0.157689,0.093397
1,float,uniform,CPU,"N | D",256,1,0.031904,0,0.026159,0.01536,0.128039,0.073423
1,float,uniform,CPU,"N | D",256,2,0.030176,0,0.024947,0.017408,0.127219,0.072531
1,float,uniform,CPU,"N | D",256,3,0.026432,0,0.0253,0.013312,0.119847,0.065044
1,float,uniform,CPU,"N | D",256,4,0.026464,0,0.025078,0.011264,0.117602,0.062806
1,float,uniform,CPU,"N | D",256,5,0.0272,0,0.024812,0.014336,0.118061,0.066348
1,float,uniform,CPU,"N | D",256,6,0.028832,0,0.025024,0.013312,0.118833,0.067168
1,float,uniform,CPU,"N | D",256,7,0.027328,0,0.024634,0.012288,0.116793,0.06425
1,float,uniform,CPU,"N | D",256,8,0.029376,0,0.025536,0.014336,0.127725,0.069248
1,float,uniform,CPU,"N | D",256,9,0.028576,0,0.024118,0.013312,0.118166,0.066006
1,float,uniform,CPU,"N | D",256,10,0.02704,0,0.024592,0.013312,0.11662,0.064944
1,float,uniform,CPU,"N | D",256,11,0.02592,0,0.024131,0.011264,0.115291,0.061315
1,float,uniform,CPU,"N | D",256,12,0.02672,0,0.024259,0.012288,0.115373,0.063267
1,float,uniform,CPU,"N | D",256,13,0.027008,0,0.024539,0.012288,0.115582,0.063835
1,float,uniform,CPU,"N | D",256,14,0.02736,0,0.023988,0.013312,0.116839,0.06466
1,float,uniform,CPU,"N | D",256,15,0.026464,0,0.024123,0.013312,0.115565,0.063899
1,float,uniform,CPU,"N | D",256,16,0.026048,0,0.024622,0.012288,0.116691,0.062958
1,float,uniform,CPU,"N | D",256,17,0.02672,0,0.024153,0.013312,0.11634,0.064185
1,float,uniform,CPU,"N | D",256,18,0.026656,0,0.024609,0.216064,0.326579,0.267329
1,float,uniform,CPU,"N | D",256,19,0.026144,0,0.024167,0.012288,0.115433,0.062599
1,float,uniform,CPU,"N | D",320,0,0.0352,0,0.037092,0.019456,0.16294,0.091748
1,float,uniform,CPU,"N | D",320,1,0.029472,0,0.027857,0.01536,0.128643,0.072689
1,float,uniform,CPU,"N | D",320,2,0.028,0,0.025494,0.014336,0.121515,0.06783
1,float,uniform,CPU,"N | D",320,3,0.027104,0,0.024501,0.012288,0.118101,0.063893
1,float,uniform,CPU,"N | D",320,4,0.027552,0,0.02417,0.012288,0.116595,0.06401
1,float,uniform,CPU,"N | D",320,5,0.026272,0,0.024251,0.013312,0.116959,0.063835
1,float,uniform,CPU,"N | D",320,6,0.027712,0,0.024459,0.011264,0.117137,0.063435
1,float,uniform,CPU,"N | D",320,7,0.026912,0,0.026177,0.012288,0.128808,0.065377
1,float,uniform,CPU,"N | D",320,8,0.026624,0,0.024701,0.012288,0.118297,0.063613
1,float,uniform,CPU,"N | D",320,9,0.026944,0,0.024182,0.012288,0.11657,0.063414
1,float,uniform,CPU,"N | D",320,10,0.02592,0,0.024146,0.012288,0.115411,0.062354
1,float,uniform,CPU,"N | D",320,11,0.026176,0,0.023917,0.012288,0.115897,0.062381
1,float,uniform,CPU,"N | D",320,12,0.02704,0,0.024346,0.013312,0.115781,0.064698
1,float,uniform,CPU,"N | D",320,13,0.026784,0,0.024297,0.012288,0.116465,0.063369
1,float,uniform,CPU,"N | D",320,14,0.025984,0,0.024366,0.012288,0.115934,0.062638
1,float,uniform,CPU,"N | D",320,15,0.026496,0,0.024333,0.013312,0.12183,0.064141
1,float,uniform,CPU,"N | D",320,16,0.025568,0,0.023813,0.012288,0.115306,0.061669
1,float,uniform,CPU,"N | D",320,17,0.026528,0,0.023903,0.012288,0.11497,0.062719
1,float,uniform,CPU,"N | D",320,18,0.026176,0,0.024182,0.012288,0.115493,0.062646
1,float,uniform,CPU,"N | D",320,19,0.026016,0,0.024062,0.012288,0.115407,0.062366
1,float,uniform,CPU,"N | D",384,0,0.04112,0,0.051523,0.03072,0.196895,0.123363
1,float,uniform,CPU,"N | D",384,1,0.029184,0,0.029029,0.014336,0.126641,0.072549
1,float,uniform,CPU,"N | D",384,2,0.027968,0,0.026896,0.013312,0.127934,0.068176
1,float,uniform,CPU,"N | D",384,3,0.027488,0,0.026119,0.013312,0.119516,0.066919
1,float,uniform,CPU,"N | D",384,4,0.027008,0,0.026483,0.013312,0.118439,0.066803
1,float,uniform,CPU,"N | D",384,5,0.027904,0,0.026377,0.012288,0.119421,0.066569
1,float,uniform,CPU,"N | D",384,6,0.026848,0,0.032757,0.012288,0.124601,0.071893
1,float,uniform,CPU,"N | D",384,7,0.026432,0,0.029205,0.011264,0.12104,0.066901
1,float,uniform,CPU,"N | D",384,8,0.027008,0,0.02573,0.013312,0.117827,0.06605
1,float,uniform,CPU,"N | D",384,9,0.026496,0,0.026126,0.014336,0.125155,0.066958
1,float,uniform,CPU,"N | D",384,10,0.026976,0,0.025841,0.013312,0.117214,0.066129
1,float,uniform,CPU,"N | D",384,11,0.026208,0,0.025735,0.012288,0.117643,0.064231
1,float,uniform,CPU,"N | D",384,12,0.026912,0,0.025997,0.02048,0.124847,0.073389
1,float,uniform,CPU,"N | D",384,13,0.027264,0,0.026036,0.016384,0.121638,0.069684
1,float,uniform,CPU,"N | D",384,14,0.027648,0,0.026907,0.011264,0.118941,0.065819
1,float,uniform,CPU,"N | D",384,15,0.026496,0,0.025751,0.012288,0.123781,0.064535
1,float,uniform,CPU,"N | D",384,16,0.027392,0,0.026131,0.011264,0.117589,0.064787
1,float,uniform,CPU,"N | D",384,17,0.027552,0,0.025601,0.013312,0.120692,0.066465
1,float,uniform,CPU,"N | D",384,18,0.025408,0,0.025689,0.012288,0.121698,0.063385
1,float,uniform,CPU,"N | D",384,19,0.026496,0,0.025863,0.012288,0.116975,0.064647
1,float,uniform,CPU,"N | D",448,0,0.036544,0,0.037836,0.018432,0.156796,0.092812
1,float,uniform,CPU,"N | D",448,1,0.029632,0,0.026938,0.014336,0.125578,0.070906
1,float,uniform,CPU,"N | D",448,2,0.028512,0,0.025118,0.014336,0.119866,0.067966
1,float,uniform,CPU,"N | D",448,3,0.026976,0,0.025216,0.013312,0.118203,0.065504
1,float,uniform,CPU,"N | D",448,4,0.025952,0,0.0248,0.013312,0.115926,0.064064
1,float,uniform,CPU,"N | D",448,5,0.027008,0,0.024344,0.013312,0.117508,0.064664
1,float,uniform,CPU,"N | D",448,6,0.027904,0,0.027426,0.011264,0.119792,0.066594
1,float,uniform,CPU,"N | D",448,7,0.027424,0,0.025341,0.012288,0.117065,0.065053
1,float,uniform,CPU,"N | D",448,8,0.026048,0,0.023934,0.012288,0.114643,0.06227
1,float,uniform,CPU,"N | D",448,9,0.027488,0,0.024088,0.013312,0.115357,0.064888
1,float,uniform,CPU,"N | D",448,10,0.027072,0,0.024013,0.012288,0.114672,0.063373
1,float,uniform,CPU,"N | D",448,11,0.02672,0,0.02441,0.012288,0.115239,0.063418
1,float,uniform,CPU,"N | D",448,12,0.026848,0,0.02412,0.012288,0.118356,0.063256
1,float,uniform,CPU,"N | D",448,13,0.026272,0,0.024087,0.013312,0.116216,0.063671
1,float,uniform,CPU,"N | D",448,14,0.0272,0,0.024418,0.012288,0.115839,0.063906
1,float,uniform,CPU,"N | D",448,15,0.026304,0,0.024798,0.012288,0.115697,0.06339
1,float,uniform,CPU,"N | D",448,16,0.025792,0,0.02396,0.012288,0.114289,0.06204
1,float,uniform,CPU,"N | D",448,17,0.026176,0,0.024255,0.012288,0.115994,0.062719
1,float,uniform,CPU,"N | D",448,18,0.026496,0,0.024199,0.011264,0.115542,0.061959
1,float,uniform,CPU,"N | D",448,19,0.027264,0,0.027406,0.013312,0.11917,0.067982
1,float,uniform,CPU,"N | D",512,0,0.034816,0,0.038703,0.019456,0.162008,0.092975
1,float,uniform,CPU,"N | D",512,1,0.030688,0,0.026154,0.016384,0.126358,0.073226
1,float,uniform,CPU,"N | D",512,2,0.029216,0,0.025235,0.012288,0.124357,0.066739
1,float,uniform,CPU,"N | D",512,3,0.027808,0,0.025355,0.013312,0.121614,0.066475
1,float,uniform,CPU,"N | D",512,4,0.027232,0,0.024477,0.013312,0.117228,0.065021
1,float,uniform,CPU,"N | D",512,5,0.027936,0,0.024386,0.012288,0.120795,0.06461
1,float,uniform,CPU,"N | D",512,6,0.026592,0,0.024918,0.013312,0.119527,0.064822
1,float,uniform,CPU,"N | D",512,7,0.027008,0,0.024508,0.013312,0.118015,0.064828
1,float,uniform,CPU,"N | D",512,8,0.027136,0,0.024896,0.013312,0.116972,0.065344
1,float,uniform,CPU,"N | D",512,9,0.027392,0,0.024306,0.013312,0.116048,0.06501
1,float,uniform,CPU,"N | D",512,10,0.026432,0,0.024571,0.018432,0.123371,0.069435
1,float,uniform,CPU,"N | D",512,11,0.027232,0,0.024442,0.011264,0.120292,0.062938
1,float,uniform,CPU,"N | D",512,12,0.026816,0,0.024675,0.012288,0.116218,0.063779
1,float,uniform,CPU,"N | D",512,13,0.033248,0,0.024485,0.012288,0.12173,0.070021
1,float,uniform,CPU,"N | D",512,14,0.027392,0,0.024349,0.013312,0.116662,0.065053
1,float,uniform,CPU,"N | D",512,15,0.026112,0,0.024261,0.012288,0.116331,0.062661
1,float,uniform,CPU,"N | D",512,16,0.02688,0,0.0243,0.012288,0.116117,0.063468
1,float,uniform,CPU,"N | D",512,17,0.027456,0,0.02403,0.013312,0.11588,0.064798
1,float,uniform,CPU,"N | D",512,18,0.027456,0,0.028152,0.013312,0.120048,0.06892
1,float,uniform,CPU,"N | D",512,19,0.026464,0,0.024454,0.012288,0.116101,0.063206
