dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"N | D",64,0,0.073728,0,0.048582,0.356352,0.564571,0.478662
1,float,uniform,GPU,"N | D",192,17,0.02048,0,0.025728,0.013312,0.110154,0.05952
1,float,uniform,GPU,"N | D",192,18,0.019456,0,0.023178,0.01536,0.105902,0.057994
1,float,uniform,GPU,"N | D",192,19,0.017408,0,0.022815,0.013312,0.101396,0.053535
1,float,uniform,GPU,"N | D",256,0,0.03072,0,0.031303,0.024576,0.140845,0.086599
1,float,uniform,GPU,"N | D",256,1,0.029696,0,0.027394,0.017408,0.131546,0.074498
1,float,uniform,GPU,"N | D",256,2,0.024576,0,0.025501,0.016352,0.126741,0.066429
1,float,uniform,GPU,"N | D",256,3,0.023552,0,0.02489,0.014336,0.11383,0.062778
1,float,uniform,GPU,"N | D",256,4,0.024576,0,0.023864,0.014336,0.113165,0.062776
1,float,uniform,GPU,"N | D",256,5,0.021504,0,0.023725,0.014336,0.111696,0.059565
1,float,uniform,GPU,"N | D",256,6,0.029696,0,0.023424,0.014336,0.117272,0.067456
1,float,uniform,GPU,"N | D",256,7,0.021504,0,0.024141,0.013312,0.110206,0.058957
1,float,uniform,GPU,"N | D",256,8,0.021504,0,0.023638,0.013312,0.108955,0.058454
1,float,uniform,GPU,"N | D",256,9,0.021504,0,0.023349,0.014336,0.109885,0.059189
1,float,uniform,GPU,"N | D",256,10,0.02048,0,0.023242,0.013312,0.114754,0.057034
1,float,uniform,GPU,"N | D",256,11,0.021504,0,0.023295,0.013312,0.10812,0.058111
1,float,uniform,GPU,"N | D",256,12,0.02048,0,0.023427,0.013312,0.105904,0.057219
1,float,uniform,GPU,"N | D",256,13,0.02048,0,0.023316,0.014336,0.107065,0.058132
1,float,uniform,GPU,"N | D",256,14,0.021504,0,0.023124,0.012288,0.107087,0.056916
1,float,uniform,GPU,"N | D",256,15,0.02048,0,0.022774,0.013312,0.105556,0.056566
1,float,uniform,GPU,"N | D",256,16,0.018432,0,0.022901,0.013312,0.104267,0.054645
1,float,uniform,GPU,"N | D",256,17,0.019456,0,0.023273,0.013312,0.104508,0.056041
1,float,uniform,GPU,"N | D",256,18,0.02048,0,0.023283,0.013312,0.105353,0.057075
1,float,uniform,GPU,"N | D",256,19,0.02048,0,0.022654,0.012288,0.104535,0.055422
1,float,uniform,GPU,"N | D",320,0,0.037888,0,0.031708,0.017408,0.141835,0.087004
1,float,uniform,GPU,"N | D",320,1,0.020512,0,0.02428,0.012288,0.10798,0.05708
1,float,uniform,GPU,"N | D",320,2,0.019456,0,0.022876,0.011264,0.103579,0.053596
1,float,uniform,GPU,"N | D",320,3,0.02048,0,0.022365,0.012288,0.102723,0.055133
1,float,uniform,GPU,"N | D",320,4,0.019456,0,0.02196,0.013312,0.108279,0.054728
1,float,uniform,GPU,"N | D",320,5,0.018432,0,0.022253,0.011264,0.10067,0.051949
1,float,uniform,GPU,"N | D",320,6,0.02048,0,0.021648,0.011296,0.100937,0.053424
1,float,uniform,GPU,"N | D",320,7,0.018432,0,0.028681,0.013312,0.108877,0.060425
1,float,uniform,GPU,"N | D",320,8,0.018432,0,0.022098,0.012288,0.099832,0.052818
1,float,uniform,GPU,"N | D",320,9,0.02048,0,0.022525,0.012288,0.101927,0.055293
1,float,uniform,GPU,"N | D",320,10,0.018432,0,0.021928,0.011264,0.100042,0.051624
1,float,uniform,GPU,"N | D",320,11,0.019456,0,0.022336,0.013312,0.10132,0.055104
1,float,uniform,GPU,"N | D",320,12,0.019456,0,0.021892,0.013312,0.101323,0.05466
1,float,uniform,GPU,"N | D",320,13,0.019456,0,0.021915,0.013312,0.101295,0.054683
1,float,uniform,GPU,"N | D",320,14,0.019456,0,0.022499,0.012288,0.101169,0.054243
1,float,uniform,GPU,"N | D",320,15,0.019456,0,0.022614,0.012288,0.101706,0.054358
1,float,uniform,GPU,"N | D",320,16,0.019456,0,0.022179,0.012288,0.101962,0.053923
1,float,uniform,GPU,"N | D",320,17,0.018432,0,0.022808,0.013312,0.102458,0.054552
1,float,uniform,GPU,"N | D",320,18,0.019456,0,0.021724,0.011264,0.100307,0.052444
1,float,uniform,GPU,"N | D",320,19,0.019456,0,0.022229,0.012288,0.100762,0.053973
1,float,uniform,GPU,"N | D",384,0,0.043008,0,0.048373,0.024576,0.180477,0.115957
1,float,uniform,GPU,"N | D",384,1,0.022528,0,0.025101,0.017408,0.114668,0.065037
1,float,uniform,GPU,"N | D",384,2,0.02048,0,0.025179,0.012288,0.107107,0.057947
1,float,uniform,GPU,"N | D",384,3,0.02048,0,0.024482,0.013312,0.104776,0.058274
1,float,uniform,GPU,"N | D",384,4,0.024576,0,0.0239,0.013312,0.108547,0.061788
1,float,uniform,GPU,"N | D",384,5,0.019456,0,0.024763,0.011264,0.107608,0.055483
1,float,uniform,GPU,"N | D",384,6,0.019456,0,0.023919,0.01536,0.10649,0.058735
1,float,uniform,GPU,"N | D",384,7,0.018432,0,0.024512,0.012288,0.10376,0.055232
1,float,uniform,GPU,"N | D",384,8,0.019456,0,0.023888,0.013312,0.102918,0.056656
1,float,uniform,GPU,"N | D",384,9,0.019456,0,0.024233,0.012288,0.103872,0.055977
1,float,uniform,GPU,"N | D",384,10,0.018432,0,0.023473,0.011264,0.102684,0.053169
1,float,uniform,GPU,"N | D",384,11,0.019456,0,0.026533,0.012288,0.106239,0.058277
1,float,uniform,GPU,"N | D",384,12,0.02048,0,0.024057,0.012288,0.102838,0.056825
1,float,uniform,GPU,"N | D",384,13,0.02048,0,0.024184,0.019456,0.110542,0.06412
1,float,uniform,GPU,"N | D",384,14,0.019456,0,0.024393,0.013312,0.103392,0.057161
1,float,uniform,GPU,"N | D",384,15,0.019456,0,0.024229,0.013312,0.103144,0.056997
1,float,uniform,GPU,"N | D",384,16,0.02048,0,0.026113,0.01536,0.11471,0.061953
1,float,uniform,GPU,"N | D",384,17,0.019456,0,0.023343,0.012288,0.102143,0.055087
1,float,uniform,GPU,"N | D",384,18,0.019456,0,0.079292,0.013312,0.159722,0.11206
1,float,uniform,GPU,"N | D",384,19,0.019456,0,0.023769,0.013312,0.102792,0.056537
1,float,uniform,GPU,"N | D",448,0,0.03072,0,0.030932,0.018432,0.136057,0.080084
1,float,uniform,GPU,"N | D",448,1,0.022528,0,0.022949,0.012288,0.105668,0.057765
1,float,uniform,GPU,"N | D",448,2,0.019456,0,0.022632,0.012288,0.103366,0.054376
1,float,uniform,GPU,"N | D",448,3,0.018432,0,0.022363,0.012288,0.101529,0.053083
1,float,uniform,GPU,"N | D",448,4,0.019456,0,0.037135,0.011264,0.115622,0.067855
1,float,uniform,GPU,"N | D",448,5,0.019456,0,0.022867,0.012288,0.101689,0.054611
1,float,uniform,GPU,"N | D",448,6,0.019456,0,0.022026,0.012288,0.100641,0.05377
1,float,uniform,GPU,"N | D",448,7,0.018432,0,0.021912,0.011264,0.099648,0.051608
1,float,uniform,GPU,"N | D",448,8,0.018432,0,0.022163,0.011264,0.101036,0.051859
1,float,uniform,GPU,"N | D",448,9,0.018432,0,0.022094,0.011264,0.10023,0.05179
1,float,uniform,GPU,"N | D",448,10,0.019456,0,0.022178,0.012288,0.100226,0.053922
1,float,uniform,GPU,"N | D",448,11,0.018432,0,0.022072,0.011264,0.100514,0.051768
1,float,uniform,GPU,"N | D",448,12,0.018432,0,0.022271,0.011264,0.100544,0.051967
1,float,uniform,GPU,"N | D",448,13,0.018432,0,0.022274,0.012288,0.101048,0.052994
1,float,uniform,GPU,"N | D",448,14,0.019456,0,0.022145,0.011264,0.107787,0.052865
1,float,uniform,GPU,"N | D",448,15,0.019456,0,0.022772,0.012288,0.101468,0.054516
1,float,uniform,GPU,"N | D",448,16,0.019456,0,0.022057,0.012288,0.100755,0.053801
1,float,uniform,GPU,"N | D",448,17,0.0256,0,0.02255,0.013312,0.106859,0.061462
1,float,uniform,GPU,"N | D",448,18,0.019456,0,0.022358,0.012288,0.10114,0.054102
1,float,uniform,GPU,"N | D",448,19,0.019456,0,0.021994,0.011264,0.100532,0.052714
1,float,uniform,GPU,"N | D",512,0,0.031744,0,0.032064,0.019456,0.138492,0.083264
1,float,uniform,GPU,"N | D",512,1,0.02048,0,0.023889,0.01536,0.110009,0.059729
1,float,uniform,GPU,"N | D",512,2,0.02048,0,0.022863,0.011264,0.10438,0.054607
1,float,uniform,GPU,"N | D",512,3,0.019456,0,0.022376,0.012288,0.102069,0.05412
1,float,uniform,GPU,"N | D",512,4,0.019456,0,0.02228,0.018432,0.108228,0.060168
1,float,uniform,GPU,"N | D",512,5,0.019456,0,0.022534,0.011264,0.101674,0.053254
1,float,uniform,GPU,"N | D",512,6,0.019456,0,0.0226,0.012288,0.101474,0.054344
1,float,uniform,GPU,"N | D",512,7,0.02048,0,0.022158,0.012288,0.101715,0.054926
1,float,uniform,GPU,"N | D",512,8,0.019456,0,0.022625,0.011264,0.101004,0.053345
1,float,uniform,GPU,"N | D",512,9,0.019456,0,0.022192,0.012288,0.101267,0.053936
1,float,uniform,GPU,"N | D",512,10,0.019456,0,0.029251,0.012288,0.107958,0.060995
1,float,uniform,GPU,"N | D",512,11,0.019456,0,0.022498,0.011264,0.100845,0.053218
1,float,uniform,GPU,"N | D",512,12,0.018432,0,0.022313,0.012288,0.101324,0.053033
1,float,uniform,GPU,"N | D",512,13,0.019456,0,0.022293,0.011264,0.100991,0.053013
1,float,uniform,GPU,"N | D",512,14,0.02048,0,0.022325,0.011264,0.100907,0.054069
1,float,uniform,GPU,"N | D",512,15,0.018432,0,0.02237,0.011264,0.101309,0.052066
1,float,uniform,GPU,"N | D",512,16,0.019456,0,0.024776,0.012288,0.104315,0.05652
1,float,uniform,GPU,"N | D",512,17,0.019456,0,0.021964,0.011264,0.100786,0.052684
1,float,uniform,GPU,"N | D",512,18,0.018432,0,0.02274,0.012288,0.101551,0.05346
1,float,uniform,GPU,"N | D",512,19,0.018432,0,0.022682,0.01024,0.101678,0.051354
