dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",64,0,1.07386,0.00391,0.130519,0.464896,1.79014,1.67318
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",64,16,0.972416,0.003525,0.075188,0.026624,1.14694,1.07775
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",64,17,1.02582,0.003528,0.075947,0.027648,1.20159,1.13295
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",64,18,0.967872,0.003624,0.074737,0.027648,1.14198,1.07388
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",64,19,0.9648,0.003746,0.074287,0.027648,1.14655,1.07048
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,0,6.90394,0.004369,0.552239,0.25088,7.814,7.71142
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,1,7.10163,0.004106,0.516516,0.242688,7.94839,7.86494
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,2,6.95555,0.004333,0.517818,0.243712,7.81381,7.72142
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,3,7.03229,0.004138,0.51767,0.24064,7.87859,7.79474
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,4,7.05738,0.004116,0.525486,0.24064,7.90836,7.82762
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,5,7.14768,0.004265,0.515051,0.24064,7.98783,7.90764
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,6,7.08858,0.004136,0.51285,0.241664,7.93078,7.84723
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,7,7.04288,0.00408,0.513829,0.239616,7.88063,7.80041
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,8,7.1343,0.004052,0.514334,0.244736,7.97749,7.89743
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,9,7.0303,0.004117,0.516312,0.242688,7.87846,7.79342
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,10,7.11824,0.004091,0.516606,0.24064,7.96428,7.87958
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,11,7.02454,0.003953,0.510988,0.241664,7.86134,7.78115
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,12,7.13194,0.004063,0.513651,0.24064,7.97427,7.89029
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,13,7.01843,0.004252,0.514571,0.239616,7.86301,7.77687
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,14,6.92723,0.004053,0.513279,0.241664,7.76435,7.68623
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,15,6.984,0.004118,0.512111,0.246784,7.82885,7.74701
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,16,6.98643,0.004165,0.518628,0.241664,7.83419,7.75089
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,17,6.99085,0.00407,0.515615,0.24064,7.83336,7.75117
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,18,7.09702,0.003935,0.511719,0.241664,7.93568,7.85434
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",128,19,7.06096,0.004026,0.516012,0.247808,7.90846,7.82881
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,0,23.9666,0.004123,1.58986,0.759808,26.4165,26.3204
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,1,24.1765,0.003982,1.54451,0.755712,26.5743,26.4807
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,2,23.8537,0.003855,1.5428,0.756736,26.2504,26.1571
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,3,24.0226,0.003919,1.65167,0.75264,26.5221,26.4308
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,4,23.6439,0.003779,1.5466,0.750592,26.038,25.9449
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,5,24.2092,0.003925,1.5423,0.750592,26.6069,26.506
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,6,24.0242,0.003903,1.5471,0.759808,26.4295,26.335
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,7,23.697,0.003916,1.5454,0.75264,26.0931,25.9989
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,8,24.0577,0.00395,1.54787,0.750592,26.4539,26.3601
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,9,23.7693,0.004043,1.54911,0.754688,26.171,26.0772
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,10,23.4937,0.003704,1.54392,0.750592,25.8864,25.7919
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,11,23.9043,0.003853,1.54549,0.753664,26.3025,26.2073
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,12,24.0817,0.004015,1.55131,0.750592,26.4885,26.3876
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,13,23.9716,0.004175,1.55127,0.754688,26.3762,26.2817
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,14,23.6978,0.003889,1.55006,0.751616,26.0995,26.0033
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,15,24.0406,0.003823,1.54163,0.749568,26.428,26.3357
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,16,24.3912,0.003922,1.54825,0.74752,26.7855,26.6909
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,17,24.0786,0.003909,1.54592,0.75264,26.4769,26.3811
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,18,24.1704,0.003942,1.54926,0.754688,26.5751,26.4783
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,19,23.912,0.0039,1.55234,0.754688,26.3197,26.2229
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,0,55.3993,0.002833,3.7425,1.72237,60.9589,60.867
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,1,55.4108,0.002855,3.71148,1.7193,60.929,60.8444
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,2,55.6349,0.002898,3.71168,1.72032,61.1604,61.0698
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,3,56.9654,0.003581,3.75803,1.73773,62.5659,62.4648
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,4,56.2885,0.002983,3.71156,1.72032,61.8141,61.7234
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,5,57.0326,0.003139,3.71065,1.72032,62.5567,62.4667
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,6,56.2934,0.002948,3.71087,1.7193,61.8148,61.7265
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,7,55.7954,0.002894,3.70719,1.7193,61.3116,61.2248
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,8,55.7748,0.003128,3.71509,1.72134,61.2973,61.2144
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,9,55.9785,0.002922,3.71147,1.7193,61.5003,61.4122
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,10,55.5105,0.002939,3.71775,1.72134,61.0373,60.9525
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,11,55.8171,0.002897,3.70452,1.71827,61.3257,61.2427
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,12,56.5202,0.002887,3.70861,1.72134,62.0424,61.953
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,13,56.2996,0.002942,3.70301,1.7193,61.8085,61.7249
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,14,56.0631,0.002876,3.71015,1.72339,61.5827,61.4995
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,15,55.8816,0.002891,3.7139,1.72134,61.408,61.3197
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,16,56.4584,0.002898,3.70601,1.71827,61.9697,61.8856
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,17,56.3531,0.00304,3.71045,1.7193,61.8741,61.7859
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,18,56.8615,0.002912,3.70392,1.72339,62.3811,62.2917
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,19,57.0257,0.003074,3.70799,1.71827,62.545,62.455
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,0,107.252,0.002946,7.64462,3.43245,118.429,118.332
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,1,108.214,0.003082,7.62531,3.4304,119.367,119.273
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,2,106.908,0.002851,7.62941,3.43142,118.062,117.971
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,3,108.679,0.002749,7.62092,3.44474,119.838,119.748
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,4,107.289,0.002787,7.62053,3.42221,118.426,118.334
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,5,106.534,0.002812,7.62651,3.44269,117.697,117.606
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,6,106.516,0.002752,7.62628,3.43142,117.666,117.576
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,7,106.531,0.002762,7.61541,3.42528,117.662,117.574
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,8,106.438,0.002806,7.63197,3.42323,117.584,117.496
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,9,107.512,0.003047,7.62205,3.42733,118.657,118.564
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,10,107.24,0.002801,7.61816,3.42938,118.384,118.29
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,11,107.848,0.002882,7.63149,3.43142,119.005,118.914
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,12,108.106,0.002908,7.61811,3.42835,119.242,119.156
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,13,109.299,0.002969,7.63051,3.4263,120.448,120.359
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,14,106.679,0.002805,7.62967,3.42733,117.833,117.739
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,15,107.689,0.002873,7.62331,3.42528,118.83,118.741
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,16,107.271,0.002791,7.61373,3.41811,118.393,118.305
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,17,107.857,0.002721,7.61792,3.43552,119.008,118.913
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,18,107.543,0.002859,7.63128,3.4304,118.7,118.607
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,19,108.307,0.002804,7.63303,3.42221,119.458,119.365
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,0,228.148,0.002738,13.0514,5.92384,247.217,247.126
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,1,229.467,0.00289,12.9399,5.93715,248.435,248.347
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,2,228.918,0.003172,12.8572,5.94944,247.816,247.728
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,3,228.909,0.002889,12.853,5.94125,247.795,247.707
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,4,229.472,0.002969,12.8552,5.93408,248.352,248.264
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,5,228.852,0.002978,12.857,5.93818,247.74,247.65
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,6,228.214,0.002766,12.8546,5.94842,247.111,247.02
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,7,230.361,0.002794,12.8432,5.94944,249.247,249.156
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,8,227.252,0.002817,12.8528,5.92896,246.13,246.037
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,9,230.398,0.003382,12.8511,5.91974,249.265,249.172
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,10,227.215,0.007029,12.7919,5.96378,246.067,245.977
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,11,227.188,0.002807,12.7194,5.95661,245.951,245.867
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,12,231.362,0.002893,12.6569,5.97402,250.085,249.995
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,13,227.311,0.002876,12.661,5.95558,246.024,245.93
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,14,230.327,0.002867,12.5925,5.9648,248.975,248.887
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,15,228.53,0.002803,12.5946,5.97504,247.19,247.103
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,16,228.799,0.002741,12.5955,5.9648,247.449,247.362
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,17,227.701,0.00284,12.5983,5.97914,246.371,246.281
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,18,229.535,0.002822,12.5917,5.97504,248.196,248.105
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,19,228.239,0.002779,12.5926,5.96787,246.893,246.802
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,0,294.405,0.002786,29.9158,9.54163,333.954,333.865
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,1,293.446,0.002736,29.7538,9.53754,332.828,332.74
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,2,296.762,0.002741,29.8838,9.54675,336.283,336.195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,3,299.057,0.002763,29.8676,9.53856,338.554,338.466
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,4,295.351,0.002837,29.7939,9.53446,334.773,334.682
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,5,293.414,0.002771,29.867,9.55904,332.938,332.843
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,6,297.547,0.002733,29.7417,9.54675,336.928,336.838
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,7,292.074,0.002792,29.8744,9.52422,331.562,331.475
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,8,296.259,0.003107,29.8603,9.54368,335.757,335.667
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,9,297.243,0.002788,29.772,9.54675,336.655,336.564
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,10,294.491,0.002746,29.7627,9.52627,333.872,333.783
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,11,298.339,0.002754,29.8193,9.54573,337.798,337.707
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,12,296.11,0.002875,29.8719,9.55699,335.628,335.542
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,13,292.574,0.002792,30.0098,9.52832,332.201,332.115
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,14,294.632,0.003029,29.8574,9.53754,334.119,334.03
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,15,293.416,0.002933,29.857,9.55187,332.916,332.828
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,16,295.644,0.002905,29.7822,9.54368,335.065,334.972
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,17,295.634,0.002981,29.9256,9.52934,335.184,335.091
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,18,294.644,0.002755,29.815,9.54675,334.099,334.009
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",448,19,298.076,0.002821,29.768,9.55085,337.487,337.397
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,0,443.501,0.002925,41.9492,14.164,499.708,499.618
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,1,442.371,0.002821,41.1635,14.1404,497.764,497.677
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,2,441.294,0.003091,41.9658,14.1844,497.533,497.447
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,3,437.768,0.002946,42.6697,14.1732,494.704,494.614
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,4,439.346,0.003101,41.8142,14.166,495.416,495.329
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,5,441.324,0.002867,41.7668,14.1404,497.323,497.234
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,6,443.174,0.003173,41.6331,14.206,499.105,499.017
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,7,439.566,0.003019,41.75,14.1681,495.574,495.487
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,8,442.523,0.003101,42.3201,14.165,499.099,499.011
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,9,441.407,0.003209,42.3096,14.1937,498.001,497.914
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,10,438.591,0.002769,42.1275,14.1578,494.965,494.879
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,11,444.773,0.002811,42.2628,14.1558,501.29,501.195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,12,437.644,0.002765,41.6982,14.1793,493.611,493.525
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,13,442.817,0.003114,41.4025,14.1926,498.504,498.415
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,14,435.806,0.002819,41.907,14.1804,491.984,491.896
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,15,443.685,0.003213,41.7681,14.1629,499.711,499.619
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,16,445.247,0.002801,41.9513,14.1824,501.473,501.383
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,17,439.957,0.002983,41.5588,14.1476,495.755,495.666
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,18,442.841,0.002768,41.8704,14.1476,498.952,498.862
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",512,19,435.877,0.002764,42.4969,14.1783,492.643,492.555
