dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"D | D | D | D",64,0,0.075136,0,0.087192,0.366592,0.622217,0.52892
2,float,uniform,CPU,"D | D | D | D",192,11,0.108128,0,0.055916,0.013312,0.229069,0.177356
2,float,uniform,CPU,"D | D | D | D",192,12,0.110304,0,0.055498,0.012288,0.238462,0.17809
2,float,uniform,CPU,"D | D | D | D",192,13,0.108832,0,0.055942,0.013312,0.230197,0.178086
2,float,uniform,CPU,"D | D | D | D",192,14,0.10944,0,0.056451,0.013312,0.23437,0.179203
2,float,uniform,CPU,"D | D | D | D",192,15,0.108032,0,0.055641,0.016384,0.232672,0.180057
2,float,uniform,CPU,"D | D | D | D",192,16,0.1096,0,0.05574,0.013312,0.230514,0.178652
2,float,uniform,CPU,"D | D | D | D",192,17,0.1096,0,0.141795,0.012288,0.317708,0.263683
2,float,uniform,CPU,"D | D | D | D",192,18,0.111232,0,0.056305,0.019456,0.239118,0.186993
2,float,uniform,CPU,"D | D | D | D",192,19,0.108608,0,0.055512,0.013312,0.230268,0.177432
2,float,uniform,CPU,"D | D | D | D",256,0,0.186272,0,0.081917,0.019456,0.351907,0.287645
2,float,uniform,CPU,"D | D | D | D",256,1,0.178624,0,0.06302,0.01536,0.312657,0.257004
2,float,uniform,CPU,"D | D | D | D",256,2,0.169824,0,0.06238,0.014336,0.299916,0.24654
2,float,uniform,CPU,"D | D | D | D",256,3,0.174272,0,0.062796,0.013312,0.304638,0.25038
2,float,uniform,CPU,"D | D | D | D",256,4,0.16768,0,0.062662,0.014336,0.298354,0.244678
2,float,uniform,CPU,"D | D | D | D",256,5,0.171648,0,0.063002,0.013312,0.301105,0.247962
2,float,uniform,CPU,"D | D | D | D",256,6,0.167584,0,0.062405,0.014336,0.299488,0.244325
2,float,uniform,CPU,"D | D | D | D",256,7,0.16688,0,0.06183,0.013312,0.295074,0.242022
2,float,uniform,CPU,"D | D | D | D",256,8,0.167808,0,0.06247,0.028672,0.312731,0.25895
2,float,uniform,CPU,"D | D | D | D",256,9,0.167296,0,0.06175,0.014336,0.294811,0.243382
2,float,uniform,CPU,"D | D | D | D",256,10,0.166176,0,0.062402,0.014336,0.296782,0.242914
2,float,uniform,CPU,"D | D | D | D",256,11,0.168,0,0.062033,0.013312,0.296102,0.243345
2,float,uniform,CPU,"D | D | D | D",256,12,0.164992,0,0.061889,0.013312,0.292553,0.240193
2,float,uniform,CPU,"D | D | D | D",256,13,0.1656,0,0.062704,0.014336,0.294036,0.24264
2,float,uniform,CPU,"D | D | D | D",256,14,0.167872,0,0.063058,0.013312,0.299267,0.244242
2,float,uniform,CPU,"D | D | D | D",256,15,0.166816,0,0.152363,0.014336,0.385459,0.333515
2,float,uniform,CPU,"D | D | D | D",256,16,0.175008,0,0.061993,0.013312,0.302877,0.250313
2,float,uniform,CPU,"D | D | D | D",256,17,0.166432,0,0.062104,0.014336,0.295312,0.242872
2,float,uniform,CPU,"D | D | D | D",256,18,0.166848,0,0.062629,0.014336,0.297248,0.243813
2,float,uniform,CPU,"D | D | D | D",256,19,0.167072,0,0.06264,0.014336,0.29615,0.244048
2,float,uniform,CPU,"D | D | D | D",320,0,0.264896,0,0.080927,0.018432,0.428932,0.364255
2,float,uniform,CPU,"D | D | D | D",320,1,0.279712,0,0.074398,0.01536,0.426374,0.36947
2,float,uniform,CPU,"D | D | D | D",320,2,0.25856,0,0.073375,0.01536,0.408926,0.347295
2,float,uniform,CPU,"D | D | D | D",320,3,0.263456,0,0.07315,0.013312,0.404763,0.349918
2,float,uniform,CPU,"D | D | D | D",320,4,0.255328,0,0.073527,0.013312,0.39674,0.342167
2,float,uniform,CPU,"D | D | D | D",320,5,0.256896,0,0.072706,0.014336,0.396087,0.343938
2,float,uniform,CPU,"D | D | D | D",320,6,0.254624,0,0.073173,0.013312,0.394857,0.341109
2,float,uniform,CPU,"D | D | D | D",320,7,0.255904,0,0.073567,0.013312,0.396673,0.342783
2,float,uniform,CPU,"D | D | D | D",320,8,0.261792,0,0.07265,0.014336,0.403283,0.348778
2,float,uniform,CPU,"D | D | D | D",320,9,0.25344,0,0.073103,0.014336,0.395511,0.340879
2,float,uniform,CPU,"D | D | D | D",320,10,0.259872,0,0.074244,0.014336,0.4025,0.348452
2,float,uniform,CPU,"D | D | D | D",320,11,0.254272,0,0.072203,0.013312,0.39436,0.339787
2,float,uniform,CPU,"D | D | D | D",320,12,0.256608,0,0.073638,0.014336,0.397173,0.344582
2,float,uniform,CPU,"D | D | D | D",320,13,0.257536,0,0.072907,0.01536,0.398564,0.345803
2,float,uniform,CPU,"D | D | D | D",320,14,0.256352,0,0.072768,0.013312,0.397112,0.342432
2,float,uniform,CPU,"D | D | D | D",320,15,0.2624,0,0.073169,0.014336,0.412478,0.349905
2,float,uniform,CPU,"D | D | D | D",320,16,0.265248,0,0.073709,0.013312,0.406667,0.352269
2,float,uniform,CPU,"D | D | D | D",320,17,0.255712,0,0.080573,0.013312,0.404416,0.349597
2,float,uniform,CPU,"D | D | D | D",320,18,0.255648,0,0.073539,0.014336,0.396961,0.343523
2,float,uniform,CPU,"D | D | D | D",320,19,0.255456,0,0.072852,0.013312,0.396149,0.34162
2,float,uniform,CPU,"D | D | D | D",384,0,0.351584,0,0.062505,0.019456,0.500393,0.433545
2,float,uniform,CPU,"D | D | D | D",384,1,0.365632,0,0.054428,0.017408,0.501739,0.437468
2,float,uniform,CPU,"D | D | D | D",384,2,0.345216,0,0.052749,0.01536,0.467504,0.413325
2,float,uniform,CPU,"D | D | D | D",384,3,0.342752,0,0.051508,0.016384,0.464021,0.410644
2,float,uniform,CPU,"D | D | D | D",384,4,0.341824,0,0.051823,0.014336,0.461605,0.407983
2,float,uniform,CPU,"D | D | D | D",384,5,0.343872,0,0.05092,0.013312,0.462283,0.408104
2,float,uniform,CPU,"D | D | D | D",384,6,0.361888,0,0.050932,0.014336,0.484498,0.427156
2,float,uniform,CPU,"D | D | D | D",384,7,0.42176,0,0.050911,0.01536,0.54134,0.488031
2,float,uniform,CPU,"D | D | D | D",384,8,0.343136,0,0.050887,0.014336,0.463379,0.408359
2,float,uniform,CPU,"D | D | D | D",384,9,0.342784,0,0.105936,0.01536,0.517574,0.46408
2,float,uniform,CPU,"D | D | D | D",384,10,0.345088,0,0.051237,0.014336,0.549553,0.410661
2,float,uniform,CPU,"D | D | D | D",384,11,0.340544,0,0.051307,0.01536,0.646769,0.407211
2,float,uniform,CPU,"D | D | D | D",384,12,0.342912,0,0.051497,0.014336,0.462835,0.408745
2,float,uniform,CPU,"D | D | D | D",384,13,0.341248,0,0.050803,0.014336,0.459517,0.406387
2,float,uniform,CPU,"D | D | D | D",384,14,0.344512,0,0.051463,0.01536,0.463159,0.411335
2,float,uniform,CPU,"D | D | D | D",384,15,0.348032,0,0.051804,0.013312,0.467168,0.413148
2,float,uniform,CPU,"D | D | D | D",384,16,0.3424,0,0.050762,0.014336,0.461536,0.407498
2,float,uniform,CPU,"D | D | D | D",384,17,0.340832,0,0.051803,0.01536,0.461156,0.407995
2,float,uniform,CPU,"D | D | D | D",384,18,0.342688,0,0.051144,0.014336,0.461335,0.408168
2,float,uniform,CPU,"D | D | D | D",384,19,0.359168,0,0.051744,0.01536,0.481543,0.426272
2,float,uniform,CPU,"D | D | D | D",448,0,0.455232,0,0.092839,0.024576,0.63883,0.572647
2,float,uniform,CPU,"D | D | D | D",448,1,0.545408,0,0.08299,0.017408,0.702204,0.645806
2,float,uniform,CPU,"D | D | D | D",448,2,0.51344,0,0.081579,0.016384,0.666062,0.611403
2,float,uniform,CPU,"D | D | D | D",448,3,0.44896,0,0.079949,0.01536,0.597878,0.544269
2,float,uniform,CPU,"D | D | D | D",448,4,0.458432,0,0.079767,0.01536,0.60697,0.553559
2,float,uniform,CPU,"D | D | D | D",448,5,0.449184,0,0.080085,0.01536,0.60516,0.544629
2,float,uniform,CPU,"D | D | D | D",448,6,0.456064,0,0.080111,0.014336,0.604551,0.550511
2,float,uniform,CPU,"D | D | D | D",448,7,0.536544,0,0.080751,0.01536,0.68672,0.632655
2,float,uniform,CPU,"D | D | D | D",448,8,0.448608,0,0.080349,0.01536,0.597098,0.544317
2,float,uniform,CPU,"D | D | D | D",448,9,0.457856,0,0.080224,0.01536,0.607864,0.55344
2,float,uniform,CPU,"D | D | D | D",448,10,0.448224,0,0.080433,0.01536,0.60381,0.544017
2,float,uniform,CPU,"D | D | D | D",448,11,0.458944,0,0.079393,0.01536,0.608712,0.553697
2,float,uniform,CPU,"D | D | D | D",448,12,0.447424,0,0.080905,0.016384,0.598503,0.544713
2,float,uniform,CPU,"D | D | D | D",448,13,0.447104,0,0.080748,0.014336,0.596878,0.542188
2,float,uniform,CPU,"D | D | D | D",448,14,0.4568,0,0.079446,0.01536,0.60557,0.551606
2,float,uniform,CPU,"D | D | D | D",448,15,0.457792,0,0.079698,0.01536,0.607447,0.55285
2,float,uniform,CPU,"D | D | D | D",448,16,0.4496,0,0.079916,0.014336,0.599036,0.543852
2,float,uniform,CPU,"D | D | D | D",448,17,0.449248,0,0.079842,0.01536,0.599086,0.54445
2,float,uniform,CPU,"D | D | D | D",448,18,0.4568,0,0.08016,0.01536,0.607148,0.55232
2,float,uniform,CPU,"D | D | D | D",448,19,0.452864,0,0.080592,0.014336,0.60204,0.547792
2,float,uniform,CPU,"D | D | D | D",512,0,0.582688,0,0.089155,0.02048,0.759529,0.692323
2,float,uniform,CPU,"D | D | D | D",512,1,0.603808,0,0.081753,0.017408,0.761007,0.702969
2,float,uniform,CPU,"D | D | D | D",512,2,0.580992,0,0.080473,0.016384,0.733976,0.677849
2,float,uniform,CPU,"D | D | D | D",512,3,0.579744,0,0.079664,0.016384,0.731125,0.675792
2,float,uniform,CPU,"D | D | D | D",512,4,0.577856,0,0.079348,0.017408,0.72852,0.674612
2,float,uniform,CPU,"D | D | D | D",512,5,0.57728,0,0.078735,0.017408,0.727649,0.673423
2,float,uniform,CPU,"D | D | D | D",512,6,0.583136,0,0.083887,0.01536,0.737802,0.682383
2,float,uniform,CPU,"D | D | D | D",512,7,0.677632,0,0.078945,0.016384,0.828678,0.772961
2,float,uniform,CPU,"D | D | D | D",512,8,0.577664,0,0.079163,0.01536,0.775638,0.672187
2,float,uniform,CPU,"D | D | D | D",512,9,0.574976,0,0.078739,0.016384,0.72404,0.670099
2,float,uniform,CPU,"D | D | D | D",512,10,0.574272,0,0.07902,0.016384,0.724115,0.669676
2,float,uniform,CPU,"D | D | D | D",512,11,0.580704,0,0.079074,0.016384,0.730665,0.676162
2,float,uniform,CPU,"D | D | D | D",512,12,0.58368,0,0.078782,0.01536,0.732684,0.677822
2,float,uniform,CPU,"D | D | D | D",512,13,0.586432,0,0.078855,0.016384,0.735999,0.681671
2,float,uniform,CPU,"D | D | D | D",512,14,0.574208,0,0.07851,0.01536,0.722673,0.668078
2,float,uniform,CPU,"D | D | D | D",512,15,0.573728,0,0.078544,0.017408,0.72371,0.66968
2,float,uniform,CPU,"D | D | D | D",512,16,0.581952,0,0.079262,0.01536,0.73236,0.676574
2,float,uniform,CPU,"D | D | D | D",512,17,0.572416,0,0.077912,0.01536,0.720231,0.665688
2,float,uniform,CPU,"D | D | D | D",512,18,0.575648,0,0.078928,0.016384,0.725773,0.67096
2,float,uniform,CPU,"D | D | D | D",512,19,0.572832,0,0.078712,0.01536,0.720599,0.666904
