dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ds",64,0,0.072192,0,0.07871,0.381952,0.634086,0.532854
1,float,uniform,CPU,"Ns | Ds",64,1,0.029952,0,0.03585,0.016384,0.138335,0.082186
1,float,uniform,CPU,"Ns | Ds",64,2,0.028064,0,0.02787,0.014336,0.123971,0.07027
1,float,uniform,CPU,"Ns | Ds",64,3,0.026848,0,0.026729,0.012288,0.120636,0.065865
1,float,uniform,CPU,"Ns | Ds",64,4,0.027104,0,0.026872,0.014336,0.121799,0.068312
1,float,uniform,CPU,"Ns | Ds",64,5,0.025568,0,0.026751,0.012288,0.118414,0.064607
1,float,uniform,CPU,"Ns | Ds",64,6,0.026016,0,0.026577,0.012288,0.119068,0.064881
1,float,uniform,CPU,"Ns | Ds",64,7,0.026848,0,0.026648,0.013312,0.118852,0.066808
1,float,uniform,CPU,"Ns | Ds",64,8,0.069216,0,0.029001,0.017408,0.17775,0.115625
1,float,uniform,CPU,"Ns | Ds",64,9,0.026496,0,0.02623,0.013312,0.118837,0.066038
1,float,uniform,CPU,"Ns | Ds",64,10,0.025344,0,0.026644,0.014336,0.118749,0.066324
1,float,uniform,CPU,"Ns | Ds",64,11,0.025472,0,0.027447,0.013312,0.118032,0.066231
1,float,uniform,CPU,"Ns | Ds",64,12,0.026848,0,0.027254,0.013312,0.120116,0.067414
1,float,uniform,CPU,"Ns | Ds",64,13,0.026656,0,0.026997,0.013312,0.118416,0.066965
1,float,uniform,CPU,"Ns | Ds",64,14,0.029152,0,0.027756,0.013312,0.124885,0.07022
1,float,uniform,CPU,"Ns | Ds",64,15,0.026848,0,0.026959,0.013312,0.118272,0.067119
1,float,uniform,CPU,"Ns | Ds",64,16,0.025024,0,0.027173,0.013312,0.118054,0.065509
1,float,uniform,CPU,"Ns | Ds",64,17,0.025504,0,0.026201,0.013312,0.205972,0.065017
1,float,uniform,CPU,"Ns | Ds",64,18,0.026336,0,0.0266,0.013312,0.118867,0.066248
1,float,uniform,CPU,"Ns | Ds",64,19,0.026336,0,0.027131,0.013312,0.118406,0.066779
1,float,uniform,CPU,"Ns | Ds",128,0,0.037024,0,0.043883,0.019456,0.163375,0.100363
1,float,uniform,CPU,"Ns | Ds",128,1,0.029312,0,0.028906,0.016384,0.129668,0.074602
1,float,uniform,CPU,"Ns | Ds",128,2,0.02688,0,0.027724,0.013312,0.122148,0.067916
1,float,uniform,CPU,"Ns | Ds",128,3,0.026144,0,0.027205,0.014336,0.12082,0.067685
1,float,uniform,CPU,"Ns | Ds",128,4,0.026976,0,0.027117,0.013312,0.119602,0.067405
1,float,uniform,CPU,"Ns | Ds",128,5,0.027232,0,0.027688,0.013312,0.121863,0.068232
1,float,uniform,CPU,"Ns | Ds",128,6,0.026368,0,0.027044,0.013312,0.125858,0.066724
1,float,uniform,CPU,"Ns | Ds",128,7,0.025536,0,0.026549,0.014336,0.118373,0.066421
1,float,uniform,CPU,"Ns | Ds",128,8,0.026656,0,0.026726,0.013312,0.118412,0.066694
1,float,uniform,CPU,"Ns | Ds",128,9,0.026752,0,0.027001,0.014336,0.121149,0.068089
1,float,uniform,CPU,"Ns | Ds",128,10,0.025728,0,0.027217,0.014336,0.121565,0.067281
1,float,uniform,CPU,"Ns | Ds",128,11,0.026208,0,0.026529,0.014336,0.118488,0.067073
1,float,uniform,CPU,"Ns | Ds",128,12,0.026752,0,0.026719,0.013312,0.118172,0.066783
1,float,uniform,CPU,"Ns | Ds",128,13,0.026368,0,0.026297,0.012288,0.117151,0.064953
1,float,uniform,CPU,"Ns | Ds",128,14,0.026848,0,0.026932,0.012288,0.119815,0.066068
1,float,uniform,CPU,"Ns | Ds",128,15,0.027648,0,0.027043,0.012288,0.117913,0.066979
1,float,uniform,CPU,"Ns | Ds",128,16,0.026688,0,0.032121,0.013312,0.123395,0.072121
1,float,uniform,CPU,"Ns | Ds",128,17,0.027488,0,0.027183,0.014336,0.122046,0.069007
1,float,uniform,CPU,"Ns | Ds",128,18,0.026528,0,0.027013,0.013312,0.117607,0.066853
1,float,uniform,CPU,"Ns | Ds",128,19,0.025952,0,0.02756,0.013312,0.118908,0.066824
1,float,uniform,CPU,"Ns | Ds",192,0,0.040128,0,0.0526,0.027648,0.19427,0.120376
1,float,uniform,CPU,"Ns | Ds",192,1,0.02832,0,0.03281,0.016384,0.138248,0.077514
1,float,uniform,CPU,"Ns | Ds",192,2,0.02768,0,0.030107,0.01536,0.12831,0.073147
1,float,uniform,CPU,"Ns | Ds",192,3,0.026912,0,0.030114,0.014336,0.126802,0.071362
1,float,uniform,CPU,"Ns | Ds",192,4,0.026784,0,0.029779,0.013312,0.123771,0.069875
1,float,uniform,CPU,"Ns | Ds",192,5,0.026112,0,0.030222,0.012288,0.121804,0.068622
1,float,uniform,CPU,"Ns | Ds",192,6,0.02656,0,0.030173,0.013312,0.12271,0.070045
1,float,uniform,CPU,"Ns | Ds",192,7,0.033216,0,0.030075,0.013312,0.128608,0.076603
1,float,uniform,CPU,"Ns | Ds",192,8,0.026016,0,0.030041,0.013312,0.122261,0.069369
1,float,uniform,CPU,"Ns | Ds",192,9,0.026464,0,0.032754,0.013312,0.124738,0.07253
1,float,uniform,CPU,"Ns | Ds",192,10,0.025216,0,0.129962,0.014336,0.222122,0.169514
1,float,uniform,CPU,"Ns | Ds",192,11,0.02672,0,0.030561,0.013312,0.122022,0.070593
1,float,uniform,CPU,"Ns | Ds",192,12,0.027872,0,0.029646,0.013312,0.124438,0.07083
1,float,uniform,CPU,"Ns | Ds",192,13,0.026912,0,0.029841,0.013312,0.122453,0.070065
1,float,uniform,CPU,"Ns | Ds",192,14,0.025984,0,0.030002,0.014336,0.242591,0.070322
1,float,uniform,CPU,"Ns | Ds",192,15,0.026304,0,0.029648,0.013312,0.121553,0.069264
1,float,uniform,CPU,"Ns | Ds",192,16,0.026496,0,0.032843,0.013312,0.12393,0.072651
1,float,uniform,CPU,"Ns | Ds",192,17,0.025984,0,0.030364,0.017408,0.126145,0.073756
1,float,uniform,CPU,"Ns | Ds",192,18,0.02608,0,0.029523,0.014336,0.120355,0.069939
1,float,uniform,CPU,"Ns | Ds",192,19,0.025952,0,0.029932,0.013312,0.121468,0.069196
1,float,uniform,CPU,"Ns | Ds",256,0,0.036256,0,0.044418,0.019456,0.163711,0.10013
1,float,uniform,CPU,"Ns | Ds",256,1,0.02912,0,0.029291,0.018432,0.132851,0.076843
1,float,uniform,CPU,"Ns | Ds",256,2,0.029184,0,0.027716,0.014336,0.123175,0.071236
1,float,uniform,CPU,"Ns | Ds",256,3,0.026688,0,0.028246,0.013312,0.121432,0.068246
1,float,uniform,CPU,"Ns | Ds",256,4,0.027168,0,0.027196,0.013312,0.119806,0.067676
1,float,uniform,CPU,"Ns | Ds",256,5,0.02656,0,0.02728,0.013312,0.119533,0.067152
1,float,uniform,CPU,"Ns | Ds",256,6,0.028128,0,0.028373,0.014336,0.12482,0.070837
1,float,uniform,CPU,"Ns | Ds",256,7,0.031488,0,0.027435,0.014336,0.125074,0.073259
1,float,uniform,CPU,"Ns | Ds",256,8,0.027328,0,0.027691,0.016384,0.124,0.071403
1,float,uniform,CPU,"Ns | Ds",256,9,0.0272,0,0.027286,0.013312,0.12015,0.067798
1,float,uniform,CPU,"Ns | Ds",256,10,0.026432,0,0.146891,0.012288,0.238832,0.185611
1,float,uniform,CPU,"Ns | Ds",256,11,0.026432,0,0.027143,0.013312,0.119065,0.066887
1,float,uniform,CPU,"Ns | Ds",256,12,0.026944,0,0.028378,0.013312,0.119329,0.068634
1,float,uniform,CPU,"Ns | Ds",256,13,0.026304,0,0.02762,0.013312,0.118595,0.067236
1,float,uniform,CPU,"Ns | Ds",256,14,0.027712,0,0.027264,0.013312,0.120261,0.068288
1,float,uniform,CPU,"Ns | Ds",256,15,0.02816,0,0.027204,0.013312,0.120251,0.068676
1,float,uniform,CPU,"Ns | Ds",256,16,0.02768,0,0.027528,0.013312,0.120314,0.06852
1,float,uniform,CPU,"Ns | Ds",256,17,0.026304,0,0.027135,0.014336,0.12332,0.067775
1,float,uniform,CPU,"Ns | Ds",256,18,0.026816,0,0.041274,0.013312,0.133335,0.081402
1,float,uniform,CPU,"Ns | Ds",256,19,0.024992,0,0.027049,0.012288,0.117849,0.064329
1,float,uniform,CPU,"Ns | Ds",320,0,0.0352,0,0.050842,0.02048,0.170036,0.106522
1,float,uniform,CPU,"Ns | Ds",320,1,0.028704,0,0.02916,0.01536,0.128828,0.073224
1,float,uniform,CPU,"Ns | Ds",320,2,0.027552,0,0.028096,0.012288,0.121689,0.067936
1,float,uniform,CPU,"Ns | Ds",320,3,0.02784,0,0.027287,0.013312,0.120235,0.068439
1,float,uniform,CPU,"Ns | Ds",320,4,0.027264,0,0.027455,0.012288,0.120425,0.067007
1,float,uniform,CPU,"Ns | Ds",320,5,0.027456,0,0.027299,0.013312,0.120635,0.068067
1,float,uniform,CPU,"Ns | Ds",320,6,0.026528,0,0.027166,0.013312,0.118786,0.067006
1,float,uniform,CPU,"Ns | Ds",320,7,0.026816,0,0.02726,0.013312,0.119604,0.067388
1,float,uniform,CPU,"Ns | Ds",320,8,0.0328,0,0.027181,0.012288,0.124741,0.072269
1,float,uniform,CPU,"Ns | Ds",320,9,0.02688,0,0.027763,0.013312,0.120188,0.067955
1,float,uniform,CPU,"Ns | Ds",320,10,0.02736,0,0.027241,0.012288,0.119641,0.066889
1,float,uniform,CPU,"Ns | Ds",320,11,0.026048,0,0.028496,0.013312,0.123379,0.067856
1,float,uniform,CPU,"Ns | Ds",320,12,0.030368,0,0.027257,0.012288,0.12461,0.069913
1,float,uniform,CPU,"Ns | Ds",320,13,0.026912,0,0.027315,0.011296,0.119402,0.065523
1,float,uniform,CPU,"Ns | Ds",320,14,0.027872,0,0.02731,0.013312,0.120328,0.068494
1,float,uniform,CPU,"Ns | Ds",320,15,0.027008,0,0.027061,0.012288,0.123908,0.066357
1,float,uniform,CPU,"Ns | Ds",320,16,0.027616,0,0.027033,0.012288,0.120015,0.066937
1,float,uniform,CPU,"Ns | Ds",320,17,0.02688,0,0.027103,0.012288,0.119167,0.066271
1,float,uniform,CPU,"Ns | Ds",320,18,0.026784,0,0.116282,0.01536,0.20827,0.158426
1,float,uniform,CPU,"Ns | Ds",320,19,0.027296,0,0.027193,0.012288,0.119738,0.066777
1,float,uniform,CPU,"Ns | Ds",384,0,0.0368,0,0.055202,0.024576,0.181409,0.116578
1,float,uniform,CPU,"Ns | Ds",384,1,0.029824,0,0.036996,0.016384,0.136203,0.083204
1,float,uniform,CPU,"Ns | Ds",384,2,0.026976,0,0.030947,0.013312,0.125192,0.071235
1,float,uniform,CPU,"Ns | Ds",384,3,0.026368,0,0.030713,0.014336,0.125013,0.071417
1,float,uniform,CPU,"Ns | Ds",384,4,0.026368,0,0.030089,0.013312,0.121533,0.069769
1,float,uniform,CPU,"Ns | Ds",384,5,0.027008,0,0.030065,0.012288,0.121201,0.069361
1,float,uniform,CPU,"Ns | Ds",384,6,0.026528,0,0.030121,0.012288,0.121766,0.068937
1,float,uniform,CPU,"Ns | Ds",384,7,0.0264,0,0.030012,0.013312,0.120254,0.069724
1,float,uniform,CPU,"Ns | Ds",384,8,0.026176,0,0.030195,0.013312,0.121567,0.069683
1,float,uniform,CPU,"Ns | Ds",384,9,0.025824,0,0.030183,0.012288,0.120773,0.068295
1,float,uniform,CPU,"Ns | Ds",384,10,0.02544,0,0.029855,0.012288,0.120585,0.067583
1,float,uniform,CPU,"Ns | Ds",384,11,0.02576,0,0.029767,0.013312,0.121381,0.068839
1,float,uniform,CPU,"Ns | Ds",384,12,0.026848,0,0.029885,0.012288,0.120739,0.069021
1,float,uniform,CPU,"Ns | Ds",384,13,0.026304,0,0.029839,0.011264,0.120632,0.067407
1,float,uniform,CPU,"Ns | Ds",384,14,0.02688,0,0.030184,0.012288,0.122026,0.069352
1,float,uniform,CPU,"Ns | Ds",384,15,0.025632,0,0.030188,0.013312,0.122071,0.069132
1,float,uniform,CPU,"Ns | Ds",384,16,0.026816,0,0.029927,0.012288,0.12123,0.069031
1,float,uniform,CPU,"Ns | Ds",384,17,0.025504,0,0.030078,0.011264,0.120667,0.066846
1,float,uniform,CPU,"Ns | Ds",384,18,0.026144,0,0.030407,0.012288,0.121485,0.068839
1,float,uniform,CPU,"Ns | Ds",384,19,0.026336,0,0.029624,0.012288,0.120721,0.068248
1,float,uniform,CPU,"Ns | Ds",448,0,0.035616,0,0.045196,0.02048,0.165303,0.101292
1,float,uniform,CPU,"Ns | Ds",448,1,0.029376,0,0.029846,0.01536,0.129216,0.074582
1,float,uniform,CPU,"Ns | Ds",448,2,0.096608,0,0.028337,0.014336,0.191633,0.139281
1,float,uniform,CPU,"Ns | Ds",448,3,0.026944,0,0.02761,0.014336,0.120304,0.06889
1,float,uniform,CPU,"Ns | Ds",448,4,0.027488,0,0.02753,0.014336,0.120541,0.069354
1,float,uniform,CPU,"Ns | Ds",448,5,0.027136,0,0.02734,0.013312,0.119205,0.067788
1,float,uniform,CPU,"Ns | Ds",448,6,0.025664,0,0.027117,0.013312,0.117771,0.066093
1,float,uniform,CPU,"Ns | Ds",448,7,0.027296,0,0.027565,0.014336,0.119458,0.069197
1,float,uniform,CPU,"Ns | Ds",448,8,0.02688,0,0.027227,0.013312,0.119056,0.067419
1,float,uniform,CPU,"Ns | Ds",448,9,0.026976,0,0.027508,0.012288,0.119228,0.066772
1,float,uniform,CPU,"Ns | Ds",448,10,0.027072,0,0.027623,0.013312,0.11918,0.068007
1,float,uniform,CPU,"Ns | Ds",448,11,0.027264,0,0.027448,0.013312,0.119524,0.068024
1,float,uniform,CPU,"Ns | Ds",448,12,0.02704,0,0.027315,0.013312,0.118134,0.067667
1,float,uniform,CPU,"Ns | Ds",448,13,0.027776,0,0.02712,0.018432,0.125587,0.073328
1,float,uniform,CPU,"Ns | Ds",448,14,0.026496,0,0.027262,0.013312,0.118447,0.06707
1,float,uniform,CPU,"Ns | Ds",448,15,0.025824,0,0.027979,0.013312,0.118753,0.067115
1,float,uniform,CPU,"Ns | Ds",448,16,0.02656,0,0.027412,0.012288,0.122627,0.06626
1,float,uniform,CPU,"Ns | Ds",448,17,0.027008,0,0.027644,0.012288,0.120268,0.06694
1,float,uniform,CPU,"Ns | Ds",448,18,0.026112,0,0.02837,0.012288,0.119837,0.06677
1,float,uniform,CPU,"Ns | Ds",448,19,0.026656,0,0.027476,0.013312,0.1189,0.067444
1,float,uniform,CPU,"Ns | Ds",512,0,0.034944,0,0.044337,0.02048,0.164985,0.099761
1,float,uniform,CPU,"Ns | Ds",512,1,0.029856,0,0.029692,0.01536,0.128655,0.074908
1,float,uniform,CPU,"Ns | Ds",512,2,0.027744,0,0.028005,0.013312,0.122804,0.069061
1,float,uniform,CPU,"Ns | Ds",512,3,0.027008,0,0.027563,0.014336,0.121651,0.068907
1,float,uniform,CPU,"Ns | Ds",512,4,0.027648,0,0.02738,0.013312,0.119583,0.06834
1,float,uniform,CPU,"Ns | Ds",512,5,0.027136,0,0.027518,0.012288,0.11951,0.066942
1,float,uniform,CPU,"Ns | Ds",512,6,0.026432,0,0.027425,0.013312,0.11966,0.067169
1,float,uniform,CPU,"Ns | Ds",512,7,0.0272,0,0.02759,0.012288,0.119392,0.067078
1,float,uniform,CPU,"Ns | Ds",512,8,0.026112,0,0.026981,0.012288,0.118635,0.065381
1,float,uniform,CPU,"Ns | Ds",512,9,0.027616,0,0.030544,0.013312,0.12262,0.071472
1,float,uniform,CPU,"Ns | Ds",512,10,0.026528,0,0.027218,0.013312,0.118619,0.067058
1,float,uniform,CPU,"Ns | Ds",512,11,0.026432,0,0.027205,0.013312,0.119497,0.066949
1,float,uniform,CPU,"Ns | Ds",512,12,0.02672,0,0.027408,0.013312,0.118555,0.06744
1,float,uniform,CPU,"Ns | Ds",512,13,0.026528,0,0.027151,0.014336,0.118506,0.068015
1,float,uniform,CPU,"Ns | Ds",512,14,0.027584,0,0.027973,0.013312,0.121554,0.068869
1,float,uniform,CPU,"Ns | Ds",512,15,0.026528,0,0.027206,0.012288,0.118858,0.066022
1,float,uniform,CPU,"Ns | Ds",512,16,0.026624,0,0.026969,0.012288,0.119189,0.065881
1,float,uniform,CPU,"Ns | Ds",512,17,0.027136,0,0.027249,0.013312,0.119196,0.067697
1,float,uniform,CPU,"Ns | Ds",512,18,0.026592,0,0.027738,0.013312,0.118653,0.067642
1,float,uniform,CPU,"Ns | Ds",512,19,0.027168,0,0.027086,0.012288,0.118322,0.066542
