dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,0.643104,0.004068,0.123743,0.369664,1.24873,1.14058
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,13,0.618336,0.003553,0.061384,0.016384,0.759069,0.699657
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,14,0.6176,0.003668,0.056583,0.016384,0.752999,0.694235
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,15,0.618432,0.003551,0.058599,0.01536,0.75705,0.695942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,16,0.626208,0.003644,0.056373,0.01536,0.761343,0.701585
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,17,0.628384,0.003621,0.05675,0.01536,0.76434,0.704115
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,18,0.628608,0.003619,0.056476,0.01536,0.763646,0.704063
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,0.679008,0.003589,0.056592,0.01536,0.815163,0.754549
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,3.3039,0.004083,0.243104,0.067584,3.71017,3.61867
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,3.33808,0.00399,0.249936,0.05632,3.71629,3.64833
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,3.42518,0.004073,0.193372,0.057344,3.74361,3.67997
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,3.43706,0.003954,0.19495,0.05632,3.75622,3.69228
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,3.41219,0.0039,0.192846,0.055296,3.72929,3.66423
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,3.46854,0.003858,0.19495,0.057344,3.78931,3.7247
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,3.43859,0.003833,0.194157,0.055296,3.75853,3.69188
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,3.40976,0.00382,0.193127,0.057344,3.72798,3.66405
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,3.49347,0.003746,0.192595,0.058368,3.81187,3.74818
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,3.39744,0.003827,0.190116,0.057344,3.71509,3.64873
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,3.43088,0.003785,0.193658,0.057344,3.74942,3.68567
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,3.49642,0.003729,0.192299,0.058368,3.81367,3.75081
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,3.47965,0.003775,0.196891,0.05632,3.8011,3.73663
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,3.5009,0.003784,0.1909,0.05632,3.81582,3.7519
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,3.37478,0.003795,0.198002,0.05632,3.69999,3.6329
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,3.47866,0.003674,0.197088,0.054272,3.79924,3.73369
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,3.4087,0.003734,0.191094,0.05632,3.72296,3.65985
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,3.51494,0.003719,0.192628,0.057344,3.83255,3.76864
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,3.57008,0.003808,0.191129,0.057344,3.88482,3.82236
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,3.49203,0.003799,0.194026,0.05632,3.80972,3.74618
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,11.9251,0.004147,0.630452,0.218112,12.8641,12.7778
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,11.9333,0.004112,0.585027,0.211968,12.8234,12.7345
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,11.9087,0.004041,0.577044,0.211968,12.7841,12.7018
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,11.921,0.004114,0.57656,0.214016,12.7961,12.7157
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,11.975,0.004458,0.58083,0.214016,12.8549,12.7743
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,11.8966,0.004123,0.579029,0.21504,12.7757,12.6948
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,12.0729,0.004397,0.57545,0.211968,12.9487,12.8647
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,11.9316,0.004083,0.577898,0.20992,12.8086,12.7235
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,11.8335,0.00413,0.582081,0.216064,12.7193,12.6358
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,11.8752,0.003971,0.58047,0.214016,12.7504,12.6737
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,11.9441,0.004278,0.580688,0.214016,12.8231,12.743
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,11.9493,0.00409,0.574129,0.214016,12.8213,12.7415
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,12.0563,0.004129,0.615932,0.211968,12.9715,12.8883
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,12.0296,0.012071,0.572033,0.212992,12.9068,12.8267
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,11.8758,0.004224,0.623662,0.211968,12.799,12.7157
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,11.9594,0.004211,0.574666,0.214016,12.8323,12.7523
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,11.9069,0.00413,0.587687,0.212992,12.7922,12.7117
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,12.029,0.004019,0.574174,0.211968,12.8988,12.8192
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,11.9304,0.004241,0.572919,0.212992,12.7994,12.7205
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,11.8828,0.004061,0.576505,0.214016,12.7611,12.6774
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,28.1098,0.004257,1.96045,0.495616,30.6738,30.5701
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,28.2014,0.004482,1.92275,0.49152,30.7036,30.6202
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,28.457,0.004107,1.94085,0.494592,30.9821,30.8965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,28.3443,0.004344,1.92391,0.490496,30.8497,30.763
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,28.1217,0.004176,1.92076,0.490496,30.6563,30.5371
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,28.1157,0.003936,1.92322,0.488448,30.6235,30.5313
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,28.384,0.004341,1.93402,0.492544,30.9001,30.8149
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,28.373,0.004144,1.92629,0.488448,30.8757,30.7919
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,28.2628,0.004162,1.93021,0.490496,30.7719,30.6877
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,28.4089,0.004137,1.93116,0.493568,30.9212,30.8378
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,28.5545,0.004137,1.92752,0.489472,31.061,30.9757
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,28.2389,0.004387,1.93797,0.490496,30.7562,30.6717
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,28.5876,0.004119,1.93071,0.49152,31.1071,31.014
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,28.1592,0.004217,1.94564,0.494592,30.6867,30.6037
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,28.3653,0.004164,1.92015,0.485376,30.863,30.775
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,28.3591,0.004163,1.92354,0.49152,30.8735,30.7783
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,28.4904,0.004056,1.93976,0.493568,31.0119,30.9278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,28.5949,0.004145,1.94639,0.492544,31.1226,31.038
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,28.5502,0.004102,1.90954,0.492544,31.0416,30.9564
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,28.4748,0.00408,1.94333,0.487424,30.9923,30.9096
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,53.7925,0.003036,3.43147,0.894976,58.2048,58.122
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,53.4563,0.0033,3.41962,0.89088,57.8586,57.7701
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,53.6614,0.003058,3.42252,0.892928,58.0543,57.9799
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,53.9789,0.003237,3.41809,0.897024,58.3846,58.2972
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,53.8373,0.003175,3.41028,0.892928,58.2233,58.1437
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,54.343,0.00306,3.41524,0.896,58.7377,58.6573
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,54.1982,0.003077,3.41069,0.896,58.5878,58.508
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,53.9239,0.003141,3.40952,0.894976,58.3109,58.2315
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,53.5103,0.003093,3.42142,0.891904,57.9046,57.8267
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,53.7732,0.003057,3.41325,0.902144,58.1712,58.0916
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,53.7587,0.003075,3.41605,0.892928,58.1489,58.0707
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,54.7311,0.003169,3.41262,0.893952,59.1207,59.0408
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,54.1792,0.003109,3.41013,0.893952,58.5659,58.4864
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,53.9424,0.003035,3.40885,0.893952,58.3257,58.2483
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,55.2232,0.003308,3.41864,0.897024,59.6236,59.5422
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,54.3221,0.003129,3.40808,0.900096,58.7079,58.6334
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,54.1378,0.003069,3.41801,0.899072,58.5397,58.4579
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,54.0274,0.003218,3.41563,0.897024,58.4255,58.3432
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,54.4269,0.003377,3.42124,0.894976,58.8262,58.7465
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,54.5617,0.003054,3.41692,0.897024,58.96,58.8787
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,93.0136,0.003653,6.59902,1.62304,101.335,101.239
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,92.852,0.003384,6.58553,1.62611,101.153,101.067
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,94.5823,0.003369,6.57406,1.62509,102.882,102.785
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,93.8848,0.003133,6.63421,1.62714,102.233,102.149
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,93.9824,0.003084,6.58946,1.6169,102.275,102.192
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,93.6646,0.00304,6.58327,1.6169,101.962,101.868
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,92.7438,0.003073,6.63901,1.61894,101.088,101.005
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,93.8689,0.00318,6.58559,1.6169,102.163,102.075
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,93.6546,0.003062,6.5837,1.62714,101.951,101.869
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,93.7326,0.003236,6.58947,1.62509,102.036,101.95
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,94.1538,0.003225,6.60425,1.61587,102.462,102.377
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,93.2453,0.003332,6.57632,1.62099,101.528,101.446
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,92.6713,0.003111,6.64232,1.62202,101.031,100.939
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,92.0506,0.003071,6.57794,1.62714,100.355,100.259
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,93.0734,0.00345,6.57929,1.62714,101.367,101.283
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,94.2701,0.003207,6.57136,1.62816,102.568,102.473
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,93.6878,0.003421,6.59867,1.61485,101.987,101.905
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,93.0172,0.003084,6.58893,1.62509,101.318,101.234
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,92.0745,0.003317,6.59543,1.62406,100.385,100.297
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,92.4181,0.00305,6.62122,1.62099,100.746,100.663
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,148.579,0.003145,13.9417,2.67878,165.288,165.203
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,145.957,0.003072,13.913,2.68186,162.639,162.555
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,146.127,0.003103,13.9569,2.67162,162.85,162.758
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,146.814,0.004019,13.3712,2.64397,162.925,162.833
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,146.245,0.003048,13.3111,2.63066,162.273,162.19
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,147.627,0.003062,13.0556,2.62861,163.402,163.314
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,147.247,0.002964,13.061,2.62246,163.018,162.934
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,145.874,0.003713,13.0726,2.61427,161.649,161.565
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,147.349,0.003326,12.7881,2.58662,162.814,162.728
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,147.893,0.003058,12.8847,2.59072,163.452,163.371
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,146.933,0.003048,12.7493,2.5856,162.355,162.271
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,146.211,0.003188,12.8244,2.57843,161.7,161.617
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,148.294,0.003151,12.7684,2.5897,163.741,163.655
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,146.937,0.003102,12.8511,2.59174,162.464,162.383
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,146.026,0.003087,12.8869,2.5897,161.589,161.506
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,147.513,0.003053,12.8785,2.59072,163.064,162.986
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,145.641,0.003297,12.866,2.58867,161.182,161.099
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,146.156,0.003014,12.7213,2.58355,161.543,161.464
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,146.89,0.003097,12.8604,2.57946,162.413,162.333
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,146.076,0.00306,12.8666,2.58048,161.608,161.526
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,220.598,0.003196,14.827,3.50106,239.012,238.929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,222.595,0.003061,14.6152,3.5072,240.803,240.72
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,220.561,0.003096,14.6267,3.50106,238.771,238.691
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,221.525,0.003102,14.6165,3.51334,239.745,239.658
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,221.199,0.005106,14.8599,3.50106,239.65,239.565
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,221.938,0.003071,14.6269,3.5031,240.156,240.071
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,220.337,0.003463,14.6932,3.50106,238.615,238.534
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,220.496,0.003068,14.6017,3.50003,238.682,238.601
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,220.256,0.00308,14.8259,3.5031,238.669,238.588
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,220.992,0.003091,14.6512,3.50618,239.235,239.153
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,218.928,0.003182,14.8755,3.50822,237.398,237.315
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,219.159,0.003406,14.6043,3.49594,237.343,237.263
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,223.953,0.003085,14.7028,3.51027,242.25,242.169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,220.623,0.003078,14.6425,3.50003,238.851,238.769
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,220.628,0.003055,14.683,3.50003,238.896,238.814
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,223.085,0.003138,14.5835,3.50822,241.264,241.18
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,221.576,0.003012,14.6997,3.50618,239.866,239.785
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,222.604,0.0031,14.614,3.50208,240.804,240.723
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,223.44,0.00316,14.6688,3.51642,241.709,241.629
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,220.866,0.003126,14.6664,3.51949,239.135,239.055
