dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",64,0,0.637888,0,0.066139,0.473344,1.28869,1.17737
3,float,uniform,CPU,"P | P | P | P | P | P",128,5,3.43875,0,0.307505,0.149312,3.9646,3.89557
3,float,uniform,CPU,"P | P | P | P | P | P",128,6,3.44086,0,0.305495,0.14512,3.96038,3.89148
3,float,uniform,CPU,"P | P | P | P | P | P",128,7,3.41376,0,0.307964,0.145088,3.93665,3.86681
3,float,uniform,CPU,"P | P | P | P | P | P",128,8,3.38678,0,0.309056,0.148608,3.9141,3.84445
3,float,uniform,CPU,"P | P | P | P | P | P",128,9,3.5135,0,0.314413,0.147328,4.04452,3.97524
3,float,uniform,CPU,"P | P | P | P | P | P",128,10,3.37443,0,0.307519,0.144256,3.89553,3.82621
3,float,uniform,CPU,"P | P | P | P | P | P",128,11,3.3783,0,0.310913,0.145536,3.90403,3.83475
3,float,uniform,CPU,"P | P | P | P | P | P",128,12,3.38419,0,0.305253,0.148384,3.90526,3.83783
3,float,uniform,CPU,"P | P | P | P | P | P",128,13,3.4761,0,0.307401,0.149632,4.00063,3.93313
3,float,uniform,CPU,"P | P | P | P | P | P",128,14,3.37235,0,0.309183,0.14784,3.89724,3.82938
3,float,uniform,CPU,"P | P | P | P | P | P",128,15,3.38189,0,0.306561,0.14608,3.904,3.83453
3,float,uniform,CPU,"P | P | P | P | P | P",128,16,3.38614,0,0.307157,0.147936,3.90923,3.84124
3,float,uniform,CPU,"P | P | P | P | P | P",128,17,3.43222,0,0.308032,0.148576,3.9586,3.88883
3,float,uniform,CPU,"P | P | P | P | P | P",128,18,3.39216,0,0.304574,0.151136,3.91555,3.84787
3,float,uniform,CPU,"P | P | P | P | P | P",128,19,3.40528,0,0.304956,0.154816,3.93834,3.86505
3,float,uniform,CPU,"P | P | P | P | P | P",192,0,12.2304,0,0.944904,0.4648,13.7338,13.6401
3,float,uniform,CPU,"P | P | P | P | P | P",192,1,12.006,0,0.928647,0.460384,13.484,13.395
3,float,uniform,CPU,"P | P | P | P | P | P",192,2,12.0929,0,0.928775,0.456608,13.5708,13.4782
3,float,uniform,CPU,"P | P | P | P | P | P",192,3,11.8568,0,0.931132,0.458528,13.3332,13.2464
3,float,uniform,CPU,"P | P | P | P | P | P",192,4,11.7667,0,0.923211,0.461792,13.2358,13.1517
3,float,uniform,CPU,"P | P | P | P | P | P",192,5,11.8304,0,0.92506,0.455968,13.2972,13.2115
3,float,uniform,CPU,"P | P | P | P | P | P",192,6,12.0692,0,0.928169,0.462048,13.5455,13.4595
3,float,uniform,CPU,"P | P | P | P | P | P",192,7,11.9156,0,0.926804,0.461056,13.3881,13.3034
3,float,uniform,CPU,"P | P | P | P | P | P",192,8,12.4882,0,0.953338,0.48496,14.0654,13.9265
3,float,uniform,CPU,"P | P | P | P | P | P",192,9,12.2044,0,0.926339,0.457344,13.6717,13.5881
3,float,uniform,CPU,"P | P | P | P | P | P",192,10,11.9508,0,0.924332,0.460096,13.4194,13.3352
3,float,uniform,CPU,"P | P | P | P | P | P",192,11,12.0208,0,0.929174,0.45792,13.496,13.4079
3,float,uniform,CPU,"P | P | P | P | P | P",192,12,12.0279,0,0.924752,0.458112,13.4993,13.4108
3,float,uniform,CPU,"P | P | P | P | P | P",192,13,11.939,0,0.92654,0.461952,13.416,13.3275
3,float,uniform,CPU,"P | P | P | P | P | P",192,14,12.0327,0,0.921095,0.459616,13.5198,13.4134
3,float,uniform,CPU,"P | P | P | P | P | P",192,15,11.9048,0,0.932149,0.466048,13.3878,13.303
3,float,uniform,CPU,"P | P | P | P | P | P",192,16,12.1194,0,0.925805,0.46288,13.5959,13.5081
3,float,uniform,CPU,"P | P | P | P | P | P",192,17,11.9019,0,0.925628,0.462336,13.3776,13.2898
3,float,uniform,CPU,"P | P | P | P | P | P",192,18,11.9499,0,0.931129,0.458688,13.4242,13.3397
3,float,uniform,CPU,"P | P | P | P | P | P",192,19,12.042,0,0.925648,0.460352,13.5153,13.428
3,float,uniform,CPU,"P | P | P | P | P | P",256,0,28.8151,0,2.19951,1.00448,32.1127,32.0191
3,float,uniform,CPU,"P | P | P | P | P | P",256,1,29.0441,0,2.16316,1.00618,32.3035,32.2134
3,float,uniform,CPU,"P | P | P | P | P | P",256,2,29.0523,0,2.16299,0.9984,32.2968,32.2137
3,float,uniform,CPU,"P | P | P | P | P | P",256,3,28.7654,0,2.16515,1.00253,32.0261,31.9331
3,float,uniform,CPU,"P | P | P | P | P | P",256,4,28.5125,0,2.15652,1.01072,31.7744,31.6797
3,float,uniform,CPU,"P | P | P | P | P | P",256,5,28.3915,0,2.16555,1.0033,31.6535,31.5603
3,float,uniform,CPU,"P | P | P | P | P | P",256,6,28.3604,0,2.16219,1.00128,31.6156,31.5239
3,float,uniform,CPU,"P | P | P | P | P | P",256,7,28.5715,0,2.16241,1.00826,31.8332,31.7421
3,float,uniform,CPU,"P | P | P | P | P | P",256,8,28.436,0,2.16497,1.00864,31.6999,31.6096
3,float,uniform,CPU,"P | P | P | P | P | P",256,9,28.4855,0,2.16301,1.00611,31.7457,31.6547
3,float,uniform,CPU,"P | P | P | P | P | P",256,10,28.5649,0,2.16609,1.01021,31.8323,31.7412
3,float,uniform,CPU,"P | P | P | P | P | P",256,11,28.2853,0,2.16353,1.00752,31.5504,31.4563
3,float,uniform,CPU,"P | P | P | P | P | P",256,12,28.4603,0,2.16304,1.00771,31.721,31.6311
3,float,uniform,CPU,"P | P | P | P | P | P",256,13,28.4504,0,2.16343,1.00442,31.707,31.6182
3,float,uniform,CPU,"P | P | P | P | P | P",256,14,28.1562,0,2.16068,1.00842,31.4117,31.3253
3,float,uniform,CPU,"P | P | P | P | P | P",256,15,28.3625,0,2.15999,1.0025,31.6153,31.525
3,float,uniform,CPU,"P | P | P | P | P | P",256,16,28.4113,0,2.16171,1.00861,31.6707,31.5816
3,float,uniform,CPU,"P | P | P | P | P | P",256,17,28.5479,0,2.16087,1.00227,31.8025,31.711
3,float,uniform,CPU,"P | P | P | P | P | P",256,18,28.3845,0,2.16103,1.00224,31.6404,31.5478
3,float,uniform,CPU,"P | P | P | P | P | P",256,19,28.596,0,2.16305,0.998624,31.8479,31.7577
3,float,uniform,CPU,"P | P | P | P | P | P",320,0,54.1036,0,6.12192,1.94874,62.2702,62.1743
3,float,uniform,CPU,"P | P | P | P | P | P",320,1,54.2794,0,6.09988,1.92813,62.3947,62.3074
3,float,uniform,CPU,"P | P | P | P | P | P",320,2,54.1022,0,6.10163,1.92854,62.2242,62.1323
3,float,uniform,CPU,"P | P | P | P | P | P",320,3,53.9275,0,6.10619,1.92333,62.0419,61.957
3,float,uniform,CPU,"P | P | P | P | P | P",320,4,54.7108,0,6.1056,1.92931,62.8342,62.7458
3,float,uniform,CPU,"P | P | P | P | P | P",320,5,54.3435,0,6.10077,1.9311,62.4589,62.3753
3,float,uniform,CPU,"P | P | P | P | P | P",320,6,54.3952,0,6.09292,1.93187,62.5117,62.42
3,float,uniform,CPU,"P | P | P | P | P | P",320,7,53.9244,0,6.10446,1.92986,62.0509,61.9587
3,float,uniform,CPU,"P | P | P | P | P | P",320,8,53.7577,0,6.11045,1.92378,61.8762,61.7919
3,float,uniform,CPU,"P | P | P | P | P | P",320,9,53.9412,0,6.11196,1.93203,62.0734,61.9852
3,float,uniform,CPU,"P | P | P | P | P | P",320,10,53.7593,0,6.11076,1.92454,61.8766,61.7946
3,float,uniform,CPU,"P | P | P | P | P | P",320,11,54.2647,0,6.1117,1.93683,62.3948,62.3132
3,float,uniform,CPU,"P | P | P | P | P | P",320,12,54.1368,0,6.11778,1.92589,62.2703,62.1805
3,float,uniform,CPU,"P | P | P | P | P | P",320,13,53.9291,0,6.10466,1.92621,62.0487,61.96
3,float,uniform,CPU,"P | P | P | P | P | P",320,14,54.3998,0,6.10205,1.92554,62.5137,62.4274
3,float,uniform,CPU,"P | P | P | P | P | P",320,15,54.4069,0,6.09642,1.92592,62.5173,62.4293
3,float,uniform,CPU,"P | P | P | P | P | P",320,16,55.3717,0,6.10633,1.93037,63.4967,63.4083
3,float,uniform,CPU,"P | P | P | P | P | P",320,17,54.8536,0,6.10578,1.92387,62.9703,62.8833
3,float,uniform,CPU,"P | P | P | P | P | P",320,18,54.0533,0,6.09515,1.92966,62.1646,62.0782
3,float,uniform,CPU,"P | P | P | P | P | P",320,19,54.676,0,6.10018,1.93018,62.7929,62.7064
3,float,uniform,CPU,"P | P | P | P | P | P",384,0,93.1241,0,11.2389,3.32586,107.778,107.689
3,float,uniform,CPU,"P | P | P | P | P | P",384,1,93.222,0,11.2159,3.32029,107.885,107.758
3,float,uniform,CPU,"P | P | P | P | P | P",384,2,93.3914,0,11.2458,3.33664,108.063,107.974
3,float,uniform,CPU,"P | P | P | P | P | P",384,3,92.278,0,11.3052,3.31731,106.987,106.9
3,float,uniform,CPU,"P | P | P | P | P | P",384,4,92.5096,0,11.2711,3.32406,107.191,107.105
3,float,uniform,CPU,"P | P | P | P | P | P",384,5,92.2694,0,11.1933,3.32166,106.871,106.784
3,float,uniform,CPU,"P | P | P | P | P | P",384,6,92.8399,0,11.3551,3.3135,107.595,107.508
3,float,uniform,CPU,"P | P | P | P | P | P",384,7,92.8161,0,11.1336,3.31043,107.367,107.26
3,float,uniform,CPU,"P | P | P | P | P | P",384,8,93.3559,0,11.1244,3.32269,107.89,107.803
3,float,uniform,CPU,"P | P | P | P | P | P",384,9,92.9794,0,11.258,3.32467,107.658,107.562
3,float,uniform,CPU,"P | P | P | P | P | P",384,10,93.0964,0,11.2098,3.32989,107.719,107.636
3,float,uniform,CPU,"P | P | P | P | P | P",384,11,92.7234,0,11.2716,3.32669,107.415,107.322
3,float,uniform,CPU,"P | P | P | P | P | P",384,12,93.7775,0,11.0932,3.31562,108.272,108.186
3,float,uniform,CPU,"P | P | P | P | P | P",384,13,93.8827,0,11.1797,3.32154,108.49,108.384
3,float,uniform,CPU,"P | P | P | P | P | P",384,14,93.4668,0,11.2024,3.30621,108.06,107.975
3,float,uniform,CPU,"P | P | P | P | P | P",384,15,92.9271,0,11.1256,3.32691,107.462,107.38
3,float,uniform,CPU,"P | P | P | P | P | P",384,16,93.2542,0,11.21,3.32432,107.873,107.789
3,float,uniform,CPU,"P | P | P | P | P | P",384,17,93.1503,0,11.2078,3.32304,107.766,107.681
3,float,uniform,CPU,"P | P | P | P | P | P",384,18,93.3077,0,11.2445,3.3176,107.956,107.87
3,float,uniform,CPU,"P | P | P | P | P | P",384,19,92.5827,0,11.1286,3.3184,107.116,107.03
3,float,uniform,CPU,"P | P | P | P | P | P",448,0,147.307,0,17.9634,5.42173,170.781,170.693
3,float,uniform,CPU,"P | P | P | P | P | P",448,1,145.452,0,17.9591,5.42576,168.925,168.837
3,float,uniform,CPU,"P | P | P | P | P | P",448,2,148.561,0,16.944,5.40285,170.997,170.908
3,float,uniform,CPU,"P | P | P | P | P | P",448,3,147.293,0,17.2827,5.40979,170.072,169.985
3,float,uniform,CPU,"P | P | P | P | P | P",448,4,146.71,0,16.8378,5.39136,169.027,168.939
3,float,uniform,CPU,"P | P | P | P | P | P",448,5,148.353,0,17.1705,5.39802,171.009,170.921
3,float,uniform,CPU,"P | P | P | P | P | P",448,6,146.722,0,16.7662,5.39482,168.972,168.883
3,float,uniform,CPU,"P | P | P | P | P | P",448,7,149.904,0,16.9944,5.40435,172.39,172.302
3,float,uniform,CPU,"P | P | P | P | P | P",448,8,146.37,0,16.8991,5.38509,168.743,168.654
3,float,uniform,CPU,"P | P | P | P | P | P",448,9,148.053,0,17.1359,5.38723,170.664,170.577
3,float,uniform,CPU,"P | P | P | P | P | P",448,10,147.252,0,16.8736,5.38912,169.602,169.515
3,float,uniform,CPU,"P | P | P | P | P | P",448,11,147.312,0,17.3208,5.40694,170.123,170.04
3,float,uniform,CPU,"P | P | P | P | P | P",448,12,145.548,0,17.6082,5.39216,168.638,168.549
3,float,uniform,CPU,"P | P | P | P | P | P",448,13,146.789,0,16.9855,5.42928,169.335,169.204
3,float,uniform,CPU,"P | P | P | P | P | P",448,14,147.579,0,16.8324,5.40339,169.901,169.815
3,float,uniform,CPU,"P | P | P | P | P | P",448,15,152.036,0,17.013,5.38736,174.527,174.436
3,float,uniform,CPU,"P | P | P | P | P | P",448,16,147.481,0,17.1435,5.38522,170.099,170.009
3,float,uniform,CPU,"P | P | P | P | P | P",448,17,145.084,0,17.2664,5.39757,167.835,167.748
3,float,uniform,CPU,"P | P | P | P | P | P",448,18,148.212,0,17.0028,5.39632,170.702,170.611
3,float,uniform,CPU,"P | P | P | P | P | P",448,19,147.942,0,17.0991,5.37459,170.505,170.415
3,float,uniform,CPU,"P | P | P | P | P | P",512,0,222.789,0,39.4807,7.59498,269.95,269.864
3,float,uniform,CPU,"P | P | P | P | P | P",512,1,222.671,0,39.4213,7.58,269.761,269.672
3,float,uniform,CPU,"P | P | P | P | P | P",512,2,219.468,0,38.7361,7.58051,265.873,265.784
3,float,uniform,CPU,"P | P | P | P | P | P",512,3,219.807,0,38.9077,7.61302,266.412,266.328
3,float,uniform,CPU,"P | P | P | P | P | P",512,4,223.163,0,38.9261,7.60291,269.775,269.692
3,float,uniform,CPU,"P | P | P | P | P | P",512,5,219.554,0,38.857,7.57958,266.076,265.991
3,float,uniform,CPU,"P | P | P | P | P | P",512,6,220.7,0,38.2833,7.5776,266.646,266.561
3,float,uniform,CPU,"P | P | P | P | P | P",512,7,221.003,0,39.5311,7.6008,268.218,268.134
3,float,uniform,CPU,"P | P | P | P | P | P",512,8,223.113,0,39.0562,7.59062,269.841,269.759
3,float,uniform,CPU,"P | P | P | P | P | P",512,9,222.722,0,38.2164,7.5857,268.611,268.524
3,float,uniform,CPU,"P | P | P | P | P | P",512,10,222.054,0,38.84,7.57885,268.561,268.473
3,float,uniform,CPU,"P | P | P | P | P | P",512,11,222.504,0,39.8872,7.62096,270.098,270.013
3,float,uniform,CPU,"P | P | P | P | P | P",512,12,218.564,0,39.1391,7.58598,265.374,265.289
3,float,uniform,CPU,"P | P | P | P | P | P",512,13,221.644,0,39.0469,7.59146,268.367,268.282
3,float,uniform,CPU,"P | P | P | P | P | P",512,14,219.917,0,39.0755,7.59613,266.671,266.589
3,float,uniform,CPU,"P | P | P | P | P | P",512,15,221.483,0,38.9783,7.59987,268.144,268.061
3,float,uniform,CPU,"P | P | P | P | P | P",512,16,220.877,0,38.8886,7.60038,267.45,267.366
3,float,uniform,CPU,"P | P | P | P | P | P",512,17,222.891,0,38.3531,7.6119,268.952,268.856
3,float,uniform,CPU,"P | P | P | P | P | P",512,18,219.832,0,38.915,7.61008,266.443,266.357
3,float,uniform,CPU,"P | P | P | P | P | P",512,19,219.794,0,38.0779,7.61299,265.569,265.484
