dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",64,0,0.039008,0.003911,0.106707,0.458752,0.754255,0.608378
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,11,0.307456,0.003714,1.57549,0.756736,2.78565,2.64339
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,12,0.313088,0.004014,1.56783,0.75776,2.78951,2.64269
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,13,0.305952,0.003936,1.57144,0.756736,2.78636,2.63806
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,14,0.313376,0.004163,1.57232,0.755712,2.79417,2.64557
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,15,0.307648,0.004003,1.57264,0.758784,2.78972,2.64308
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,16,0.306944,0.00412,1.57303,0.753664,2.78412,2.63776
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,17,0.306912,0.004111,1.56724,0.754688,2.7781,2.63295
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,18,0.310496,0.004038,1.57028,0.759808,2.7916,2.64463
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,19,0.307328,0.003969,1.56726,0.755712,2.78013,2.63427
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,0,0.709056,0.003169,3.79266,1.73875,6.37904,6.24363
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,1,0.705984,0.002943,3.73254,1.73158,6.31226,6.17305
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,2,0.705792,0.003249,3.73514,1.72851,6.3116,6.1727
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,3,0.700768,0.002933,3.74602,1.72851,6.31694,6.17823
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,4,0.707584,0.002867,3.73905,1.73056,6.31974,6.18006
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,5,0.706688,0.002977,3.73949,1.73363,6.3202,6.18279
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,6,0.705536,0.003316,3.75273,1.73158,6.33102,6.19316
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,7,0.707456,0.002892,3.74408,1.73158,6.32431,6.18602
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,8,0.706304,0.00299,3.87654,1.71827,6.44801,6.30411
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,9,0.701312,0.002874,3.86344,1.71827,6.42726,6.2859
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,10,0.705632,0.002955,3.87399,1.7193,6.44032,6.30187
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,11,0.703616,0.002974,3.86466,1.72032,6.43114,6.29157
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,12,0.702848,0.003294,3.86893,1.71827,6.43709,6.29335
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,13,0.70512,0.002901,3.86897,1.71827,6.43693,6.29526
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,14,0.7064,0.003227,3.87725,1.72134,6.44545,6.30823
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,15,0.706464,0.002895,3.86004,1.71622,6.42594,6.28562
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,16,0.702848,0.002918,3.86219,1.7193,6.42749,6.28725
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,17,0.704288,0.004808,3.87029,1.71827,6.44055,6.29766
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,18,0.703264,0.00291,3.87808,1.71827,6.44256,6.30253
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,19,0.703616,0.002917,3.86178,1.7193,6.42577,6.28761
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,0,1.37485,0.003114,9.01092,3.44474,13.9824,13.8336
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,1,1.37395,0.003128,8.98214,3.42733,13.9292,13.7866
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,2,1.3671,0.003129,8.97809,3.43552,13.9231,13.7838
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,3,1.36749,0.003152,8.98878,3.42528,13.926,13.7847
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,4,1.37334,0.003049,8.99824,3.4263,13.9421,13.8009
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,5,1.36829,0.002987,8.9821,3.42221,13.914,13.7756
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,6,1.36803,0.002958,8.97552,3.44064,13.9261,13.7871
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,7,1.37014,0.003162,8.98616,3.42835,13.9284,13.7878
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,8,1.37027,0.003001,8.97594,3.42835,13.9165,13.7776
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,9,1.37181,0.00297,8.98855,3.42733,13.9279,13.7907
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,10,1.36618,0.002879,8.97629,3.42835,13.9145,13.7737
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,11,1.37168,0.003021,8.97635,3.42118,13.9118,13.7722
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,12,1.36829,0.003039,8.97948,3.43347,13.9252,13.7843
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,13,1.36822,0.002954,8.98811,3.44371,13.9411,13.803
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,14,1.36781,0.003002,8.97862,3.43552,13.9242,13.785
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,15,1.37344,0.003276,8.98528,3.42221,13.9268,13.7842
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,16,1.36826,0.0031,8.98311,3.4304,13.9245,13.7849
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,17,1.36768,0.003013,8.97849,3.41606,13.905,13.7652
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,18,1.36877,0.003103,8.97644,3.4304,13.9166,13.7787
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,19,1.36813,0.002933,8.98698,3.43757,13.9353,13.7956
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,0,2.47331,0.00326,15.9287,5.92896,24.4791,24.3342
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,1,2.46403,0.003017,15.8974,5.91462,24.4207,24.2791
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,2,2.45331,0.002856,15.8943,5.9177,24.4074,24.2682
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,3,2.46138,0.002955,15.9029,5.90643,24.4142,24.2737
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,4,2.48253,0.003779,15.9316,5.93818,24.4966,24.3561
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,5,2.46102,0.003013,15.8965,5.91462,24.4169,24.2752
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,6,2.45869,0.003201,15.8895,5.92384,24.4171,24.2753
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,7,2.45952,0.003019,15.8972,5.91155,24.4128,24.2713
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,8,2.45904,0.003138,15.9048,5.91565,24.4234,24.2826
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,9,2.46048,0.002984,15.9012,5.91667,24.4229,24.2813
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,10,2.45635,0.002989,15.8921,5.92589,24.4199,24.2774
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,11,2.4599,0.002991,15.9005,5.90746,24.415,24.2708
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,12,2.46202,0.003271,15.908,5.91053,24.4292,24.2839
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,13,2.46141,0.002923,15.8965,5.92794,24.4289,24.2888
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,14,2.45738,0.002958,15.8976,5.92896,24.426,24.2869
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,15,2.45837,0.002947,15.8925,5.92794,24.4226,24.2818
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,16,2.45862,0.003234,15.9,5.91462,24.4188,24.2765
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,17,2.46118,0.00303,15.9032,5.91155,24.4201,24.279
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,18,2.4527,0.003031,15.8998,5.90848,24.4058,24.264
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,19,2.46282,0.002968,15.8947,5.91872,24.421,24.2792
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,0,3.77648,0.003132,34.6896,9.50784,48.1164,47.9771
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,1,3.76096,0.003161,34.6985,9.48941,48.0903,47.952
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,2,3.7583,0.002996,34.066,9.53549,47.5016,47.3627
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,3,3.75722,0.003004,33.4405,9.51501,46.8555,46.7157
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,4,3.756,0.003162,33.4202,9.54573,46.8654,46.7251
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,5,3.75488,0.003045,33.4292,9.54982,46.8761,46.7369
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,6,3.75395,0.00344,33.4333,9.55187,46.8821,46.7425
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,7,3.75456,0.002949,33.4131,9.51706,46.8271,46.6877
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,8,3.75485,0.003009,33.4369,9.53037,46.8627,46.7251
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,9,3.75235,0.002948,33.4369,9.52627,46.8568,46.7185
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,10,3.75376,0.003155,33.3605,9.54675,46.8046,46.6642
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,11,3.75603,0.002972,33.3765,9.5191,46.7936,46.6546
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,12,3.75402,0.003032,33.3539,9.54368,46.7921,46.6546
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,13,3.75482,0.002972,33.3564,9.54778,46.7997,46.662
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,14,3.75418,0.003015,33.3658,9.5232,46.7856,46.6462
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,15,3.75798,0.002968,33.3612,9.52422,46.7843,46.6464
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,16,3.75283,0.003191,33.3672,9.51501,46.776,46.6382
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,17,3.7553,0.003205,33.3456,9.53446,46.7773,46.6386
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,18,3.75478,0.003052,33.3668,9.54061,46.8048,46.6653
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",448,19,3.75357,0.002997,33.3678,9.52934,46.7921,46.6537
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,0,5.55171,0.003023,55.5033,14.3309,75.5327,75.3889
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,1,5.53754,0.003045,55.4755,14.3165,75.4756,75.3327
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,2,5.53603,0.003791,55.4202,14.2971,75.4317,75.2571
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,3,5.5352,0.003016,55.2798,14.335,75.2965,75.153
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,4,5.53997,0.003041,55.3694,14.251,75.3124,75.1635
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,5,5.54208,0.003023,55.224,14.3176,75.2312,75.0866
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,6,5.53709,0.003029,55.4753,14.3401,75.502,75.3556
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,7,5.53674,0.002998,55.4884,14.2909,75.4637,75.3191
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,8,5.53722,0.003072,55.5534,14.3258,75.5652,75.4195
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,9,5.53792,0.002975,55.3255,14.2838,75.2943,75.1502
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,10,5.53869,0.002983,55.593,14.2725,75.5537,75.4072
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,11,5.53427,0.003056,55.6947,14.3145,75.6897,75.5465
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,12,5.53706,0.00299,55.6894,14.3032,75.6764,75.5327
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,13,5.5369,0.002824,55.45,14.3135,75.4486,75.3032
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,14,5.53837,0.002929,55.3824,14.3043,75.3737,75.228
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,15,5.53421,0.002785,55.3671,14.3299,75.3789,75.234
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,16,5.53805,0.003051,55.6318,14.2756,75.5931,75.4485
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,17,5.53667,0.00277,54.9454,14.3124,74.9399,74.7973
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,18,5.53648,0.002662,55.5535,14.2848,75.5201,75.3774
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",512,19,5.53267,0.002754,55.4662,14.3278,75.4722,75.3295
