dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,0,0.631616,0.004278,0.118507,0.442368,1.31174,1.19677
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,3,12.0239,0.004503,0.851153,0.44032,13.4156,13.3199
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,4,11.8187,0.004271,0.838544,0.442368,13.1952,13.1038
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,5,11.7877,0.004539,0.847858,0.442368,13.1717,13.0825
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,6,11.9424,0.004286,0.846746,0.438272,13.3243,13.2317
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,7,11.902,0.004305,0.841448,0.437248,13.2789,13.185
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,8,11.9226,0.004267,0.8455,0.439296,13.3028,13.2117
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,9,11.9257,0.004167,0.846559,0.44032,13.3065,13.2167
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,10,11.9979,0.00432,0.874456,0.439296,13.404,13.316
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,11,11.8424,0.004864,0.852678,0.436224,13.2324,13.1362
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,12,12.0943,0.004289,0.842643,0.441344,13.4745,13.3826
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,13,11.8815,0.00463,0.844511,0.442368,13.3019,13.173
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,14,11.9927,0.004314,0.840723,0.439296,13.3643,13.277
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,15,12.0148,0.00431,0.852005,0.444416,13.412,13.3155
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,16,11.8151,0.00433,0.847327,0.436224,13.2733,13.103
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,17,11.8935,0.004633,0.838118,0.437248,13.2628,13.1735
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,18,11.9327,0.004616,0.848671,0.44032,13.3175,13.2263
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,19,12.0279,0.004587,0.842577,0.441344,13.4081,13.3164
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,0,28.4714,0.005064,1.95463,0.986112,31.5226,31.4172
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,1,28.2552,0.00459,1.95601,0.978944,31.2929,31.1947
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,2,28.0419,0.004425,1.91137,0.973824,31.0271,30.9315
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,3,28.4842,0.004273,1.91129,0.976896,31.4746,31.3767
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,4,28.2721,0.004836,1.92054,0.980992,31.2831,31.1784
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,5,28.2983,0.004253,1.91446,0.97792,31.2929,31.1949
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,6,28.4973,0.004424,1.90996,0.979968,31.4892,31.3917
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,7,28.0126,0.004267,1.91067,0.97792,31.0015,30.9054
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,8,27.9559,0.004291,1.92893,0.97792,30.9666,30.867
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,9,28.1775,0.00474,1.91763,0.980992,31.1771,31.0809
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,10,28.2441,0.004349,1.90934,0.978944,31.2345,31.1368
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,11,28.3944,0.004289,1.91691,0.97792,31.3927,31.2935
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,12,28.4294,0.004483,1.90832,0.97792,31.4157,31.3201
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,13,28.0275,0.003926,1.90739,0.975872,31.0144,30.9147
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,14,28.5129,0.00437,1.902,0.984064,31.501,31.4033
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,15,28.3171,0.004342,1.90165,0.982016,31.3034,31.2051
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,16,28.3276,0.004252,1.9188,0.978944,31.3268,31.2296
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,17,28.2901,0.004339,1.91731,0.98304,31.2911,31.1948
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,18,28.4329,0.004244,1.91112,0.974848,31.4282,31.3231
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",256,19,28.2527,0.004311,1.90546,0.98304,31.2384,31.1455
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,0,53.8768,0.003184,5.38049,1.89133,61.2441,61.1518
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,1,54.5691,0.003209,5.39276,1.89338,61.9499,61.8584
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,2,54.3713,0.003417,5.41082,1.90157,61.7782,61.6871
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,3,54.2507,0.004131,5.43541,1.91693,61.741,61.6071
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,4,54.0748,0.003167,5.41839,1.90362,61.4905,61.4
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,5,54.4406,0.003494,5.39017,1.8985,61.8277,61.7328
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,6,54.5107,0.003337,5.4149,1.89542,61.9189,61.8243
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,7,54.5679,0.003139,5.41471,1.89645,61.9752,61.8822
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,8,54.1782,0.003159,5.3858,1.90157,61.5601,61.4687
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,9,54.4013,0.003162,5.41779,1.89542,61.8063,61.7177
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,10,54.3418,0.003184,5.39162,1.8985,61.7253,61.6351
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,11,53.8301,0.003388,5.38589,1.89747,61.2111,61.1169
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,12,54.5557,0.00321,5.3924,1.90874,61.9535,61.8601
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,13,55.3587,0.003113,5.39172,1.90362,62.7464,62.6571
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,14,54.622,0.003106,5.4126,1.88621,62.0129,61.9239
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,15,54.4166,0.00311,5.38635,1.88826,61.7854,61.6943
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,16,54.6014,0.003278,5.39423,1.89747,61.9892,61.8964
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,17,54.0525,0.003169,5.39206,1.8903,61.4266,61.338
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,18,53.9849,0.003227,5.38907,1.89645,61.3666,61.2737
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",320,19,54.293,0.003319,5.41172,1.89952,61.6984,61.6076
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,0,92.8357,0.00329,10.179,3.28499,106.394,106.303
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,1,93.4221,0.003211,10.3213,3.28294,107.12,107.03
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,2,93.4285,0.003006,10.37,3.27987,107.173,107.081
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,3,93.8056,0.003184,10.3784,3.29114,107.57,107.478
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,4,92.3019,0.003132,9.83405,3.28294,105.512,105.422
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,5,93.7582,0.003163,10.1268,3.28704,107.268,107.175
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,6,93.2539,0.003312,10.3594,3.28499,106.994,106.902
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,7,92.5587,0.003171,10.3463,3.27987,106.28,106.188
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,8,93.9565,0.003271,10.0602,3.2768,107.389,107.297
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,9,93.9095,0.003426,9.94044,3.28294,107.225,107.136
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,10,93.3026,0.003194,10.3016,3.27782,106.976,106.885
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,11,92.6661,0.003226,10.0842,3.28397,106.127,106.037
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,12,93.6657,0.003251,10.0945,3.28602,107.152,107.049
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,13,92.6719,0.003381,10.3584,3.2768,106.401,106.31
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,14,93.1245,0.003274,10.299,3.28909,106.806,106.716
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,15,92.4084,0.003274,10.0162,3.2768,105.806,105.705
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,16,93.6259,0.003484,10.3167,3.27782,107.315,107.224
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,17,93.4257,0.003561,10.3706,3.2727,107.163,107.073
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,18,93.473,0.003229,10.0969,3.27987,106.955,106.853
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",384,19,92.7191,0.003889,10.2565,3.29421,106.368,106.274
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,0,147.117,0.003204,16.0436,5.36678,168.622,168.53
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,1,147.084,0.003448,16.1332,5.38726,168.7,168.608
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,2,146.958,0.003218,16.1991,5.37498,168.627,168.535
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,3,144.712,0.003416,15.7515,5.39034,165.951,165.857
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,4,146.625,0.003285,15.832,5.37702,167.93,167.837
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,5,146.419,0.003256,16.1981,5.38112,168.094,168.002
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,6,147.85,0.003385,16.0769,5.39034,169.416,169.32
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,7,145.239,0.003184,16.0644,5.38214,166.785,166.688
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,8,145.753,0.003235,15.9313,5.37293,167.153,167.061
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,9,146.928,0.00347,15.8428,5.37088,168.238,168.145
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,10,145.192,0.003193,15.8275,5.36474,166.479,166.388
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,11,147.957,0.003228,15.795,5.37702,169.228,169.133
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,12,147.696,0.003225,16.179,5.38624,169.355,169.264
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,13,147.665,0.003391,16.0406,5.37907,169.183,169.089
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,14,147.481,0.0032,16.1723,5.37907,169.126,169.036
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,15,145.665,0.003449,16.1996,5.36678,167.326,167.235
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,16,146.615,0.003233,15.791,5.37395,167.872,167.783
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,17,146.56,0.003411,15.9139,5.36474,167.937,167.842
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,18,146.328,0.003573,15.8239,5.37805,167.623,167.533
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",448,19,148.577,0.003249,15.984,5.37498,170.029,169.94
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,0,222.255,0.003447,37.2834,7.57965,267.213,267.122
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,1,218.7,0.00354,37.6667,7.56941,264.032,263.939
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,2,219.758,0.003137,36.5551,7.56634,263.977,263.883
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,3,220.34,0.003225,37.3214,7.56019,265.318,265.224
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,4,217.849,0.003177,37.434,7.58579,262.963,262.872
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,5,219.827,0.003222,36.0798,7.57862,263.582,263.489
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,6,222.225,0.003357,37.4886,7.5735,267.385,267.291
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,7,221.821,0.00321,37.5671,7.59091,267.076,266.982
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,8,222.266,0.003151,37.5888,7.57043,267.521,267.429
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,9,217.715,0.00318,37.569,7.58272,262.965,262.87
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,10,220.853,0.003246,37.3789,7.57555,265.902,265.81
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,11,219.837,0.003288,37.496,7.57965,265.004,264.916
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,12,220.546,0.003185,37.0939,7.57862,265.314,265.222
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,13,222.025,0.004607,36.9182,7.55917,266.629,266.507
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,14,220.539,0.00319,36.7227,7.59091,264.948,264.855
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,15,220.721,0.003345,37.1218,7.57658,265.518,265.423
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,16,222.258,0.003204,36.6228,7.56941,266.546,266.453
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,17,222.052,0.003186,37.0254,7.58067,266.752,266.661
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,18,218.118,0.003221,36.2898,7.58682,262.088,261.997
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",512,19,221.658,0.003208,37.1541,7.58374,266.492,266.399
