dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",64,0,0.069632,0,0.063353,0.357376,0.577845,0.490361
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,10,0.015136,0,0.033458,0.012288,0.119152,0.060882
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,11,0.01328,0,0.0328,0.011264,0.110794,0.057344
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,12,0.013472,0,0.03256,0.012288,0.110182,0.05832
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,13,0.01424,0,0.033014,0.018432,0.118344,0.065686
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,14,0.013952,0,0.033438,0.012288,0.110364,0.059678
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,15,0.013312,0,0.032888,0.01536,0.114443,0.06156
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,16,0.013376,0,0.032825,0.012288,0.111065,0.058489
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,17,0.093728,0,0.033453,0.011264,0.193056,0.138445
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,18,0.014528,0,0.032983,0.012288,0.112395,0.059799
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",128,19,0.0136,0,0.03341,0.013312,0.112386,0.060322
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,0,0.017248,0,0.050131,0.017408,0.154677,0.084787
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,1,0.014592,0,0.041277,0.013312,0.138296,0.069181
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,2,0.018848,0,0.03781,0.013312,0.136531,0.06997
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,3,0.020064,0,0.037859,0.013312,0.14115,0.071235
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,4,0.018976,0,0.038626,0.012288,0.135912,0.06989
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,5,0.017952,0,0.037706,0.012288,0.135172,0.067946
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,6,0.018432,0,0.039657,0.012288,0.142154,0.070377
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,7,0.019872,0,0.037958,0.011264,0.137607,0.069094
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,8,0.02016,0,0.037102,0.012288,0.135861,0.06955
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,9,0.019264,0,0.037946,0.011264,0.13579,0.068474
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,10,0.01808,0,0.037902,0.012288,0.134675,0.06827
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,11,0.017504,0,0.037024,0.011264,0.133941,0.065792
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,12,0.01872,0,0.037381,0.017408,0.140656,0.073509
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,13,0.018144,0,0.037054,0.012288,0.133713,0.067486
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,14,0.018496,0,0.037187,0.012288,0.134383,0.067971
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,15,0.019136,0,0.037896,0.011264,0.13541,0.068296
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,16,0.018656,0,0.037215,0.012288,0.134127,0.068159
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,17,0.019232,0,0.03758,0.012288,0.135921,0.0691
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,18,0.014656,0,0.037826,0.012288,0.129757,0.06477
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",192,19,0.019488,0,0.046543,0.012288,0.144908,0.078319
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,0,0.019552,0,0.047957,0.022528,0.184822,0.090037
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,1,0.019776,0,0.040922,0.012288,0.168703,0.072986
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,2,0.019296,0,0.03938,0.013312,0.158481,0.071988
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,3,0.019776,0,0.039002,0.013312,0.157333,0.07209
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,4,0.018176,0,0.039038,0.012288,0.154165,0.069502
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,5,0.019776,0,0.038864,0.011264,0.15476,0.069904
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,6,0.015232,0,0.039379,0.014336,0.153526,0.068947
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,7,0.01808,0,0.03881,0.012288,0.155652,0.069178
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,8,0.016928,0,0.038941,0.012288,0.153224,0.068157
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,9,0.017536,0,0.038975,0.012288,0.154519,0.068799
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,10,0.018464,0,0.038457,0.012288,0.154717,0.069209
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,11,0.017536,0,0.039319,0.01536,0.158429,0.072215
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,12,0.019072,0,0.038397,0.011264,0.155094,0.068733
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,13,0.017376,0,0.038968,0.012288,0.154861,0.068632
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,14,0.019136,0,0.039331,0.011264,0.155681,0.069731
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,15,0.018336,0,0.039367,0.011264,0.15461,0.068967
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,16,0.01808,0,0.040308,0.013312,0.156868,0.0717
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,17,0.019136,0,0.038453,0.012288,0.155406,0.069877
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,18,0.0176,0,0.038768,0.012288,0.153993,0.068656
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",256,19,0.019712,0,0.03856,0.011264,0.155186,0.069536
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,0,0.023232,0,0.049353,0.017408,0.202653,0.089993
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,1,0.020672,0,0.042794,0.01536,0.186572,0.078826
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,2,0.026624,0,0.041702,0.013312,0.192438,0.081638
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,3,0.024736,0,0.042772,0.080896,0.261828,0.148404
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,4,0.02176,0,0.042524,0.013312,0.186885,0.077596
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,5,0.023328,0,0.042354,0.013312,0.18653,0.078994
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,6,0.02432,0,0.042628,0.017408,0.198042,0.084356
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,7,0.022688,0,0.041028,0.012288,0.185194,0.076004
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,8,0.022368,0,0.043746,0.013312,0.188976,0.079426
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,9,0.018784,0,0.041324,0.012288,0.180627,0.072396
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,10,0.02096,0,0.041541,0.014336,0.183943,0.076837
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,11,0.023104,0,0.041055,0.013312,0.184618,0.077471
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,12,0.02176,0,0.04122,0.012288,0.185101,0.075268
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,13,0.023808,0,0.041934,0.013312,0.188526,0.079054
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,14,0.021952,0,0.041826,0.012288,0.19236,0.076066
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,15,0.02144,0,0.040721,0.011264,0.182834,0.073425
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,16,0.02272,0,0.041226,0.013312,0.185045,0.077258
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,17,0.020544,0,0.041249,0.011264,0.183717,0.073057
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,18,0.023104,0,0.041322,0.011264,0.188737,0.07569
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",320,19,0.022976,0,0.041176,0.013312,0.185711,0.077464
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,0,0.02368,0,0.058145,0.017408,0.213564,0.099233
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,1,0.02368,0,0.047523,0.01536,0.196611,0.086563
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,2,0.019872,0,0.050065,0.016384,0.215417,0.086321
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,3,0.022272,0,0.047562,0.014336,0.139946,0.08417
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,4,0.02272,0,0.045448,0.013312,0.192504,0.08148
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,5,0.022144,0,0.04594,0.013312,0.192895,0.081396
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,6,0.027008,0,0.045683,0.013312,0.197192,0.086003
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,7,0.022368,0,0.045703,0.013312,0.191794,0.081383
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,8,0.023072,0,0.045294,0.014336,0.191567,0.082702
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,9,0.022496,0,0.053459,0.014336,0.199489,0.090291
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,10,0.022912,0,0.046412,0.014336,0.194029,0.08366
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,11,0.02368,0,0.046248,0.014336,0.192803,0.084264
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,12,0.021728,0,0.045413,0.013312,0.19153,0.080453
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,13,0.020736,0,0.045345,0.013312,0.191933,0.079393
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,14,0.022304,0,0.045979,0.014336,0.192033,0.082619
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,15,0.023584,0,0.055429,0.013312,0.203295,0.092325
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,16,0.022464,0,0.045938,0.013312,0.192531,0.081714
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,17,0.022848,0,0.045076,0.012288,0.19072,0.080212
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,18,0.023744,0,0.04547,0.013312,0.192088,0.082526
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",384,19,0.024608,0,0.048201,0.01536,0.214829,0.088169
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,0,0.022272,0,0.058534,0.019456,0.190527,0.100262
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,1,0.021312,0,0.053054,0.01536,0.178662,0.089726
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,2,0.022688,0,0.05237,0.01536,0.179465,0.090418
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,3,0.021024,0,0.051776,0.013312,0.176478,0.086112
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,4,0.023072,0,0.144269,0.013312,0.271369,0.180653
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,5,0.021952,0,0.05131,0.014336,0.176005,0.087598
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,6,0.022016,0,0.051393,0.014336,0.175883,0.087745
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,7,0.02192,0,0.051576,0.013312,0.175983,0.086808
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,8,0.020608,0,0.051667,0.013312,0.176051,0.085587
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,9,0.02176,0,0.051406,0.014336,0.17738,0.087502
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,10,0.0208,0,0.051693,0.01536,0.176307,0.087853
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,11,0.0216,0,0.051549,0.014336,0.175201,0.087485
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,12,0.022592,0,0.051289,0.014336,0.176489,0.088217
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,13,0.022208,0,0.051193,0.013312,0.175384,0.086713
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,14,0.02256,0,0.051349,0.014336,0.176289,0.088245
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,15,0.021568,0,0.058361,0.013312,0.182495,0.093241
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,16,0.022176,0,0.051585,0.014336,0.17618,0.088097
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,17,0.022112,0,0.05169,0.014336,0.175972,0.088138
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,18,0.02144,0,0.051378,0.014336,0.175804,0.087154
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",448,19,0.02304,0,0.051672,0.013312,0.176599,0.088024
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,0,0.032224,0,0.067722,0.02048,0.249302,0.120426
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,1,0.024736,0,0.058676,0.016384,0.22833,0.099796
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,2,0.029088,0,0.057572,0.014336,0.229159,0.100996
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,3,0.025728,0,0.057271,0.016384,0.225749,0.099383
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,4,0.028544,0,0.057723,0.01536,0.233503,0.101627
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,5,0.029888,0,0.057422,0.01536,0.229006,0.10267
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,6,0.027744,0,0.056781,0.01536,0.227391,0.099885
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,7,0.025024,0,0.057758,0.016384,0.287303,0.099166
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,8,0.028064,0,0.056778,0.016384,0.228571,0.101226
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,9,0.036768,0,0.056804,0.014336,0.236736,0.107908
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,10,0.0272,0,0.057402,0.014336,0.22717,0.098938
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,11,0.022656,0,0.057125,0.014336,0.221784,0.094117
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,12,0.027936,0,0.057691,0.019456,0.23351,0.105083
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,13,0.024192,0,0.0573,0.014336,0.224634,0.095828
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,14,0.023584,0,0.057054,0.01536,0.224016,0.095998
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,15,0.02336,0,0.056751,0.016384,0.223142,0.096495
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,16,0.029408,0,0.057042,0.01536,0.227866,0.10181
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,17,0.029728,0,0.057765,0.01536,0.22972,0.102853
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,18,0.02816,0,0.05708,0.014336,0.22773,0.099576
2,double,uniform,GPU,"Ns | Ns | Ns | Ns",512,19,0.030368,0,0.057302,0.01536,0.229735,0.10303
