dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"D | D",64,0,0.075776,0,0.049784,0.36352,0.576054,0.48908
1,double,uniform,GPU,"D | D",128,10,0.018432,0,0.025369,0.011264,0.102246,0.055065
1,double,uniform,GPU,"D | D",128,11,0.018432,0,0.025397,0.011264,0.102032,0.055093
1,double,uniform,GPU,"D | D",128,12,0.019456,0,0.024423,0.011264,0.102998,0.055143
1,double,uniform,GPU,"D | D",128,13,0.019456,0,0.024906,0.012288,0.104303,0.05665
1,double,uniform,GPU,"D | D",128,14,0.018432,0,0.024888,0.011264,0.106154,0.054584
1,double,uniform,GPU,"D | D",128,15,0.018432,0,0.025026,0.011264,0.100962,0.054722
1,double,uniform,GPU,"D | D",128,16,0.018432,0,0.025022,0.012288,0.10164,0.055742
1,double,uniform,GPU,"D | D",128,17,0.02048,0,0.024439,0.01024,0.102145,0.055159
1,double,uniform,GPU,"D | D",128,18,0.018432,0,0.025107,0.012288,0.104998,0.055827
1,double,uniform,GPU,"D | D",128,19,0.018432,0,0.027276,0.012288,0.104722,0.057996
1,double,uniform,GPU,"D | D",192,0,0.032768,0,0.040161,0.019456,0.148521,0.092385
1,double,uniform,GPU,"D | D",192,1,0.021504,0,0.030383,0.013312,0.114793,0.065199
1,double,uniform,GPU,"D | D",192,2,0.023552,0,0.030247,0.013312,0.115647,0.067111
1,double,uniform,GPU,"D | D",192,3,0.02048,0,0.030049,0.011264,0.108849,0.061793
1,double,uniform,GPU,"D | D",192,4,0.018432,0,0.030393,0.011264,0.108208,0.060089
1,double,uniform,GPU,"D | D",192,5,0.019456,0,0.029604,0.011264,0.106553,0.060324
1,double,uniform,GPU,"D | D",192,6,0.018432,0,0.029196,0.012288,0.107033,0.059916
1,double,uniform,GPU,"D | D",192,7,0.021504,0,0.030182,0.011264,0.209744,0.06295
1,double,uniform,GPU,"D | D",192,8,0.017408,0,0.028612,0.011264,0.106083,0.057284
1,double,uniform,GPU,"D | D",192,9,0.018432,0,0.029599,0.011264,0.106268,0.059295
1,double,uniform,GPU,"D | D",192,10,0.019456,0,0.029232,0.011264,0.107381,0.059952
1,double,uniform,GPU,"D | D",192,11,0.019456,0,0.029583,0.011264,0.107118,0.060303
1,double,uniform,GPU,"D | D",192,12,0.019456,0,0.028963,0.012288,0.10741,0.060707
1,double,uniform,GPU,"D | D",192,13,0.019456,0,0.029362,0.011264,0.10754,0.060082
1,double,uniform,GPU,"D | D",192,14,0.02048,0,0.029119,0.011264,0.107577,0.060863
1,double,uniform,GPU,"D | D",192,15,0.024576,0,0.029991,0.012288,0.112912,0.066855
1,double,uniform,GPU,"D | D",192,16,0.019456,0,0.029148,0.011264,0.106427,0.059868
1,double,uniform,GPU,"D | D",192,17,0.018432,0,0.029035,0.011264,0.106575,0.058731
1,double,uniform,GPU,"D | D",192,18,0.02048,0,0.029225,0.011264,0.107725,0.060969
1,double,uniform,GPU,"D | D",192,19,0.018432,0,0.029531,0.012288,0.107402,0.060251
1,double,uniform,GPU,"D | D",256,0,0.039936,0,0.045064,0.0256,0.174644,0.1106
1,double,uniform,GPU,"D | D",256,1,0.021504,0,0.033394,0.014336,0.119013,0.069234
1,double,uniform,GPU,"D | D",256,2,0.019456,0,0.031836,0.012288,0.111262,0.06358
1,double,uniform,GPU,"D | D",256,3,0.019456,0,0.031644,0.012288,0.110756,0.063388
1,double,uniform,GPU,"D | D",256,4,0.018432,0,0.031767,0.012288,0.112891,0.062487
1,double,uniform,GPU,"D | D",256,5,0.018432,0,0.031281,0.013312,0.110717,0.063025
1,double,uniform,GPU,"D | D",256,6,0.019456,0,0.031364,0.011264,0.110106,0.062084
1,double,uniform,GPU,"D | D",256,7,0.018432,0,0.03173,0.012288,0.109905,0.06245
1,double,uniform,GPU,"D | D",256,8,0.019456,0,0.031454,0.013312,0.109341,0.064222
1,double,uniform,GPU,"D | D",256,9,0.019456,0,0.034924,0.012288,0.115013,0.066668
1,double,uniform,GPU,"D | D",256,10,0.018432,0,0.031916,0.011264,0.109642,0.061612
1,double,uniform,GPU,"D | D",256,11,0.019456,0,0.031406,0.013312,0.110723,0.064174
1,double,uniform,GPU,"D | D",256,12,0.019456,0,0.031504,0.011264,0.110229,0.062224
1,double,uniform,GPU,"D | D",256,13,0.02048,0,0.031247,0.011264,0.110182,0.062991
1,double,uniform,GPU,"D | D",256,14,0.019456,0,0.031741,0.01536,0.114107,0.066557
1,double,uniform,GPU,"D | D",256,15,0.019456,0,0.031049,0.013312,0.108806,0.063817
1,double,uniform,GPU,"D | D",256,16,0.018432,0,0.03157,0.012288,0.109316,0.06229
1,double,uniform,GPU,"D | D",256,17,0.019456,0,0.031906,0.011264,0.111203,0.062626
1,double,uniform,GPU,"D | D",256,18,0.019456,0,0.030815,0.013312,0.109143,0.063583
1,double,uniform,GPU,"D | D",256,19,0.019456,0,0.034708,0.013312,0.11454,0.067476
1,double,uniform,GPU,"D | D",320,0,0.03072,0,0.04124,0.018432,0.145997,0.090392
1,double,uniform,GPU,"D | D",320,1,0.021504,0,0.037714,0.014336,0.123844,0.073554
1,double,uniform,GPU,"D | D",320,2,0.02048,0,0.03745,0.017408,0.121706,0.075338
1,double,uniform,GPU,"D | D",320,3,0.018432,0,0.036309,0.012288,0.111772,0.067029
1,double,uniform,GPU,"D | D",320,4,0.019456,0,0.038018,0.013312,0.12082,0.070786
1,double,uniform,GPU,"D | D",320,5,0.021504,0,0.038453,0.012288,0.123188,0.072245
1,double,uniform,GPU,"D | D",320,6,0.02048,0,0.037087,0.013312,0.117116,0.070879
1,double,uniform,GPU,"D | D",320,7,0.019456,0,0.039953,0.012288,0.119634,0.071697
1,double,uniform,GPU,"D | D",320,8,0.019456,0,0.036791,0.013312,0.117204,0.069559
1,double,uniform,GPU,"D | D",320,9,0.018432,0,0.036793,0.012288,0.116007,0.067513
1,double,uniform,GPU,"D | D",320,10,0.018432,0,0.037148,0.013312,0.116485,0.068892
1,double,uniform,GPU,"D | D",320,11,0.018432,0,0.037026,0.011264,0.116705,0.066722
1,double,uniform,GPU,"D | D",320,12,0.023552,0,0.037246,0.012288,0.121102,0.073086
1,double,uniform,GPU,"D | D",320,13,0.062464,0,0.03692,0.012288,0.162057,0.111672
1,double,uniform,GPU,"D | D",320,14,0.019456,0,0.038102,0.012288,0.118525,0.069846
1,double,uniform,GPU,"D | D",320,15,0.019456,0,0.037497,0.012288,0.116873,0.069241
1,double,uniform,GPU,"D | D",320,16,0.018432,0,0.037503,0.012288,0.117066,0.068223
1,double,uniform,GPU,"D | D",320,17,0.018432,0,0.037681,0.012288,0.116508,0.068401
1,double,uniform,GPU,"D | D",320,18,0.018432,0,0.037337,0.011264,0.116125,0.067033
1,double,uniform,GPU,"D | D",320,19,0.019456,0,0.037504,0.011264,0.116838,0.068224
1,double,uniform,GPU,"D | D",384,0,0.032768,0,0.033688,0.019456,0.140658,0.085912
1,double,uniform,GPU,"D | D",384,1,0.026624,0,0.029007,0.013312,0.120581,0.068943
1,double,uniform,GPU,"D | D",384,2,0.02048,0,0.02703,0.013312,0.108933,0.060822
1,double,uniform,GPU,"D | D",384,3,0.02048,0,0.026063,0.012288,0.107867,0.058831
1,double,uniform,GPU,"D | D",384,4,0.02048,0,0.026658,0.013312,0.107715,0.06045
1,double,uniform,GPU,"D | D",384,5,0.019456,0,0.025919,0.013312,0.106613,0.058687
1,double,uniform,GPU,"D | D",384,6,0.181248,0,0.026883,0.011264,0.269601,0.219395
1,double,uniform,GPU,"D | D",384,7,0.02048,0,0.026677,0.012288,0.105005,0.059445
1,double,uniform,GPU,"D | D",384,8,0.019456,0,0.026216,0.011264,0.105372,0.056936
1,double,uniform,GPU,"D | D",384,9,0.018432,0,0.026196,0.012288,0.106221,0.056916
1,double,uniform,GPU,"D | D",384,10,0.022528,0,0.026833,0.012288,0.108785,0.061649
1,double,uniform,GPU,"D | D",384,11,0.018432,0,0.026449,0.012288,0.105505,0.057169
1,double,uniform,GPU,"D | D",384,12,0.019456,0,0.026149,0.013312,0.105435,0.058917
1,double,uniform,GPU,"D | D",384,13,0.018432,0,0.025972,0.012288,0.105284,0.056692
1,double,uniform,GPU,"D | D",384,14,0.019456,0,0.026076,0.012288,0.108218,0.05782
1,double,uniform,GPU,"D | D",384,15,0.018432,0,0.026209,0.012288,0.105972,0.056929
1,double,uniform,GPU,"D | D",384,16,0.019456,0,0.02653,0.011264,0.105056,0.05725
1,double,uniform,GPU,"D | D",384,17,0.019456,0,0.026377,0.011264,0.105345,0.057097
1,double,uniform,GPU,"D | D",384,18,0.019456,0,0.026323,0.012288,0.106346,0.058067
1,double,uniform,GPU,"D | D",384,19,0.018432,0,0.026181,0.017408,0.110446,0.062021
1,double,uniform,GPU,"D | D",448,0,0.031744,0,0.040054,0.018432,0.146545,0.09023
1,double,uniform,GPU,"D | D",448,1,0.021504,0,0.034965,0.013312,0.119632,0.069781
1,double,uniform,GPU,"D | D",448,2,0.018432,0,0.034447,0.012288,0.115771,0.065167
1,double,uniform,GPU,"D | D",448,3,0.02048,0,0.034532,0.012288,0.114136,0.0673
1,double,uniform,GPU,"D | D",448,4,0.021504,0,0.131403,0.012288,0.214112,0.165195
1,double,uniform,GPU,"D | D",448,5,0.019456,0,0.033607,0.012288,0.11285,0.065351
1,double,uniform,GPU,"D | D",448,6,0.018432,0,0.034251,0.012288,0.113128,0.064971
1,double,uniform,GPU,"D | D",448,7,0.019456,0,0.033322,0.011264,0.112796,0.064042
1,double,uniform,GPU,"D | D",448,8,0.018432,0,0.033908,0.013312,0.119606,0.065652
1,double,uniform,GPU,"D | D",448,9,0.02048,0,0.033652,0.012288,0.11428,0.06642
1,double,uniform,GPU,"D | D",448,10,0.021504,0,0.033969,0.016384,0.123709,0.071857
1,double,uniform,GPU,"D | D",448,11,0.018432,0,0.033376,0.012288,0.112421,0.064096
1,double,uniform,GPU,"D | D",448,12,0.019456,0,0.033908,0.011264,0.113888,0.064628
1,double,uniform,GPU,"D | D",448,13,0.019456,0,0.033336,0.012288,0.112707,0.06508
1,double,uniform,GPU,"D | D",448,14,0.019456,0,0.034003,0.011264,0.112263,0.064723
1,double,uniform,GPU,"D | D",448,15,0.019456,0,0.033866,0.012288,0.113197,0.06561
1,double,uniform,GPU,"D | D",448,16,0.018432,0,0.033965,0.012288,0.11327,0.064685
1,double,uniform,GPU,"D | D",448,17,0.019456,0,0.03326,0.012288,0.11354,0.065004
1,double,uniform,GPU,"D | D",448,18,0.019456,0,0.033718,0.012288,0.113061,0.065462
1,double,uniform,GPU,"D | D",448,19,0.019456,0,0.03679,0.011264,0.118029,0.06751
1,double,uniform,GPU,"D | D",512,0,0.031744,0,0.03849,0.018432,0.147064,0.088666
1,double,uniform,GPU,"D | D",512,1,0.022528,0,0.033253,0.014336,0.119264,0.070117
1,double,uniform,GPU,"D | D",512,2,0.021504,0,0.032179,0.014336,0.114751,0.068019
1,double,uniform,GPU,"D | D",512,3,0.019456,0,0.032329,0.013312,0.112279,0.065097
1,double,uniform,GPU,"D | D",512,4,0.02048,0,0.032801,0.01328,0.116575,0.066561
1,double,uniform,GPU,"D | D",512,5,0.018432,0,0.032145,0.012288,0.111468,0.062865
1,double,uniform,GPU,"D | D",512,6,0.018432,0,0.031649,0.012288,0.111208,0.062369
1,double,uniform,GPU,"D | D",512,7,0.02048,0,0.032333,0.013312,0.112494,0.066125
1,double,uniform,GPU,"D | D",512,8,0.018432,0,0.031892,0.012288,0.111765,0.062612
1,double,uniform,GPU,"D | D",512,9,0.019456,0,0.03202,0.012288,0.112578,0.063764
1,double,uniform,GPU,"D | D",512,10,0.021504,0,0.031655,0.013312,0.111821,0.066471
1,double,uniform,GPU,"D | D",512,11,0.018432,0,0.032044,0.013312,0.110999,0.063788
1,double,uniform,GPU,"D | D",512,12,0.018432,0,0.031408,0.013312,0.110238,0.063152
1,double,uniform,GPU,"D | D",512,13,0.02048,0,0.032116,0.012256,0.111385,0.064852
1,double,uniform,GPU,"D | D",512,14,0.018432,0,0.032015,0.013312,0.110391,0.063759
1,double,uniform,GPU,"D | D",512,15,0.019456,0,0.031686,0.011264,0.110035,0.062406
1,double,uniform,GPU,"D | D",512,16,0.019456,0,0.031811,0.012288,0.111484,0.063555
1,double,uniform,GPU,"D | D",512,17,0.019456,0,0.031991,0.011264,0.110872,0.062711
1,double,uniform,GPU,"D | D",512,18,0.018432,0,0.032082,0.012288,0.110712,0.062802
1,double,uniform,GPU,"D | D",512,19,0.019456,0,0.031937,0.012288,0.112075,0.063681
