dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",64,0,0.038848,0.003814,0.107483,0.467968,0.765036,0.618113
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,2,0.309152,0.004155,1.52378,0.75264,2.73473,2.58973
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,3,0.307648,0.00378,1.52358,0.758784,2.74035,2.59379
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,4,0.314944,0.003632,1.5235,0.759808,2.74551,2.60189
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,5,0.316832,0.003913,1.52929,0.754688,2.75317,2.60472
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,6,0.309856,0.003913,1.53089,0.759808,2.75065,2.60446
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,7,0.314432,0.003828,1.52679,0.755712,2.74832,2.60077
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,8,0.314656,0.003878,1.52065,0.759808,2.74525,2.59899
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,9,0.315936,0.00414,1.52766,0.756736,2.74728,2.60447
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,10,0.311488,0.003936,1.53079,0.75776,2.75044,2.60397
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,11,0.310432,0.004173,1.52335,0.756736,2.7383,2.59469
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,12,0.313888,0.004297,1.53163,0.756736,2.75124,2.60655
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,13,0.315744,0.0039,1.52547,0.75776,2.74691,2.60287
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,14,0.313984,0.003857,1.52392,0.75776,2.74347,2.59952
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,15,0.309856,0.003785,1.52797,0.755712,2.74195,2.59733
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,16,0.316032,0.004372,1.53322,0.756736,2.82588,2.61036
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,17,0.314688,0.003668,1.52798,0.758784,2.75007,2.60512
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,18,0.31408,0.003855,1.5271,0.754688,2.74587,2.59973
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,19,0.307616,0.003968,1.52606,0.758784,2.74161,2.59643
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,0,0.707168,0.002919,3.62713,1.76947,6.2447,6.10669
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,1,0.707328,0.003259,3.5858,1.76026,6.19428,6.05664
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,2,0.699552,0.002769,3.58914,1.75923,6.18662,6.05069
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,3,0.704416,0.002967,3.5956,1.75616,6.19742,6.05914
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,4,0.7024,0.002863,3.58827,1.76128,6.19174,6.05482
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,5,0.700608,0.002927,3.60423,1.7623,6.20728,6.07007
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,6,0.70096,0.002814,3.59584,1.76026,6.19755,6.05987
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,7,0.704032,0.002904,3.58941,1.75718,6.18963,6.05353
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,8,0.701504,0.002818,3.58964,1.76026,6.19086,6.05422
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,9,0.700672,0.002907,3.58775,1.75616,6.18411,6.04748
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,10,0.702176,0.002824,3.58998,1.76128,6.19317,6.05626
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,11,0.70304,0.002912,3.58965,1.75616,6.19083,6.05176
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,12,0.70736,0.002844,3.59759,1.76128,6.20593,6.06907
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,13,0.701568,0.002909,3.5883,1.75718,6.18725,6.04996
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,14,0.701728,0.002864,3.58185,1.7623,6.18635,6.04875
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,15,0.704896,0.002945,3.59725,1.75514,6.19704,6.06023
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,16,0.701344,0.002887,3.58427,1.75616,6.18138,6.04466
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,17,0.70688,0.003148,3.59188,1.76026,6.21046,6.06216
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,18,0.703968,0.002878,3.58301,1.7623,6.18839,6.05216
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,19,0.70464,0.002929,3.58571,1.76128,6.19152,6.05455
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,0,1.36832,0.002924,7.44127,3.4601,12.4102,12.2726
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,1,1.36346,0.002984,7.42322,3.45702,12.3847,12.2467
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,2,1.36438,0.002806,7.42134,3.4519,12.3771,12.2404
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,3,1.3633,0.002779,7.41626,3.45805,12.3768,12.2404
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,4,1.36662,0.002799,7.41275,3.44883,12.3672,12.231
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,5,1.36666,0.002904,7.42646,3.456,12.3888,12.252
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,6,1.36355,0.002804,7.41518,3.44474,12.3624,12.2263
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,7,1.36662,0.002836,7.41114,3.44678,12.3688,12.2274
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,8,1.36627,0.002774,7.41837,3.47136,12.3915,12.2588
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,9,1.3633,0.002784,7.43186,3.45293,12.3868,12.2509
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,10,1.36355,0.002733,7.41116,3.45907,12.3741,12.2365
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,11,1.3647,0.003009,7.40822,3.46522,12.3816,12.2412
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,12,1.36486,0.00275,7.4187,3.4519,12.3756,12.2382
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,13,1.36563,0.002796,7.40498,3.45395,12.3642,12.2274
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,14,1.36387,0.002795,7.42068,3.4601,12.3845,12.2474
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,15,1.36314,0.002779,7.41913,3.46317,12.3827,12.2482
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,16,1.36256,0.002868,7.4276,3.46214,12.3918,12.2552
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,17,1.36707,0.002761,7.40941,3.456,12.3713,12.2352
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,18,1.36726,0.002783,7.41829,3.45805,12.3839,12.2464
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,19,1.36829,0.003068,7.41367,3.46112,12.3838,12.2461
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,0,2.44579,0.002742,12.923,5.94739,21.4583,21.3189
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,1,2.44048,0.003302,12.8733,5.93613,21.3932,21.2532
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,2,2.44211,0.003019,12.8698,5.9392,21.3946,21.2542
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,3,2.43715,0.003178,12.8775,5.9433,21.401,21.2612
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,4,2.4359,0.002787,12.8848,5.93203,21.3992,21.2555
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,5,2.44522,0.003027,12.8823,5.92589,21.395,21.2564
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,6,2.44205,0.002802,12.868,5.93101,21.3836,21.2438
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,7,2.44205,0.003007,12.8778,5.96173,21.4231,21.2846
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,8,2.44211,0.002775,12.8748,5.92691,21.3853,21.2466
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,9,2.44342,0.00288,12.8822,5.92691,21.3918,21.2554
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,10,2.43898,0.002756,12.8724,5.91872,21.3721,21.2328
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,11,2.44256,0.003542,12.8768,5.9351,21.399,21.258
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,12,2.44624,0.002761,12.8722,5.94842,21.4095,21.2696
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,13,2.43984,0.002713,12.8681,5.93306,21.3848,21.2438
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,14,2.44176,0.002721,12.8785,5.93101,21.3946,21.254
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,15,2.44013,0.003009,12.8779,5.93101,21.3916,21.252
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,16,2.44112,0.002748,12.8853,5.92896,21.3971,21.2582
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,17,2.43997,0.002717,12.8776,5.92486,21.3847,21.2452
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,18,2.44038,0.002767,12.88,5.92589,21.3874,21.249
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,19,2.43904,0.002721,12.878,5.94637,21.4067,21.2661
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,0,3.77376,0.002803,29.7682,9.54061,43.2275,43.0853
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,1,3.75664,0.002998,29.879,9.52525,43.3018,43.1639
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,2,3.7639,0.002719,29.8316,9.55904,43.294,43.1572
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,3,3.7624,0.002937,29.8477,9.53651,43.2862,43.1495
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,4,3.75738,0.002821,29.7622,9.52627,43.1861,43.0486
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,5,3.75862,0.002756,29.8837,9.54368,43.3263,43.1888
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,6,3.75718,0.002791,29.7632,9.5273,43.1883,43.0505
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,7,3.75469,0.002769,29.799,9.5191,43.2143,43.0755
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,8,3.76214,0.002737,29.771,9.52115,43.1964,43.057
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,9,3.7631,0.002794,29.829,9.53242,43.2677,43.1273
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,10,3.75715,0.00287,29.777,9.5447,43.2201,43.0817
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,11,3.75581,0.002759,29.7709,9.52832,43.1964,43.0578
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,12,3.75795,0.002745,29.7873,9.53139,43.2178,43.0793
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,13,3.76154,0.003039,29.8299,9.53139,43.2642,43.1259
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,14,3.76173,0.002937,29.9218,9.53651,43.3597,43.223
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,15,3.75786,0.002751,29.8066,9.52013,43.2237,43.0874
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,16,3.75987,0.00283,29.8298,9.53754,43.2702,43.1301
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,17,3.7561,0.002766,29.7002,9.53651,43.1348,42.9955
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,18,3.7631,0.002772,29.8121,9.5273,43.2475,43.1053
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",448,19,3.7583,0.002752,29.8177,9.54061,43.259,43.1194
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,0,5.54934,0.003279,42.3076,14.2572,62.2585,62.1173
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,1,5.53798,0.002813,42.4715,14.2684,62.4183,62.2807
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,2,5.54154,0.002827,43.6163,14.249,63.5459,63.4096
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,3,5.53674,0.002812,42.7683,14.252,62.6977,62.5599
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,4,5.54182,0.002933,42.3834,14.2397,62.3075,62.1679
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,5,5.53875,0.002914,42.6982,14.2459,62.6236,62.4858
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,6,5.54131,0.002814,43.1032,14.2848,63.07,62.9322
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,7,5.5384,0.00282,42.7579,14.2653,62.7036,62.5644
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,8,5.53507,0.002879,42.457,14.2336,62.3671,62.2286
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,9,5.5407,0.002868,42.4042,14.2858,62.372,62.2336
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,10,5.53766,0.002811,42.1147,14.2193,62.0133,61.8745
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,11,5.54147,0.002833,42.5518,14.2234,62.4589,62.3195
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,12,5.53738,0.002763,42.8279,14.2459,62.7535,62.6139
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,13,5.53987,0.002809,42.1096,14.2643,62.0563,61.9166
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,14,5.53498,0.002812,42.6797,14.2776,62.6323,62.4951
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,15,5.53862,0.002835,42.5037,14.2653,62.4506,62.3105
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,16,5.54045,0.002868,43.0126,14.2776,62.9713,62.8336
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,17,5.54109,0.003058,42.1627,14.2602,62.1037,61.967
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,18,5.53424,0.003153,42.9667,14.2244,62.8682,62.7285
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",512,19,5.5361,0.002817,42.8049,14.251,62.7354,62.5948
