dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,0.047744,0,0.086606,0.379904,0.647059,0.514254
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,0.105536,0,0.378386,0.10752,0.724526,0.591442
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,0.102944,0,0.347002,0.106496,0.684864,0.556442
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,0.10224,0,0.342893,0.104448,0.680262,0.549581
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,0.10576,0,0.344315,0.105472,0.684667,0.555547
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,0.104032,0,0.363826,0.105472,0.704693,0.57333
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,0.106368,0,0.344322,0.104448,0.684933,0.555138
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,0.105056,0,0.347278,0.105472,0.687604,0.557806
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,0.10784,0,0.348439,0.105472,0.696475,0.561751
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,0.105152,0,0.34483,0.105472,0.686137,0.555454
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,0.104448,0,0.343584,0.104448,0.682236,0.55248
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,0.104928,0,0.343315,0.103424,0.682104,0.551667
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,0.106528,0,0.344298,0.106496,0.686988,0.557322
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,0.107328,0,0.352098,0.105472,0.696611,0.564898
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,0.103648,0,0.349604,0.104448,0.687414,0.5577
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,14,0.104832,0,0.344126,0.105472,0.685111,0.55443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,15,0.10672,0,0.343834,0.105472,0.685001,0.556026
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,16,0.106848,0,0.342333,0.104448,0.691479,0.553629
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,17,0.105536,0,0.345962,0.10752,0.687658,0.559018
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,18,0.102016,0,0.344534,0.104448,0.682214,0.550998
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,19,0.105664,0,0.345884,0.10752,0.691828,0.559068
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,0,0.311072,0,1.13273,0.3584,1.93875,1.8022
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,1,0.31472,0,1.09114,0.352256,1.89257,1.75812
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,2,0.306432,0,1.0875,0.349184,1.87044,1.74312
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,3,0.31136,0,1.08925,0.350208,1.87888,1.75082
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,4,0.3128,0,1.08511,0.352256,1.87903,1.75017
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,5,0.310912,0,1.09049,0.354304,1.88375,1.75571
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,6,0.30976,0,1.09685,0.352256,1.88895,1.75887
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,7,0.311264,0,1.09281,0.355328,1.88816,1.7594
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,8,0.312128,0,1.08965,0.349184,1.87851,1.75096
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,9,0.313888,0,1.08687,0.349184,1.87938,1.74994
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,10,0.31184,0,1.08719,0.351232,1.8816,1.75026
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,11,0.311456,0,1.09364,0.352256,1.88582,1.75735
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,12,0.308256,0,1.08404,0.349184,1.8692,1.74148
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,13,0.31184,0,1.08911,0.351232,1.87994,1.75218
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,14,0.308608,0,1.08816,0.354304,1.87931,1.75107
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,15,0.312928,0,1.12321,0.35328,1.92012,1.78942
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,16,0.307872,0,1.09458,0.352256,1.88096,1.75471
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,17,0.307424,0,1.08499,0.352256,1.87347,1.74467
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,18,0.309472,0,1.09412,0.351232,1.88349,1.75482
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,19,0.306784,0,1.08808,0.347136,1.87145,1.742
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,0,0.704512,0,2.75771,0.78848,4.38159,4.25071
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,1,0.702816,0,2.73288,0.785408,4.34542,4.2211
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,2,0.704096,0,2.74438,0.787456,4.3621,4.23593
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,3,0.70144,0,2.73365,0.785408,4.34387,4.2205
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,4,0.701664,0,2.75996,0.785408,4.36852,4.24703
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,5,0.703008,0,2.73823,0.784384,4.35074,4.22562
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,6,0.70128,0,2.74316,0.784384,4.35195,4.22882
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,7,0.704352,0,2.75278,0.784384,4.36397,4.24152
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,8,0.704064,0,2.73844,0.785408,4.34977,4.22792
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,9,0.699488,0,2.75126,0.784384,4.36034,4.23513
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,10,0.704608,0,2.74936,0.78336,4.35991,4.23733
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,11,0.700928,0,2.75302,0.786432,4.36446,4.24038
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,12,0.702784,0,2.76898,0.784384,4.37968,4.25615
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,13,0.7008,0,2.7579,0.782336,4.36594,4.24104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,14,0.7016,0,2.7525,0.785408,4.36675,4.23951
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,15,0.704256,0,2.75299,0.78336,4.36557,4.24061
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,16,0.702528,0,2.76459,0.786432,4.3769,4.25355
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,17,0.703808,0,2.75669,0.787456,4.36966,4.24795
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,18,0.703968,0,2.7857,0.78336,4.39647,4.27303
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,19,0.701984,0,2.7492,0.784384,4.36006,4.23557
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,0,1.36758,0,6.54181,1.5145,9.5483,9.42389
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,1,1.36486,0,6.54295,1.52678,9.58487,9.4346
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,2,1.36573,0,6.51587,1.51859,9.53116,9.40019
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,3,1.3656,0,6.51725,1.5145,9.52612,9.39735
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,4,1.36477,0,6.52079,1.51859,9.53172,9.40415
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,5,1.36592,0,6.52297,1.51654,9.53636,9.40544
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,6,1.36704,0,6.52389,1.5145,9.53396,9.40542
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,7,1.36669,0,6.52839,1.51757,9.54174,9.41264
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,8,1.36589,0,6.51532,1.5104,9.51873,9.39161
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,9,1.36579,0,6.52754,1.51757,9.5393,9.4109
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,10,1.36685,0,6.52055,1.51962,9.5339,9.40701
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,11,1.3665,0,6.51238,1.5145,9.52185,9.39337
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,12,1.36605,0,6.53195,1.51757,9.54311,9.41557
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,13,1.36704,0,6.5288,1.5145,9.53844,9.41034
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,14,1.3647,0,6.5291,1.51654,9.53949,9.41035
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,15,1.36538,0,6.52088,1.52064,9.53402,9.4069
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,16,1.36627,0,6.52952,1.52269,9.54699,9.41848
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,17,1.36682,0,6.53198,1.5145,9.54297,9.41329
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,18,1.36416,0,6.53044,1.51347,9.53449,9.40808
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,19,1.36698,0,6.52873,1.51654,9.54012,9.41225
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,0,2.42432,0,11.6848,2.63578,16.8709,16.7449
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,1,2.41686,0,11.6425,2.64499,16.8302,16.7044
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,2,2.45549,0,12.9399,2.68186,18.2024,18.0772
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,3,2.45126,0,12.9431,2.67571,18.1998,18.07
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,4,2.44848,0,12.9261,2.67162,18.1739,18.0462
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,5,2.4529,0,12.9093,2.67878,18.1667,18.041
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,6,2.45178,0,12.9165,2.67469,18.1685,18.0429
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,7,2.45171,0,12.9133,2.67162,18.1595,18.0366
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,8,2.45152,0,12.9208,2.67469,18.1737,18.047
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,9,2.45066,0,12.9113,2.66854,18.1587,18.0305
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,10,2.45146,0,12.9152,2.67571,18.1685,18.0424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,11,2.44826,0,12.9154,2.67469,18.1634,18.0384
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,12,2.45098,0,12.9112,2.67366,18.1616,18.0358
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,13,2.45334,0,12.9013,2.67059,18.1502,18.0252
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,14,2.45027,0,12.9159,2.67162,18.1636,18.0378
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,15,2.44989,0,12.915,2.68288,18.1744,18.0478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,16,2.4561,0,13.1453,2.68698,18.415,18.2884
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,17,2.46022,0,13.1709,2.68288,18.4394,18.314
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,18,2.46045,0,13.1518,2.69005,18.4277,18.3023
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,19,2.4937,0,13.1796,2.69517,18.4935,18.3685
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,0,3.79872,0,32.0579,4.36326,40.3478,40.2199
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,1,3.78346,0,32.0436,4.36941,40.3232,40.1965
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,2,3.78768,0,32.0524,4.37146,40.339,40.2116
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,3,3.78109,0,32.0389,4.35917,40.3037,40.1792
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,4,3.76554,0,29.7851,4.31718,37.9926,37.8678
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,5,3.75434,0,28.2771,4.2967,36.4532,36.3281
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,6,3.75565,0,28.2817,4.30694,36.4695,36.3443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,7,3.75766,0,28.2769,4.29568,36.4541,36.3302
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,8,3.75459,0,28.2745,4.28851,36.4429,36.3176
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,9,3.76022,0,28.2746,4.29978,36.4538,36.3346
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,10,3.7551,0,28.2768,4.30592,36.4626,36.3379
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,11,3.75722,0,28.2834,4.30285,36.4669,36.3435
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,12,3.75677,0,28.2769,4.30285,36.4622,36.3365
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,13,3.75622,0,28.1936,4.29261,36.366,36.2424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,14,3.75981,0,28.2007,4.31104,36.3964,36.2716
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,15,3.75891,0,28.1928,4.29875,36.3771,36.2505
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,16,3.75354,0,28.1967,4.30285,36.3835,36.2531
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,17,3.75482,0,28.2003,4.3008,36.3806,36.2559
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,18,3.75597,0,28.202,4.30182,36.3867,36.2598
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,19,3.76134,0,28.1964,4.30285,36.3865,36.2606
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,0,5.55162,0,45.7059,5.97402,57.3608,57.2316
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,1,5.55379,0,45.9433,6.00064,57.6229,57.4978
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,2,5.53952,0,45.9102,5.99654,57.5709,57.4462
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,3,5.54054,0,45.916,5.99757,57.5813,57.4541
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,4,5.5383,0,45.9471,5.99654,57.607,57.482
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,5,5.53942,0,45.9903,5.98221,57.6382,57.5119
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,6,5.53616,0,45.9207,5.98938,57.5705,57.4463
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,7,5.53475,0,45.8887,5.98016,57.5311,57.4036
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,8,5.53872,0,45.8403,5.99757,57.5031,57.3766
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,9,5.53978,0,45.891,5.9904,57.5489,57.4212
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,10,5.53818,0,45.7557,5.99859,57.4166,57.2925
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,11,5.53773,0,46.0128,5.9904,57.6677,57.5409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,12,5.53712,0,45.9974,5.97811,57.6388,57.5127
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,13,5.54157,0,45.7861,5.96787,57.4211,57.2955
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,14,5.53478,0,46.0074,5.97402,57.641,57.5162
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,15,5.53923,0,45.6992,5.97606,57.3384,57.2145
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,16,5.53562,0,45.9741,5.98118,57.6167,57.4909
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,17,5.5367,0,45.9578,5.97914,57.5984,57.4736
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,18,5.53661,0,45.9693,5.98835,57.6184,57.4942
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,19,5.53549,0,46.0116,5.99347,57.6669,57.5405
