dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"N | D | N | N | N | N",64,0,0.637024,0.004252,0.123976,0.364544,1.23591,1.1298
3,float,uniform,CPU,"N | D | N | N | N | N",192,2,11.9725,0.003967,2.60752,0.22016,14.8825,14.8042
3,float,uniform,CPU,"N | D | N | N | N | N",192,3,11.9604,0.004092,2.62557,0.218112,14.8911,14.8082
3,float,uniform,CPU,"N | D | N | N | N | N",192,4,11.9396,0.003975,2.61126,0.22016,14.8561,14.775
3,float,uniform,CPU,"N | D | N | N | N | N",192,5,11.9841,0.004181,2.61585,0.216064,14.9059,14.8202
3,float,uniform,CPU,"N | D | N | N | N | N",192,6,12.0443,0.003962,2.61331,0.222208,14.9658,14.8838
3,float,uniform,CPU,"N | D | N | N | N | N",192,7,12.0736,0.004078,2.61124,0.217088,14.9853,14.906
3,float,uniform,CPU,"N | D | N | N | N | N",192,8,12.2032,0.00398,2.61366,0.219136,15.123,15.04
3,float,uniform,CPU,"N | D | N | N | N | N",192,9,12.1518,0.004102,2.61136,0.219136,15.0665,14.9864
3,float,uniform,CPU,"N | D | N | N | N | N",192,10,11.8782,0.004107,2.61396,0.219136,14.7978,14.7154
3,float,uniform,CPU,"N | D | N | N | N | N",192,11,11.9699,0.004043,2.61265,0.218112,14.8834,14.8047
3,float,uniform,CPU,"N | D | N | N | N | N",192,12,12.0709,0.004128,2.61655,0.218112,14.9895,14.9097
3,float,uniform,CPU,"N | D | N | N | N | N",192,13,12.1085,0.004031,2.61417,0.218112,15.0246,14.9449
3,float,uniform,CPU,"N | D | N | N | N | N",192,14,11.9642,0.003997,2.61308,0.218112,14.8785,14.7994
3,float,uniform,CPU,"N | D | N | N | N | N",192,15,12.0283,0.004093,2.61355,0.218112,14.9456,14.864
3,float,uniform,CPU,"N | D | N | N | N | N",192,16,11.9436,0.003983,2.61096,0.21504,14.8535,14.7736
3,float,uniform,CPU,"N | D | N | N | N | N",192,17,11.9821,0.004001,2.61732,0.218112,14.9006,14.8215
3,float,uniform,CPU,"N | D | N | N | N | N",192,18,12.1584,0.004038,2.61558,0.218112,15.0737,14.9961
3,float,uniform,CPU,"N | D | N | N | N | N",192,19,11.9153,0.004123,2.71023,0.219136,14.9289,14.8488
3,float,uniform,CPU,"N | D | N | N | N | N",256,0,28.4058,0.004213,2.77997,0.516096,31.8001,31.7061
3,float,uniform,CPU,"N | D | N | N | N | N",256,1,28.3717,0.004204,2.74579,0.50688,31.7118,31.6286
3,float,uniform,CPU,"N | D | N | N | N | N",256,2,28.58,0.004082,2.75227,0.512,31.9371,31.8484
3,float,uniform,CPU,"N | D | N | N | N | N",256,3,28.135,0.004008,2.75797,0.510976,31.4999,31.4079
3,float,uniform,CPU,"N | D | N | N | N | N",256,4,28.5386,0.004074,2.75861,0.515072,31.9035,31.8164
3,float,uniform,CPU,"N | D | N | N | N | N",256,5,28.5152,0.003996,2.75801,0.509952,31.8723,31.7872
3,float,uniform,CPU,"N | D | N | N | N | N",256,6,28.6674,0.004162,2.75951,0.508928,32.0297,31.94
3,float,uniform,CPU,"N | D | N | N | N | N",256,7,28.2956,0.004076,2.75954,0.509952,31.6576,31.5692
3,float,uniform,CPU,"N | D | N | N | N | N",256,8,28.2976,0.004113,2.76034,0.508928,31.6559,31.5709
3,float,uniform,CPU,"N | D | N | N | N | N",256,9,27.9593,0.004187,2.7617,0.507904,31.323,31.2331
3,float,uniform,CPU,"N | D | N | N | N | N",256,10,28.4357,0.004487,2.7664,0.513024,31.8033,31.7197
3,float,uniform,CPU,"N | D | N | N | N | N",256,11,28.3388,0.004134,2.75884,0.507904,31.6944,31.6097
3,float,uniform,CPU,"N | D | N | N | N | N",256,12,28.3433,0.004196,2.75384,0.505856,31.6972,31.6072
3,float,uniform,CPU,"N | D | N | N | N | N",256,13,28.1364,0.00317,2.75307,0.505856,31.4798,31.3985
3,float,uniform,CPU,"N | D | N | N | N | N",256,14,28.8351,0.004209,2.75552,0.509952,32.1983,32.1048
3,float,uniform,CPU,"N | D | N | N | N | N",256,15,28.4808,0.004171,2.75932,0.509952,31.8462,31.7542
3,float,uniform,CPU,"N | D | N | N | N | N",256,16,28.4132,0.004659,2.76594,0.508928,31.7867,31.6927
3,float,uniform,CPU,"N | D | N | N | N | N",256,17,28.7613,0.004155,2.75705,0.507904,32.1181,32.0305
3,float,uniform,CPU,"N | D | N | N | N | N",256,18,28.2475,0.004234,2.76195,0.50688,31.607,31.5205
3,float,uniform,CPU,"N | D | N | N | N | N",256,19,28.4359,0.004113,2.76374,0.507904,31.8011,31.7116
3,float,uniform,CPU,"N | D | N | N | N | N",320,0,54.1297,0.003108,7.86795,0.941056,63.0352,62.9418
3,float,uniform,CPU,"N | D | N | N | N | N",320,1,53.9116,0.002947,7.83345,0.93184,62.7605,62.6798
3,float,uniform,CPU,"N | D | N | N | N | N",320,2,54.4825,0.002997,7.8367,0.933888,63.3379,63.2561
3,float,uniform,CPU,"N | D | N | N | N | N",320,3,53.6357,0.002847,7.83934,0.93184,62.4865,62.4097
3,float,uniform,CPU,"N | D | N | N | N | N",320,4,54.3258,0.002978,7.84473,0.932864,63.1874,63.1063
3,float,uniform,CPU,"N | D | N | N | N | N",320,5,55.0701,0.002917,7.8454,0.933888,63.9331,63.8524
3,float,uniform,CPU,"N | D | N | N | N | N",320,6,55.2893,0.003297,7.84294,0.932864,64.1492,64.0684
3,float,uniform,CPU,"N | D | N | N | N | N",320,7,55.1299,0.003041,7.8455,0.934912,63.9922,63.9133
3,float,uniform,CPU,"N | D | N | N | N | N",320,8,55.2485,0.002957,7.84597,0.937984,64.116,64.0355
3,float,uniform,CPU,"N | D | N | N | N | N",320,9,54.9672,0.003094,7.84083,0.937984,63.8306,63.7491
3,float,uniform,CPU,"N | D | N | N | N | N",320,10,54.4167,0.002956,7.8387,0.937984,63.2745,63.1964
3,float,uniform,CPU,"N | D | N | N | N | N",320,11,54.1188,0.002937,7.84231,0.93696,62.978,62.9011
3,float,uniform,CPU,"N | D | N | N | N | N",320,12,53.8017,0.003069,7.84391,0.93696,62.6654,62.5857
3,float,uniform,CPU,"N | D | N | N | N | N",320,13,53.6069,0.003014,7.83736,0.932864,62.4579,62.3801
3,float,uniform,CPU,"N | D | N | N | N | N",320,14,54.3832,0.002996,7.84111,0.932864,63.2451,63.1602
3,float,uniform,CPU,"N | D | N | N | N | N",320,15,54.4687,0.003013,7.84894,0.93696,63.3405,63.2576
3,float,uniform,CPU,"N | D | N | N | N | N",320,16,54.2119,0.003059,7.84546,0.934912,63.0743,62.9954
3,float,uniform,CPU,"N | D | N | N | N | N",320,17,54.3976,0.002907,7.84616,0.930816,63.2548,63.1775
3,float,uniform,CPU,"N | D | N | N | N | N",320,18,54.4557,0.002969,7.84263,0.929792,63.309,63.231
3,float,uniform,CPU,"N | D | N | N | N | N",320,19,54.3453,0.002927,7.83965,0.930816,63.1943,63.1187
3,float,uniform,CPU,"N | D | N | N | N | N",384,0,92.6816,0.003022,35.389,1.62611,129.783,129.7
3,float,uniform,CPU,"N | D | N | N | N | N",384,1,93.0044,0.00326,34.0686,1.60666,128.766,128.683
3,float,uniform,CPU,"N | D | N | N | N | N",384,2,93.2137,0.002898,31.8652,1.57798,126.743,126.66
3,float,uniform,CPU,"N | D | N | N | N | N",384,3,92.5193,0.004525,30.4771,1.5616,124.669,124.562
3,float,uniform,CPU,"N | D | N | N | N | N",384,4,93.1069,0.00289,30.6922,1.56365,125.446,125.366
3,float,uniform,CPU,"N | D | N | N | N | N",384,5,93.5542,0.002953,30.3983,1.5657,125.602,125.521
3,float,uniform,CPU,"N | D | N | N | N | N",384,6,93.7368,0.002872,30.316,1.56262,125.699,125.618
3,float,uniform,CPU,"N | D | N | N | N | N",384,7,93.1021,0.002914,30.4827,1.57184,125.24,125.16
3,float,uniform,CPU,"N | D | N | N | N | N",384,8,93.1661,0.002922,30.4943,1.56365,125.308,125.227
3,float,uniform,CPU,"N | D | N | N | N | N",384,9,92.733,0.00307,30.3397,1.56262,124.73,124.638
3,float,uniform,CPU,"N | D | N | N | N | N",384,10,93.3671,0.002847,30.4587,1.54931,125.476,125.378
3,float,uniform,CPU,"N | D | N | N | N | N",384,11,93.5223,0.002928,30.3847,1.55648,125.558,125.466
3,float,uniform,CPU,"N | D | N | N | N | N",384,12,94.0335,0.002854,30.4866,1.5616,126.162,126.085
3,float,uniform,CPU,"N | D | N | N | N | N",384,13,93.7946,0.002906,30.3646,1.55853,125.799,125.721
3,float,uniform,CPU,"N | D | N | N | N | N",384,14,92.8459,0.002866,30.456,1.5657,124.95,124.87
3,float,uniform,CPU,"N | D | N | N | N | N",384,15,93.3488,0.002913,30.556,1.56262,125.55,125.47
3,float,uniform,CPU,"N | D | N | N | N | N",384,16,93.3361,0.002957,30.5488,1.5616,125.542,125.449
3,float,uniform,CPU,"N | D | N | N | N | N",384,17,93.1737,0.002915,30.3946,1.55136,125.212,125.123
3,float,uniform,CPU,"N | D | N | N | N | N",384,18,93.5231,0.002962,30.4672,1.56672,125.65,125.56
3,float,uniform,CPU,"N | D | N | N | N | N",384,19,93.151,0.00289,30.5446,1.5616,125.342,125.26
3,float,uniform,CPU,"N | D | N | N | N | N",448,0,146.129,0.002754,46.1293,2.59379,194.932,194.855
3,float,uniform,CPU,"N | D | N | N | N | N",448,1,146.098,0.007802,46.2137,2.59789,194.997,194.917
3,float,uniform,CPU,"N | D | N | N | N | N",448,2,146.449,0.002675,46.1967,2.5815,195.306,195.23
3,float,uniform,CPU,"N | D | N | N | N | N",448,3,147,0.002791,45.6993,2.58253,195.361,195.284
3,float,uniform,CPU,"N | D | N | N | N | N",448,4,147.868,0.002648,45.7968,2.57638,196.323,196.244
3,float,uniform,CPU,"N | D | N | N | N | N",448,5,146.74,0.002726,45.9128,2.58867,195.323,195.244
3,float,uniform,CPU,"N | D | N | N | N | N",448,6,146.829,0.002842,46.0106,2.59174,195.512,195.434
3,float,uniform,CPU,"N | D | N | N | N | N",448,7,147.604,0.00281,46.0153,2.59379,196.294,196.216
3,float,uniform,CPU,"N | D | N | N | N | N",448,8,145.624,0.00278,45.8415,2.59584,194.142,194.064
3,float,uniform,CPU,"N | D | N | N | N | N",448,9,147.28,0.002892,45.7357,2.59891,195.696,195.617
3,float,uniform,CPU,"N | D | N | N | N | N",448,10,147.545,0.003841,46.0673,2.59686,196.301,196.213
3,float,uniform,CPU,"N | D | N | N | N | N",448,11,148.644,0.002756,45.7076,2.59379,197.03,196.948
3,float,uniform,CPU,"N | D | N | N | N | N",448,12,146.806,0.002749,45.7885,2.58765,195.262,195.185
3,float,uniform,CPU,"N | D | N | N | N | N",448,13,147.148,0.002803,46.0198,2.58253,195.832,195.753
3,float,uniform,CPU,"N | D | N | N | N | N",448,14,145.249,0.002654,45.7073,2.58765,193.627,193.547
3,float,uniform,CPU,"N | D | N | N | N | N",448,15,147.247,0.002743,45.7694,2.59482,195.694,195.614
3,float,uniform,CPU,"N | D | N | N | N | N",448,16,146.517,0.002763,46.0141,2.60301,195.218,195.136
3,float,uniform,CPU,"N | D | N | N | N | N",448,17,147.657,0.002865,45.7613,2.58867,196.091,196.01
3,float,uniform,CPU,"N | D | N | N | N | N",448,18,148.519,0.002767,46.0015,2.57946,197.181,197.103
3,float,uniform,CPU,"N | D | N | N | N | N",448,19,146.253,0.002806,45.8062,2.59379,194.734,194.656
3,float,uniform,CPU,"N | D | N | N | N | N",512,0,222.276,0.002729,30.2397,3.78573,256.383,256.304
3,float,uniform,CPU,"N | D | N | N | N | N",512,1,220.057,0.003083,30.2315,3.78368,254.159,254.076
3,float,uniform,CPU,"N | D | N | N | N | N",512,2,218.141,0.002974,30.2344,3.78675,252.244,252.166
3,float,uniform,CPU,"N | D | N | N | N | N",512,3,220.562,0.002813,30.2629,3.77958,254.69,254.607
3,float,uniform,CPU,"N | D | N | N | N | N",512,4,222.629,0.002714,30.2524,3.79187,256.759,256.676
3,float,uniform,CPU,"N | D | N | N | N | N",512,5,219.425,0.002781,30.2408,3.77754,253.529,253.446
3,float,uniform,CPU,"N | D | N | N | N | N",512,6,221.518,0.00274,30.2641,3.77139,255.642,255.556
3,float,uniform,CPU,"N | D | N | N | N | N",512,7,218.884,0.002896,30.2434,3.78266,252.992,252.913
3,float,uniform,CPU,"N | D | N | N | N | N",512,8,221.061,0.002758,30.2618,3.78778,255.196,255.113
3,float,uniform,CPU,"N | D | N | N | N | N",512,9,222.421,0.002732,30.2432,3.79187,256.538,256.458
3,float,uniform,CPU,"N | D | N | N | N | N",512,10,220.08,0.002851,30.2279,3.79187,254.181,254.103
3,float,uniform,CPU,"N | D | N | N | N | N",512,11,219.132,0.002754,30.2123,3.78675,253.214,253.134
3,float,uniform,CPU,"N | D | N | N | N | N",512,12,222.89,0.002843,30.2353,3.78982,256.996,256.918
3,float,uniform,CPU,"N | D | N | N | N | N",512,13,221.078,0.003083,30.2422,3.77958,255.185,255.103
3,float,uniform,CPU,"N | D | N | N | N | N",512,14,220.385,0.002682,30.2078,3.77856,254.454,254.374
3,float,uniform,CPU,"N | D | N | N | N | N",512,15,218.724,0.002894,30.2376,3.79085,252.843,252.755
3,float,uniform,CPU,"N | D | N | N | N | N",512,16,221.441,0.002728,30.2431,3.78778,255.554,255.475
3,float,uniform,CPU,"N | D | N | N | N | N",512,17,223.031,0.00275,30.2476,3.79187,257.152,257.073
3,float,uniform,CPU,"N | D | N | N | N | N",512,18,217.935,0.003022,30.2469,3.78982,252.053,251.975
3,float,uniform,CPU,"N | D | N | N | N | N",512,19,220.75,0.003002,30.2294,3.78573,254.847,254.768
