dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"N | N | N | N",64,0,0.074752,0,0.068936,0.356352,0.587663,0.50004
2,double,uniform,GPU,"N | N | N | N",64,1,0.021504,0,0.034981,0.013312,0.121354,0.069797
2,double,uniform,GPU,"N | N | N | N",64,2,0.021504,0,0.032632,0.011264,0.114208,0.0654
2,double,uniform,GPU,"N | N | N | N",64,3,0.019456,0,0.032856,0.012288,0.112257,0.0646
2,double,uniform,GPU,"N | N | N | N",64,4,0.019456,0,0.03198,0.012288,0.110039,0.063724
2,double,uniform,GPU,"N | N | N | N",64,5,0.02048,0,0.031524,0.013312,0.113816,0.065316
2,double,uniform,GPU,"N | N | N | N",64,6,0.018432,0,0.032479,0.011264,0.108813,0.062175
2,double,uniform,GPU,"N | N | N | N",64,7,0.018432,0,0.032337,0.011264,0.110586,0.062033
2,double,uniform,GPU,"N | N | N | N",64,8,0.019456,0,0.032463,0.011264,0.110479,0.063183
2,double,uniform,GPU,"N | N | N | N",64,9,0.017408,0,0.032275,0.013312,0.11088,0.062995
2,double,uniform,GPU,"N | N | N | N",64,10,0.019456,0,0.03191,0.012288,0.110219,0.063654
2,double,uniform,GPU,"N | N | N | N",64,11,0.02048,0,0.032103,0.012288,0.110894,0.064871
2,double,uniform,GPU,"N | N | N | N",64,12,0.019456,0,0.032512,0.011264,0.110661,0.063232
2,double,uniform,GPU,"N | N | N | N",64,13,0.019456,0,0.03272,0.013312,0.110415,0.065488
2,double,uniform,GPU,"N | N | N | N",64,14,0.018432,0,0.032023,0.012288,0.110296,0.062743
2,double,uniform,GPU,"N | N | N | N",64,15,0.019456,0,0.031914,0.013312,0.111236,0.064682
2,double,uniform,GPU,"N | N | N | N",64,16,0.018432,0,0.032469,0.012288,0.10952,0.063189
2,double,uniform,GPU,"N | N | N | N",64,17,0.02048,0,0.031929,0.011264,0.110526,0.063673
2,double,uniform,GPU,"N | N | N | N",64,18,0.019456,0,0.032742,0.014336,0.113622,0.066534
2,double,uniform,GPU,"N | N | N | N",64,19,0.018432,0,0.031794,0.013312,0.109322,0.063538
2,double,uniform,GPU,"N | N | N | N",128,0,0.0408,0,0.084518,0.027648,0.215271,0.152966
2,double,uniform,GPU,"N | N | N | N",128,1,0.015488,0,0.068547,0.013312,0.152468,0.097347
2,double,uniform,GPU,"N | N | N | N",128,2,0.013504,0,0.067201,0.013312,0.147974,0.094017
2,double,uniform,GPU,"N | N | N | N",128,3,0.013856,0,0.067037,0.012288,0.146677,0.093181
2,double,uniform,GPU,"N | N | N | N",128,4,0.012384,0,0.066708,0.011264,0.145472,0.090356
2,double,uniform,GPU,"N | N | N | N",128,5,0.015296,0,0.066889,0.011264,0.155037,0.093449
2,double,uniform,GPU,"N | N | N | N",128,6,0.011712,0,0.066372,0.012288,0.14428,0.090372
2,double,uniform,GPU,"N | N | N | N",128,7,0.011904,0,0.066224,0.012288,0.144435,0.090416
2,double,uniform,GPU,"N | N | N | N",128,8,0.013248,0,0.065968,0.013312,0.145261,0.092528
2,double,uniform,GPU,"N | N | N | N",128,9,0.0168,0,0.06721,0.011264,0.147561,0.095274
2,double,uniform,GPU,"N | N | N | N",128,10,0.018176,0,0.068078,0.013312,0.15261,0.099566
2,double,uniform,GPU,"N | N | N | N",128,11,0.012192,0,0.066736,0.012288,0.145491,0.091216
2,double,uniform,GPU,"N | N | N | N",128,12,0.013504,0,0.066122,0.013312,0.151223,0.092938
2,double,uniform,GPU,"N | N | N | N",128,13,0.014144,0,0.066245,0.013312,0.144615,0.093701
2,double,uniform,GPU,"N | N | N | N",128,14,0.016256,0,0.066663,0.011264,0.147884,0.094183
2,double,uniform,GPU,"N | N | N | N",128,15,0.012576,0,0.066847,0.011264,0.144768,0.090687
2,double,uniform,GPU,"N | N | N | N",128,16,0.011904,0,0.066116,0.011264,0.143637,0.089284
2,double,uniform,GPU,"N | N | N | N",128,17,0.013888,0,0.066438,0.012288,0.146096,0.092614
2,double,uniform,GPU,"N | N | N | N",128,18,0.012416,0,0.066975,0.011264,0.143346,0.090655
2,double,uniform,GPU,"N | N | N | N",128,19,0.014048,0,0.06574,0.01536,0.148156,0.095148
2,double,uniform,GPU,"N | N | N | N",192,0,0.016256,0,0.083434,0.018432,0.189626,0.118122
2,double,uniform,GPU,"N | N | N | N",192,1,0.015872,0,0.078081,0.01536,0.177937,0.109313
2,double,uniform,GPU,"N | N | N | N",192,2,0.0152,0,0.077637,0.014336,0.172804,0.107173
2,double,uniform,GPU,"N | N | N | N",192,3,0.021664,0,0.077199,0.013312,0.179399,0.112175
2,double,uniform,GPU,"N | N | N | N",192,4,0.020128,0,0.077126,0.013312,0.179847,0.110566
2,double,uniform,GPU,"N | N | N | N",192,5,0.020928,0,0.076502,0.014336,0.179106,0.111766
2,double,uniform,GPU,"N | N | N | N",192,6,0.02224,0,0.078032,0.01232,0.180127,0.112592
2,double,uniform,GPU,"N | N | N | N",192,7,0.0216,0,0.077498,0.013312,0.179569,0.11241
2,double,uniform,GPU,"N | N | N | N",192,8,0.020512,0,0.076878,0.013312,0.178887,0.110702
2,double,uniform,GPU,"N | N | N | N",192,9,0.02208,0,0.154103,0.014336,0.260234,0.190519
2,double,uniform,GPU,"N | N | N | N",192,10,0.01472,0,0.076818,0.013312,0.172224,0.10485
2,double,uniform,GPU,"N | N | N | N",192,11,0.020352,0,0.076397,0.012288,0.176605,0.109037
2,double,uniform,GPU,"N | N | N | N",192,12,0.021184,0,0.077381,0.012288,0.179158,0.110853
2,double,uniform,GPU,"N | N | N | N",192,13,0.021504,0,0.076845,0.012288,0.178746,0.110637
2,double,uniform,GPU,"N | N | N | N",192,14,0.020768,0,0.077223,0.013312,0.178583,0.111303
2,double,uniform,GPU,"N | N | N | N",192,15,0.021664,0,0.076453,0.013312,0.17735,0.111429
2,double,uniform,GPU,"N | N | N | N",192,16,0.021376,0,0.076512,0.013312,0.178895,0.1112
