dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,0.038016,0.003777,0.107958,0.37376,0.660302,0.523511
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,0.704352,0.003013,2.83174,0.797696,4.46818,4.3368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,0.70896,0.002979,2.82598,0.799744,4.46631,4.33766
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,0.705568,0.003197,2.82873,0.802816,4.47214,4.34031
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,0.70688,0.003027,2.83096,0.794624,4.46661,4.33549
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,0.705248,0.003402,2.83792,0.797696,4.47823,4.34427
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,0.7056,0.003851,2.83705,0.797696,4.47403,4.3442
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,0.706016,0.002987,2.84526,0.797696,4.48169,4.35196
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,0.705632,0.002997,2.82762,0.7936,4.45943,4.32984
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,0.70448,0.003012,2.83235,0.799744,4.46999,4.33959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,0.70624,0.003613,2.83328,0.799744,4.47196,4.34288
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,0.70704,0.002987,2.82303,0.799744,4.46354,4.3328
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,0.706848,0.003009,2.83171,0.79872,4.46934,4.34029
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,0.705856,0.003228,2.84521,0.796672,4.47886,4.35097
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,0.70624,0.002998,2.82399,0.800768,4.46365,4.334
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,0.70768,0.002979,2.83588,0.795648,4.47216,4.34218
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,0.707264,0.002977,2.82661,0.796672,4.46903,4.33352
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,1.37718,0.002911,5.94674,1.54522,9.0041,8.87205
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,1.3721,0.002915,5.93214,1.54214,8.97923,8.84929
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,1.37123,0.002928,5.91842,1.54829,8.97174,8.84087
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,1.37315,0.003141,5.94014,1.54419,8.99119,8.86063
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,1.37024,0.007875,5.92566,1.54214,8.97557,8.84592
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,1.37213,0.00294,5.93041,1.54624,8.98224,8.85172
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,1.3735,0.00291,5.93526,1.54317,8.985,8.85484
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,1.37258,0.003254,5.93281,1.54931,8.98914,8.85795
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,1.38275,0.003189,5.92129,1.54522,8.98457,8.85245
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,1.37437,0.002925,5.94858,1.54317,9.00082,8.86904
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,1.37331,0.002924,5.94011,1.536,8.9813,8.85235
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,1.37462,0.002983,5.94663,1.55648,9.01032,8.88071
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,1.37306,0.002939,5.92721,1.54317,8.97588,8.84638
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,1.36835,0.00335,5.93269,1.54419,8.97965,8.84859
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,1.37347,0.002935,5.91759,1.54522,8.96983,8.83921
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,1.36797,0.003201,5.93417,1.54419,8.98031,8.84953
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,1.37408,0.002889,5.92936,1.54726,8.98217,8.85359
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,1.37299,0.0032,5.92998,1.54627,8.98386,8.85244
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,1.41008,0.002972,5.96929,1.55648,9.06771,8.93882
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,1.36963,0.002895,5.92965,1.54317,8.9745,8.84535
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,2.46893,0.003267,10.3216,2.6839,15.6088,15.4777
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,2.46211,0.003035,10.2853,2.68595,15.5671,15.4364
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,2.46096,0.002922,10.2961,2.6839,15.5734,15.4439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,2.46205,0.002924,10.2998,2.68902,15.5823,15.4538
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,2.47226,0.00292,10.2933,2.68493,15.583,15.4534
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,2.46378,0.003035,10.295,2.68186,15.5749,15.4437
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,2.46435,0.002958,10.2986,2.67981,15.575,15.4458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,2.46691,0.003016,10.3073,2.68288,15.5919,15.4601
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,2.46435,0.002953,10.3,2.68288,15.5796,15.4501
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,2.45773,0.002975,10.2881,2.68083,15.5612,15.4296
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,2.46512,0.003118,10.294,2.67674,15.5682,15.439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,2.4609,0.002911,10.2853,2.68493,15.5642,15.434
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,2.46246,0.002884,10.3024,2.68595,15.5853,15.4537
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,2.46685,0.002964,10.3004,2.67981,15.5802,15.45
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,2.46099,0.003292,10.303,2.67981,15.5772,15.4471
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,2.46394,0.002944,10.288,2.67469,15.5601,15.4296
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,2.4624,0.00289,10.2966,2.68186,15.5722,15.4438
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,2.4639,0.00293,10.2907,2.67059,15.5577,15.4281
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,2.46013,0.002898,10.3053,2.67878,15.578,15.4471
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,2.4649,0.002933,10.2969,2.67469,15.5707,15.4394
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,3.80573,0.003239,25.6901,4.38067,34.0201,33.8798
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,3.78464,0.00301,25.5876,4.36122,33.8665,33.7365
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,3.7832,0.002831,25.4578,4.36736,33.7424,33.6112
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,3.76173,0.00279,24.7403,4.30387,32.9379,32.8087
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,3.75734,0.002876,24.7689,4.29978,32.959,32.8289
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,3.7575,0.002816,24.8102,4.31002,33.0105,32.8805
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,3.76029,0.002812,24.7045,4.31104,32.9131,32.7787
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,3.7592,0.002855,24.9598,4.31206,33.1624,33.034
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,3.75904,0.00283,24.8061,4.31104,33.0068,32.879
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,3.75504,0.002679,24.7701,4.3049,32.9606,32.8327
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,3.75514,0.003057,24.8055,4.32128,33.0134,32.885
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,3.7567,0.002697,24.8227,4.30285,33.0137,32.8849
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,3.75392,0.002732,24.8989,4.30285,33.0865,32.9584
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,3.75338,0.002669,24.8083,4.3049,32.9972,32.8693
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,3.76019,0.002674,24.686,4.30387,32.8812,32.7527
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,3.7569,0.002607,24.8565,4.29978,33.0427,32.9157
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,3.76339,0.002708,24.8185,4.31002,33.0227,32.8946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,3.75379,0.002672,24.7944,4.3049,33.03,32.8558
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,3.75683,0.002757,24.795,4.29875,32.9812,32.8533
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,3.76029,0.002674,24.7986,4.29875,32.9874,32.8603
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,5.55107,0.002975,32.6577,5.99859,44.3408,44.2103
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,5.54112,0.002786,32.6919,6.00678,44.3717,44.2426
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,5.53488,0.002987,32.5192,5.99757,44.1809,44.0547
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,5.54211,0.003092,33.133,5.98733,44.7932,44.6656
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,5.53571,0.00277,33.5103,5.99962,45.1776,45.0484
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,5.53901,0.002751,32.5965,5.98733,44.2559,44.1256
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,5.53408,0.002775,32.2698,5.99245,43.9271,43.7991
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,5.53571,0.00279,32.8144,6.00064,44.4835,44.3535
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,5.53776,0.002655,32.7737,5.9945,44.4382,44.3086
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,5.53658,0.002693,33.3499,5.9945,45.0125,44.8837
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,5.53757,0.002697,32.0957,5.9863,43.7532,43.6222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,5.53619,0.002915,31.7416,5.97709,43.388,43.2578
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,5.53878,0.002665,32.8331,5.98835,44.4921,44.3629
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,5.5439,0.002967,32.7146,6.00781,44.3988,44.2693
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,5.53459,0.002884,32.9578,5.98528,44.6095,44.4805
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,5.5391,0.002735,32.8593,5.99654,44.5269,44.3977
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,5.5432,0.002648,32.2597,5.9945,43.9268,43.8
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,5.53706,0.002651,32.7955,5.99654,44.4615,44.3318
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,5.53619,0.002644,33.0782,5.96787,44.7091,44.5849
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,5.53981,0.002637,33.4016,5.98118,45.0538,44.9252
