dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,0,0.037088,0.004096,0.064802,0.320512,0.773286,0.426498
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,8,0.105472,0.003991,0.359151,0.238592,1.10581,0.707206
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,9,0.117216,0.004103,0.363817,0.237568,1.24516,0.722704
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,10,0.104416,0.004088,0.359449,0.238592,1.11209,0.706545
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,11,0.101664,0.003982,0.362526,0.236544,1.10922,0.704716
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,12,0.101952,0.004138,0.361627,0.239616,1.10869,0.707333
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,13,0.106208,0.004023,0.359843,0.241664,1.11506,0.711738
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,14,0.109088,0.004881,0.360821,0.237568,1.12337,0.712358
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,15,0.106432,0.004312,0.360899,0.236544,1.1206,0.708187
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,16,0.102592,0.004049,0.36038,0.236544,1.10855,0.703565
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,17,0.10352,0.004022,0.363688,0.24064,1.11207,0.71187
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,18,0.109984,0.004635,0.36182,0.239616,1.14844,0.716055
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,19,0.10656,0.004047,0.359314,0.237568,1.10853,0.707489
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,0,0.31568,0.004332,1.18712,0.520192,2.94284,2.02732
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,1,0.316352,0.004185,1.16326,0.518144,2.91184,2.00194
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,2,0.314528,0.004244,1.16473,0.519168,2.91208,2.00267
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,3,0.314624,0.004597,1.16203,0.521216,2.91437,2.00247
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,4,0.311968,0.004288,1.1595,0.521216,2.91485,1.99697
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,5,0.309952,0.003901,1.16151,0.520192,2.90857,1.99556
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,6,0.308896,0.004565,1.16147,0.51712,2.91139,1.99205
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,7,0.311232,0.004555,1.16121,0.514048,2.90091,1.99105
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,8,0.309088,0.004045,1.15681,0.51712,2.89063,1.98706
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,9,0.311296,0.004284,1.16335,0.518144,2.90675,1.99708
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,10,0.307776,0.004178,1.16089,0.519168,2.90312,1.99202
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,11,0.308352,0.004233,1.16391,0.52224,2.90998,1.99873
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,12,0.32896,0.004298,1.15988,0.520192,2.85656,2.01333
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,13,0.310624,0.004171,1.16064,0.521216,2.90246,1.99666
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,14,0.30768,0.004066,1.16173,0.521216,2.90157,1.9947
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,15,0.310144,0.004394,1.16196,0.51712,2.90284,1.99362
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,16,0.311296,0.004271,1.16353,0.518144,2.90783,1.99724
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,17,0.310816,0.004535,1.16285,0.516096,2.91136,1.9943
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,18,0.31312,0.004082,1.16466,0.51712,2.90006,1.99898
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,19,0.310592,0.004065,1.16147,0.525312,2.919,2.00144
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,0,0.708576,0.003264,2.79609,1.12742,6.61463,4.63535
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,1,0.705184,0.003275,2.75788,1.1223,6.54906,4.58865
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,2,0.703872,0.008921,2.76297,1.12742,6.57625,4.60319
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,3,0.704992,0.00345,2.76073,1.12947,6.57977,4.59865
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,4,0.70432,0.003139,2.76583,1.12026,6.57157,4.59354
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,5,0.703648,0.003316,2.76349,1.12333,6.5701,4.59378
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,6,0.705024,0.003356,2.76327,1.12538,6.57805,4.59703
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,7,0.70608,0.00319,2.75922,1.12435,6.55241,4.59284
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,8,0.704608,0.003499,2.76906,1.1223,6.58564,4.59947
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,9,0.705344,0.003201,2.75641,1.11923,6.54794,4.58418
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,10,0.70416,0.003179,2.75799,1.12026,6.56042,4.58559
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,11,0.705472,0.003397,2.77145,1.12538,6.57499,4.6057
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,12,0.705792,0.003114,2.7718,1.11411,6.56365,4.59482
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,13,0.703936,0.003125,2.76134,1.12845,6.56805,4.59685
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,14,0.705088,0.003135,2.76314,1.12128,6.58061,4.59265
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,15,0.70688,0.003156,2.76085,1.1305,6.56791,4.60138
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,16,0.70192,0.003175,2.76196,1.1305,6.5622,4.59755
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,17,0.70464,0.003159,2.76364,1.1223,6.57448,4.59374
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,18,0.7064,0.003173,2.76253,1.1223,6.56969,4.59441
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,19,0.7056,0.003295,2.76276,1.11923,6.57166,4.59089
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,0,1.37613,0.00326,5.57945,2.13504,12.9164,9.09388
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,1,1.37728,0.00331,5.56556,2.14733,12.9137,9.09348
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,2,1.37581,0.003183,5.56738,2.13299,12.9035,9.07936
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,3,1.37494,0.003198,5.56457,2.15962,12.9262,9.10233
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,4,1.36621,0.0032,5.5732,2.14835,12.9167,9.09096
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,5,1.37085,0.003201,5.56077,2.14938,12.9026,9.0842
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,6,1.36816,0.003231,5.56538,2.15654,12.9455,9.09332
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,7,1.37155,0.003266,5.56244,2.13606,12.9107,9.07332
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,8,1.3688,0.0033,5.56574,2.1463,12.9251,9.08414
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,9,1.37622,0.003203,5.57156,2.15245,12.9501,9.10344
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,10,1.3687,0.003204,5.5693,2.14528,12.9272,9.08648
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,11,1.37261,0.003261,5.57248,2.14426,12.9378,9.09261
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,12,1.37504,0.003615,5.55942,2.13709,12.9014,9.07516
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,13,1.36781,0.003234,5.56696,2.13402,12.917,9.07201
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,14,1.3705,0.003234,5.57125,2.14118,12.9266,9.08616
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,15,1.36822,0.003445,5.56392,2.13914,12.897,9.07473
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,16,1.36746,0.003332,5.56903,2.13504,12.8986,9.07486
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,17,1.37389,0.003241,5.57561,2.14016,12.9069,9.0929
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,18,1.36698,0.003188,5.57533,2.13709,12.9301,9.08258
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,19,1.37363,0.003222,5.56565,2.13709,12.918,9.07959
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,0,2.46461,0.003184,9.48809,4.02227,22.3878,15.9782
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,1,2.46003,0.003354,9.47312,4.02944,22.4041,15.9659
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,2,2.45968,0.003151,9.4719,4.03968,22.4212,15.9744
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,3,2.45824,0.003203,9.47364,4.03968,22.4226,15.9748
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,4,2.45882,0.003141,9.46683,4.02125,22.3665,15.95
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,5,2.45837,0.003193,9.46596,4.03456,22.3705,15.9621
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,6,2.46022,0.003097,9.46418,4.0192,22.3801,15.9467
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,7,2.45875,0.003634,9.46601,4.00691,22.3585,15.9353
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,8,2.47946,0.003486,9.48605,4.03149,22.4165,16.0005
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,9,2.45603,0.00317,9.46902,4.01613,22.3747,15.9443
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,10,2.46102,0.003401,9.45992,4.03251,22.3896,15.9569
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,11,2.45741,0.003224,9.4693,4.01715,22.4083,15.9471
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,12,2.46058,0.003209,9.46865,4.03661,22.3794,15.969
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,13,2.45699,0.003133,9.47044,4.0233,22.4173,15.9539
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,14,2.46128,0.003339,9.46724,4.0192,22.3672,15.9511
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,15,2.46016,0.00331,9.46676,4.04173,22.3748,15.972
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,16,2.45734,0.003895,9.46346,4.02125,22.3674,15.946
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,17,2.45853,0.003249,9.46824,4.01203,22.3617,15.942
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,18,2.46128,0.003216,9.46635,4.01818,22.4102,15.949
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,19,2.45907,0.003272,9.46471,4.02227,22.3681,15.9493
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,0,3.77504,0.00327,16.2242,6.22387,36.5457,26.2264
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,1,3.76595,0.003246,16.201,6.20237,36.5114,26.1725
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,2,3.76349,0.003212,16.2167,6.20134,36.5036,26.1848
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,3,3.7568,0.003569,16.2163,6.16346,36.4581,26.1402
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,4,3.75866,0.003221,16.2012,6.15424,36.4713,26.1173
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,5,3.75923,0.003175,16.1977,6.1655,36.4553,26.1257
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,6,3.75709,0.00325,16.1994,6.16141,36.4561,26.1212
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,7,3.75677,0.003463,16.2152,6.17165,36.4651,26.1471
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,8,3.75843,0.003316,16.1948,6.1737,36.4398,26.1302
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,9,3.75786,0.003939,16.2061,6.17677,36.4816,26.1446
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,10,3.75955,0.003209,16.2087,6.1655,36.4366,26.137
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,11,3.7567,0.003278,16.1945,6.18291,36.4639,26.1374
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,12,3.75981,0.003582,16.2085,6.14605,36.4432,26.118
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,13,3.76099,0.004054,16.1902,6.1696,36.4371,26.1248
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,14,3.75709,0.003225,16.2051,6.16346,36.4546,26.1289
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,15,3.76,0.003202,16.203,6.13786,36.4304,26.104
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,16,3.75693,0.003258,16.2029,6.14195,36.4409,26.1051
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,17,3.75853,0.003186,16.2107,6.16346,36.4633,26.1359
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,18,3.75584,0.003238,16.2034,6.16755,36.4653,26.13
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,19,3.76029,0.003321,16.2046,6.12966,36.4191,26.0979
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,0,5.5465,0.003278,26.6136,12.0044,63.6375,44.1677
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,1,5.54118,0.003551,26.5028,11.3152,62.2722,43.3627
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,2,5.53872,0.003243,26.5465,11.3183,62.9407,43.4067
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,3,5.53398,0.0032,26.4858,11.9296,63.2562,43.9526
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,4,5.54086,0.003,26.5677,11.9409,63.3771,44.0524
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,5,5.53664,0.003096,26.6702,12.0105,63.6187,44.2205
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,6,5.54093,0.002891,26.7599,11.991,63.674,44.2947
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,7,5.53776,0.003003,26.5593,11.9306,63.4862,44.0307
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,8,5.53674,0.002917,26.2519,11.8538,62.9127,43.6453
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,9,5.54205,0.002899,26.6397,11.9388,63.5054,44.1234
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,10,5.53786,0.003024,26.648,11.8897,63.439,44.0785
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,11,5.54032,0.00323,26.4397,11.9777,62.9365,43.961
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,12,5.53942,0.002907,26.5835,11.8897,63.41,44.0155
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,13,5.53549,0.002944,26.7009,11.7699,63.3648,44.0092
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,14,5.53622,0.002934,26.0082,11.9439,62.7945,43.4913
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,15,5.53894,0.002861,26.9275,12.0474,63.8668,44.5166
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,16,5.54048,0.003136,26.8933,11.9378,63.2139,44.3747
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,17,5.53702,0.002941,26.4666,11.9757,63.3411,43.9823
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,18,5.53638,0.003108,26.54,11.9583,63.4299,44.0378
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,19,5.53805,0.003089,26.5626,11.9378,63.3307,44.0415
