dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,0,0.037088,0.004096,0.064802,0.320512,0.773286,0.426498
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,1,0.032672,0.004004,0.049651,0.057344,0.343551,0.143671
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,2,0.026432,0.003956,0.043336,0.055296,0.326274,0.12902
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,3,0.023904,0.003719,0.043538,0.055296,0.323919,0.126457
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,4,0.025408,0.00384,0.044972,0.054272,0.32589,0.128492
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,5,0.025024,0.003845,0.043852,0.054272,0.32432,0.126993
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,6,0.026272,0.003795,0.04378,0.055296,0.325472,0.129143
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,7,0.024768,0.003772,0.043367,0.05632,0.325313,0.128227
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,8,0.027296,0.003841,0.043463,0.05632,0.327586,0.13092
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,9,0.024448,0.003975,0.043225,0.05632,0.325147,0.127968
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,10,0.025824,0.003793,0.043387,0.054272,0.325417,0.127276
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,11,0.025536,0.003696,0.042964,0.05632,0.324932,0.128516
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,12,0.027168,0.003828,0.043718,0.055296,0.32767,0.13001
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,13,0.026016,0.003792,0.044287,0.05632,0.329102,0.130415
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,14,0.025088,0.003868,0.043182,0.05632,0.359636,0.128458
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,15,0.026528,0.003806,0.043218,0.055296,0.325476,0.128848
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,16,0.024736,0.00377,0.046861,0.057344,0.330352,0.132711
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,17,0.02512,0.003742,0.043536,0.05632,0.323881,0.128718
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,18,0.024448,0.003744,0.043679,0.055296,0.325274,0.127167
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,19,0.025472,0.003849,0.0435,0.055296,0.324511,0.128117
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,0,0.106752,0.004142,0.374434,0.241664,1.13367,0.726992
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,1,0.105216,0.004314,0.365485,0.239616,1.11442,0.714631
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,2,0.104736,0.004425,0.362455,0.238592,1.11317,0.710208
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,3,0.101792,0.004,0.362858,0.236544,1.10957,0.705194
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,4,0.103008,0.004967,0.387011,0.251904,1.16061,0.74689
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,5,0.109536,0.004165,0.362676,0.243712,1.12147,0.720089
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,6,0.105856,0.004102,0.360645,0.238592,1.10943,0.709195
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,7,0.102208,0.004069,0.36335,0.238592,1.1142,0.708219
