dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",64,0,0.03552,0.004189,0.093635,0.436224,0.718589,0.569568
3,float,uniform,GPU,"P | P | P | P | N | D",192,0,0.16768,0.004445,0.847537,0.433152,1.60116,1.45281
3,float,uniform,GPU,"P | P | P | P | N | D",192,1,0.165856,0.003952,0.820384,0.436224,1.57268,1.42642
3,float,uniform,GPU,"P | P | P | P | N | D",192,2,0.168,0.004478,0.823901,0.433152,1.57435,1.42953
3,float,uniform,GPU,"P | P | P | P | N | D",192,3,0.169056,0.004026,0.824049,0.436224,1.5758,1.43335
3,float,uniform,GPU,"P | P | P | P | N | D",192,4,0.166944,0.00436,0.823469,0.432128,1.58264,1.4269
3,float,uniform,GPU,"P | P | P | P | N | D",192,5,0.16816,0.004158,0.82332,0.433152,1.57727,1.42879
3,float,uniform,GPU,"P | P | P | P | N | D",192,6,0.167968,0.004278,0.824044,0.433152,1.57636,1.42944
3,float,uniform,GPU,"P | P | P | P | N | D",192,7,0.169568,0.004085,0.818643,0.434176,1.57215,1.42647
3,float,uniform,GPU,"P | P | P | P | N | D",192,8,0.168768,0.004065,0.818895,0.438272,1.57675,1.43
3,float,uniform,GPU,"P | P | P | P | N | D",192,9,0.16544,0.003996,0.82205,0.438272,1.57473,1.42976
3,float,uniform,GPU,"P | P | P | P | N | D",192,10,0.167648,0.004146,0.82407,0.438272,1.58122,1.43414
3,float,uniform,GPU,"P | P | P | P | N | D",192,11,0.165696,0.004018,0.819246,0.434176,1.57032,1.42314
3,float,uniform,GPU,"P | P | P | P | N | D",192,12,0.168928,0.004182,0.821064,0.433152,1.57528,1.42733
3,float,uniform,GPU,"P | P | P | P | N | D",192,13,0.168608,0.004176,0.824254,0.4352,1.57968,1.43224
3,float,uniform,GPU,"P | P | P | P | N | D",192,14,0.16768,0.004037,0.826842,0.4352,1.5806,1.43376
3,float,uniform,GPU,"P | P | P | P | N | D",192,15,0.164576,0.004441,0.826695,0.436224,1.57773,1.43194
3,float,uniform,GPU,"P | P | P | P | N | D",192,16,0.165632,0.004118,0.826477,0.4352,1.57868,1.43143
3,float,uniform,GPU,"P | P | P | P | N | D",192,17,0.16688,0.004091,0.819476,0.434176,1.57744,1.42462
3,float,uniform,GPU,"P | P | P | P | N | D",192,18,0.1688,0.004077,0.824784,0.438272,1.5818,1.43593
3,float,uniform,GPU,"P | P | P | P | N | D",192,19,0.166848,0.004391,0.818104,0.433152,1.56932,1.4225
3,float,uniform,GPU,"P | P | P | P | N | D",256,0,0.364096,0.003928,2.00407,0.973824,3.4958,3.34592
3,float,uniform,GPU,"P | P | P | P | N | D",256,1,0.36048,0.00389,1.96948,0.969728,3.45245,3.30358
3,float,uniform,GPU,"P | P | P | P | N | D",256,2,0.357792,0.003875,1.96018,0.973824,3.4419,3.29567
3,float,uniform,GPU,"P | P | P | P | N | D",256,3,0.359168,0.003657,1.96481,0.974848,3.44996,3.30248
3,float,uniform,GPU,"P | P | P | P | N | D",256,4,0.358016,0.003927,1.96094,0.968704,3.44056,3.29159
3,float,uniform,GPU,"P | P | P | P | N | D",256,5,0.359264,0.003853,1.961,0.9728,3.44678,3.29691
3,float,uniform,GPU,"P | P | P | P | N | D",256,6,0.358144,0.003375,1.96388,0.968704,3.43732,3.2941
3,float,uniform,GPU,"P | P | P | P | N | D",256,7,0.35808,0.003824,1.96201,0.9728,3.44349,3.29671
3,float,uniform,GPU,"P | P | P | P | N | D",256,8,0.359648,0.003754,1.96102,0.971776,3.44148,3.2962
3,float,uniform,GPU,"P | P | P | P | N | D",256,9,0.362848,0.00386,1.96042,0.9728,3.44939,3.29993
3,float,uniform,GPU,"P | P | P | P | N | D",256,10,0.3592,0.003959,1.9646,0.9728,3.44748,3.30056
3,float,uniform,GPU,"P | P | P | P | N | D",256,11,0.36096,0.004036,1.96384,0.970752,3.44905,3.29959
3,float,uniform,GPU,"P | P | P | P | N | D",256,12,0.35984,0.004121,1.96481,0.968704,3.4474,3.29747
3,float,uniform,GPU,"P | P | P | P | N | D",256,13,0.361056,0.003471,1.95975,0.970752,3.43844,3.29503
3,float,uniform,GPU,"P | P | P | P | N | D",256,14,0.359104,0.003886,1.96446,0.971776,3.44967,3.29923
3,float,uniform,GPU,"P | P | P | P | N | D",256,15,0.36336,0.003953,1.96493,0.970752,3.44921,3.30299
3,float,uniform,GPU,"P | P | P | P | N | D",256,16,0.357152,0.003701,1.96252,0.969728,3.43782,3.2931
3,float,uniform,GPU,"P | P | P | P | N | D",256,17,0.369216,0.004048,1.96358,0.966656,3.45307,3.3035
3,float,uniform,GPU,"P | P | P | P | N | D",256,18,0.35744,0.00308,1.95948,0.9728,3.43412,3.2928
3,float,uniform,GPU,"P | P | P | P | N | D",256,19,0.359392,0.003849,1.96024,0.973824,3.44532,3.2973
3,float,uniform,GPU,"P | P | P | P | N | D",320,0,0.694304,0.00292,5.10454,1.88211,7.81969,7.68388
3,float,uniform,GPU,"P | P | P | P | N | D",320,1,0.68992,0.003595,5.09704,1.87802,7.80915,7.66857
3,float,uniform,GPU,"P | P | P | P | N | D",320,2,0.69072,0.002923,5.09629,1.8729,7.80147,7.66283
3,float,uniform,GPU,"P | P | P | P | N | D",320,3,0.689952,0.002923,5.10479,1.88518,7.81847,7.68285
3,float,uniform,GPU,"P | P | P | P | N | D",320,4,0.691168,0.002908,5.10966,1.87699,7.81884,7.68073
3,float,uniform,GPU,"P | P | P | P | N | D",320,5,0.69136,0.002884,5.10216,1.8729,7.80536,7.6693
3,float,uniform,GPU,"P | P | P | P | N | D",320,6,0.690656,0.00292,5.09848,1.88109,7.8095,7.67314
3,float,uniform,GPU,"P | P | P | P | N | D",320,7,0.690432,0.003012,5.09262,1.87699,7.80094,7.66305
3,float,uniform,GPU,"P | P | P | P | N | D",320,8,0.69024,0.00312,5.09728,1.88826,7.81576,7.6789
3,float,uniform,GPU,"P | P | P | P | N | D",320,9,0.687392,0.002954,5.10839,1.88314,7.81985,7.68187
3,float,uniform,GPU,"P | P | P | P | N | D",320,10,0.688256,0.002829,5.09452,1.87494,7.79711,7.66055
3,float,uniform,GPU,"P | P | P | P | N | D",320,11,0.692096,0.002967,5.09992,1.88211,7.81288,7.67709
3,float,uniform,GPU,"P | P | P | P | N | D",320,12,0.691072,0.002956,5.09584,1.88006,7.80817,7.66994
3,float,uniform,GPU,"P | P | P | P | N | D",320,13,0.688096,0.002933,5.09984,1.88109,7.80937,7.67196
3,float,uniform,GPU,"P | P | P | P | N | D",320,14,0.692,0.002892,5.1027,1.87904,7.81394,7.67663
3,float,uniform,GPU,"P | P | P | P | N | D",320,15,0.692224,0.00306,5.08728,1.87904,7.79963,7.6616
3,float,uniform,GPU,"P | P | P | P | N | D",320,16,0.716064,0.003659,5.13196,1.89133,7.87148,7.74301
3,float,uniform,GPU,"P | P | P | P | N | D",320,17,0.690368,0.002946,5.09946,1.87699,7.80755,7.66977
3,float,uniform,GPU,"P | P | P | P | N | D",320,18,0.692192,0.003245,5.0983,1.87904,7.81088,7.67278
3,float,uniform,GPU,"P | P | P | P | N | D",320,19,0.691072,0.00351,5.09328,1.88006,7.80926,7.66792
3,float,uniform,GPU,"P | P | P | P | N | D",384,0,1.18346,0.002913,9.2438,3.24813,13.8146,13.6783
3,float,uniform,GPU,"P | P | P | P | N | D",384,1,1.18326,0.003353,9.22604,3.25427,13.8034,13.6669
3,float,uniform,GPU,"P | P | P | P | N | D",384,2,1.18122,0.002904,9.22939,3.25632,13.8058,13.6698
3,float,uniform,GPU,"P | P | P | P | N | D",384,3,1.17546,0.003276,9.21074,3.25632,13.7819,13.6458
3,float,uniform,GPU,"P | P | P | P | N | D",384,4,1.17968,0.002892,9.22094,3.25222,13.7935,13.6557
3,float,uniform,GPU,"P | P | P | P | N | D",384,5,1.1785,0.002866,9.21971,3.25632,13.7954,13.6574
3,float,uniform,GPU,"P | P | P | P | N | D",384,6,1.18214,0.003068,9.23446,3.24301,13.8009,13.6627
3,float,uniform,GPU,"P | P | P | P | N | D",384,7,1.17677,0.003248,9.22246,3.25734,13.799,13.6598
3,float,uniform,GPU,"P | P | P | P | N | D",384,8,1.18115,0.002872,9.22303,3.24301,13.7883,13.6501
3,float,uniform,GPU,"P | P | P | P | N | D",384,9,1.18061,0.002881,9.22768,3.24813,13.7957,13.6593
3,float,uniform,GPU,"P | P | P | P | N | D",384,10,1.17472,0.002942,9.18424,3.2512,13.7573,13.6131
3,float,uniform,GPU,"P | P | P | P | N | D",384,11,1.18144,0.002836,9.22278,3.2471,13.7912,13.6542
3,float,uniform,GPU,"P | P | P | P | N | D",384,12,1.18384,0.00317,9.18319,3.24403,13.7514,13.6142
3,float,uniform,GPU,"P | P | P | P | N | D",384,13,1.18294,0.003074,9.22374,3.24915,13.7972,13.6589
3,float,uniform,GPU,"P | P | P | P | N | D",384,14,1.17574,0.002843,9.22489,3.24915,13.791,13.6526
3,float,uniform,GPU,"P | P | P | P | N | D",384,15,1.1753,0.003083,9.22225,3.24403,13.7824,13.6447
3,float,uniform,GPU,"P | P | P | P | N | D",384,16,1.17978,0.00294,9.23407,3.24301,13.7975,13.6598
3,float,uniform,GPU,"P | P | P | P | N | D",384,17,1.18125,0.002919,9.23759,3.25018,13.8114,13.6719
3,float,uniform,GPU,"P | P | P | P | N | D",384,18,1.18182,0.002873,9.20512,3.24813,13.7815,13.6379
3,float,uniform,GPU,"P | P | P | P | N | D",384,19,1.17491,0.002868,9.22392,3.24813,13.788,13.6498
3,float,uniform,GPU,"P | P | P | P | N | D",448,0,1.87846,0.003246,15.189,5.3504,22.5593,22.4211
3,float,uniform,GPU,"P | P | P | P | N | D",448,1,1.8744,0.00288,15.169,5.34118,22.5247,22.3875
3,float,uniform,GPU,"P | P | P | P | N | D",448,2,1.87965,0.003035,15.1749,5.32992,22.5293,22.3875
3,float,uniform,GPU,"P | P | P | P | N | D",448,3,1.87357,0.002871,15.1696,5.33709,22.522,22.3831
3,float,uniform,GPU,"P | P | P | P | N | D",448,4,1.87136,0.002873,15.1853,5.33606,22.5375,22.3956
3,float,uniform,GPU,"P | P | P | P | N | D",448,5,1.87555,0.002797,15.1901,5.32992,22.5409,22.3984
3,float,uniform,GPU,"P | P | P | P | N | D",448,6,1.87382,0.002898,15.1572,5.32582,22.5027,22.3597
3,float,uniform,GPU,"P | P | P | P | N | D",448,7,1.87322,0.002876,15.1647,5.32787,22.5119,22.3687
3,float,uniform,GPU,"P | P | P | P | N | D",448,8,1.87418,0.002849,15.1581,5.34016,22.5143,22.3753
3,float,uniform,GPU,"P | P | P | P | N | D",448,9,1.8736,0.003321,15.1653,5.34835,22.5308,22.3906
3,float,uniform,GPU,"P | P | P | P | N | D",448,10,1.8752,0.0029,15.1646,5.34016,22.5212,22.3829
3,float,uniform,GPU,"P | P | P | P | N | D",448,11,1.87574,0.003057,15.1596,5.33709,22.5158,22.3755
3,float,uniform,GPU,"P | P | P | P | N | D",448,12,1.87456,0.002791,15.1681,5.34528,22.5304,22.3907
3,float,uniform,GPU,"P | P | P | P | N | D",448,13,1.87818,0.003018,15.1764,5.33299,22.5293,22.3905
3,float,uniform,GPU,"P | P | P | P | N | D",448,14,1.87459,0.00284,15.215,5.33094,22.5639,22.4234
3,float,uniform,GPU,"P | P | P | P | N | D",448,15,1.87523,0.002811,15.1692,5.33914,22.5266,22.3864
3,float,uniform,GPU,"P | P | P | P | N | D",448,16,1.87158,0.002821,15.1976,5.33504,22.5486,22.407
3,float,uniform,GPU,"P | P | P | P | N | D",448,17,1.87219,0.002832,15.1609,5.32582,22.5012,22.3617
3,float,uniform,GPU,"P | P | P | P | N | D",448,18,1.87571,0.002894,15.1762,5.3463,22.5448,22.4011
3,float,uniform,GPU,"P | P | P | P | N | D",448,19,1.87715,0.002798,15.1811,5.33914,22.5433,22.4002
3,float,uniform,GPU,"P | P | P | P | N | D",512,0,2.76365,0.002747,27.2896,7.48339,37.6783,37.5394
3,float,uniform,GPU,"P | P | P | P | N | D",512,1,2.75722,0.002755,27.2442,7.49158,37.6366,37.4958
3,float,uniform,GPU,"P | P | P | P | N | D",512,2,2.75734,0.002845,27.3216,7.47315,37.6965,37.555
3,float,uniform,GPU,"P | P | P | P | N | D",512,3,2.75802,0.002839,27.2111,7.4793,37.5924,37.4512
3,float,uniform,GPU,"P | P | P | P | N | D",512,4,2.75952,0.002742,27.3085,7.48134,37.6935,37.5521
3,float,uniform,GPU,"P | P | P | P | N | D",512,5,2.75862,0.002786,27.2304,7.47725,37.6126,37.4691
3,float,uniform,GPU,"P | P | P | P | N | D",512,6,2.75824,0.003016,27.3451,7.46906,37.7189,37.5754
3,float,uniform,GPU,"P | P | P | P | N | D",512,7,2.75741,0.002843,27.217,7.47213,37.5921,37.4493
3,float,uniform,GPU,"P | P | P | P | N | D",512,8,2.75747,0.002821,27.3185,7.50285,37.7224,37.5817
3,float,uniform,GPU,"P | P | P | P | N | D",512,9,2.75734,0.002817,27.2039,7.48032,37.5862,37.4444
3,float,uniform,GPU,"P | P | P | P | N | D",512,10,2.76086,0.002773,27.2374,7.4752,37.6172,37.4762
3,float,uniform,GPU,"P | P | P | P | N | D",512,11,2.7601,0.002751,27.2184,7.47418,37.5985,37.4554
3,float,uniform,GPU,"P | P | P | P | N | D",512,12,2.76003,0.003042,27.064,7.48134,37.4492,37.3084
3,float,uniform,GPU,"P | P | P | P | N | D",512,13,2.75933,0.002802,27.1571,7.47418,37.532,37.3934
3,float,uniform,GPU,"P | P | P | P | N | D",512,14,2.75542,0.003287,27.1974,7.4793,37.5799,37.4354
3,float,uniform,GPU,"P | P | P | P | N | D",512,15,2.75843,0.002749,27.2295,7.48646,37.6187,37.4771
3,float,uniform,GPU,"P | P | P | P | N | D",512,16,2.75987,0.003187,27.2624,7.49261,37.6597,37.518
3,float,uniform,GPU,"P | P | P | P | N | D",512,17,2.75763,0.003119,27.0802,7.47008,37.4512,37.311
3,float,uniform,GPU,"P | P | P | P | N | D",512,18,2.75962,0.002778,27.3647,7.46598,37.7347,37.5931
3,float,uniform,GPU,"P | P | P | P | N | D",512,19,2.76006,0.002986,27.3222,7.47622,37.7042,37.5615
