dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",64,0,0.075936,0,0.087135,0.371712,0.62931,0.534783
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,1,0.17408,0,0.038014,0.01536,0.281449,0.227454
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,2,0.170176,0,0.036625,0.013312,0.272066,0.220113
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,3,0.169376,0,0.036771,0.013312,0.272553,0.219459
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,4,0.16896,0,0.036468,0.012288,0.271365,0.217716
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,5,0.168224,0,0.037297,0.013312,0.273648,0.218833
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,6,0.172608,0,0.036563,0.013312,0.27406,0.222483
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,7,0.16768,0,0.036138,0.012288,0.269329,0.216106
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,8,0.165824,0,0.035812,0.013312,0.26728,0.214948
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,9,0.165408,0,0.036418,0.013312,0.267787,0.215138
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,10,0.167232,0,0.036402,0.013312,0.269373,0.216946
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,11,0.166496,0,0.035971,0.012288,0.2683,0.214755
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,12,0.167168,0,0.037048,0.012288,0.270541,0.216504
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,13,0.168,0,0.036257,0.013312,0.273959,0.217569
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,14,0.16768,0,0.035775,0.013312,0.2751,0.216767
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,15,0.167328,0,0.035798,0.013312,0.285961,0.216438
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,16,0.16752,0,0.036152,0.013312,0.268639,0.216984
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,17,0.166592,0,0.035807,0.012288,0.268009,0.214687
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,18,0.165536,0,0.035822,0.013312,0.26663,0.21467
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",256,19,0.168352,0,0.036607,0.013312,0.358909,0.218271
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,0,0.251712,0,0.054463,0.017408,0.384971,0.323583
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,1,0.256864,0,0.041196,0.01536,0.367682,0.31342
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,2,0.246144,0,0.039534,0.01536,0.352738,0.301038
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,3,0.242368,0,0.038877,0.014336,0.347976,0.295581
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,4,0.243296,0,0.038759,0.013312,0.349355,0.295367
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,5,0.240704,0,0.038611,0.013312,0.345898,0.292627
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,6,0.243328,0,0.038459,0.013312,0.348028,0.295099
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,7,0.242816,0,0.038339,0.012288,0.347405,0.293443
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,8,0.24224,0,0.038589,0.013312,0.347269,0.294141
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,9,0.243808,0,0.0387,0.012288,0.348396,0.294796
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,10,0.244064,0,0.038808,0.013312,0.348518,0.296184
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,11,0.248096,0,0.038235,0.013312,0.352165,0.299643
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,12,0.24352,0,0.03845,0.013312,0.348655,0.295282
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,13,0.242304,0,0.038413,0.01536,0.346628,0.296077
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,14,0.244672,0,0.038253,0.014336,0.34888,0.297261
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,15,0.243424,0,0.038529,0.012288,0.350447,0.294241
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,16,0.245376,0,0.038236,0.012288,0.349631,0.2959
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,17,0.244672,0,0.038425,0.013312,0.349526,0.296409
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,18,0.243872,0,0.037886,0.013312,0.348082,0.29507
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",320,19,0.242208,0,0.038144,0.013312,0.346811,0.293664
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,0,0.341408,0,0.065174,0.019456,0.489613,0.426038
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,1,0.352704,0,0.047269,0.016384,0.472621,0.416357
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,2,0.340448,0,0.046185,0.01536,0.455159,0.401993
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,3,0.332416,0,0.050975,0.01536,0.453548,0.398751
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,4,0.332576,0,0.044336,0.014336,0.445876,0.391248
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,5,0.33952,0,0.044304,0.014336,0.450404,0.39816
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,6,0.337888,0,0.044404,0.01536,0.448756,0.397652
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,7,0.34096,0,0.044206,0.013312,0.451564,0.398478
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,8,0.331296,0,0.045119,0.014336,0.501489,0.390751
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,9,0.340832,0,0.043976,0.013312,0.452038,0.39812
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,10,0.335744,0,0.044367,0.014336,0.447774,0.394447
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,11,0.3376,0,0.043839,0.014336,0.448554,0.395775
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,12,0.339136,0,0.044279,0.014336,0.45104,0.397751
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,13,0.339776,0,0.0444,0.01536,0.4509,0.399536
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,14,0.339232,0,0.043886,0.01536,0.450398,0.398478
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,15,0.333344,0,0.044441,0.01536,0.444891,0.393145
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,16,0.33088,0,0.044379,0.014336,0.447526,0.389595
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,17,0.331328,0,0.044745,0.014336,0.443742,0.390409
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,18,0.334496,0,0.044636,0.014336,0.44624,0.393468
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",384,19,0.33312,0,0.044919,0.01536,0.444255,0.393399
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,0,0.445856,0,0.057982,0.02048,0.587564,0.524318
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,1,0.467488,0,0.047416,0.018432,0.58692,0.533336
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,2,0.445792,0,0.045898,0.016384,0.561446,0.508074
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,3,0.449664,0,0.044915,0.013312,0.562014,0.507891
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,4,0.441152,0,0.045268,0.01536,0.559925,0.50178
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,5,0.449504,0,0.045098,0.014336,0.562788,0.508938
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,6,0.448064,0,0.044583,0.01536,0.560207,0.508007
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,7,0.440992,0,0.044548,0.01536,0.553428,0.5009
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,8,0.44016,0,0.044369,0.014336,0.55193,0.498865
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,9,0.441664,0,0.044374,0.014336,0.553588,0.500374
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,10,0.445024,0,0.044527,0.01536,0.55756,0.504911
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,11,0.537376,0,0.04615,0.014336,0.654595,0.597862
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,12,0.440672,0,0.045042,0.014336,0.641432,0.50005
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,13,0.441056,0,0.045202,0.01536,0.586334,0.501618
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,14,0.537184,0,0.04497,0.014336,0.649885,0.59649
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,15,0.527584,0,0.04492,0.014336,0.640513,0.58684
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,16,0.442112,0,0.044756,0.01536,0.555615,0.502228
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,17,0.440672,0,0.04429,0.016384,0.553485,0.501346
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,18,0.441216,0,0.044189,0.014336,0.553717,0.499741
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",448,19,0.546304,0,0.044553,0.01536,0.658782,0.606217
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,0,0.575264,0,0.064063,0.021504,0.725232,0.660831
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,1,0.59552,0,0.058069,0.017408,0.730258,0.670997
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,2,0.57232,0,0.05005,0.016384,0.692293,0.638754
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,3,0.57456,0,0.050273,0.016384,0.694408,0.641217
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,4,0.57424,0,0.049384,0.016384,0.692958,0.640008
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,5,0.56448,0,0.049777,0.016384,0.68315,0.630641
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,6,0.568288,0,0.049163,0.016384,0.686425,0.633835
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,7,0.579552,0,0.048852,0.01536,0.697605,0.643764
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,8,0.572064,0,0.048465,0.017408,0.689169,0.637937
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,9,0.56432,0,0.055572,0.01536,0.688883,0.635252
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,10,0.568,0,0.049484,0.01536,0.69173,0.632844
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,11,0.565952,0,0.048495,0.01536,0.684474,0.629807
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,12,0.569248,0,0.04861,0.01536,0.686909,0.633218
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,13,0.573792,0,0.048595,0.01536,0.691975,0.637747
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,14,0.567232,0,0.048999,0.01536,0.684869,0.631591
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,15,0.571488,0,0.048726,0.01536,0.689847,0.635574
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,16,0.57616,0,0.048867,0.01536,0.694412,0.640387
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,17,0.563424,0,0.049163,0.016384,0.68303,0.628971
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,18,0.576704,0,0.049116,0.017408,0.694626,0.643228
2,float,uniform,CPU,"Ds | Ds | Ds | Ds",512,19,0.566848,0,0.049592,0.016384,0.685958,0.632824
