dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",64,0,0.037184,0,0.117426,0.390144,0.676534,0.544754
3,double,uniform,GPU,"D | D | D | D | D | D",128,12,0.109472,0,0.756544,0.105472,1.10346,0.971488
3,double,uniform,GPU,"D | D | D | D | D | D",128,13,0.103584,0,0.759878,0.108544,1.10209,0.972006
3,double,uniform,GPU,"D | D | D | D | D | D",128,14,0.107648,0,0.758802,0.105472,1.10229,0.971922
3,double,uniform,GPU,"D | D | D | D | D | D",128,15,0.109056,0,0.756814,0.10752,1.10201,0.97339
3,double,uniform,GPU,"D | D | D | D | D | D",128,16,0.101856,0,0.759514,0.105472,1.09723,0.966842
3,double,uniform,GPU,"D | D | D | D | D | D",128,17,0.1032,0,0.757592,0.106496,1.0959,0.967288
3,double,uniform,GPU,"D | D | D | D | D | D",128,18,0.108352,0,0.757547,0.104448,1.10802,0.970347
3,double,uniform,GPU,"D | D | D | D | D | D",128,19,0.102752,0,0.757815,0.106496,1.10091,0.967063
3,double,uniform,GPU,"D | D | D | D | D | D",192,0,0.314848,0,3.54293,0.372736,4.3724,4.23051
3,double,uniform,GPU,"D | D | D | D | D | D",192,1,0.316544,0,3.5025,0.3584,4.30263,4.17744
3,double,uniform,GPU,"D | D | D | D | D | D",192,2,0.312128,0,3.5068,0.356352,4.30774,4.17528
3,double,uniform,GPU,"D | D | D | D | D | D",192,3,0.313664,0,3.51404,0.3584,4.31797,4.1861
3,double,uniform,GPU,"D | D | D | D | D | D",192,4,0.3136,0,3.52911,0.359424,4.33334,4.20214
3,double,uniform,GPU,"D | D | D | D | D | D",192,5,0.315648,0,3.51619,0.356352,4.33314,4.18819
3,double,uniform,GPU,"D | D | D | D | D | D",192,6,0.310336,0,3.50848,0.3584,4.30483,4.17722
3,double,uniform,GPU,"D | D | D | D | D | D",192,7,0.310624,0,3.50939,0.359424,4.3116,4.17944
3,double,uniform,GPU,"D | D | D | D | D | D",192,8,0.309568,0,3.50867,0.357376,4.30333,4.17562
3,double,uniform,GPU,"D | D | D | D | D | D",192,9,0.3112,0,3.50653,0.3584,4.30786,4.17613
3,double,uniform,GPU,"D | D | D | D | D | D",192,10,0.313248,0,3.50859,0.356352,4.31072,4.17819
3,double,uniform,GPU,"D | D | D | D | D | D",192,11,0.309248,0,3.50778,0.357376,4.30365,4.1744
3,double,uniform,GPU,"D | D | D | D | D | D",192,12,0.31152,0,3.50855,0.357376,4.30664,4.17745
3,double,uniform,GPU,"D | D | D | D | D | D",192,13,0.313184,0,3.50848,0.355328,4.30705,4.17699
3,double,uniform,GPU,"D | D | D | D | D | D",192,14,0.3136,0,3.50978,0.357376,4.31406,4.18076
3,double,uniform,GPU,"D | D | D | D | D | D",192,15,0.312064,0,3.51073,0.359424,4.31133,4.18222
3,double,uniform,GPU,"D | D | D | D | D | D",192,16,0.310752,0,3.50408,0.357376,4.30606,4.17221
3,double,uniform,GPU,"D | D | D | D | D | D",192,17,0.312096,0,3.50559,0.3584,4.30857,4.17608
3,double,uniform,GPU,"D | D | D | D | D | D",192,18,0.314208,0,3.50275,0.362496,4.30906,4.17946
3,double,uniform,GPU,"D | D | D | D | D | D",192,19,0.312896,0,3.50932,0.357376,4.30884,4.17959
3,double,uniform,GPU,"D | D | D | D | D | D",256,0,0.7128,0,7.87457,0.796672,9.51006,9.38404
3,double,uniform,GPU,"D | D | D | D | D | D",256,1,0.70416,0,7.87297,0.800768,9.50497,9.3779
3,double,uniform,GPU,"D | D | D | D | D | D",256,2,0.716864,0,7.88944,0.809984,9.53564,9.41629
3,double,uniform,GPU,"D | D | D | D | D | D",256,3,0.705536,0,7.89038,0.797696,9.51948,9.39361
3,double,uniform,GPU,"D | D | D | D | D | D",256,4,0.70416,0,7.87378,0.797696,9.50476,9.37564
3,double,uniform,GPU,"D | D | D | D | D | D",256,5,0.706656,0,7.87927,0.794624,9.50681,9.38055
3,double,uniform,GPU,"D | D | D | D | D | D",256,6,0.706592,0,7.87711,0.79872,9.50691,9.38243
3,double,uniform,GPU,"D | D | D | D | D | D",256,7,0.70592,0,7.86392,0.797696,9.49297,9.36754
3,double,uniform,GPU,"D | D | D | D | D | D",256,8,0.707456,0,7.86874,0.799744,9.50063,9.37594
3,double,uniform,GPU,"D | D | D | D | D | D",256,9,0.70656,0,7.87526,0.797696,9.51209,9.37951
3,double,uniform,GPU,"D | D | D | D | D | D",256,10,0.705312,0,7.86322,0.796672,9.49161,9.3652
3,double,uniform,GPU,"D | D | D | D | D | D",256,11,0.704928,0,7.86332,0.796672,9.49121,9.36492
3,double,uniform,GPU,"D | D | D | D | D | D",256,12,0.706784,0,7.86205,0.797696,9.49264,9.36653
3,double,uniform,GPU,"D | D | D | D | D | D",256,13,0.705632,0,7.86576,0.796672,9.49332,9.36806
3,double,uniform,GPU,"D | D | D | D | D | D",256,14,0.703776,0,7.85738,0.800768,9.48811,9.36192
3,double,uniform,GPU,"D | D | D | D | D | D",256,15,0.704,0,7.85285,0.797696,9.48182,9.35455
3,double,uniform,GPU,"D | D | D | D | D | D",256,16,0.705568,0,7.86574,0.796672,9.49574,9.36798
3,double,uniform,GPU,"D | D | D | D | D | D",256,17,0.70416,0,7.88245,0.799744,9.51269,9.38635
3,double,uniform,GPU,"D | D | D | D | D | D",256,18,0.707968,0,7.86696,0.79872,9.49848,9.37365
3,double,uniform,GPU,"D | D | D | D | D | D",256,19,0.70432,0,7.85989,0.800768,9.48609,9.36498
3,double,uniform,GPU,"D | D | D | D | D | D",320,0,1.37389,0,50.5354,1.5401,53.5752,53.4494
3,double,uniform,GPU,"D | D | D | D | D | D",320,1,1.37264,0,48.3993,1.52986,51.4311,51.3018
3,double,uniform,GPU,"D | D | D | D | D | D",320,2,1.36774,0,45.8066,1.53395,48.838,48.7083
3,double,uniform,GPU,"D | D | D | D | D | D",320,3,1.3656,0,43.1763,1.51245,46.185,46.0544
3,double,uniform,GPU,"D | D | D | D | D | D",320,4,1.36429,0,43.1395,1.5145,46.146,46.0183
3,double,uniform,GPU,"D | D | D | D | D | D",320,5,1.36819,0,43.1292,1.52269,46.1513,46.0201
3,double,uniform,GPU,"D | D | D | D | D | D",320,6,1.36979,0,43.1692,1.5145,46.1825,46.0535
3,double,uniform,GPU,"D | D | D | D | D | D",320,7,1.36298,0,43.1324,1.5104,46.1342,46.0058
3,double,uniform,GPU,"D | D | D | D | D | D",320,8,1.36195,0,43.2197,1.51552,46.2238,46.0971
3,double,uniform,GPU,"D | D | D | D | D | D",320,9,1.36538,0,43.2493,1.51962,46.2633,46.1343
3,double,uniform,GPU,"D | D | D | D | D | D",320,10,1.36499,0,43.1801,1.51142,46.1857,46.0565
3,double,uniform,GPU,"D | D | D | D | D | D",320,11,1.36179,0,43.1584,1.51962,46.1687,46.0398
3,double,uniform,GPU,"D | D | D | D | D | D",320,12,1.3647,0,43.1498,1.51962,46.1623,46.0342
3,double,uniform,GPU,"D | D | D | D | D | D",320,13,1.36224,0,43.1175,1.51347,46.1212,45.9932
3,double,uniform,GPU,"D | D | D | D | D | D",320,14,1.3641,0,43.085,1.51347,46.0935,45.9625
3,double,uniform,GPU,"D | D | D | D | D | D",320,15,1.36266,0,43.1728,1.50938,46.1724,46.0448
3,double,uniform,GPU,"D | D | D | D | D | D",320,16,1.36096,0,43.203,1.52064,46.213,46.0846
3,double,uniform,GPU,"D | D | D | D | D | D",320,17,1.36496,0,43.2119,1.51757,46.2246,46.0944
3,double,uniform,GPU,"D | D | D | D | D | D",320,18,1.36355,0,43.204,1.5145,46.2103,46.082
3,double,uniform,GPU,"D | D | D | D | D | D",320,19,1.36202,0,43.1969,1.51654,46.204,46.0755
3,double,uniform,GPU,"D | D | D | D | D | D",384,0,2.41904,0,20.4789,2.64397,25.6686,25.5419
3,double,uniform,GPU,"D | D | D | D | D | D",384,1,2.41702,0,20.4384,2.64397,25.6233,25.4994
3,double,uniform,GPU,"D | D | D | D | D | D",384,2,2.41334,0,20.4204,2.64397,25.6044,25.4778
3,double,uniform,GPU,"D | D | D | D | D | D",384,3,2.4168,0,20.4463,2.64602,25.6341,25.5091
3,double,uniform,GPU,"D | D | D | D | D | D",384,4,2.41456,0,20.4278,2.63987,25.6081,25.4822
3,double,uniform,GPU,"D | D | D | D | D | D",384,5,2.41696,0,20.4369,2.64397,25.6225,25.4978
3,double,uniform,GPU,"D | D | D | D | D | D",384,6,2.41712,0,20.4386,2.64397,25.6248,25.4997
3,double,uniform,GPU,"D | D | D | D | D | D",384,7,2.41462,0,20.426,2.64294,25.6077,25.4835
3,double,uniform,GPU,"D | D | D | D | D | D",384,8,2.41664,0,20.4113,2.6368,25.5905,25.4647
3,double,uniform,GPU,"D | D | D | D | D | D",384,9,2.41405,0,20.4372,2.63475,25.6105,25.486
3,double,uniform,GPU,"D | D | D | D | D | D",384,10,2.41578,0,20.4266,2.6368,25.6035,25.4791
3,double,uniform,GPU,"D | D | D | D | D | D",384,11,2.41667,0,20.4275,2.64602,25.6153,25.4902
3,double,uniform,GPU,"D | D | D | D | D | D",384,12,2.41475,0,20.4274,2.64499,25.6132,25.4872
3,double,uniform,GPU,"D | D | D | D | D | D",384,13,2.41411,0,20.4245,2.65216,25.616,25.4908
3,double,uniform,GPU,"D | D | D | D | D | D",384,14,2.41526,0,20.4337,2.63782,25.6104,25.4868
3,double,uniform,GPU,"D | D | D | D | D | D",384,15,2.41526,0,20.4313,2.63987,25.6124,25.4864
3,double,uniform,GPU,"D | D | D | D | D | D",384,16,2.4169,0,20.4314,2.6409,25.6157,25.4892
3,double,uniform,GPU,"D | D | D | D | D | D",384,17,2.41379,0,20.4267,2.64704,25.6131,25.4875
3,double,uniform,GPU,"D | D | D | D | D | D",384,18,2.41757,0,20.3711,2.63782,25.5501,25.4265
3,double,uniform,GPU,"D | D | D | D | D | D",384,19,2.41427,0,20.3803,2.63885,25.5593,25.4334
3,double,uniform,GPU,"D | D | D | D | D | D",448,0,3.76022,0,51.5275,4.28954,59.7044,59.5772
3,double,uniform,GPU,"D | D | D | D | D | D",448,1,3.75165,0,51.4791,4.29056,59.6472,59.5213
3,double,uniform,GPU,"D | D | D | D | D | D",448,2,3.76077,0,51.4984,4.29773,59.6843,59.5569
3,double,uniform,GPU,"D | D | D | D | D | D",448,3,3.75648,0,51.486,4.29363,59.6611,59.5361
3,double,uniform,GPU,"D | D | D | D | D | D",448,4,3.7528,0,51.4384,4.30797,59.6246,59.4991
3,double,uniform,GPU,"D | D | D | D | D | D",448,5,3.7544,0,51.4701,4.29978,59.6478,59.5243
3,double,uniform,GPU,"D | D | D | D | D | D",448,6,3.75475,0,51.5086,4.3049,59.6922,59.5683
3,double,uniform,GPU,"D | D | D | D | D | D",448,7,3.756,0,51.4572,4.29773,59.6365,59.5109
3,double,uniform,GPU,"D | D | D | D | D | D",448,8,3.75293,0,51.4865,4.30182,59.6693,59.5412
3,double,uniform,GPU,"D | D | D | D | D | D",448,9,3.75408,0,51.4564,4.30182,59.6381,59.5123
3,double,uniform,GPU,"D | D | D | D | D | D",448,10,3.76,0,51.4562,4.28749,59.6298,59.5037
3,double,uniform,GPU,"D | D | D | D | D | D",448,11,3.75402,0,51.4242,4.29466,59.5973,59.4729
3,double,uniform,GPU,"D | D | D | D | D | D",448,12,3.75181,0,51.4551,4.28954,59.6229,59.4964
3,double,uniform,GPU,"D | D | D | D | D | D",448,13,3.75443,0,51.3969,4.30694,59.5844,59.4583
3,double,uniform,GPU,"D | D | D | D | D | D",448,14,3.76224,0,51.4578,4.29158,59.6377,59.5116
3,double,uniform,GPU,"D | D | D | D | D | D",448,15,3.75155,0,51.4717,4.30592,59.6554,59.5292
3,double,uniform,GPU,"D | D | D | D | D | D",448,16,3.75264,0,51.4708,4.29568,59.6462,59.5191
3,double,uniform,GPU,"D | D | D | D | D | D",448,17,3.7528,0,51.4469,4.30182,59.6268,59.5015
3,double,uniform,GPU,"D | D | D | D | D | D",448,18,3.76134,0,51.445,4.3008,59.633,59.5072
3,double,uniform,GPU,"D | D | D | D | D | D",448,19,3.75162,0,51.4545,4.30285,59.634,59.509
3,double,uniform,GPU,"D | D | D | D | D | D",512,0,5.54685,0,65.0603,6.0119,76.745,76.619
3,double,uniform,GPU,"D | D | D | D | D | D",512,1,5.5353,0,65.2115,5.99962,76.8733,76.7464
3,double,uniform,GPU,"D | D | D | D | D | D",512,2,5.54006,0,65.0374,6.01293,76.7156,76.5904
3,double,uniform,GPU,"D | D | D | D | D | D",512,3,5.53616,0,64.901,6.01293,76.5755,76.4501
3,double,uniform,GPU,"D | D | D | D | D | D",512,4,5.5336,0,65.0939,6.02522,76.7805,76.6528
3,double,uniform,GPU,"D | D | D | D | D | D",512,5,5.5335,0,64.9538,6.03136,76.6444,76.5186
3,double,uniform,GPU,"D | D | D | D | D | D",512,6,5.53478,0,65.0282,5.9863,76.6741,76.5492
3,double,uniform,GPU,"D | D | D | D | D | D",512,7,5.53389,0,64.9174,6.00166,76.5852,76.453
3,double,uniform,GPU,"D | D | D | D | D | D",512,8,5.53427,0,65.1055,6.0201,76.7875,76.6599
3,double,uniform,GPU,"D | D | D | D | D | D",512,9,5.53587,0,65.0118,6.00166,76.6736,76.5493
3,double,uniform,GPU,"D | D | D | D | D | D",512,10,5.53661,0,65.1019,6.00576,76.7701,76.6442
3,double,uniform,GPU,"D | D | D | D | D | D",512,11,5.53654,0,65.2575,6.01293,76.9331,76.8069
3,double,uniform,GPU,"D | D | D | D | D | D",512,12,5.54042,0,65.2101,6.00064,76.8762,76.7512
3,double,uniform,GPU,"D | D | D | D | D | D",512,13,5.53466,0,65.1253,6.0201,76.8035,76.6801
3,double,uniform,GPU,"D | D | D | D | D | D",512,14,5.53546,0,65.0645,6.00986,76.7356,76.6098
3,double,uniform,GPU,"D | D | D | D | D | D",512,15,5.53331,0,65.1481,5.99552,76.8026,76.6769
3,double,uniform,GPU,"D | D | D | D | D | D",512,16,5.53494,0,65.1989,5.99859,76.8592,76.7324
3,double,uniform,GPU,"D | D | D | D | D | D",512,17,5.53715,0,65.3341,6.00474,77.002,76.876
3,double,uniform,GPU,"D | D | D | D | D | D",512,18,5.5345,0,65.4402,6.00883,77.1089,76.9835
3,double,uniform,GPU,"D | D | D | D | D | D",512,19,5.5352,0,65.1613,6.01805,76.8404,76.7145
